length,width_median,width_var,volume,surface_area,surface_to_volume,periplasm_volume,periplasm_fractional_volume,cell_id,date,carbon_source,temperature_C,overexpression,inducer,inducer_conc,image,strain,run_no
2.48338769394387,0.7572721295621806,0.001118744341364312,1.0048154928143536,5.908080047616043,5.879766076325418,0.141404430353407,0.14072676164392345,0,2023-07-18,glucose,3.0,relA,none,0,230718120239.tif,wildtype,8
2.9127904718253372,0.8051943919346896,0.0007472918811982488,1.3465337862496563,7.368173765863992,5.471956100251824,0.1769695477847082,0.1314259988066106,0,2023-07-18,glucose,3.0,lacZ,atc,10,230718122702.tif,wildtype,8
2.3510369512024614,0.7998089717963057,0.005331793221530635,1.047250471668367,5.907389396981025,5.640856277266704,0.14156351326879646,0.1351763662070953,1,2023-07-18,glucose,3.0,lacZ,atc,10,230718122702.tif,wildtype,8
3.466260257881283,0.7104832856773559,0.0024813965307416298,1.2803356060377815,7.736862987693601,6.042839823565208,0.18528600776905724,0.14471674996406342,2,2023-07-18,glucose,3.0,lacZ,atc,10,230718122702.tif,wildtype,8
3.3993990627413813,0.850197055964615,0.0035767472196423936,1.768994693130655,9.079702518327784,5.132690648302115,0.21871395033811303,0.12363742592751756,4,2023-07-18,glucose,3.0,lacZ,atc,10,230718122702.tif,wildtype,8
2.710695584931112,0.9350001745511904,0.006906677323816086,1.6472091186180764,7.962369235375622,4.833854515118056,0.19196637384683202,0.11654037831449228,5,2023-07-18,glucose,3.0,lacZ,atc,10,230718122702.tif,wildtype,8
2.2497178545411516,0.8882802085479924,0.005962399852493695,1.2106843691389453,6.278095440152621,5.185575696015375,0.1508563910620282,0.12460422791228341,6,2023-07-18,glucose,3.0,lacZ,atc,10,230718122702.tif,wildtype,8
3.1768229563081096,0.7853988088879097,0.00618214974217665,1.4122526435963785,7.838502899942961,5.550354559777481,0.1882482181021281,0.13329641757493457,7,2023-07-18,glucose,3.0,lacZ,atc,10,230718122702.tif,wildtype,8
2.505007998001965,0.62826815058505,0.001040542219833188,0.7116613844369616,4.944291115095114,6.947533227486892,0.11752055439303455,0.16513549415922318,0,2023-07-18,glucose,3.0,relA,atc,1,230718125240.tif,wildtype,8
2.000827452346533,0.7091058314813609,0.001361317092372433,0.6968246856281232,4.457286675122975,6.39656827183891,0.10617667516490426,0.1523721494872068,1,2023-07-18,glucose,3.0,relA,atc,1,230718125240.tif,wildtype,8
