lower,upper,quantity,interval,phi_rib
0.08391794500000001,0.12810104999999997,phi_mem_ppc,90%,0.43783783783783786
0.08910805999999999,0.1228579,phi_mem_ppc,80%,0.43783783783783786
0.092467735,0.11955819999999999,phi_mem_ppc,70%,0.43783783783783786
0.09297976399999999,0.11897444,phi_mem_ppc,68%,0.43783783783783786
0.09505535999999999,0.1169082,phi_mem_ppc,60%,0.43783783783783786
0.09722934999999999,0.11467274999999999,phi_mem_ppc,50%,0.43783783783783786
0.09925119,0.11273419999999999,phi_mem_ppc,40%,0.43783783783783786
0.10112895,0.11092305000000001,phi_mem_ppc,30%,0.43783783783783786
0.10284320000000001,0.10927379999999999,phi_mem_ppc,20%,0.43783783783783786
0.10453375000000001,0.10757934999999999,phi_mem_ppc,10%,0.43783783783783786
0.10601,0.10601,phi_mem_ppc,median,0.43783783783783786
0.07841108,0.13304715,phi_mem_ppc,95%,0.44391891891891894
0.08303181999999999,0.1281021,phi_mem_ppc,90%,0.44391891891891894
0.08831883,0.1228554,phi_mem_ppc,80%,0.44391891891891894
0.09173892,0.1193579,phi_mem_ppc,70%,0.44391891891891894
0.092337744,0.11879976,phi_mem_ppc,68%,0.44391891891891894
0.09446836,0.116716,phi_mem_ppc,60%,0.44391891891891894
0.09675102499999999,0.11449775000000001,phi_mem_ppc,50%,0.44391891891891894
0.09877731,0.112456,phi_mem_ppc,40%,0.44391891891891894
0.10070565000000001,0.110707,phi_mem_ppc,30%,0.44391891891891894
0.102458,0.1088774,phi_mem_ppc,20%,0.44391891891891894
0.10405855,0.10731845,phi_mem_ppc,10%,0.44391891891891894
0.105715,0.105715,phi_mem_ppc,median,0.44391891891891894
0.07713937,0.13328702499999998,phi_mem_ppc,95%,0.45
0.08241723,0.12839375,phi_mem_ppc,90%,0.45
0.08789976000000001,0.122729,phi_mem_ppc,80%,0.45
0.09143082,0.11914015,phi_mem_ppc,70%,0.45
0.092065404,0.118535,phi_mem_ppc,68%,0.45
0.09418182,0.1163782,phi_mem_ppc,60%,0.45
0.09645645,0.1142035,phi_mem_ppc,50%,0.45
0.09860176,0.1122753,phi_mem_ppc,40%,0.45
0.100402,0.11049434999999999,phi_mem_ppc,30%,0.45
0.1021146,0.1087906,phi_mem_ppc,20%,0.45
0.10375655,0.107173,phi_mem_ppc,10%,0.45
0.10544049999999999,0.10544049999999999,phi_mem_ppc,median,0.45
0.10692185,0.139233175,phi_mem,95%,0.0
0.10985695,0.13629905,phi_mem,90%,0.0
0.1129709,0.133115,phi_mem,80%,0.0
0.1149554,0.13101215,phi_mem,70%,0.0
0.11531104,0.13063332,phi_mem,68%,0.0
0.11650579999999999,0.129379,phi_mem,60%,0.0
0.11781575,0.1280155,phi_mem,50%,0.0
0.118934,0.1268896,phi_mem,40%,0.0
0.119967,0.12577535,phi_mem,30%,0.0
0.1209976,0.1247218,phi_mem,20%,0.0
0.121963,0.12380445,phi_mem,10%,0.0
0.1229065,0.1229065,phi_mem,median,0.0
0.10714695,0.138488175,phi_mem,95%,0.006081081081081081
0.11003695,0.13566,phi_mem,90%,0.006081081081081081
0.1130118,0.132571,phi_mem,80%,0.006081081081081081
0.1149704,0.13054615,phi_mem,70%,0.006081081081081081
0.115294,0.13017,phi_mem,68%,0.006081081081081081
0.1164556,0.1289582,phi_mem,60%,0.006081081081081081
0.11772975,0.12763525,phi_mem,50%,0.006081081081081081
0.118813,0.1265423,phi_mem,40%,0.006081081081081081
0.11982495,0.12546035,phi_mem,30%,0.006081081081081081
0.120822,0.124439,phi_mem,20%,0.006081081081081081
0.121761,0.123546,phi_mem,10%,0.006081081081081081
0.1226705,0.1226705,phi_mem,median,0.006081081081081081
0.1073386,0.13775805,phi_mem,95%,0.012162162162162163
0.1102037,0.13501134999999997,phi_mem,90%,0.012162162162162163
0.1130626,0.1320229,phi_mem,80%,0.012162162162162163
0.11497684999999999,0.13007,phi_mem,70%,0.012162162162162163
0.11525,0.12968916,phi_mem,68%,0.012162162162162163
0.11641660000000001,0.12850920000000002,phi_mem,60%,0.012162162162162163
0.1176455,0.12724775,phi_mem,50%,0.012162162162162163
0.1186997,0.12617230000000001,phi_mem,40%,0.012162162162162163
0.11967865,0.12514435000000002,phi_mem,30%,0.012162162162162163
0.1206316,0.1241448,phi_mem,20%,0.012162162162162163
0.1215581,0.123282,phi_mem,10%,0.012162162162162163
0.1224425,0.1224425,phi_mem,median,0.012162162162162163
0.10756737499999999,0.13701102499999998,phi_mem,95%,0.018243243243243244
0.110349,0.13436355,phi_mem,90%,0.018243243243243244
0.1131187,0.13147930000000002,phi_mem,80%,0.018243243243243244
0.1149537,0.12957159999999998,phi_mem,70%,0.018243243243243244
0.11525484,0.12923648,phi_mem,68%,0.018243243243243244
0.11637679999999999,0.12806879999999998,phi_mem,60%,0.018243243243243244
0.11756025,0.126861,phi_mem,50%,0.018243243243243244
0.1185897,0.1258219,phi_mem,40%,0.018243243243243244
0.119537,0.12483235,phi_mem,30%,0.018243243243243244
0.1204436,0.1238514,phi_mem,20%,0.018243243243243244
0.12134955,0.12302545,phi_mem,10%,0.018243243243243244
0.1222095,0.1222095,phi_mem,median,0.018243243243243244
0.10783865000000001,0.1362851,phi_mem,95%,0.024324324324324326
0.11049294999999999,0.13373205,phi_mem,90%,0.024324324324324326
0.1131917,0.1309441,phi_mem,80%,0.024324324324324326
0.114954,0.129104,phi_mem,70%,0.024324324324324326
0.11523968,0.12878048,phi_mem,68%,0.024324324324324326
0.116338,0.12765359999999998,phi_mem,60%,0.024324324324324326
0.117465,0.126472,phi_mem,50%,0.024324324324324326
0.11847970000000001,0.1254522,phi_mem,40%,0.024324324324324326
0.119395,0.124503,phi_mem,30%,0.024324324324324326
0.120264,0.1235734,phi_mem,20%,0.024324324324324326
0.12113855,0.12275935,phi_mem,10%,0.024324324324324326
0.1219675,0.1219675,phi_mem,median,0.024324324324324326
0.108096925,0.13556142499999999,phi_mem,95%,0.030405405405405407
0.11062955000000001,0.13310415,phi_mem,90%,0.030405405405405407
0.113226,0.13039630000000002,phi_mem,80%,0.030405405405405407
0.11494570000000001,0.1286093,phi_mem,70%,0.030405405405405407
0.11522768,0.12831916,phi_mem,68%,0.030405405405405407
0.116291,0.12720220000000002,phi_mem,60%,0.030405405405405407
0.1173785,0.12607975,phi_mem,50%,0.030405405405405407
0.1183487,0.12509530000000002,phi_mem,40%,0.030405405405405407
0.11924165,0.12418535,phi_mem,30%,0.030405405405405407
0.120098,0.123296,phi_mem,20%,0.030405405405405407
0.12092755,0.12250435,phi_mem,10%,0.030405405405405407
0.121725,0.121725,phi_mem,median,0.030405405405405407
0.108374,0.13484179999999998,phi_mem,95%,0.03648648648648649
0.1107819,0.1324684,phi_mem,90%,0.03648648648648649
0.1132865,0.1298732,phi_mem,80%,0.03648648648648649
0.11493685,0.128141,phi_mem,70%,0.03648648648648649
0.115212,0.12783364,phi_mem,68%,0.03648648648648649
0.1162568,0.1267754,phi_mem,60%,0.03648648648648649
0.11728875,0.1257125,phi_mem,50%,0.03648648648648649
0.118222,0.1247476,phi_mem,40%,0.03648648648648649
0.1190953,0.1238794,phi_mem,30%,0.03648648648648649
0.11992720000000001,0.123012,phi_mem,20%,0.03648648648648649
0.12071755,0.122253,phi_mem,10%,0.03648648648648649
0.1214865,0.1214865,phi_mem,median,0.03648648648648649
0.108623975,0.134141175,phi_mem,95%,0.04256756756756757
0.11091184999999999,0.1318552,phi_mem,90%,0.04256756756756757
0.1133308,0.12934220000000002,phi_mem,80%,0.04256756756756757
0.1149267,0.12765315,phi_mem,70%,0.04256756756756757
0.11518952,0.12738,phi_mem,68%,0.04256756756756757
0.1162158,0.12634759999999998,phi_mem,60%,0.04256756756756757
0.117203,0.125325,phi_mem,50%,0.04256756756756757
0.1181074,0.124398,phi_mem,40%,0.04256756756756757
0.118943,0.12355134999999999,phi_mem,30%,0.04256756756756757
0.1197536,0.12273339999999999,phi_mem,20%,0.04256756756756757
0.1205111,0.121989,phi_mem,10%,0.04256756756756757
0.121256,0.121256,phi_mem,median,0.04256756756756757
0.108915725,0.13341715,phi_mem,95%,0.04864864864864865
0.1110786,0.13124815,phi_mem,90%,0.04864864864864865
0.1133579,0.128794,phi_mem,80%,0.04864864864864865
0.1149267,0.1271913,phi_mem,70%,0.04864864864864865
0.11517352,0.12692632,phi_mem,68%,0.04864864864864865
0.1161746,0.1259268,phi_mem,60%,0.04864864864864865
0.11710975000000001,0.1249325,phi_mem,50%,0.04864864864864865
0.11798270000000001,0.1240493,phi_mem,40%,0.04864864864864865
0.118792,0.12322705,phi_mem,30%,0.04864864864864865
0.119576,0.1224524,phi_mem,20%,0.04864864864864865
0.120306,0.1217169,phi_mem,10%,0.04864864864864865
0.12101,0.12101,phi_mem,median,0.04864864864864865
0.10915992499999999,0.132726225,phi_mem,95%,0.05472972972972973
0.11121584999999999,0.130613,phi_mem,90%,0.05472972972972973
0.1134127,0.128271,phi_mem,80%,0.05472972972972973
0.11491185,0.12670145000000002,phi_mem,70%,0.05472972972972973
0.11515688,0.1264688,phi_mem,68%,0.05472972972972973
0.1161188,0.1255,phi_mem,60%,0.05472972972972973
0.117019,0.12456724999999999,phi_mem,50%,0.05472972972972973
0.1178777,0.1236869,phi_mem,40%,0.05472972972972973
0.11864865000000001,0.12290935,phi_mem,30%,0.05472972972972973
0.1193836,0.122168,phi_mem,20%,0.05472972972972973
0.1201111,0.12144445,phi_mem,10%,0.05472972972972973
0.1207755,0.1207755,phi_mem,median,0.05472972972972973
0.10943570000000001,0.1320362,phi_mem,95%,0.060810810810810814
0.11137355,0.130008,phi_mem,90%,0.060810810810810814
0.1134656,0.1277581,phi_mem,80%,0.060810810810810814
0.11489,0.12624,phi_mem,70%,0.060810810810810814
0.11512884,0.126018,phi_mem,68%,0.060810810810810814
0.1160628,0.1250812,phi_mem,60%,0.060810810810810814
0.116934,0.124177,phi_mem,50%,0.060810810810810814
0.1177434,0.12333229999999999,phi_mem,40%,0.060810810810810814
0.11849,0.12259334999999999,phi_mem,30%,0.060810810810810814
0.119202,0.1218744,phi_mem,20%,0.060810810810810814
0.11990055,0.12120345,phi_mem,10%,0.060810810810810814
0.1205425,0.1205425,phi_mem,median,0.060810810810810814
0.10965275000000001,0.13132705,phi_mem,95%,0.0668918918918919
0.11150095,0.12938515,phi_mem,90%,0.0668918918918919
0.1135133,0.1272252,phi_mem,80%,0.0668918918918919
0.114858,0.1257576,phi_mem,70%,0.0668918918918919
0.11511668,0.12554916,phi_mem,68%,0.0668918918918919
0.116014,0.1246612,phi_mem,60%,0.0668918918918919
0.1168455,0.123794,phi_mem,50%,0.0668918918918919
0.117619,0.12297860000000001,phi_mem,40%,0.0668918918918919
0.11833,0.12227634999999999,phi_mem,30%,0.0668918918918919
0.119023,0.12158079999999999,phi_mem,20%,0.0668918918918919
0.11968655,0.12094244999999999,phi_mem,10%,0.0668918918918919
0.120304,0.120304,phi_mem,median,0.0668918918918919
0.109849825,0.130633325,phi_mem,95%,0.07297297297297298
0.11162975,0.1287631,phi_mem,90%,0.07297297297297298
0.113547,0.1267151,phi_mem,80%,0.07297297297297298
0.11485184999999999,0.12530315,phi_mem,70%,0.07297297297297298
0.115092,0.12507716,phi_mem,68%,0.07297297297297298
0.11595420000000001,0.124246,phi_mem,60%,0.07297297297297298
0.11676075,0.12340825,phi_mem,50%,0.07297297297297298
0.11750970000000001,0.1226323,phi_mem,40%,0.07297297297297298
0.11818365,0.121964,phi_mem,30%,0.07297297297297298
0.1188472,0.121296,phi_mem,20%,0.07297297297297298
0.1194661,0.12067745,phi_mem,10%,0.07297297297297298
0.120077,0.120077,phi_mem,median,0.07297297297297298
0.1100519,0.12998902499999998,phi_mem,95%,0.07905405405405405
0.11178695,0.1281531,phi_mem,90%,0.07905405405405405
0.113597,0.1261931,phi_mem,80%,0.07905405405405405
0.11485655,0.124833,phi_mem,70%,0.07905405405405405
0.11507384,0.124613,phi_mem,68%,0.07905405405405405
0.11587879999999999,0.12384239999999999,phi_mem,60%,0.07905405405405405
0.11665875,0.1230355,phi_mem,50%,0.07905405405405405
0.1173937,0.12229229999999999,phi_mem,40%,0.07905405405405405
0.11803,0.12165,phi_mem,30%,0.07905405405405405
0.1186706,0.121011,phi_mem,20%,0.07905405405405405
0.11925965000000001,0.1204079,phi_mem,10%,0.07905405405405405
0.119852,0.119852,phi_mem,median,0.07905405405405405
0.1102426,0.129279075,phi_mem,95%,0.08513513513513514
0.1119028,0.1275343,phi_mem,90%,0.08513513513513514
0.1136533,0.125671,phi_mem,80%,0.08513513513513514
0.1148497,0.12435945,phi_mem,70%,0.08513513513513514
0.11505268,0.12414232,phi_mem,68%,0.08513513513513514
0.1158058,0.1234316,phi_mem,60%,0.08513513513513514
0.1165655,0.122648,phi_mem,50%,0.08513513513513514
0.11726339999999999,0.1219643,phi_mem,40%,0.08513513513513514
0.117866,0.12134935,phi_mem,30%,0.08513513513513514
0.1184796,0.1207374,phi_mem,20%,0.08513513513513514
0.119051,0.120143,phi_mem,10%,0.08513513513513514
0.1196205,0.1196205,phi_mem,median,0.08513513513513514
0.11041082499999999,0.128584075,phi_mem,95%,0.09121621621621623
0.11201984999999999,0.1269568,phi_mem,90%,0.09121621621621623
0.1136908,0.1251491,phi_mem,80%,0.09121621621621623
0.114836,0.12390129999999999,phi_mem,70%,0.09121621621621623
0.115024,0.123707,phi_mem,68%,0.09121621621621623
0.115719,0.1230152,phi_mem,60%,0.09121621621621623
0.1164835,0.12226424999999999,phi_mem,50%,0.09121621621621623
0.11713770000000001,0.121612,phi_mem,40%,0.09121621621621623
0.11772265,0.12101635,phi_mem,30%,0.09121621621621623
0.1182826,0.1204488,phi_mem,20%,0.09121621621621623
0.118833,0.11987945,phi_mem,10%,0.09121621621621623
0.119392,0.119392,phi_mem,median,0.09121621621621623
0.11058977499999999,0.12790505,phi_mem,95%,0.0972972972972973
0.11212395,0.1263571,phi_mem,90%,0.0972972972972973
0.113725,0.1246356,phi_mem,80%,0.0972972972972973
0.114818,0.1234343,phi_mem,70%,0.0972972972972973
0.11498984,0.123261,phi_mem,68%,0.0972972972972973
0.115651,0.1226132,phi_mem,60%,0.0972972972972973
0.1163795,0.1218805,phi_mem,50%,0.0972972972972973
0.1170147,0.121286,phi_mem,40%,0.0972972972972973
0.117571,0.12070105,phi_mem,30%,0.0972972972972973
0.1181012,0.1201604,phi_mem,20%,0.0972972972972973
0.1186231,0.119629,phi_mem,10%,0.0972972972972973
0.1191505,0.1191505,phi_mem,median,0.0972972972972973
0.11077985,0.1272413,phi_mem,95%,0.10337837837837838
0.11221885,0.1257461,phi_mem,90%,0.10337837837837838
0.1137538,0.12413429999999999,phi_mem,80%,0.10337837837837838
0.114797,0.12299315000000001,phi_mem,70%,0.10337837837837838
0.11497252000000001,0.12282016,phi_mem,68%,0.10337837837837838
0.115594,0.1222024,phi_mem,60%,0.10337837837837838
0.116287,0.121509,phi_mem,50%,0.10337837837837838
0.11688370000000001,0.120947,phi_mem,40%,0.10337837837837838
0.11741965,0.12039470000000001,phi_mem,30%,0.10337837837837838
0.11793,0.1198824,phi_mem,20%,0.10337837837837838
0.118412,0.119374,phi_mem,10%,0.10337837837837838
0.11891550000000001,0.11891550000000001,phi_mem,median,0.10337837837837838
0.110904975,0.12657605,phi_mem,95%,0.10945945945945947
0.11234355,0.1251601,phi_mem,90%,0.10945945945945947
0.1137659,0.123624,phi_mem,80%,0.10945945945945947
0.11475584999999999,0.12255315,phi_mem,70%,0.10945945945945947
0.114922,0.12239116,phi_mem,68%,0.10945945945945947
0.1155148,0.12179,phi_mem,60%,0.10945945945945947
0.116167,0.121147,phi_mem,50%,0.10945945945945947
0.116748,0.1206072,phi_mem,40%,0.10945945945945947
0.11727465000000001,0.120084,phi_mem,30%,0.10945945945945947
0.117735,0.119597,phi_mem,20%,0.10945945945945947
0.11819055,0.11912345,phi_mem,10%,0.10945945945945947
0.118671,0.118671,phi_mem,median,0.10945945945945947
0.111050925,0.12599212499999998,phi_mem,95%,0.11554054054054055
0.11243995,0.1245921,phi_mem,90%,0.11554054054054055
0.11380370000000001,0.1231351,phi_mem,80%,0.11554054054054055
0.11470985,0.12212229999999999,phi_mem,70%,0.11554054054054055
0.11487884,0.121956,phi_mem,68%,0.11554054054054055
0.115444,0.1213902,phi_mem,60%,0.11554054054054055
0.11606274999999999,0.12080325,phi_mem,50%,0.11554054054054055
0.11660770000000001,0.1202746,phi_mem,40%,0.11554054054054055
0.11711065000000001,0.1197787,phi_mem,30%,0.11554054054054055
0.117545,0.119313,phi_mem,20%,0.11554054054054055
0.11799355,0.118875,phi_mem,10%,0.11554054054054055
0.1184325,0.1184325,phi_mem,median,0.11554054054054055
0.111217975,0.1253651,phi_mem,95%,0.12162162162162163
0.11249995,0.124028,phi_mem,90%,0.12162162162162163
0.1138335,0.122646,phi_mem,80%,0.12162162162162163
0.11465355,0.12170175,phi_mem,70%,0.12162162162162163
0.11484584,0.12153815999999999,phi_mem,68%,0.12162162162162163
0.11537,0.120986,phi_mem,60%,0.12162162162162163
0.115958,0.12043424999999999,phi_mem,50%,0.12162162162162163
0.116463,0.1199483,phi_mem,40%,0.12162162162162163
0.11694065000000001,0.119463,phi_mem,30%,0.12162162162162163
0.1173576,0.119041,phi_mem,20%,0.12162162162162163
0.117783,0.11859945,phi_mem,10%,0.12162162162162163
0.11819,0.11819,phi_mem,median,0.12162162162162163
0.111324,0.12473232499999999,phi_mem,95%,0.1277027027027027
0.11253795,0.1234762,phi_mem,90%,0.1277027027027027
0.1138259,0.1221603,phi_mem,80%,0.1277027027027027
0.11462685,0.12127215000000001,phi_mem,70%,0.1277027027027027
0.114765,0.12113132,phi_mem,68%,0.1277027027027027
0.1153078,0.120601,phi_mem,60%,0.1277027027027027
0.11584275,0.120086,phi_mem,50%,0.1277027027027027
0.116316,0.119616,phi_mem,40%,0.1277027027027027
0.11676565,0.119152,phi_mem,30%,0.1277027027027027
0.117177,0.118759,phi_mem,20%,0.1277027027027027
0.11756955,0.118361,phi_mem,10%,0.1277027027027027
0.117947,0.117947,phi_mem,median,0.1277027027027027
0.11141084999999999,0.124153,phi_mem,95%,0.1337837837837838
0.11257195,0.12290174999999999,phi_mem,90%,0.1337837837837838
0.113824,0.1216921,phi_mem,80%,0.1337837837837838
0.1145764,0.12085,phi_mem,70%,0.1337837837837838
0.11471084,0.120699,phi_mem,68%,0.1337837837837838
0.11522,0.120225,phi_mem,60%,0.1337837837837838
0.115739,0.11974125,phi_mem,50%,0.1337837837837838
0.116176,0.1192723,phi_mem,40%,0.1337837837837838
0.11658665,0.11885,phi_mem,30%,0.1337837837837838
0.1169876,0.1184654,phi_mem,20%,0.1337837837837838
0.11734955,0.11811,phi_mem,10%,0.1337837837837838
0.1177115,0.1177115,phi_mem,median,0.1337837837837838
0.111498875,0.12358219999999999,phi_mem,95%,0.13986486486486488
0.112613,0.12238210000000001,phi_mem,90%,0.13986486486486488
0.11378089999999999,0.12125620000000001,phi_mem,80%,0.13986486486486488
0.11451984999999999,0.120438,phi_mem,70%,0.13986486486486488
0.11465252000000001,0.120315,phi_mem,68%,0.13986486486486488
0.1151358,0.11985420000000001,phi_mem,60%,0.13986486486486488
0.115619,0.119399,phi_mem,50%,0.13986486486486488
0.116014,0.118951,phi_mem,40%,0.13986486486486488
0.116413,0.118557,phi_mem,30%,0.13986486486486488
0.1167796,0.118198,phi_mem,20%,0.13986486486486488
0.117142,0.11784245,phi_mem,10%,0.13986486486486488
0.117491,0.117491,phi_mem,median,0.13986486486486488
0.11153985,0.123020025,phi_mem,95%,0.14594594594594595
0.112665,0.12189305,phi_mem,90%,0.14594594594594595
0.1137468,0.1208091,phi_mem,80%,0.14594594594594595
0.1144394,0.120062,phi_mem,70%,0.14594594594594595
0.114563,0.119939,phi_mem,68%,0.14594594594594595
0.11503179999999999,0.1195012,phi_mem,60%,0.14594594594594595
0.11548175,0.119052,phi_mem,50%,0.14594594594594595
0.11587739999999999,0.118631,phi_mem,40%,0.14594594594594595
0.11622965,0.118258,phi_mem,30%,0.14594594594594595
0.116588,0.117913,phi_mem,20%,0.14594594594594595
0.116925,0.11758745,phi_mem,10%,0.14594594594594595
0.117251,0.117251,phi_mem,median,0.14594594594594595
0.111584,0.12250710000000001,phi_mem,95%,0.15202702702702703
0.11263995,0.12144905,phi_mem,90%,0.15202702702702703
0.1136799,0.1203745,phi_mem,80%,0.15202702702702703
0.11434085,0.1197,phi_mem,70%,0.15202702702702703
0.11446684,0.11957,phi_mem,68%,0.15202702702702703
0.1149128,0.11916,phi_mem,60%,0.15202702702702703
0.115342,0.118726,phi_mem,50%,0.15202702702702703
0.115713,0.1183163,phi_mem,40%,0.15202702702702703
0.116061,0.117963,phi_mem,30%,0.15202702702702703
0.116378,0.1176384,phi_mem,20%,0.15202702702702703
0.116704,0.11734445,phi_mem,10%,0.15202702702702703
0.117014,0.117014,phi_mem,median,0.15202702702702703
0.111580975,0.121987025,phi_mem,95%,0.1581081081081081
0.11258595,0.12101705,phi_mem,90%,0.1581081081081081
0.113619,0.11996820000000001,phi_mem,80%,0.1581081081081081
0.11424785,0.11933215,phi_mem,70%,0.1581081081081081
0.11436884,0.11922432,phi_mem,68%,0.1581081081081081
0.1147758,0.11881420000000001,phi_mem,60%,0.1581081081081081
0.115178,0.118412,phi_mem,50%,0.1581081081081081
0.11554070000000001,0.1180263,phi_mem,40%,0.1581081081081081
0.11586765,0.117678,phi_mem,30%,0.1581081081081081
0.1161826,0.1173694,phi_mem,20%,0.1581081081081081
0.116496,0.11707345,phi_mem,10%,0.1581081081081081
0.116775,0.116775,phi_mem,median,0.1581081081081081
0.111540925,0.12152705,phi_mem,95%,0.1641891891891892
0.112518,0.12059015000000001,phi_mem,90%,0.1641891891891892
0.1135079,0.1195871,phi_mem,80%,0.1641891891891892
0.114137,0.118988,phi_mem,70%,0.1641891891891892
0.114236,0.118873,phi_mem,68%,0.1641891891891892
0.114614,0.118495,phi_mem,60%,0.1641891891891892
0.11501,0.118099,phi_mem,50%,0.1641891891891892
0.11536070000000001,0.117736,phi_mem,40%,0.1641891891891892
0.115671,0.117414,phi_mem,30%,0.1641891891891892
0.1159836,0.117101,phi_mem,20%,0.1641891891891892
0.116266,0.11682645,phi_mem,10%,0.1641891891891892
0.1165385,0.1165385,phi_mem,median,0.1641891891891892
0.1114629,0.121103275,phi_mem,95%,0.17027027027027028
0.1124178,0.1201921,phi_mem,90%,0.17027027027027028
0.11340789999999999,0.1192591,phi_mem,80%,0.17027027027027028
0.11397784999999999,0.118654,phi_mem,70%,0.17027027027027028
0.11408084,0.118556,phi_mem,68%,0.17027027027027028
0.114453,0.1181932,phi_mem,60%,0.17027027027027028
0.114837,0.117804,phi_mem,50%,0.17027027027027028
0.115163,0.117462,phi_mem,40%,0.17027027027027028
0.115472,0.117142,phi_mem,30%,0.17027027027027028
0.115778,0.116855,phi_mem,20%,0.17027027027027028
0.11604,0.116578,phi_mem,10%,0.17027027027027028
0.116301,0.116301,phi_mem,median,0.17027027027027028
0.111328975,0.12073205000000001,phi_mem,95%,0.17635135135135135
0.11227184999999999,0.11986815,phi_mem,90%,0.17635135135135135
0.113238,0.1189491,phi_mem,80%,0.17635135135135135
0.113814,0.11834815,phi_mem,70%,0.17635135135135135
0.11390984,0.11825616,phi_mem,68%,0.17635135135135135
0.114253,0.11791320000000001,phi_mem,60%,0.17635135135135135
0.11464975,0.117525,phi_mem,50%,0.17635135135135135
0.114968,0.117186,phi_mem,40%,0.17635135135135135
0.11525765,0.11688,phi_mem,30%,0.17635135135135135
0.115547,0.1166194,phi_mem,20%,0.17635135135135135
0.115814,0.116335,phi_mem,10%,0.17635135135135135
0.1160745,0.1160745,phi_mem,median,0.17635135135135135
0.111158975,0.12040022499999999,phi_mem,95%,0.18243243243243246
0.11208495,0.1196001,phi_mem,90%,0.18243243243243246
0.1130269,0.118681,phi_mem,80%,0.18243243243243246
0.113618,0.11808815,phi_mem,70%,0.18243243243243246
0.11371484,0.11799832,phi_mem,68%,0.18243243243243246
0.114059,0.11763620000000001,phi_mem,60%,0.18243243243243246
0.11443275,0.117264,phi_mem,50%,0.18243243243243246
0.114747,0.1169293,phi_mem,40%,0.18243243243243246
0.11504265000000001,0.116638,phi_mem,30%,0.18243243243243246
0.115326,0.116366,phi_mem,20%,0.18243243243243246
0.11558055,0.116097,phi_mem,10%,0.18243243243243246
0.115836,0.115836,phi_mem,median,0.18243243243243246
0.11096095,0.120146025,phi_mem,95%,0.18851351351351353
0.1118549,0.11934125,phi_mem,90%,0.18851351351351353
0.112787,0.118463,phi_mem,80%,0.18851351351351353
0.113378,0.11785,phi_mem,70%,0.18851351351351353
0.113481,0.11775316,phi_mem,68%,0.18851351351351353
0.113832,0.11739,phi_mem,60%,0.18851351351351353
0.114198,0.11701225000000001,phi_mem,50%,0.18851351351351353
0.1145227,0.116707,phi_mem,40%,0.18851351351351353
0.11481,0.11640135,phi_mem,30%,0.18851351351351353
0.11509,0.116121,phi_mem,20%,0.18851351351351353
0.115346,0.115858,phi_mem,10%,0.18851351351351353
0.115603,0.115603,phi_mem,median,0.18851351351351353
0.110685975,0.1199771,phi_mem,95%,0.1945945945945946
0.11157095,0.11911524999999999,phi_mem,90%,0.1945945945945946
0.11253379999999999,0.118229,phi_mem,80%,0.1945945945945946
0.113121,0.117638,phi_mem,70%,0.1945945945945946
0.113232,0.11753916,phi_mem,68%,0.1945945945945946
0.11357679999999999,0.117165,phi_mem,60%,0.1945945945945946
0.1139445,0.11679624999999999,phi_mem,50%,0.1945945945945946
0.1142667,0.116474,phi_mem,40%,0.1945945945945946
0.114566,0.116168,phi_mem,30%,0.1945945945945946
0.11484420000000001,0.115896,phi_mem,20%,0.1945945945945946
0.115105,0.115625,phi_mem,10%,0.1945945945945946
0.1153695,0.1153695,phi_mem,median,0.1945945945945946
0.110349975,0.119839,phi_mem,95%,0.20067567567567568
0.11127695,0.118944,phi_mem,90%,0.20067567567567568
0.112238,0.11805310000000001,phi_mem,80%,0.20067567567567568
0.112856,0.11744715,phi_mem,70%,0.20067567567567568
0.11296384,0.11734216,phi_mem,68%,0.20067567567567568
0.1133,0.116976,phi_mem,60%,0.20067567567567568
0.113675,0.116599,phi_mem,50%,0.20067567567567568
0.114009,0.116257,phi_mem,40%,0.20067567567567568
0.114317,0.11594634999999999,phi_mem,30%,0.20067567567567568
0.1145892,0.1156764,phi_mem,20%,0.20067567567567568
0.114858,0.115388,phi_mem,10%,0.20067567567567568
0.115129,0.115129,phi_mem,median,0.20067567567567568
0.10997897499999999,0.119723025,phi_mem,95%,0.20675675675675675
0.11092685,0.11881505,phi_mem,90%,0.20675675675675675
0.1119209,0.11790729999999999,phi_mem,80%,0.20675675675675675
0.11257085,0.117279,phi_mem,70%,0.20675675675675675
0.11266184,0.117167,phi_mem,68%,0.20675675675675675
0.11299179999999999,0.11678820000000001,phi_mem,60%,0.20675675675675675
0.11337875,0.11641125,phi_mem,50%,0.20675675675675675
0.113731,0.11607229999999999,phi_mem,40%,0.20675675675675675
0.114036,0.11575,phi_mem,30%,0.20675675675675675
0.114333,0.115447,phi_mem,20%,0.20675675675675675
0.11461355,0.11515945,phi_mem,10%,0.20675675675675675
0.114893,0.114893,phi_mem,median,0.20675675675675675
0.109572925,0.119663,phi_mem,95%,0.21283783783783786
0.11053295,0.118769,phi_mem,90%,0.21283783783783786
0.111582,0.11777620000000001,phi_mem,80%,0.21283783783783786
0.112237,0.117112,phi_mem,70%,0.21283783783783786
0.11234184,0.11701332,phi_mem,68%,0.21283783783783786
0.11268,0.11664920000000001,phi_mem,60%,0.21283783783783786
0.11308575000000001,0.116241,phi_mem,50%,0.21283783783783786
0.113444,0.115881,phi_mem,40%,0.21283783783783786
