lower,upper,quantity,interval,growth_rate_hr
71.60969750000001,201.479275,protein_per_cell,95%,0.005
78.31180499999999,184.58019999999993,protein_per_cell,90%,0.005
86.97485999999999,167.6771,protein_per_cell,80%,0.005
92.69751,157.5963,protein_per_cell,70%,0.005
93.634984,155.66755999999998,protein_per_cell,68%,0.005
97.55054,149.641,protein_per_cell,60%,0.005
101.86449999999999,143.716,protein_per_cell,50%,0.005
106.0533,138.15609999999998,protein_per_cell,40%,0.005
109.9479,133.5054,protein_per_cell,30%,0.005
113.7342,129.30519999999999,protein_per_cell,20%,0.005
117.64055,125.2556,protein_per_cell,10%,0.005
121.307,121.307,protein_per_cell,median,0.005
75.14543,207.07272499999996,protein_per_cell,95%,0.04547297297297297
81.926255,190.66995,protein_per_cell,90%,0.04547297297297297
90.67719,173.6998,protein_per_cell,80%,0.04547297297297297
96.718705,163.259,protein_per_cell,70%,0.04547297297297297
97.626152,161.44172,protein_per_cell,68%,0.04547297297297297
101.43,155.09920000000002,protein_per_cell,60%,0.04547297297297297
105.8185,148.7505,protein_per_cell,50%,0.04547297297297297
110.0138,143.1642,protein_per_cell,40%,0.04547297297297297
113.90445,138.21135,protein_per_cell,30%,0.04547297297297297
117.7792,133.7014,protein_per_cell,20%,0.04547297297297297
121.71885,129.5839,protein_per_cell,10%,0.04547297297297297
125.6585,125.6585,protein_per_cell,median,0.04547297297297297
76.8168925,213.59357499999996,protein_per_cell,95%,0.08594594594594596
84.53765,196.82844999999995,protein_per_cell,90%,0.08594594594594596
93.23626,179.8223,protein_per_cell,80%,0.08594594594594596
99.78826,168.58105,protein_per_cell,70%,0.08594594594594596
100.99544,166.59588,protein_per_cell,68%,0.08594594594594596
104.9158,160.208,protein_per_cell,60%,0.08594594594594596
109.49175,153.59575,protein_per_cell,50%,0.08594594594594596
113.8741,147.868,protein_per_cell,40%,0.08594594594594596
117.8626,142.733,protein_per_cell,30%,0.08594594594594596
121.6166,138.0952,protein_per_cell,20%,0.08594594594594596
125.50355,133.66335,protein_per_cell,10%,0.08594594594594596
129.54,129.54,protein_per_cell,median,0.08594594594594596
79.2652025,221.62327499999995,protein_per_cell,95%,0.12641891891891893
86.31168,202.71175,protein_per_cell,90%,0.12641891891891893
95.61392000000001,184.41900000000004,protein_per_cell,80%,0.12641891891891893
102.51655,173.11430000000001,protein_per_cell,70%,0.12641891891891893
103.66136,171.32168000000001,protein_per_cell,68%,0.12641891891891893
107.77640000000001,164.9564,protein_per_cell,60%,0.12641891891891893
112.669,158.28825,protein_per_cell,50%,0.12641891891891893
116.965,152.30530000000002,protein_per_cell,40%,0.12641891891891893
121.3939,147.4857,protein_per_cell,30%,0.12641891891891893
125.54480000000001,142.6386,protein_per_cell,20%,0.12641891891891893
129.44695000000002,138.20725000000002,protein_per_cell,10%,0.12641891891891893
133.6815,133.6815,protein_per_cell,median,0.12641891891891893
