lower,upper,quantity,interval,growth_rate_hr,condition,replicate,source
4.0381350000000005,4.309031,sav,80%,2.272564591054877,LB,2.0,This Study
4.0652655,4.281416,sav,70%,2.272564591054877,LB,2.0,This Study
4.0700968,4.276688,sav,68%,2.272564591054877,LB,2.0,This Study
4.087184,4.2606020000000004,sav,60%,2.272564591054877,LB,2.0,This Study
4.1049575,4.242105,sav,50%,2.272564591054877,LB,2.0,This Study
4.1201740000000004,4.227112,sav,40%,2.272564591054877,LB,2.0,This Study
4.13443,4.2125935,sav,30%,2.272564591054877,LB,2.0,This Study
4.147876,4.19889,sav,20%,2.272564591054877,LB,2.0,This Study
4.1607655,4.186159,sav,10%,2.272564591054877,LB,2.0,This Study
4.173555,4.173555,sav,median,2.272564591054877,LB,2.0,This Study
