2.5%,12.5%,25%,45%,55%,75%,87.5%,97.5%,mean,median,carbon_source,strain,parameter
13.4641625,20.274124999999998,26.581225,39.465664999999994,49.49023000000001,87.50059999999999,179.445,768.3145750000014,136.04776867499996,44.132999999999996,acetate,wildtype,ug protein per OD mL
7.124429500000001,10.20955,13.41545,19.83982,24.753630000000005,44.561975,91.37553750000001,392.00212500000015,66.88904731499991,22.0552,glucose,wildtype,ug protein per OD mL
6.70863875,9.85724375,12.94715,19.257299999999997,23.707575000000006,42.61285,88.376275,382.63772500000016,64.15142597000009,21.29165,glucoseCAA,wildtype,ug protein per OD mL
7.9311240000000005,11.565237499999999,15.23145,22.566395,27.954800000000006,49.85985,103.726125,439.04167500000074,75.96151547500007,25.040750000000003,glycerol,wildtype,ug protein per OD mL
9.74376525,14.2636375,18.64255,27.734695000000002,34.45274,60.925625,127.605,542.6013500000006,92.98204258000017,30.71315,sorbitol,wildtype,ug protein per OD mL
