cyto_intensity,peri_intensity,proteome_intensity,gene,localization
0.0021996251361326500,0.0023830089764323200,0.002139628519159100,crr,cytoplasm
6.41452849245465E-06,0.0023813521366592800,0.00019460755298235800,ytfJ,periplasm
0.0036962810432151500,0.0023497538352733300,0.003160689490142410,fbaA,cytoplasm
0.0022349737988212100,0.0023051611762387800,0.0024563626544736600,eno,cytoplasm
0.0011339478899303300,0.0022978947503769900,0.0011954290139743700,msrB,cytoplasm
0.0010973858864172300,0.002256118718956620,0.0007401819996613300,rbsK,cytoplasm
0.0036312459750192700,0.0022268873315321700,0.003746864637224740,ompT,membrane
0.010087715615309200,0.0021992891147411400,0.006110790732038790,gltA,cytoplasm
2.92277626756449E-06,0.0021316663828612600,4.35331985443863E-05,opgD,periplasm
9.97123489615239E-06,0.0020777954210976500,8.63687626762472E-05,ygiW,periplasm
0.0033011768260475000,0.0020075454147205000,0.0035563536584089600,pgk,cytoplasm
0.001526544536060580,0.002000042297462570,0.0015339439446102200,tpiA,cytoplasm
0.0033521371406786,0.0019548579099376400,0.0032230709858670600,groS,cytoplasm
0.009244039295305380,0.0019529643787684500,0.011139031320455400,ptsI,cytoplasm
3.15310880075824E-05,0.0019418162140098100,0.00019693164901943400,,
0.001387778790426210,0.0019359462673853000,0.000932761545630533,ptsH,cytoplasm
0.003517879497312140,0.0019038982523466700,0.0037316951447663400,tsf,cytoplasm
8.96537535260039E-07,0.0018903595044869300,9.79040665670731E-05,lsrB,periplasm
0.0026909877253812700,0.0018872115089181400,0.0032656185730030500,flu,membrane
0.0,0.0018840161750701200,0.00010189112835493600,ydcS,periplasm
0.0018010831199621100,0.001883708476255130,0.0016292197140882400,purC,cytoplasm
6.38702610043151E-06,0.0018605363885721000,0.00010694492183171800,treA,periplasm
2.8553145177195E-05,0.001857743430097540,0.00017567407950754300,pspE,periplasm
0.0016357047655759300,0.0018527019033595500,0.001534957948116790,sodB,cytoplasm
2.96018760965478E-05,0.001841577407740530,0.00013335768517105000,ppiA,periplasm
6.19167822767895E-06,0.0018060736983181200,7.57501179553674E-05,pqqL,cytoplasm
2.49681274875911E-06,0.0017793749088324700,8.98893828510844E-05,osmF,periplasm
0.008518865929165970,0.0017132670018879300,0.008713534932721980,acnB,cytoplasm
7.99308490519427E-05,0.0016888877880845400,0.00018960648768791800,gsiB,periplasm
1.07295729114962E-06,0.0016353481942755500,8.65999554757469E-05,alsB,periplasm
4.5253568286302E-05,0.0016285314820664400,0.00010337562948856500,lptA,periplasm
0.001842417597385110,0.0015946372741378500,0.0020273986110511000,talB,cytoplasm
0.009530792176840710,0.0015793706790862100,0.008390676216227700,aldA,cytoplasm
1.83792823633428E-06,0.0015669917190675900,6.60521884184599E-05,bglX,periplasm
0.001994287423924630,0.0015585181670854500,0.0019593792558298800,skp,periplasm
0.009546565607559870,0.0015437722931053400,0.007996026051467720,metE,cytoplasm
0.0024245380803100800,0.001494990196358940,0.0011208389160305300,borD,membrane
0.00011556666906897800,0.0014715814172797600,0.00016897354433607900,fliD,periplasm
0.0007602389159689150,0.0014653327644214200,0.0009968871273864960,bamC,membrane
3.81530977810351E-05,0.0014492850877624900,0.00011956723748159500,bepA,periplasm
3.92248821760543E-07,0.0014253555876117800,7.36815508019492E-05,ddpA,periplasm
0.002945303962206970,0.001424077454072580,0.0006696884758840600,ilvN,cytoplasm
5.05396898119251E-06,0.0014140890771550700,4.66806654288029E-05,glpQ,periplasm
0.0012007625246688900,0.0014075090563421200,0.0008012655708975600,osmE,membrane
0.0006728783766013110,0.0013935679331089200,0.0008917146836842750,ydgH,periplasm
0.004032295562227210,0.0013852600651040700,0.0038637589614630000,dnaK,cytoplasm
0.000965333960012027,0.00137825399977805,0.0009375476421815790,dksA,cytoplasm
7.10815499715576E-05,0.0013715556332670200,0.00013693103352822900,prc,membrane
0.0001054797623475520,0.0013581589002449600,0.00022567662042389400,flgL,periplasm
0.0008124125714245680,0.0013568334284265300,0.0010903782506929400,fabD,cytoplasm
0.00154009350860139,0.0013523836301789200,0.001452985904645070,adk,cytoplasm
0.006057401843095410,0.0013197912249291400,0.0038486300291448600,rpsA,cytoplasm
8.26810882542562E-07,0.001304074916224820,6.85466370446406E-05,ynjE,periplasm
0.0012535832952309700,0.0012816839101490900,0.001097841316501350,leuC,cytoplasm
0.0,0.0012199311248937100,2.19669663650929E-05,sodC,periplasm
0.0009888727720082980,0.0012159783785780100,0.0008876992297982280,ppiB,cytoplasm
0.0,0.0012069604363847200,7.55635413101571E-05,ybgS,periplasm
0.0014248261302691300,0.0011919542018688400,0.001028767397633290,yifE,cytoplasm
0.00024162873627031400,0.0011795752418502300,0.000366327018814249,yedF,cytoplasm
4.28107087595413E-06,0.0011631725280970800,6.82870521469568E-05,fepB,periplasm
4.34497349271376E-05,0.0011562848084691300,0.00011730803766894100,rseB,periplasm
0.000636761264723871,0.0011551486897676100,0.002143887333886730,cspG,cytoplasm
0.0015473331088545400,0.0011483556466981200,0.002050355650440020,dapD,cytoplasm
0.0003903276987883390,0.0011435981496355200,0.0005383953018524020,bcp,cytoplasm
0.0007995107139901860,0.0010971592977110000,0.0009143472419510850,iscU,cytoplasm
0.002528238276114960,0.0010898928718492200,0.00208479120952339,ilvE,cytoplasm
1.6081214841645E-05,0.0010840465943643300,1.4931810036458E-05,yaiA,cytoplasm
0.002842776662532490,0.0010724013776737700,0.001672740744590550,ppa,cytoplasm
0.0,0.0010321165020491400,0.0001560632516903340,ymgD,periplasm
0.0013806605242555100,0.0009777721574932380,0.001626137143428240,glcB,cytoplasm
1.47437088060493E-06,0.0009572510134470840,4.42592250550958E-05,efeO,periplasm
0.0033365659334302100,0.0009499609184456820,0.0026768475769438700,fumA,cytoplasm
0.0018456936176114000,0.0009474993279257280,0.0021487139905780400,slyB,membrane
0.0005309579448231060,0.0009419844183954460,0.00039035078989208400,luxS,cytoplasm
0.0004969439570415530,0.0009280432951622460,0.0,gcvH,cytoplasm
0.0008105116707994400,0.000925865734317671,0.0007975745981336170,coaD,cytoplasm
0.0,0.0009147175695590340,1.08080605759085E-05,ykfB,periplasm
0.0006355883685934730,0.0008790718452989310,0.0004894797726951030,yggX,cytoplasm
0.0007724532136027190,0.000869130806660656,0.0009072897775453060,grxB,cytoplasm
4.58278829432557E-05,0.0008606099163992770,0.00010374067075093300,slt,periplasm
0.0009568405742401770,0.0008543139252617030,0.0010334723739038100,grxD,cytoplasm
0.0008783374228917880,0.0008415799281488640,0.00042786891963545200,mipA,membrane
0.0008150010318502750,0.00083504724561514,0.0010587007811474600,hinT,cytoplasm
0.0019980083357865800,0.0008027152009011300,0.0022486947363265800,cyoA,membrane
0.0008365580538331140,0.0007923954560290150,0.0008504650210367010,glcG,cytoplasm
0.0001360559511262130,0.0007850580227483830,0.000198120061129143,mppA,periplasm
0.0005666706097590290,0.0007778626043054410,0.0009200662217281820,rpiA,cytoplasm
0.0010768804264823300,0.0007604894558280740,0.0010816172603961100,leuB,cytoplasm
8.42018087543589E-07,0.0007342167108554890,3.55546133532317E-05,ftsP,periplasm
0.0014052508982997300,0.0007315657672186150,0.0014684798782255700,nfuA,cytoplasm
0.0006182375948024070,0.000731281737543236,0.0007637068810139280,eda,cytoplasm
0.000552676745582552,0.000731281737543236,0.0005562823237084300,osmC,cytoplasm
0.000678742857253303,0.0007247017167302820,0.0009010840760850510,yebC,cytoplasm
2.90299881212432E-06,0.0007086067017921220,3.60068589171653E-05,cueO,periplasm
0.0015278387662734300,0.0007046066171971970,0.0012582566712419200,serC,cytoplasm
0.007245666957271440,0.0007032338070995300,0.0063164306431727100,ilvC,cytoplasm
0.00013484261030166300,0.0006939318352308580,0.0,ydcY,cytoplasm
0.0,0.0006904051334282320,3.1065011427509E-05,sbp,periplasm
0.0010106320174619000,0.0006829256853099100,0.001317636716587100,sad,cytoplasm
0.0012457370245655500,0.0006821209345630020,0.001130816710535260,ybgJ,cytoplasm
0.002116309066180210,0.0006715644982947380,0.001886857725039460,fabI,cytoplasm
0.0,0.0006458598126729120,3.59472355109785E-05,ynjB,periplasm
0.000560603905636279,0.0006452444150429230,0.00021291640029712200,yoaB,cytoplasm
0.0015159884708870000,0.0006350666850084980,0.001661099984335040,fabB,cytoplasm
2.01645111631974E-05,0.0006338595588881360,4.90696576902996E-05,dsbG,periplasm
0.02375438221609950,0.0006241078733667800,0.018863304432160400,nmpC,membrane
0.0009374675657415270,0.000621835635963746,0.001071396105049810,minD,cytoplasm
0.000965333960012027,0.0006200367813530100,0.000972916084491003,efp,cytoplasm
3.91181081834939E-06,0.0006195160602814820,3.70573665499796E-05,tesA,periplasm
1.09398853210849E-06,0.0006108531551824130,2.05765647568738E-05,ggt,periplasm
0.0006215540597228440,0.0006088886165943730,0.0006556952274932900,thrC,cytoplasm
0.0003602934689113100,0.0006078235053117010,0.00035992662868073200,cspA,cytoplasm
0.00012351405146978100,0.000604415149207149,0.0001379896531890960,yggE,periplasm
0.0006853757870941770,0.000601953558687195,0.0004137134306836300,fldA,cytoplasm
0.0009892367742556630,0.0005927936016562130,0.0013298453188062900,fklB,cytoplasm
0.0005695826277379490,0.000592249211445069,0.0008373640957317200,leuD,cytoplasm
0.002287066564888560,0.000579680898309535,0.0027414193202427300,ppsA,cytoplasm
2.47416372003418E-06,0.0005766749175784370,3.57050914736078E-05,ygiS,periplasm
0.0,0.0005585206874937770,1.990691684113E-05,eco,periplasm
0.001093988532108490,0.0005442008580267380,0.000780093177680221,asd,cytoplasm
0.0004781371742610270,0.0005320349202646580,0.0004079944509065330,greA,cytoplasm
0.0005719688646928980,0.0005273010923416690,0.0007432645703213250,frr,cytoplasm
0.0005244059043705360,0.0005116557910561930,0.0009048156089892560,fabA,cytoplasm
0.0003374219943685410,0.0005105906797735210,0.00046254783956040300,lpcA,cytoplasm
0.00012335631716258900,0.000510377657516986,0.00019273367450220300,flgM,cytoplasm
0.000610148655972073,0.0005010520165086990,0.00039891303550162400,gstA,cytoplasm
0.00028511487142218800,0.0005009573399502390,0.0002521826720858300,pgl,cytoplasm
9.08428275340629E-06,0.0004992058236187340,5.65327234987101E-05,yjjA,periplasm
0.001978392659123020,0.0004920340743154060,0.0015964876808959200,tktA,cytoplasm
0.0005604016821655210,0.0004771461854976080,0.0004337501399736020,purM,cytoplasm
0.0,0.00046860162609661400,2.36737370673641E-05,hdeB,periplasm
0.007133635154471310,0.00046729982341779200,0.007476450654697400,hupA,cytoplasm
0.00046758110908744100,0.0004653116156901370,0.0005766840742607700,yjeI,membrane
0.00031561825975137700,0.00046206894356289000,0.0007464688214021100,erpA,cytoplasm
0.0006044459540966880,0.0004620452744232750,0.000596558542989689,fepA,membrane
0.0008450918842991160,0.0004611931853971370,0.0008242631704267380,bamA,membrane
0.0018297988528097900,0.00045963102218255100,0.0017644472217254200,prs,cytoplasm
0.0005273583670436070,0.0004542107892107300,0.000546750690746601,sspA,cytoplasm
0.00014807611422808900,0.000452388265460379,0.00022320650788187100,yciN,cytoplasm
0.0006080050871820350,0.0004480568129108450,0.0007444408143889550,crl,cytoplasm
0.001117770012269670,0.0004452875235758970,0.0010133139841930500,rpoZ,cytoplasm
0.00024462973257636800,0.00043605655912606900,0.00034939721626843100,mtn,cytoplasm
0.0005507354002632720,0.00042959488401119000,0.0008228030053772660,wrbA,cytoplasm
0.0020917186921360000,0.00042786703681929900,0.0018955375950557600,pflB,cytoplasm
0.0002698267770328570,0.0004243403350166730,0.00021567448983501300,deoB,cytoplasm
0.0,0.0004210503246101960,1.07346467220323E-05,yjcO,periplasm
0.0005817564806776020,0.00041974852193137500,0.00066563246185775,yajQ,cytoplasm
1.75627039884206E-05,0.0004192751391390760,7.26350991831612E-05,malM,periplasm
5.77307564320918E-06,0.0004184230501129380,6.93983999901658E-05,yebF,periplasm
0.014362719787140600,0.0004184230501129380,0.012136810770927700,sucB,cytoplasm
0.0007224635716312570,0.00041634016582682300,0.00045074483874384100,bamB,membrane
0.0010848884759243600,0.00041428095068032300,0.0016669406445329200,ompW,membrane
0.0003311732891221080,0.0004080086286823640,0.00016834486216200100,panD,cytoplasm
0.00040034989399912200,0.00040554703816241000,0.0005150732212011190,nfsB,cytoplasm
0.00032717330887050800,0.0004052156702078000,0.00035072353285503400,grcA,cytoplasm
0.0007568820063543270,0.00040367717613282900,0.0008174085067222740,udp,cytoplasm
0.00040134078900583800,0.0004028724253859210,0.0004488790722917380,hyi,cytoplasm
3.81676578709297E-05,0.00040192565980132300,6.38416607741209E-05,spy,periplasm
0.00032369506517346500,0.0004016416301259440,0.00027503019909603500,yeeN,cytoplasm
0.0006241425201485500,0.00040157062270709900,0.0006587372380130230,can,cytoplasm
0.0008094196640573440,0.0004011445781940300,0.0009136577195666120,purA,cytoplasm
0.0006197340484860190,0.0003989196790702260,0.0006540728218827660,ettA,cytoplasm
0.00018068262665316400,0.00039439887340377200,0.0002838114694629960,ydhR,cytoplasm
0.0006521706931956570,0.00039373613749455400,0.0005529158320665920,yfbU,cytoplasm
0.0006461444337670580,0.0003899964134353930,0.0006729332871051080,trpA,cytoplasm
0.0003152583019734270,0.0003839844519731980,0.0004371571917557020,yaiE,cytoplasm
0.0004890976863761290,0.00037901393265406000,0.0004043967664651960,ygfZ,cytoplasm
0.0,0.0003770257249264050,7.09477973482162E-06,nanM,periplasm
0.0005185009790243920,0.0003751795320364400,0.0007349903017076530,gloA,cytoplasm
0.0004582788294325570,0.0003736647071010830,0.0006011012786991560,glxR,cytoplasm
0.0019184940670844000,0.0003730493094710950,0.0023129014383630700,ilvD,cytoplasm
0.00028754559754070300,0.0003716291610941980,0.00037489332043781600,apt,cytoplasm
0.0004096643070622520,0.0003715581536753530,0.0004482706701877920,fbp,cytoplasm
0.0011747565863293700,0.0003662089281223770,0.0010031333889870100,fadL,membrane
0.0015649669955046700,0.00035690695625370500,0.0009852869272712490,ompX,membrane
0.0010964961031458900,0.0003563625660425610,0.0013459882546310100,accB,cytoplasm
0.005855582819278590,0.0003555341461560380,0.004488790722917380,sdhA,cytoplasm
0.000270813627570158,0.0003528832025191650,0.00028262711336731400,cheY,cytoplasm
0.007355272078422460,0.0003522204666099460,0.009689006306049560,lpp,membrane
0.00028943436475758600,0.0003463741891250560,0.0002959470634297160,galK,cytoplasm
0.0002947528420385310,0.00034625584342698100,0.00031205755114222000,yraP,periplasm
0.00022363489184223700,0.00034464634193316500,0.00023521230939974900,hchA,cytoplasm
0.0,0.00034206640571513600,1.12870758324157E-05,yiaO,periplasm
0.006796730852187910,0.00034050424250055,0.008302255110454140,groL,cytoplasm
0.0005522722986410350,0.0003378296297240620,0.0006440139070975170,ydfG,cytoplasm
0.00041645901567973200,0.000337261570373303,0.0004352914253036000,hemB,cytoplasm
0.00018892525532127500,0.00033404256738567100,0.00024337706563471100,elbB,cytoplasm
0.0015200329403021600,0.0003280069367838610,0.00117705527043519,zapB,cytoplasm
0.0,0.0003279832676442460,7.52633962722102E-06,nikA,periplasm
0.007480246183351110,0.00032715484775772300,0.011112667229284400,hns,cytoplasm
0.00023938001127548100,0.0003240541904681660,0.00023804340719011300,yeaD,cytoplasm
0.003746270685186610,0.0003240068521889360,0.003751650733775790,atpA,cytoplasm
0.0001765774901967700,0.00032341512369856200,0.00014004199628640900,msrC,cytoplasm
0.0008933424044220570,0.00032204231360089600,0.0008007382890741390,ftsZ,cytoplasm
0.0006427066347641660,0.0003202671281297750,0.0003934820327203950,nuoE,cytoplasm
0.0,0.00031413682096950500,1.13888817844761E-05,eptB,membrane
0.0003224979022265750,0.0003129060257095280,0.0002503169056337280,yghU,cytoplasm
0.0002652565265937190,0.0003114385390534020,0.00020730693289873500,minE,cytoplasm
0.00032375977668410700,0.00031013673637458000,0.00026122352735047500,phoP,cytoplasm
0.0008296420111331790,0.00030724910134155700,0.0005592837740878990,slyD,cytoplasm
0.0002654547055950620,0.00030047972741168400,0.0003566453133334470,yjdM,cytoplasm
0.0,0.00029995900634015500,5.3064831506215E-05,yebY,cytoplasm
1.34915410751136E-06,0.0002978287837748100,1.32080040752762E-05,,
0.0006323123483671870,0.0002978051146351950,0.0005749399882294560,acnA,cytoplasm
0.0,0.0002954382006737010,0.0018702686276718500,ynfD,periplasm
0.0008873565896876100,0.00029513050185870700,0.0006128231592351930,trxB,cytoplasm
0.00037534698407456100,0.00029269258047836800,0.0003866963212543780,aroK,cytoplasm
0.0007070945878536230,0.0002921245211276090,0.0007188473658829380,pgm,cytoplasm
0.0,0.00028921321695497200,4.38414556103858E-05,napA,periplasm
0.0005187032024951500,0.0002881007673930690,0.0003515347356602960,kdsA,cytoplasm
0.00018973010473489300,0.0002864202584804080,0.0001462598657887420,yceF,cytoplasm
0.0002702393129132040,0.00028547349289581100,0.00028572996409744100,cpoB,periplasm
0.0002192992206291780,0.00028289355667778200,0.00017749117379133000,yajG,membrane
0.00021607982297470500,0.00028251485044394300,0.0002914813919867490,fdx,cytoplasm
0.0037333688277522300,0.0002811893786255060,0.003571604271147880,rplI,cytoplasm
0.0014754628873470200,0.00028064498841436300,0.0012820249134361000,degP,periplasm
1.56023496628892E-05,0.000278088721335949,3.975218226906E-05,flgD,cytoplasm
0.00029802886226481600,0.00027404129846179400,0.0002611140149717650,cirA,membrane
0.0006723121508831880,0.00027380460706564500,0.0006706619192503750,upp,cytoplasm
2.88916672672445E-05,0.00026873941118804700,5.76643514120506E-05,flgG,cytoplasm
0.0019618507792149900,0.0002609759333943460,0.0010932985807918900,atpC,cytoplasm
0.0006831108842216830,0.0002601948517870530,0.0007144263105942610,dapA,cytoplasm
0.0024680161265231200,0.0002596504615759100,0.0005221712457471620,rpsQ,cytoplasm
0.00029365679082702000,0.0002584433354555470,0.00032115519060323300,ychN,cytoplasm
0.00021701005094019300,0.0002579226143840190,0.00016248392189398200,gcvT,cytoplasm
0.0006195722697094120,0.00025681016482211600,0.0005188858743858510,metF,cytoplasm
0.0008226855237390920,0.0002554846930036800,0.0007550675711378880,fadA,cytoplasm
0.00039561382031396200,0.0002554136855848350,0.0002208175156203740,yciI,cytoplasm
0.0009276395050626720,0.00025531900902637500,0.0010073110834341100,htpG,cytoplasm
0.0006901887056982250,0.0002544432508606220,0.0007267971533745060,lysC,cytoplasm
0.002813616038049130,0.0002538041840910190,0.0029771954155921400,tig,cytoplasm
0.0008143134720496960,0.00025226569001604800,0.000485667119510371,fur,cytoplasm
2.69717576358648E-05,0.0002519106529218240,4.91304979006942E-05,flgK,periplasm
0.002035419677876880,0.0002507982033599210,0.0013346314153573400,rbsD,cytoplasm
0.00014713375285435500,0.0002459223605992430,0.00014877865049908100,ycgM,cytoplasm
0.00013275161961402200,0.0002445495505015770,0.00016050053103511700,degQ,periplasm
0.00016016503331002300,0.0002422063056796980,6.16270771157556E-05,mioC,cytoplasm
0.00032982243633744300,0.00024092817214049100,0.00046283176054224500,tyrB,cytoplasm
0.0002730057299931790,0.0002369754258247950,0.00020729882087068300,narL,cytoplasm
0.0001524360522576390,0.00023647364006495900,0.00026493883619857600,btuE,cytoplasm
0.00021234273323509100,0.0002345043676489960,0.00036979085479271800,ybeD,cytoplasm
0.002957437370452470,0.00023415169746873300,0.0017753173393159300,rpoA,cytoplasm
0.0003900688527457680,0.0002334487240221690,0.0004882629684872090,dut,cytoplasm
0.006708561418937280,0.00023172797757216300,0.005084619183382340,rpsF,cytoplasm
0.005338295181078740,0.00023060606035441500,0.005641915510597350,lpd,cytoplasm
0.000342267268727911,0.00022837169357476400,0.000385422732850117,fabF,cytoplasm
0.0015899213717962500,0.0002278983107824650,0.0013539786022628400,serA,cytoplasm
5.74152878177088E-06,0.00022661070958741200,1.52210038365339E-05,rna,periplasm
0.00023262979182156800,0.00022464617099937200,0.00025392675811714400,ybiC,cytoplasm
0.000691927827546747,0.00022300589962405700,0.0005506039040715960,galU,cytoplasm
0.0005461247051299820,0.00022268636623925500,0.0005174662694766420,pspA,cytoplasm
0.00032359799790750100,0.00022267689858340900,0.00021410075639280500,uspE,cytoplasm
4.02630974749276E-05,0.00022265086252983300,4.41375446343065E-05,mepA,periplasm
0.0001377627172194140,0.000222546718315527,0.00022272384221274000,yfeY,membrane
0.0010387410798973100,0.0002224993800362970,0.0009957108833188660,pykA,cytoplasm
0.0063643770717065800,0.00021839041739914300,0.006192316613967630,rplA,cytoplasm
0.0004429502903490750,0.00021786022867176900,0.0006517203337475060,hemL,cytoplasm
0.00019067246610862700,0.0002162601948337990,0.00010537930041756300,frmA,cytoplasm
3.87630037688423E-06,0.0002161016115983780,1.01696439681673E-05,yacC,periplasm
0.00024038303969044300,0.0002156140273223110,0.0002915341201690910,ycfP,cytoplasm
0.00018935396907928200,0.00021396902211907200,0.00025289653055446100,yihD,cytoplasm
0.0002715092763095670,0.00021333232226343000,0.00023454306708540800,panC,cytoplasm
0.00010718652844075200,0.0002133110200377770,8.07268471656499E-05,ybeL,cytoplasm
0.0036120347452972200,0.000212004483531032,0.0034990827403574600,atpD,cytoplasm
0.00018435096041272100,0.00021096777521589800,0.0002693842275714110,ycdY,cytoplasm
0.0001563996322845030,0.00021057013367036700,0.00023652240193024700,ycaR,cytoplasm
0.00018087676118509200,0.00021027663633914100,0.00031367590073871800,ibaG,cytoplasm
7.938080121148E-05,0.00020575109684476400,0.00010357031816182800,flgE,periplasm
0.0,0.0002050694256238540,1.80018070529721E-05,ycgJ,periplasm
0.00018779280388502800,0.00020443272576821200,0.00019741431468856500,gstB,cytoplasm
