strain,carbon_source,date,inducer_conc,replicate,entry,name,synonyms,intensity,norm_intensity,common_intensity,mass_frac,rel_mass_frac,localization
lacZ,glucose,2024-05-25,5,1,FTSQ_ECOLI,ftsQ,b0093 JW0091,2.4e-05,1.18259541060774,38218000.0,2.40301296610591e-05,4.881495740185867e-05,phi_mem
wildtype,glucose,2024-05-22,0,2,FTSQ_ECOLI,ftsQ,b0093 JW0091,1.01e-05,0.866261833547612,24854200.0,1.0143358023403114e-05,4.5039270000000006e-05,phi_mem
wildtype,glucose+acetate,2024-05-22,0,2,FTSQ_ECOLI,ftsQ,b0093 JW0091,1.58e-05,1.29942637313617,24854200.0,1.5765692574632334e-05,6.75606531400809e-05,phi_mem
wildtype,glycerol,2024-05-22,0,2,FTSQ_ECOLI,ftsQ,b0093 JW0091,8.81e-06,0.667277551193837,24854200.0,8.812355353130764e-06,3.469354487208425e-05,phi_mem
wildtype,sorbitol,2024-05-22,0,2,FTSQ_ECOLI,ftsQ,b0093 JW0091,9.31e-06,0.689994655562704,24854200.0,9.30829308590728e-06,3.5874667897090914e-05,phi_mem
wildtype,glucoseCAA,2024-05-24,0,2,FTSQ_ECOLI,ftsQ,b0093 JW0091,1.29e-05,1.05798763103658,24854200.0,1.2881753922057502e-05,5.50076070831509e-05,phi_mem
wildtype,LB,2024-05-24,0,2,FTSQ_ECOLI,ftsQ,b0093 JW0091,9.4e-06,0.791720826127462,24854200.0,9.397687402006588e-06,4.1163683625013286e-05,phi_mem
wildtype,acetate,2024-05-25,0,2,FTSQ_ECOLI,ftsQ,b0093 JW0091,8.88e-06,0.68442941841962,24854200.0,8.878209820129923e-06,3.558531633086194e-05,phi_mem
meshI,glucose,2024-05-23,0,2,FTSQ_ECOLI,ftsQ,b0093 JW0091,1.42e-05,1.19761978526119,24854200.0,1.4184860683821515e-05,6.226745630108161e-05,phi_mem
meshI,glucose,2024-05-23,100,2,FTSQ_ECOLI,ftsQ,b0093 JW0091,1.26e-05,1.05600740163578,24854200.0,1.2639641069767357e-05,5.490464965943605e-05,phi_mem
relA,glucose,2024-05-23,0,2,FTSQ_ECOLI,ftsQ,b0093 JW0091,9.38e-06,0.750131807592041,24854200.0,9.382394031984888e-06,3.90013592996061e-05,phi_mem
relA,glucose,2024-05-26,2,2,FTSQ_ECOLI,ftsQ,b0093 JW0091,1.58e-05,1.2506593987434,24854200.0,1.5842384608855894e-05,6.502512768842388e-05,phi_mem
relA,glucose,2024-05-25,4,2,FTSQ_ECOLI,ftsQ,b0093 JW0091,1.97e-05,1.47668441975714,24854200.0,1.97177350224837e-05,7.677677315397929e-05,phi_mem
lacZ,glucose,2024-05-25,0,2,FTSQ_ECOLI,ftsQ,b0093 JW0091,1.1e-05,0.882308432037345,24854200.0,1.0960136244116885e-05,4.587357558056666e-05,phi_mem
lacZ,glucose,2024-05-28,1,2,FTSQ_ECOLI,ftsQ,b0093 JW0091,1.23e-05,1.00713105687859,24854200.0,1.23462883763049e-05,5.236343774996415e-05,phi_mem
lacZ,glucose,2024-05-26,3,2,FTSQ_ECOLI,ftsQ,b0093 JW0091,1.54e-05,1.22746571799989,24854200.0,1.5407850575353298e-05,6.381922618284481e-05,phi_mem
lacZ,glucose,2024-05-25,5,2,FTSQ_ECOLI,ftsQ,b0093 JW0091,1.68e-05,1.33119655943448,24854200.0,1.684095850183861e-05,6.921247011183859e-05,phi_mem
wildtype,glucose,2024-05-22,0,1,FTSX_ECOLI,ftsX,ftsS b3462 JW3427,1.58e-05,1.09002708373846,28965700.0,1.583640221255646e-05,8.8301325e-05,phi_mem
wildtype,glucose+acetate,2024-05-22,0,1,FTSX_ECOLI,ftsX,ftsS b3462 JW3427,1.44e-05,0.959911249864378,28965700.0,1.4363810246803797e-05,7.776085246866051e-05,phi_mem
wildtype,glycerol,2024-05-22,0,1,FTSX_ECOLI,ftsX,ftsS b3462 JW3427,1.07e-05,0.673050900925082,28965700.0,1.0651898375313904e-05,5.452276115956432e-05,phi_mem
wildtype,sorbitol,2024-05-22,0,1,FTSX_ECOLI,ftsX,ftsS b3462 JW3427,7.9e-06,0.488817938576027,28965700.0,7.899776150253575e-06,3.959834787957282e-05,phi_mem
wildtype,glucoseCAA,2024-05-24,0,1,FTSX_ECOLI,ftsX,ftsS b3462 JW3427,2.51e-05,1.66770144949134,28965700.0,2.509282630794624e-05,0.0001350977878361,phi_mem
wildtype,LB,2024-05-24,0,1,FTSX_ECOLI,ftsX,ftsS b3462 JW3427,6.19e-05,4.13546114183971,28965700.0,6.185480057621541e-05,0.0003350069954757,phi_mem
wildtype,acetate,2024-05-25,0,1,FTSX_ECOLI,ftsX,ftsS b3462 JW3427,8.27e-06,0.52637731617888,28965700.0,8.274574367596549e-06,4.264097210238801e-05,phi_mem
meshI,glucose,2024-05-23,0,1,FTSX_ECOLI,ftsX,ftsS b3462 JW3427,1.78e-05,1.23387976656373,28965700.0,1.7814381196747066e-05,9.995459737072937e-05,phi_mem
meshI,glucose,2024-05-23,100,1,FTSX_ECOLI,ftsX,ftsS b3462 JW3427,1.7e-05,1.16234363219028,28965700.0,1.7006921463928448e-05,9.41595712243246e-05,phi_mem
relA,glucose,2024-05-23,0,1,FTSX_ECOLI,ftsX,ftsS b3462 JW3427,1.35e-05,0.894265629960166,28965700.0,1.3458169964886251e-05,7.244300733942965e-05,phi_mem
relA,glucose,2024-05-23,2,1,FTSX_ECOLI,ftsX,ftsS b3462 JW3427,8.45e-06,0.533418727103476,28965700.0,8.448943472575476e-06,4.321138537356917e-05,phi_mem
relA,glucose,2024-05-25,4,1,FTSX_ECOLI,ftsX,ftsS b3462 JW3427,9.48e-06,0.575291717883648,28965700.0,9.478011392176156e-06,4.660344839912342e-05,phi_mem
lacZ,glucose,2024-05-25,0,1,FTSX_ECOLI,ftsX,ftsS b3462 JW3427,1.54e-05,1.00879222854225,28965700.0,1.535168435520439e-05,8.17206212202308e-05,phi_mem
lacZ,glucose,2024-05-28,1,1,FTSX_ECOLI,ftsX,ftsS b3462 JW3427,1.33e-05,0.861216416051122,28965700.0,1.3323715211916929e-05,6.976574415770375e-05,phi_mem
lacZ,glucose,2024-05-29,3,1,FTSX_ECOLI,ftsX,ftsS b3462 JW3427,1.29e-05,0.835764454987271,28965700.0,1.2938152295967064e-05,6.770392209904591e-05,phi_mem
lacZ,glucose,2024-05-25,5,1,FTSX_ECOLI,ftsX,ftsS b3462 JW3427,1.12e-05,0.728074716926883,28965700.0,1.1212745042232671e-05,5.898015119326096e-05,phi_mem
wildtype,glucose,2024-05-22,0,2,FTSX_ECOLI,ftsX,ftsS b3462 JW3427,2.33e-06,1.24316506277226,3986600.0,2.33487827654426e-06,8.8301325e-05,phi_mem
wildtype,glucose+acetate,2024-05-22,0,2,FTSX_ECOLI,ftsX,ftsS b3462 JW3427,3.66e-06,1.88075118510132,3986600.0,3.660122277733543e-06,0.0001335887136897,phi_mem
wildtype,glycerol,2024-05-22,0,2,FTSX_ECOLI,ftsX,ftsS b3462 JW3427,7.97e-07,0.376385900929291,3986600.0,7.972998962274614e-07,2.673448181471589e-05,phi_mem
wildtype,sorbitol,2024-05-22,0,2,FTSX_ECOLI,ftsX,ftsS b3462 JW3427,1.76e-06,0.815403501920978,3986600.0,1.764411047450438e-06,5.7917658551873706e-05,phi_mem
wildtype,glucoseCAA,2024-05-24,0,2,FTSX_ECOLI,ftsX,ftsS b3462 JW3427,2.97e-06,1.5198271576317,3986600.0,2.9681885302776658e-06,0.0001079524801723,phi_mem
wildtype,LB,2024-05-24,0,2,FTSX_ECOLI,ftsX,ftsS b3462 JW3427,1.09e-05,5.70468219208863,3986600.0,1.0861336131783269e-05,0.0004052004125196,phi_mem
wildtype,acetate,2024-05-25,0,2,FTSX_ECOLI,ftsX,ftsS b3462 JW3427,5.22e-07,0.250810225103176,3986600.0,5.218489907739268e-07,1.781491119994246e-05,phi_mem
meshI,glucose,2024-05-23,0,2,FTSX_ECOLI,ftsX,ftsS b3462 JW3427,1.69e-06,0.891912790939452,3986600.0,1.694460223438817e-06,6.33520709219202e-05,phi_mem
meshI,glucose,2024-05-23,100,2,FTSX_ECOLI,ftsX,ftsS b3462 JW3427,2.03e-06,1.05702926609043,3986600.0,2.0293533122334512e-06,7.508020258502174e-05,phi_mem
relA,glucose,2024-05-23,0,2,FTSX_ECOLI,ftsX,ftsS b3462 JW3427,1.97e-06,0.982760572266979,3986600.0,1.9716357540948823e-06,6.980493844913487e-05,phi_mem
relA,glucose,2024-05-26,2,2,FTSX_ECOLI,ftsX,ftsS b3462 JW3427,1.72e-06,0.84579605533635,3986600.0,1.718501954274421e-06,6.0076424766495264e-05,phi_mem
relA,glucose,2024-05-25,4,2,FTSX_ECOLI,ftsX,ftsS b3462 JW3427,1.61e-06,0.749697152310557,3986600.0,1.60567656248836e-06,5.325057297711099e-05,phi_mem
lacZ,glucose,2024-05-25,0,2,FTSX_ECOLI,ftsX,ftsS b3462 JW3427,4.81e-07,0.241320457975964,3986600.0,4.808310864068627e-07,1.714085830353495e-05,phi_mem
lacZ,glucose,2024-05-28,1,2,FTSX_ECOLI,ftsX,ftsS b3462 JW3427,6.39e-07,0.324922945636775,3986600.0,6.389011702549586e-07,2.307909663954756e-05,phi_mem
lacZ,glucose,2024-05-26,3,2,FTSX_ECOLI,ftsX,ftsS b3462 JW3427,7.11e-07,0.353124258762637,3986600.0,7.109893799698945e-07,2.508222027157783e-05,phi_mem
lacZ,glucose,2024-05-25,5,2,FTSX_ECOLI,ftsX,ftsS b3462 JW3427,8.76e-07,0.431710662051132,3986600.0,8.760325991417304e-07,3.0664168916340947e-05,phi_mem
wildtype,glucose,2024-05-22,0,1,FTSY_ECOLI,ftsY,b3464 JW3429,0.0002071075798971,0.976296700091158,422940200.0,0.0002071075798971,0.000128283175,phi_mem
wildtype,glucose+acetate,2024-05-22,0,1,FTSY_ECOLI,ftsY,b3464 JW3429,0.0002079345910228,0.951685005682711,422940200.0,0.0002079345910228,0.0001250492541022,phi_mem
wildtype,glycerol,2024-05-22,0,1,FTSY_ECOLI,ftsY,b3464 JW3429,0.0001782466541129,0.771342647181725,422940200.0,0.0001782466541129,0.0001013526766854,phi_mem
wildtype,sorbitol,2024-05-22,0,1,FTSY_ECOLI,ftsY,b3464 JW3429,0.0001822899323645,0.772502859753418,422940200.0,0.0001822899323645,0.0001015051259893,phi_mem
wildtype,glucoseCAA,2024-05-24,0,1,FTSY_ECOLI,ftsY,b3464 JW3429,0.0002319224144671,1.05564163698533,422940200.0,0.0002319224144671,0.0001387089199851,phi_mem
wildtype,LB,2024-05-24,0,1,FTSY_ECOLI,ftsY,b3464 JW3429,0.0004854977864027,2.22301733588514,422940200.0,0.0004854977864027,0.0002920994426189,phi_mem
wildtype,acetate,2024-05-25,0,1,FTSY_ECOLI,ftsY,b3464 JW3429,0.0001593918831665,0.694420871705613,422940200.0,0.0001593918831665,9.12453296219745e-05,phi_mem
meshI,glucose,2024-05-23,0,1,FTSY_ECOLI,ftsY,b3464 JW3429,0.000208590006254,0.98946551009166,422940200.0,0.000208590006254,0.0001300135268056,phi_mem
meshI,glucose,2024-05-23,100,1,FTSY_ECOLI,ftsY,b3464 JW3429,0.0002126221881947,0.995227756710796,422940200.0,0.0002126221881947,0.0001307706729594,phi_mem
relA,glucose,2024-05-23,0,1,FTSY_ECOLI,ftsY,b3464 JW3429,0.0001959609575597,0.891774697173469,422940200.0,0.0001959609575597,0.0001171771752658,phi_mem
relA,glucose,2024-05-23,2,1,FTSY_ECOLI,ftsY,b3464 JW3429,0.0002228073898146,0.963386391144756,422940200.0,0.0002228073898146,0.0001265867896473,phi_mem
relA,glucose,2024-05-25,4,1,FTSY_ECOLI,ftsY,b3464 JW3429,0.0002848298758937,1.18402670596201,422940200.0,0.0002848298758937,0.0001555784272459,phi_mem
lacZ,glucose,2024-05-25,0,1,FTSY_ECOLI,ftsY,b3464 JW3429,0.0002123905738649,0.955841749772244,422940200.0,0.0002123905738649,0.0001255954408602,phi_mem
lacZ,glucose,2024-05-28,1,1,FTSY_ECOLI,ftsY,b3464 JW3429,0.000216204037264,0.957096701976738,422940200.0,0.000216204037264,0.0001257603387373,phi_mem
lacZ,glucose,2024-05-29,3,1,FTSY_ECOLI,ftsY,b3464 JW3429,0.0002410007036547,1.06619099544443,422940200.0,0.0002410007036547,0.0001400950817914,phi_mem
lacZ,glucose,2024-05-25,5,1,FTSY_ECOLI,ftsY,b3464 JW3429,0.0002203552573827,0.979924196581826,422940200.0,0.0002203552573827,0.0001287598198222,phi_mem
wildtype,glucose,2024-05-22,0,2,FTSY_ECOLI,ftsY,b3464 JW3429,0.0001970987023474,1.01930550313077,410437100.0,0.0001970987023474,0.000128283175,phi_mem
wildtype,glucose+acetate,2024-05-22,0,2,FTSY_ECOLI,ftsY,b3464 JW3429,0.0002027330815356,1.01185066929624,410437100.0,0.0002027330815356,0.0001273449579978,phi_mem
wildtype,glycerol,2024-05-22,0,2,FTSY_ECOLI,ftsY,b3464 JW3429,0.0001798038158505,0.824454315264941,410437100.0,0.0001798038158505,0.0001037604691427,phi_mem
wildtype,sorbitol,2024-05-22,0,2,FTSY_ECOLI,ftsY,b3464 JW3429,0.0001888676113875,0.847786201609662,410437100.0,0.0001888676113875,0.0001066968689265,phi_mem
wildtype,glucoseCAA,2024-05-24,0,2,FTSY_ECOLI,ftsY,b3464 JW3429,0.0001937791043736,0.963752936687434,410437100.0,0.0001937791043736,0.0001212916895416,phi_mem
wildtype,LB,2024-05-24,0,2,FTSY_ECOLI,ftsY,b3464 JW3429,0.0003348759477091,1.70839467212936,410437100.0,0.0003348759477091,0.0002150074653974,phi_mem
wildtype,acetate,2024-05-25,0,2,FTSY_ECOLI,ftsY,b3464 JW3429,0.0001701365078212,0.794244025135339,410437100.0,0.0001701365078212,9.995839810164308e-05,phi_mem
meshI,glucose,2024-05-23,0,2,FTSY_ECOLI,ftsY,b3464 JW3429,0.0001893766357007,0.968218692189667,410437100.0,0.0001893766357007,0.0001218537205449,phi_mem
meshI,glucose,2024-05-23,100,2,FTSY_ECOLI,ftsY,b3464 JW3429,0.0001797233894353,0.909264006272397,410437100.0,0.0001797233894353,0.0001144340664104,phi_mem
relA,glucose,2024-05-23,0,2,FTSY_ECOLI,ftsY,b3464 JW3429,0.0001799442982114,0.871194613183494,410437100.0,0.0001799442982114,0.000109642899679,phi_mem
relA,glucose,2024-05-26,2,2,FTSY_ECOLI,ftsY,b3464 JW3429,0.0002359839023758,1.12811677095466,410437100.0,0.0002359839023758,0.0001419774549478,phi_mem
relA,glucose,2024-05-25,4,2,FTSY_ECOLI,ftsY,b3464 JW3429,0.0002484664766484,1.12681247552298,410437100.0,0.0002484664766484,0.00014181330479,phi_mem
lacZ,glucose,2024-05-25,0,2,FTSY_ECOLI,ftsY,b3464 JW3429,0.0001912163119123,0.932143107652845,410437100.0,0.0001912163119123,0.0001173134816174,phi_mem
lacZ,glucose,2024-05-28,1,2,FTSY_ECOLI,ftsY,b3464 JW3429,0.0002053937543781,1.01458861248078,410437100.0,0.0002053937543781,0.0001276895377569,phi_mem
lacZ,glucose,2024-05-26,3,2,FTSY_ECOLI,ftsY,b3464 JW3429,0.0002102607706844,1.01432876994573,410437100.0,0.0002102607706844,0.0001276568356619,phi_mem
lacZ,glucose,2024-05-25,5,2,FTSY_ECOLI,ftsY,b3464 JW3429,0.0002125989878785,1.01762964896053,410437100.0,0.0002125989878785,0.0001280722628709,phi_mem
wildtype,glucose,2024-05-22,0,2,FXSA_ECOLI,fxsA,yjeG b4140 JW4100,2.95e-06,1.57310994306774,3976600.0,2.9471603786794267e-06,2.1666005e-05,phi_mem
wildtype,glucose+acetate,2024-05-22,0,2,FXSA_ECOLI,fxsA,yjeG b4140 JW4100,1.43e-06,0.735011951847564,3976600.0,1.426815758580311e-06,1.0123114849006673e-05,phi_mem
wildtype,glycerol,2024-05-22,0,2,FXSA_ECOLI,fxsA,yjeG b4140 JW4100,1.6e-06,0.756134536963653,3976600.0,1.5977053216581415e-06,1.0414030329361248e-05,phi_mem
wildtype,sorbitol,2024-05-22,0,2,FXSA_ECOLI,fxsA,yjeG b4140 JW4100,1.03e-06,0.478196085672393,3976600.0,1.0321491485583588e-06,6.586061469393659e-06,phi_mem
wildtype,glucoseCAA,2024-05-24,0,2,FXSA_ECOLI,fxsA,yjeG b4140 JW4100,4.57e-06,2.34776759779474,3976600.0,4.573636363945632e-06,3.233514907004084e-05,phi_mem
wildtype,LB,2024-05-24,0,2,FXSA_ECOLI,fxsA,yjeG b4140 JW4100,7.56e-07,0.398132815905262,3976600.0,7.561170316228159e-07,5.483372359369826e-06,phi_mem
wildtype,acetate,2024-05-25,0,2,FXSA_ECOLI,fxsA,yjeG b4140 JW4100,1.16e-06,0.556605591640264,3976600.0,1.155197979502178e-06,7.665973751325163e-06,phi_mem
meshI,glucose,2024-05-23,0,2,FXSA_ECOLI,fxsA,yjeG b4140 JW4100,2.07e-06,1.09105366227837,3976600.0,2.0675896211164046e-06,1.5026778138655222e-05,phi_mem
meshI,glucose,2024-05-23,100,2,FXSA_ECOLI,fxsA,yjeG b4140 JW4100,1.99e-06,1.03725600913429,3976600.0,1.9863961193388277e-06,1.4285838049156524e-05,phi_mem
relA,glucose,2024-05-23,0,2,FXSA_ECOLI,fxsA,yjeG b4140 JW4100,2.94e-06,1.46713505746204,3976600.0,2.936015210154952e-06,2.020644242363616e-05,phi_mem
relA,glucose,2024-05-26,2,2,FXSA_ECOLI,fxsA,yjeG b4140 JW4100,1.58e-06,0.778629723905101,3976600.0,1.5780639528294296e-06,1.0723850272269306e-05,phi_mem
relA,glucose,2024-05-25,4,2,FXSA_ECOLI,fxsA,yjeG b4140 JW4100,6.69e-07,0.313179408433772,3976600.0,6.690747679796785e-07,4.313332745066097e-06,phi_mem
lacZ,glucose,2024-05-25,0,2,FXSA_ECOLI,fxsA,yjeG b4140 JW4100,2.39e-06,1.20010412833421,3976600.0,2.3852097298775923e-06,1.6528699827746228e-05,phi_mem
lacZ,glucose,2024-05-28,1,2,FXSA_ECOLI,fxsA,yjeG b4140 JW4100,1.11e-06,0.563934543638743,3976600.0,1.1060919856919534e-06,7.766913365459284e-06,phi_mem
lacZ,glucose,2024-05-26,3,2,FXSA_ECOLI,fxsA,yjeG b4140 JW4100,2.02e-06,1.00487156470179,3976600.0,2.018158925277022e-06,1.3839816117829532e-05,phi_mem
lacZ,glucose,2024-05-25,5,2,FXSA_ECOLI,fxsA,yjeG b4140 JW4100,2.49e-06,1.23019994874229,3976600.0,2.4900750870301603e-06,1.694320117796272e-05,phi_mem
wildtype,glucose,2024-05-22,0,1,GGT_ECOLI,ggt,b3447 JW3412,1.13e-05,0.920889630937669,24561000.0,1.1344590765955102e-05,3.965e-06,phi_peri
wildtype,glucose+acetate,2024-05-22,0,1,GGT_ECOLI,ggt,b3447 JW3412,1.36e-05,1.07106767663224,24561000.0,1.3589939007453483e-05,4.611609464559471e-06,phi_peri
wildtype,glycerol,2024-05-22,0,1,GGT_ECOLI,ggt,b3447 JW3412,1.24e-05,0.925473899779023,24561000.0,1.241953387895232e-05,3.984738115562731e-06,phi_peri
wildtype,sorbitol,2024-05-22,0,1,GGT_ECOLI,ggt,b3447 JW3412,1.47e-05,1.0757021957113,24561000.0,1.4740822674700796e-05,4.631563938506323e-06,phi_peri
wildtype,glucoseCAA,2024-05-24,0,1,GGT_ECOLI,ggt,b3447 JW3412,8.02e-06,0.628285980400278,24561000.0,8.015869901548192e-06,2.7051601284190354e-06,phi_peri
wildtype,LB,2024-05-24,0,1,GGT_ECOLI,ggt,b3447 JW3412,7.22e-06,0.569541747510853,24561000.0,7.223323191705183e-06,2.4522298362520946e-06,phi_peri
wildtype,acetate,2024-05-25,0,1,GGT_ECOLI,ggt,b3447 JW3412,1.68e-05,1.26180047312794,24561000.0,1.6819039897148725e-05,5.4328322394705264e-06,phi_peri
meshI,glucose,2024-05-23,0,1,GGT_ECOLI,ggt,b3447 JW3412,9.68e-06,0.790330067669586,24561000.0,9.675388670503162e-06,3.402860248430805e-06,phi_peri
meshI,glucose,2024-05-23,100,1,GGT_ECOLI,ggt,b3447 JW3412,9.22e-06,0.743253033847375,24561000.0,9.221251621921628e-06,3.200164471614418e-06,phi_peri
relA,glucose,2024-05-23,0,1,GGT_ECOLI,ggt,b3447 JW3412,1.29e-05,1.01065512527405,24561000.0,1.2896874353704874e-05,4.35149602849947e-06,phi_peri
relA,glucose,2024-05-23,2,1,GGT_ECOLI,ggt,b3447 JW3412,1.9e-05,1.41572393713297,24561000.0,1.9014054646771006e-05,6.095568048710247e-06,phi_peri
relA,glucose,2024-05-25,4,1,GGT_ECOLI,ggt,b3447 JW3412,2.68e-05,1.91830133653326,24561000.0,2.6798343569171105e-05,8.259474907551867e-06,phi_peri
lacZ,glucose,2024-05-25,0,1,GGT_ECOLI,ggt,b3447 JW3412,1.15e-05,0.890586864437902,24561000.0,1.1491920329602945e-05,3.834527829247859e-06,phi_peri
lacZ,glucose,2024-05-28,1,1,GGT_ECOLI,ggt,b3447 JW3412,1.03e-05,0.786704152372754,24561000.0,1.0320161675258784e-05,3.387248438210616e-06,phi_peri
lacZ,glucose,2024-05-29,3,1,GGT_ECOLI,ggt,b3447 JW3412,9.68e-06,0.737281071665267,24561000.0,9.677951990377228e-06,3.174451477074619e-06,phi_peri
lacZ,glucose,2024-05-25,5,1,GGT_ECOLI,ggt,b3447 JW3412,1.35e-05,1.03686076733055,24561000.0,1.3539993501121873e-05,4.464327541922228e-06,phi_peri
wildtype,glucose,2024-05-22,0,2,GGT_ECOLI,ggt,b3447 JW3412,2.14e-05,0.910724443242407,49828000.0,2.13792878363288e-05,3.965e-06,phi_peri
wildtype,glucose+acetate,2024-05-22,0,2,GGT_ECOLI,ggt,b3447 JW3412,3.13e-05,1.28767263593289,49828000.0,3.132135273423489e-05,5.606110651095097e-06,phi_peri
wildtype,glycerol,2024-05-22,0,2,GGT_ECOLI,ggt,b3447 JW3412,1.54e-05,0.580425088011914,49828000.0,1.536757460045054e-05,2.526983316461487e-06,phi_peri
wildtype,sorbitol,2024-05-22,0,2,GGT_ECOLI,ggt,b3447 JW3412,1.77e-05,0.653662068672244,49828000.0,1.7678738564383024e-05,2.845833469735475e-06,phi_peri
wildtype,glucoseCAA,2024-05-24,0,2,GGT_ECOLI,ggt,b3447 JW3412,1.38e-05,0.566833471123143,49828000.0,1.3836414456518516e-05,2.467809807543562e-06,phi_peri
wildtype,LB,2024-05-24,0,2,GGT_ECOLI,ggt,b3447 JW3412,8.08e-06,0.339351495613476,49828000.0,8.075554646641366e-06,1.4774267783095986e-06,phi_peri
wildtype,acetate,2024-05-25,0,2,GGT_ECOLI,ggt,b3447 JW3412,2.39e-05,0.917208785627219,49828000.0,2.3852758400906628e-05,3.9932307318602805e-06,phi_peri
meshI,glucose,2024-05-23,0,2,GGT_ECOLI,ggt,b3447 JW3412,2.13e-05,0.895399709383535,49828000.0,2.126163844624204e-05,3.898281059708799e-06,phi_peri
meshI,glucose,2024-05-23,100,2,GGT_ECOLI,ggt,b3447 JW3412,1.56e-05,0.648764099474289,49828000.0,1.556783627752739e-05,2.824509294224439e-06,phi_peri
relA,glucose,2024-05-23,0,2,GGT_ECOLI,ggt,b3447 JW3412,2.25e-05,0.897606639770262,49828000.0,2.250794319651666e-05,3.907889321624136e-06,phi_peri
relA,glucose,2024-05-26,2,2,GGT_ECOLI,ggt,b3447 JW3412,4.16e-05,1.63984873868269,49828000.0,4.164462526693973e-05,7.139371625656733e-06,phi_peri
relA,glucose,2024-05-25,4,2,GGT_ECOLI,ggt,b3447 JW3412,7.07e-05,2.6406693178274,49828000.0,7.068984342045122e-05,1.1496621094201577e-05,phi_peri
lacZ,glucose,2024-05-25,0,2,GGT_ECOLI,ggt,b3447 JW3412,1.73e-05,0.693218604122615,49828000.0,1.7263919396025766e-05,3.0180498456376367e-06,phi_peri
lacZ,glucose,2024-05-28,1,2,GGT_ECOLI,ggt,b3447 JW3412,1.98e-05,0.805741747189072,49828000.0,1.980249722829826e-05,3.5079392579280117e-06,phi_peri
lacZ,glucose,2024-05-26,3,2,GGT_ECOLI,ggt,b3447 JW3412,1.55e-05,0.614819426555031,49828000.0,1.547226642210227e-05,2.676725154769829e-06,phi_peri
lacZ,glucose,2024-05-25,5,2,GGT_ECOLI,ggt,b3447 JW3412,2.04e-05,0.804993329455986,49828000.0,2.0416936020771104e-05,3.5046808889079365e-06,phi_peri
wildtype,glucose,2024-05-22,0,1,GLNH_ECOLI,glnH,b0811 JW0796,0.001641669303389,0.827407744785639,3955768700.0,0.001641669303389,0.0004935182,phi_peri
wildtype,glucose+acetate,2024-05-22,0,1,GLNH_ECOLI,glnH,b0811 JW0796,0.0012662011955226,0.619608376060038,3955768700.0,0.0012662011955226,0.0003695735414433,phi_peri
wildtype,glycerol,2024-05-22,0,1,GLNH_ECOLI,glnH,b0811 JW0796,0.003216135169083,1.48801848831772,3955768700.0,0.003216135169083,0.0008875481412269,phi_peri
wildtype,sorbitol,2024-05-22,0,1,GLNH_ECOLI,glnH,b0811 JW0796,0.0042370795536203,1.91978284601291,3955768700.0,0.0042370795536203,0.0011450796545307,phi_peri
wildtype,glucoseCAA,2024-05-24,0,1,GLNH_ECOLI,glnH,b0811 JW0796,0.001618900268741,0.787847134021447,3955768700.0,0.001618900268741,0.0004699217549119,phi_peri
wildtype,LB,2024-05-24,0,1,GLNH_ECOLI,glnH,b0811 JW0796,0.00090879157773,0.444905695516876,3955768700.0,0.00090879157773,0.0002653698365829,phi_peri
wildtype,acetate,2024-05-25,0,1,GLNH_ECOLI,glnH,b0811 JW0796,0.0054603517741421,2.54346205402907,3955768700.0,0.0054603517741421,0.0015170812970791,phi_peri
meshI,glucose,2024-05-23,0,1,GLNH_ECOLI,glnH,b0811 JW0796,0.00157089407543,0.796713436818638,3955768700.0,0.00157089407543,0.000475210177488,phi_peri
meshI,glucose,2024-05-23,100,1,GLNH_ECOLI,glnH,b0811 JW0796,0.001621283784972,0.811373860595765,3955768700.0,0.001621283784972,0.0004839545795066,phi_peri
relA,glucose,2024-05-23,0,1,GLNH_ECOLI,glnH,b0811 JW0796,0.0016291613252929,0.792679745158402,3955768700.0,0.0016291613252929,0.0004728042291994,phi_peri
relA,glucose,2024-05-23,2,1,GLNH_ECOLI,glnH,b0811 JW0796,0.0022129760500502,1.02304728360358,3955768700.0,0.0022129760500502,0.0006102099685442,phi_peri
relA,glucose,2024-05-25,4,1,GLNH_ECOLI,glnH,b0811 JW0796,0.0026397592573896,1.17324403695753,3955768700.0,0.0026397592573896,0.0006997967917619,phi_peri
lacZ,glucose,2024-05-25,0,1,GLNH_ECOLI,glnH,b0811 JW0796,0.0014656812437312,0.705242318249123,3955768700.0,0.0014656812437312,0.0004206510292652,phi_peri
lacZ,glucose,2024-05-28,1,1,GLNH_ECOLI,glnH,b0811 JW0796,0.0012877407246117,0.60949272644737,3955768700.0,0.0012877407246117,0.0003635399295752,phi_peri
lacZ,glucose,2024-05-29,3,1,GLNH_ECOLI,glnH,b0811 JW0796,0.0013512451295913,0.63914429666135,3955768700.0,0.0013512451295913,0.0003812259974799,phi_peri
lacZ,glucose,2024-05-25,5,1,GLNH_ECOLI,glnH,b0811 JW0796,0.0011598477674424,0.551465226180202,3955768700.0,0.0011598477674424,0.0003289286660684,phi_peri
wildtype,glucose,2024-05-22,0,2,GLNH_ECOLI,glnH,b0811 JW0796,0.001907214191561,0.966490174002784,4188603400.0,0.001907214191561,0.0004935182,phi_peri
wildtype,glucose+acetate,2024-05-22,0,2,GLNH_ECOLI,glnH,b0811 JW0796,0.0014934231454189,0.730385342142814,4188603400.0,0.001493423145419,0.0003729561552269,phi_peri
