strain,carbon_source,date,inducer_conc,replicate,entry,name,synonyms,intensity,norm_intensity,common_intensity,mass_frac,rel_mass_frac,localization
meshI,glucose,2024-05-23,100,2,YAGU_ECOLI,yagU,b0287 JW0281,1.11e-06,0.781472968251442,2939200.0,1.1061425264585243e-06,0.0001814981584421,phi_mem
relA,glucose,2024-05-23,0,2,YAGU_ECOLI,yagU,b0287 JW0281,1.61e-06,1.0917380673236,2939200.0,1.6148191496697016e-06,0.0002535576491709,phi_mem
relA,glucose,2024-05-26,2,2,YAGU_ECOLI,yagU,b0287 JW0281,1.87e-06,1.24685298360802,2939200.0,1.8677816329805173e-06,0.0002895832991886,phi_mem
relA,glucose,2024-05-25,4,2,YAGU_ECOLI,yagU,b0287 JW0281,3.13e-06,1.97956607082631,2939200.0,3.125853968112872e-06,0.0004597569090246,phi_mem
lacZ,glucose,2024-05-25,0,2,YAGU_ECOLI,yagU,b0287 JW0281,1.46e-06,0.993444417319179,2939200.0,1.4593801906601392e-06,0.0002307288154336,phi_mem
lacZ,glucose,2024-05-28,1,2,YAGU_ECOLI,yagU,b0287 JW0281,1.77e-06,1.22038028960625,2939200.0,1.7691919847144914e-06,0.0002834349800457,phi_mem
lacZ,glucose,2024-05-26,3,2,YAGU_ECOLI,yagU,b0287 JW0281,1.69e-06,1.13920507899463,2939200.0,1.6910792056396565e-06,0.0002645819271114,phi_mem
lacZ,glucose,2024-05-25,5,2,YAGU_ECOLI,yagU,b0287 JW0281,1.87e-06,1.25059416681049,2939200.0,1.87098526874352e-06,0.0002904521940694,phi_mem
wildtype,glucose,2024-05-22,0,1,YAHO_ECOLI,yahO,b0329 JW0321,4.27e-05,0.716439934539322,118857000.0,4.271100159466962e-05,3.1211235e-05,phi_peri
wildtype,glucose+acetate,2024-05-22,0,1,YAHO_ECOLI,yahO,b0329 JW0321,7.27e-05,1.18355532365323,118857000.0,7.26721279057281e-05,5.156081000118307e-05,phi_peri
wildtype,glycerol,2024-05-22,0,1,YAHO_ECOLI,yahO,b0329 JW0321,3.32e-05,0.510762553477496,118857000.0,3.316949732090589e-05,2.225103503762218e-05,phi_peri
wildtype,sorbitol,2024-05-22,0,1,YAHO_ECOLI,yahO,b0329 JW0321,3.86e-05,0.582006125504053,118857000.0,3.859543512034963e-05,2.535471444124181e-05,phi_peri
wildtype,glucoseCAA,2024-05-24,0,1,YAHO_ECOLI,yahO,b0329 JW0321,3.11e-05,0.504323355808227,118857000.0,3.113731007028702e-05,2.1970515622137284e-05,phi_peri
wildtype,LB,2024-05-24,0,1,YAHO_ECOLI,yahO,b0329 JW0321,6.86e-06,0.111759590285613,118857000.0,6.859224281330822e-06,4.868733117383948e-06,phi_peri
wildtype,acetate,2024-05-25,0,1,YAHO_ECOLI,yahO,b0329 JW0321,0.0001074392191693,1.66561111118879,118857000.0,0.0001074392191693,7.256125364278001e-05,phi_peri
meshI,glucose,2024-05-23,0,1,YAHO_ECOLI,yahO,b0329 JW0321,3.7e-05,0.624062565720177,118857000.0,3.697147410246404e-05,2.7186875625407157e-05,phi_peri
meshI,glucose,2024-05-23,100,1,YAHO_ECOLI,yahO,b0329 JW0321,4.29e-05,0.713978553993387,118857000.0,4.2866405544233184e-05,3.1104006573805416e-05,phi_peri
relA,glucose,2024-05-23,0,1,YAHO_ECOLI,yahO,b0329 JW0321,5.6e-05,0.907062481147983,118857000.0,5.601410598628202e-05,3.9515580991443097e-05,phi_peri
relA,glucose,2024-05-23,2,1,YAHO_ECOLI,yahO,b0329 JW0321,0.0001353162393164,2.08197273465108,118857000.0,0.0001353162393164,9.069977419191588e-05,phi_peri
relA,glucose,2024-05-25,4,1,YAHO_ECOLI,yahO,b0329 JW0321,0.0002169848676833,3.20966426571774,118857000.0,0.0002169848676833,0.0001398269147752,phi_peri
lacZ,glucose,2024-05-25,0,1,YAHO_ECOLI,yahO,b0329 JW0321,4.66e-05,0.745545880739466,118857000.0,4.655533063837639e-05,3.2479216421686363e-05,phi_peri
lacZ,glucose,2024-05-28,1,1,YAHO_ECOLI,yahO,b0329 JW0321,3.5e-05,0.55189845535236,118857000.0,3.50358740366631e-05,2.404309357380482e-05,phi_peri
lacZ,glucose,2024-05-29,3,1,YAHO_ECOLI,yahO,b0329 JW0321,4.09e-05,0.643087298954077,118857000.0,4.0850655574010486e-05,2.801567562823973e-05,phi_peri
lacZ,glucose,2024-05-25,5,1,YAHO_ECOLI,yahO,b0329 JW0321,4.62e-05,0.730660722900562,118857000.0,4.6173468054654354e-05,3.1830754300963215e-05,phi_peri
wildtype,glucose,2024-05-22,0,2,YAHO_ECOLI,yahO,b0329 JW0321,4.64e-05,0.785528435185463,125312000.0,4.637536681043604e-05,3.1211235e-05,phi_peri
wildtype,glucose+acetate,2024-05-22,0,2,YAHO_ECOLI,yahO,b0329 JW0321,6.18e-05,1.01102580178865,125312000.0,6.184669387094957e-05,4.0170874124039526e-05,phi_peri
wildtype,glycerol,2024-05-22,0,2,YAHO_ECOLI,yahO,b0329 JW0321,2.89e-05,0.434209815205903,125312000.0,2.891199074256681e-05,1.7252366654936352e-05,phi_peri
wildtype,sorbitol,2024-05-22,0,2,YAHO_ECOLI,yahO,b0329 JW0321,2.99e-05,0.439800555308702,125312000.0,2.9913895244824222e-05,1.7474502347746994e-05,phi_peri
wildtype,glucoseCAA,2024-05-24,0,2,YAHO_ECOLI,yahO,b0329 JW0321,3.4e-05,0.554390971209212,125312000.0,3.4033250451545744e-05,2.2027499081180508e-05,phi_peri
wildtype,LB,2024-05-24,0,2,YAHO_ECOLI,yahO,b0329 JW0321,1.37e-05,0.229642922100857,125312000.0,1.374342139439103e-05,9.124353602914848e-06,phi_peri
wildtype,acetate,2024-05-25,0,2,YAHO_ECOLI,yahO,b0329 JW0321,8.88e-05,1.35822933850249,125312000.0,8.883062468234792e-05,5.3966238736968215e-05,phi_peri
meshI,glucose,2024-05-23,0,2,YAHO_ECOLI,yahO,b0329 JW0321,3.49e-05,0.584300007282401,125312000.0,3.489272414513597e-05,2.3215868479015717e-05,phi_peri
meshI,glucose,2024-05-23,100,2,YAHO_ECOLI,yahO,b0329 JW0321,3.79e-05,0.627808807296397,125312000.0,3.788681137982975e-05,2.4944594418114557e-05,phi_peri
relA,glucose,2024-05-23,0,2,YAHO_ECOLI,yahO,b0329 JW0321,4.76e-05,0.754756518643532,125312000.0,4.759658922318538e-05,2.9988580955192774e-05,phi_peri
relA,glucose,2024-05-26,2,2,YAHO_ECOLI,yahO,b0329 JW0321,0.0001123209877816,1.7586788471599,125312000.0,0.0001123209877816,6.98772142796805e-05,phi_peri
relA,glucose,2024-05-25,4,2,YAHO_ECOLI,yahO,b0329 JW0321,0.0002571639740835,3.81986419061238,125312000.0,0.0002571639740835,0.0001517738551286,phi_peri
lacZ,glucose,2024-05-25,0,2,YAHO_ECOLI,yahO,b0329 JW0321,3.96e-05,0.632658469786845,125312000.0,3.962394593644035e-05,2.5137285031057577e-05,phi_peri
lacZ,glucose,2024-05-28,1,2,YAHO_ECOLI,yahO,b0329 JW0321,5.2e-05,0.841492208721904,125312000.0,5.201078398343006e-05,3.343483176504931e-05,phi_peri
lacZ,glucose,2024-05-26,3,2,YAHO_ECOLI,yahO,b0329 JW0321,3.25e-05,0.513589484726071,125312000.0,3.250436473323689e-05,2.0406342257399875e-05,phi_peri
lacZ,glucose,2024-05-25,5,2,YAHO_ECOLI,yahO,b0329 JW0321,5.1e-05,0.799183243361776,125312000.0,5.097577782648924e-05,3.175377860221881e-05,phi_peri
wildtype,glucose,2024-05-22,0,1,YAIW_ECOLI,yaiW,b0378 JW0369,3.51e-06,1.1349602295223,6166100.0,3.510155962815915e-06,1.7808994999999998e-05,phi_mem
wildtype,glucose+acetate,2024-05-22,0,1,YAIW_ECOLI,yaiW,b0378 JW0369,2.35e-06,0.73756038878791,6166100.0,2.3494310153826644e-06,1.1573277137341188e-05,phi_mem
wildtype,glycerol,2024-05-22,0,1,YAIW_ECOLI,yaiW,b0378 JW0369,2.7e-06,0.802708612417527,6166100.0,2.70435413894916e-06,1.259553708857055e-05,phi_mem
wildtype,sorbitol,2024-05-22,0,1,YAIW_ECOLI,yaiW,b0378 JW0369,2.62e-06,0.761609704469267,6166100.0,2.6201530152061715e-06,1.1950642027829886e-05,phi_mem
wildtype,glucoseCAA,2024-05-24,0,1,YAIW_ECOLI,yaiW,b0378 JW0369,3.31e-06,1.03227858752871,6166100.0,3.306394946303001e-06,1.619778713448271e-05,phi_mem
wildtype,LB,2024-05-24,0,1,YAIW_ECOLI,yaiW,b0378 JW0369,4.13e-06,1.29704672768339,6166100.0,4.129824766022398e-06,2.0352341947525475e-05,phi_mem
wildtype,acetate,2024-05-25,0,1,YAIW_ECOLI,yaiW,b0378 JW0369,2.82e-06,0.842785483785248,6166100.0,2.820279042276304e-06,1.3224395072522808e-05,phi_mem
meshI,glucose,2024-05-23,0,1,YAIW_ECOLI,yaiW,b0378 JW0369,2.93e-06,0.952461236389605,6166100.0,2.9273304049099964e-06,1.4945349586122223e-05,phi_mem
meshI,glucose,2024-05-23,100,1,YAIW_ECOLI,yaiW,b0378 JW0369,3.24e-06,1.03924838023181,6166100.0,3.2369579458262157e-06,1.6307152203118454e-05,phi_mem
relA,glucose,2024-05-23,0,1,YAIW_ECOLI,yaiW,b0378 JW0369,3.23e-06,1.00954521176393,6166100.0,3.234236528952671e-06,1.5841071044529065e-05,phi_mem
relA,glucose,2024-05-23,2,1,YAIW_ECOLI,yaiW,b0378 JW0369,4.52e-06,1.34118357261821,6166100.0,4.5221910539932e-06,2.104490617164003e-05,phi_mem
relA,glucose,2024-05-25,4,1,YAIW_ECOLI,yaiW,b0378 JW0369,5.37e-06,1.53191494254018,6166100.0,5.372671560338615e-06,2.4037728232650205e-05,phi_mem
lacZ,glucose,2024-05-25,0,1,YAIW_ECOLI,yaiW,b0378 JW0369,2.87e-06,0.884567733482965,6166100.0,2.865576013890186e-06,1.3880012649773584e-05,phi_mem
lacZ,glucose,2024-05-28,1,1,YAIW_ECOLI,yaiW,b0378 JW0369,2.63e-06,0.798745744385706,6166100.0,2.6305595301673803e-06,1.2533354559942157e-05,phi_mem
lacZ,glucose,2024-05-29,3,1,YAIW_ECOLI,yaiW,b0378 JW0369,3.17e-06,0.960612198017208,6166100.0,3.1656507137257428e-06,1.5073248723990932e-05,phi_mem
lacZ,glucose,2024-05-25,5,1,YAIW_ECOLI,yaiW,b0378 JW0369,3.07e-06,0.937300935037177,6166100.0,3.072851570281373e-06,1.4707464835660513e-05,phi_mem
wildtype,glucose,2024-05-22,0,1,YAJC_ECOLI,yajC,b0407 JW0397,0.0006205838338399,0.99979781479695,1237522400.0,0.0006205838338399,0.0016260095,phi_mem
wildtype,glucose+acetate,2024-05-22,0,1,YAJC_ECOLI,yajC,b0407 JW0397,0.0006073474132535,0.950013043326051,1237522400.0,0.0006073474132535,0.0015450426183275,phi_mem
wildtype,glycerol,2024-05-22,0,1,YAJC_ECOLI,yajC,b0407 JW0397,0.0007133764910781,1.05504418577156,1237522400.0,0.0007133764910781,0.0017158587902422,phi_mem
wildtype,sorbitol,2024-05-22,0,1,YAJC_ECOLI,yajC,b0407 JW0397,0.0007032480931848,1.01852542113015,1237522400.0,0.0007032480931848,0.0016564669238504,phi_mem
wildtype,glucoseCAA,2024-05-24,0,1,YAJC_ECOLI,yajC,b0407 JW0397,0.0008108214373716,1.26131891325702,1237522400.0,0.0008108214373716,0.0020513312843178,phi_mem
wildtype,LB,2024-05-24,0,1,YAJC_ECOLI,yajC,b0407 JW0397,0.0003949357637449,0.618027722521297,1237522400.0,0.0003949357637449,0.0010051221689128,phi_mem
wildtype,acetate,2024-05-25,0,1,YAJC_ECOLI,yajC,b0407 JW0397,0.0006096304738745,0.907714200464656,1237522400.0,0.0006096304738745,0.0014762503892251,phi_mem
meshI,glucose,2024-05-23,0,1,YAJC_ECOLI,yajC,b0407 JW0397,0.0006491408958817,1.05237865675435,1237522400.0,0.0006491408958817,0.0017115237382543,phi_mem
meshI,glucose,2024-05-23,100,1,YAJC_ECOLI,yajC,b0407 JW0397,0.0006285714398439,1.00552862495714,1237522400.0,0.0006285714398439,0.001635329736177,phi_mem
relA,glucose,2024-05-23,0,1,YAJC_ECOLI,yajC,b0407 JW0397,0.0005751941502691,0.894593938050887,1237522400.0,0.0005751941502691,0.0014549124036729,phi_mem
relA,glucose,2024-05-23,2,1,YAJC_ECOLI,yajC,b0407 JW0397,0.000737499923033,1.08983008664401,1237522400.0,0.000737499923033,0.0017724324338805,phi_mem
relA,glucose,2024-05-25,4,1,YAJC_ECOLI,yajC,b0407 JW0397,0.000727851142883,1.03405686775456,1237522400.0,0.000727851142883,0.0016817263106847,phi_mem
lacZ,glucose,2024-05-25,0,1,YAJC_ECOLI,yajC,b0407 JW0397,0.0006526538308048,1.00382855775325,1237522400.0,0.0006526538308048,0.0016325648517341,phi_mem
lacZ,glucose,2024-05-28,1,1,YAJC_ECOLI,yajC,b0407 JW0397,0.0006440872001,0.974456790697704,1237522400.0,0.0006440872001,0.0015847964214002,phi_mem
lacZ,glucose,2024-05-29,3,1,YAJC_ECOLI,yajC,b0407 JW0397,0.0006384905394131,0.965377258841086,1237522400.0,0.0006384905394131,0.0015700300308001,phi_mem
lacZ,glucose,2024-05-25,5,1,YAJC_ECOLI,yajC,b0407 JW0397,0.0006054740407311,0.920217504683456,1237522400.0,0.0006054740407311,0.001496584992022,phi_mem
wildtype,glucose,2024-05-22,0,2,YAJC_ECOLI,yajC,b0407 JW0397,0.0006284696804803,0.961232435602929,1387788000.0,0.0006284696804803,0.0016260095,phi_mem
wildtype,glucose+acetate,2024-05-22,0,2,YAJC_ECOLI,yajC,b0407 JW0397,0.0006403438364404,0.945210457147884,1387788000.0,0.0006403438364404,0.0015989069093967,phi_mem
wildtype,glycerol,2024-05-22,0,2,YAJC_ECOLI,yajC,b0407 JW0397,0.0007395093980261,1.00284744261162,1387788000.0,0.0007395093980261,0.0016964049571573,phi_mem
wildtype,sorbitol,2024-05-22,0,2,YAJC_ECOLI,yajC,b0407 JW0397,0.0007743567287113,1.02800071079075,1387788000.0,0.0007743567287113,0.001738953930226,phi_mem
wildtype,glucoseCAA,2024-05-24,0,2,YAJC_ECOLI,yajC,b0407 JW0397,0.0007552784837635,1.11093683138456,1387788000.0,0.0007552784837635,0.0018792476978766,phi_mem
wildtype,LB,2024-05-24,0,2,YAJC_ECOLI,yajC,b0407 JW0397,0.0005612459707677,0.846800237866399,1387788000.0,0.0005612459707677,0.0014324373381234,phi_mem
wildtype,acetate,2024-05-25,0,2,YAJC_ECOLI,yajC,b0407 JW0397,0.0006945138389016,0.958872422865561,1387788000.0,0.0006945138389016,0.0016220173301678,phi_mem
meshI,glucose,2024-05-23,0,2,YAJC_ECOLI,yajC,b0407 JW0397,0.0007272880448984,1.09970701901804,1387788000.0,0.0007272880448984,0.0018602514791528,phi_mem
meshI,glucose,2024-05-23,100,2,YAJC_ECOLI,yajC,b0407 JW0397,0.0006452685095555,0.965493496715621,1387788000.0,0.0006452685095555,0.0016332174609391,phi_mem
relA,glucose,2024-05-23,0,2,YAJC_ECOLI,yajC,b0407 JW0397,0.0006795286695303,0.972989958800189,1387788000.0,0.0006795286695304,0.001645898388168,phi_mem
relA,glucose,2024-05-26,2,2,YAJC_ECOLI,yajC,b0407 JW0397,0.0007542416118479,1.066364425793,1387788000.0,0.0007542416118479,0.0018038495400062,phi_mem
relA,glucose,2024-05-25,4,2,YAJC_ECOLI,yajC,b0407 JW0397,0.0007599350839995,1.01925728138645,1387788000.0,0.0007599350839995,0.0017241636477227,phi_mem
lacZ,glucose,2024-05-25,0,2,YAJC_ECOLI,yajC,b0407 JW0397,0.0006862100721247,0.989323273944302,1387788000.0,0.0006862100721247,0.0016735276322583,phi_mem
lacZ,glucose,2024-05-28,1,2,YAJC_ECOLI,yajC,b0407 JW0397,0.0006671544622912,0.974658843813471,1387788000.0,0.0006671544622912,0.0016487214544582,phi_mem
lacZ,glucose,2024-05-26,3,2,YAJC_ECOLI,yajC,b0407 JW0397,0.0006318046442096,0.901419166998299,1387788000.0,0.0006318046442096,0.0015248300772351,phi_mem
lacZ,glucose,2024-05-25,5,2,YAJC_ECOLI,yajC,b0407 JW0397,0.0006494073735971,0.919325395145789,1387788000.0,0.0006494073735971,0.0015551200424907,phi_mem
wildtype,glucose,2024-05-22,0,1,YAJG_ECOLI,yajG,b0434 JW0424,0.0002462979406839,1.11925689056347,438728450.0,0.0002462979406839,0.00024337845,phi_mem
wildtype,glucose+acetate,2024-05-22,0,1,YAJG_ECOLI,yajG,b0434 JW0424,0.000169247329898,0.746743547558345,438728450.0,0.000169247329898,0.0001623767418226,phi_mem
wildtype,glycerol,2024-05-22,0,1,YAJG_ECOLI,yajG,b0434 JW0424,0.0002378088628345,0.992058225336932,438728450.0,0.0002378088628345,0.0002157195503801,phi_mem
wildtype,sorbitol,2024-05-22,0,1,YAJG_ECOLI,yajG,b0434 JW0424,0.0002337243510918,0.954826674679779,438728450.0,0.0002337243510918,0.0002076236814456,phi_mem
wildtype,glucoseCAA,2024-05-24,0,1,YAJG_ECOLI,yajG,b0434 JW0424,0.0002904625970806,1.27452151901952,438728450.0,0.0002904625970806,0.0002771401940035,phi_mem
wildtype,LB,2024-05-24,0,1,YAJG_ECOLI,yajG,b0434 JW0424,0.0003665841988185,1.61812662974649,438728450.0,0.0003665841988185,0.0003518559093731,phi_mem
wildtype,acetate,2024-05-25,0,1,YAJG_ECOLI,yajG,b0434 JW0424,0.0001473916419276,0.619031272317036,438728450.0,0.0001473916419276,0.0001346061595226,phi_mem
meshI,glucose,2024-05-23,0,1,YAJG_ECOLI,yajG,b0434 JW0424,0.0002336288481119,1.06835798346517,438728450.0,0.0002336288481119,0.0002323106627737,phi_mem
meshI,glucose,2024-05-23,100,1,YAJG_ECOLI,yajG,b0434 JW0424,0.0002222799103889,1.00299155902119,438728450.0,0.0002222799103889,0.0002180969650986,phi_mem
relA,glucose,2024-05-23,0,1,YAJG_ECOLI,yajG,b0434 JW0424,0.0002514295792999,1.10302442641653,438728450.0,0.0002514295792999,0.000239848758115,phi_mem
relA,glucose,2024-05-23,2,1,YAJG_ECOLI,yajG,b0434 JW0424,0.0002453458244759,1.02266350035319,438728450.0,0.0002453458244759,0.0002223745591257,phi_mem
relA,glucose,2024-05-25,4,1,YAJG_ECOLI,yajG,b0434 JW0424,0.000226574972938,0.907969087286381,438728450.0,0.000226574972938,0.0001974346648877,phi_mem
lacZ,glucose,2024-05-25,0,1,YAJG_ECOLI,yajG,b0434 JW0424,0.0002199431010421,0.954210673496993,438728450.0,0.0002199431010421,0.0002074897341683,phi_mem
lacZ,glucose,2024-05-28,1,1,YAJG_ECOLI,yajG,b0434 JW0424,0.0002305775781784,0.983993573735317,438728450.0,0.0002305775781784,0.0002139659204287,phi_mem
lacZ,glucose,2024-05-29,3,1,YAJG_ECOLI,yajG,b0434 JW0424,0.0002268150280746,0.967323401807259,438728450.0,0.0002268150280746,0.0002103410505358,phi_mem
lacZ,glucose,2024-05-25,5,1,YAJG_ECOLI,yajG,b0434 JW0424,0.0002268971215281,0.972705160074754,438728450.0,0.0002268971215281,0.0002115112948259,phi_mem
wildtype,glucose,2024-05-22,0,2,YAJG_ECOLI,yajG,b0434 JW0424,0.0003933656447223,1.14028885044013,732232100.0,0.0003933656447223,0.00024337845,phi_mem
wildtype,glucose+acetate,2024-05-22,0,2,YAJG_ECOLI,yajG,b0434 JW0424,0.0003279328116874,0.91743334480431,732232100.0,0.0003279328116874,0.0001958131094157,phi_mem
wildtype,glycerol,2024-05-22,0,2,YAJG_ECOLI,yajG,b0434 JW0424,0.000350428614767,0.9006687607937,732232100.0,0.000350428614767,0.0001922349472072,phi_mem
wildtype,sorbitol,2024-05-22,0,2,YAJG_ECOLI,yajG,b0434 JW0424,0.0003477325920876,0.874927567140569,732232100.0,0.0003477325920876,0.0001867408552409,phi_mem
wildtype,glucoseCAA,2024-05-24,0,2,YAJG_ECOLI,yajG,b0434 JW0424,0.0004256624407376,1.18664809840711,732232100.0,0.0004256624407376,0.0002532731726476,phi_mem
wildtype,LB,2024-05-24,0,2,YAJG_ECOLI,yajG,b0434 JW0424,0.0005432967665618,1.55360002506084,732232100.0,0.0005432967665618,0.0003315938464831,phi_mem
wildtype,acetate,2024-05-25,0,2,YAJG_ECOLI,yajG,b0434 JW0424,0.0002628919044505,0.687909807527905,732232100.0,0.0002628919044505,0.00014682457224,phi_mem
meshI,glucose,2024-05-23,0,2,YAJG_ECOLI,yajG,b0434 JW0424,0.000418183466126,1.19842751159266,732232100.0,0.000418183466126,0.0002557873209899,phi_mem
meshI,glucose,2024-05-23,100,2,YAJG_ECOLI,yajG,b0434 JW0424,0.0003368130716905,0.955151328049207,732232100.0,0.0003368130716905,0.0002038634769131,phi_mem
relA,glucose,2024-05-23,0,2,YAJG_ECOLI,yajG,b0434 JW0424,0.000310527845908,0.842704840802122,732232100.0,0.000310527845908,0.0001798633722348,phi_mem
relA,glucose,2024-05-26,2,2,YAJG_ECOLI,yajG,b0434 JW0424,0.0004130089696061,1.10669769964534,732232100.0,0.0004130089696061,0.0002362088962408,phi_mem
relA,glucose,2024-05-25,4,2,YAJG_ECOLI,yajG,b0434 JW0424,0.000387214047285,0.98431203648395,732232100.0,0.000387214047285,0.0002100874157134,phi_mem
lacZ,glucose,2024-05-25,0,2,YAJG_ECOLI,yajG,b0434 JW0424,0.0003829272118594,1.04633735786417,732232100.0,0.0003829272118594,0.000223325839094,phi_mem
lacZ,glucose,2024-05-28,1,2,YAJG_ECOLI,yajG,b0434 JW0424,0.0003522165495873,0.975237415866447,732232100.0,0.0003522165495873,0.0002081505669058,phi_mem
lacZ,glucose,2024-05-26,3,2,YAJG_ECOLI,yajG,b0434 JW0424,0.0004095163675012,1.10736196538895,732232100.0,0.0004095163675012,0.0002363506743236,phi_mem
lacZ,glucose,2024-05-25,5,2,YAJG_ECOLI,yajG,b0434 JW0424,0.0003072857645766,0.824458589837288,732232100.0,0.0003072857645766,0.0001759689692715,phi_mem
wildtype,glucose,2024-05-22,0,2,YBAY_ECOLI,ybaY,b0453 JW0443,6.91e-05,0.775847827374443,189182000.0,6.91495162772203e-05,8.775842499999999e-05,phi_mem
wildtype,glucose+acetate,2024-05-22,0,2,YBAY_ECOLI,ybaY,b0453 JW0443,0.0001028260368362,1.11342686771823,189182000.0,0.0001028260368362,0.0001259429811053,phi_mem
wildtype,glycerol,2024-05-22,0,2,YBAY_ECOLI,ybaY,b0453 JW0443,8.26e-05,0.821291415440736,189182000.0,8.255869019274503e-05,9.289868263085874e-05,phi_mem
wildtype,sorbitol,2024-05-22,0,2,YBAY_ECOLI,ybaY,b0453 JW0443,5.03e-05,0.48959050102793,189182000.0,5.027329252173748e-05,5.537901860287833e-05,phi_mem
wildtype,glucoseCAA,2024-05-24,0,2,YBAY_ECOLI,ybaY,b0453 JW0443,6.87e-05,0.741717479074229,189182000.0,6.874054095983221e-05,8.389784112537036e-05,phi_mem
wildtype,LB,2024-05-24,0,2,YBAY_ECOLI,ybaY,b0453 JW0443,4.9e-05,0.542537336961254,189182000.0,4.901833784316768e-05,6.136799062328896e-05,phi_mem
wildtype,acetate,2024-05-25,0,2,YBAY_ECOLI,ybaY,b0453 JW0443,7.89e-05,0.798603206334782,189182000.0,7.885110966289647e-05,9.03323527051216e-05,phi_mem
meshI,glucose,2024-05-23,0,2,YBAY_ECOLI,ybaY,b0453 JW0443,7.07e-05,0.784635408198564,189182000.0,7.073820558930125e-05,8.875241406006455e-05,phi_mem
meshI,glucose,2024-05-23,100,2,YBAY_ECOLI,ybaY,b0453 JW0443,6.8e-05,0.745962934698625,189182000.0,6.796182799026105e-05,8.4378057072182e-05,phi_mem
relA,glucose,2024-05-23,0,2,YBAY_ECOLI,ybaY,b0453 JW0443,8.22e-05,0.862889035786967,189182000.0,8.215066083661574e-05,9.76039115643302e-05,phi_mem
relA,glucose,2024-05-26,2,2,YBAY_ECOLI,ybaY,b0453 JW0443,0.000118208713368,1.22599292875728,189182000.0,0.000118208713368,0.00013867565867,phi_mem
relA,glucose,2024-05-25,4,2,YBAY_ECOLI,ybaY,b0453 JW0443,0.0002268890663753,2.23235989174851,189182000.0,0.0002268890663753,0.0002525087797126,phi_mem
lacZ,glucose,2024-05-25,0,2,YBAY_ECOLI,ybaY,b0453 JW0443,0.0001093714037445,1.15671998569316,189182000.0,0.0001093714037445,0.0001308399927521,phi_mem
lacZ,glucose,2024-05-28,1,2,YBAY_ECOLI,ybaY,b0453 JW0443,8.78e-05,0.940742589586017,189182000.0,8.778114833124885e-05,0.0001064101555479,phi_mem
lacZ,glucose,2024-05-26,3,2,YBAY_ECOLI,ybaY,b0453 JW0443,0.0001065595101995,1.11526867813328,189182000.0,0.0001065595101995,0.0001261513136874,phi_mem
lacZ,glucose,2024-05-25,5,2,YBAY_ECOLI,ybaY,b0453 JW0443,0.0001039247841623,1.07923119063261,189182000.0,0.0001039247841623,0.0001220750077,phi_mem
wildtype,glucose,2024-05-22,0,1,YBGS_ECOLI,ybgS,b0753 JW0736,1.53e-05,0.56681781510136,53783000.0,1.5290571616788707e-05,0.0,phi_peri
wildtype,glucose+acetate,2024-05-22,0,1,YBGS_ECOLI,ybgS,b0753 JW0736,4e-05,1.43830664063128,53783000.0,3.9962353608737765e-05,0.0,phi_peri
wildtype,glycerol,2024-05-22,0,1,YBGS_ECOLI,ybgS,b0753 JW0736,1.69e-05,0.575364041419786,53783000.0,1.6907633131409197e-05,0.0,phi_peri
wildtype,sorbitol,2024-05-22,0,1,YBGS_ECOLI,ybgS,b0753 JW0736,1.24e-05,0.412734457335361,53783000.0,1.2385095870130573e-05,0.0,phi_peri
wildtype,glucoseCAA,2024-05-24,0,1,YBGS_ECOLI,ybgS,b0753 JW0736,1.66e-05,0.592575473592668,53783000.0,1.6555257552744516e-05,0.0,phi_peri
wildtype,LB,2024-05-24,0,1,YBGS_ECOLI,ybgS,b0753 JW0736,5e-06,0.180165646720867,53783000.0,5.003598419229364e-06,0.0,phi_peri
wildtype,acetate,2024-05-25,0,1,YBGS_ECOLI,ybgS,b0753 JW0736,3.68e-05,1.26104000612099,53783000.0,3.68076726440256e-05,0.0,phi_peri
meshI,glucose,2024-05-23,0,1,YBGS_ECOLI,ybgS,b0753 JW0736,1.38e-05,0.513882092265297,53783000.0,1.3775975994057789e-05,0.0,phi_peri
meshI,glucose,2024-05-23,100,1,YBGS_ECOLI,ybgS,b0753 JW0736,1.86e-05,0.682906911948233,53783000.0,1.8552979679774134e-05,0.0,phi_peri
relA,glucose,2024-05-23,0,1,YBGS_ECOLI,ybgS,b0753 JW0736,2.02e-05,0.724133485417931,53783000.0,2.0234808327502518e-05,0.0,phi_peri
relA,glucose,2024-05-23,2,1,YBGS_ECOLI,ybgS,b0753 JW0736,5.61e-05,1.90762181813731,53783000.0,5.6103172697178994e-05,0.0,phi_peri
relA,glucose,2024-05-25,4,1,YBGS_ECOLI,ybgS,b0753 JW0736,0.0001122500824092,3.66941277752604,53783000.0,0.0001122500824092,0.0,phi_peri
lacZ,glucose,2024-05-25,0,1,YBGS_ECOLI,ybgS,b0753 JW0736,2.01e-05,0.709860590208214,53783000.0,2.005803409979062e-05,0.0,phi_peri
lacZ,glucose,2024-05-28,1,1,YBGS_ECOLI,ybgS,b0753 JW0736,2.26e-05,0.786538761689595,53783000.0,2.259405423462766e-05,0.0,phi_peri
lacZ,glucose,2024-05-29,3,1,YBGS_ECOLI,ybgS,b0753 JW0736,2.18e-05,0.758594969897191,53783000.0,2.180516191810461e-05,0.0,phi_peri
