lower,upper,quantity,interval,phi_M
0.9239554815635492,1.0474131141185228,width_um,75%,0.010452261306532661
0.9716293819096018,1.0059158999107964,width_um,25%,0.010452261306532661
0.9887879800499499,0.9887879800499499,width_um,median,0.010452261306532661
0.8882168175055901,1.0643904258740455,width_um,95%,0.010949748743718592
0.9179758194126562,1.039836894137717,width_um,75%,0.010949748743718592
0.964944375365411,0.9985574840363637,width_um,25%,0.010949748743718592
0.9818043512605884,0.9818043512605884,width_um,median,0.010949748743718592
0.8826037470709215,1.0562556346668281,width_um,95%,0.011447236180904524
0.9121556818933098,1.032173915003951,width_um,75%,0.011447236180904524
0.9582271992609068,0.9912361048638905,width_um,25%,0.011447236180904524
0.9748106647298291,0.9748106647298291,width_um,median,0.011447236180904524
0.8774747333687917,1.0484862952362142,width_um,95%,0.011944723618090451
0.90626989672332,1.0247498133105368,width_um,75%,0.011944723618090451
0.951369725380557,0.9841570894641875,width_um,25%,0.011944723618090451
0.9679556110244251,0.9679556110244251,width_um,median,0.011944723618090451
0.8720903744418785,1.040595871244913,width_um,95%,0.012442211055276382
0.9002887718595121,1.017072262597377,width_um,75%,0.012442211055276382
0.9447124867504741,0.9770580400869843,width_um,25%,0.012442211055276382
0.9610110934172813,0.9610110934172813,width_um,median,0.012442211055276382
0.8665761644102936,1.0327883203902612,width_um,95%,0.01293969849246231
0.8942977225342479,1.0095015142990813,width_um,75%,0.01293969849246231
0.9382471086089426,0.9701965051752496,width_um,25%,0.01293969849246231
0.9541812872191666,0.9541812872191666,width_um,median,0.01293969849246231
0.8612219450219852,1.0249783715700658,width_um,95%,0.013437185929648241
0.8883401412298875,1.00192583508545,width_um,75%,0.013437185929648241
0.9315283432186486,0.963174236002951,width_um,25%,0.013437185929648241
0.94744441303116,0.94744441303116,width_um,median,0.013437185929648241
0.8558511890285176,1.0175566424498013,width_um,95%,0.013934673366834169
0.8823469067905299,0.9944453498391401,width_um,75%,0.013934673366834169
0.9250998494647089,0.9562021576247028,width_um,25%,0.013934673366834169
0.9407947241531103,0.9407947241531103,width_um,median,0.013934673366834169
0.8504850691522153,1.0098724315622656,width_um,95%,0.0144321608040201
0.8766954593692827,0.9871104060006829,width_um,75%,0.0144321608040201
0.9186595305305569,0.949219161910389,width_um,25%,0.0144321608040201
0.9340389460590676,0.9340389460590676,width_um,median,0.0144321608040201
0.845209296522418,1.002171280515987,width_um,95%,0.014929648241206031
0.8707278519636232,0.9797455149698415,width_um,75%,0.014929648241206031
0.9122924054740441,0.9423075359352009,width_um,25%,0.014929648241206031
0.9273576280816145,0.9273576280816145,width_um,median,0.014929648241206031
0.8401824574694767,0.9949739189229662,width_um,95%,0.015427135678391959
0.8649121623973829,0.9725243714451551,width_um,75%,0.015427135678391959
0.9058500976492391,0.9355719736952295,width_um,25%,0.015427135678391959
0.9207546586566004,0.9207546586566004,width_um,median,0.015427135678391959
0.8350277928576655,0.9875551535404795,width_um,95%,0.01592462311557789
0.8593000070302109,0.9653852256622563,width_um,75%,0.01592462311557789
0.8994085035611068,0.9288010333031794,width_um,25%,0.01592462311557789
0.9141705103387613,0.9141705103387613,width_um,median,0.01592462311557789
0.8294902365659085,0.9806294359023545,width_um,95%,0.016422110552763818
0.8534290519791338,0.9582887311283181,width_um,75%,0.016422110552763818
0.8930965563851847,0.9220008975438712,width_um,25%,0.016422110552763818
0.9077282250856609,0.9077282250856609,width_um,median,0.016422110552763818
0.8242255658137047,0.9728835380714865,width_um,95%,0.01691959798994975
0.8476024665643226,0.951055177084717,width_um,75%,0.01691959798994975
0.8867017504128775,0.9150840949862646,width_um,25%,0.01691959798994975
0.9012554992938284,0.9012554992938284,width_um,median,0.01691959798994975
0.8187230579154513,0.9655400034406981,width_um,95%,0.01741708542713568
0.8414847574004082,0.9441227197520368,width_um,75%,0.01741708542713568
0.8803136043011792,0.9084872437895242,width_um,25%,0.01741708542713568
0.8947713194358747,0.8947713194358747,width_um,median,0.01741708542713568
0.8132297388614569,0.9585983996115831,width_um,95%,0.017914572864321607
0.8357658837242852,0.9368915101876001,width_um,75%,0.017914572864321607
0.8741307564561139,0.9018444801952686,width_um,25%,0.017914572864321607
0.8883785459875948,0.8883785459875948,width_um,median,0.017914572864321607
0.8078696233425265,0.9516607965157472,width_um,95%,0.01841206030150754
0.8299749018391102,0.9299234660708358,width_um,75%,0.01841206030150754
0.8680023884561974,0.8952883017482566,width_um,25%,0.01841206030150754
0.8821248627246117,0.8821248627246117,width_um,median,0.01841206030150754
0.8024872389301452,0.9450335262329553,width_um,95%,0.018909547738693466
0.824189171207141,0.9230096029100465,width_um,75%,0.018909547738693466
0.8616203349662354,0.8887038848306893,width_um,25%,0.018909547738693466
0.8755098769679108,0.8755098769679108,width_um,median,0.018909547738693466
0.7969551228756413,0.9380384266043956,width_um,95%,0.019407035175879397
0.8184771626318441,0.9162196664143858,width_um,75%,0.019407035175879397
0.8554265398296734,0.8821612977321643,width_um,25%,0.019407035175879397
0.8691170049777326,0.8691170049777326,width_um,median,0.019407035175879397
0.7912869993897987,0.930990999262639,width_um,95%,0.019904522613065325
0.8127685489001669,0.9093945662371805,width_um,75%,0.019904522613065325
0.8493649776014726,0.8755978081121629,width_um,25%,0.019904522613065325
0.862880483081229,0.862880483081229,width_um,median,0.019904522613065325
0.785986692682477,0.9239649469560683,width_um,95%,0.020402010050251256
0.8073216816346432,0.9026943243489906,width_um,75%,0.020402010050251256
0.8432302197396877,0.8693630205421153,width_um,25%,0.020402010050251256
0.8565628487669752,0.8565628487669752,width_um,median,0.020402010050251256
0.780855835818905,0.9171603712908275,width_um,95%,0.020899497487437184
0.8018225911260782,0.8960048215421937,width_um,75%,0.020899497487437184
0.8372434191902929,0.8631238409503158,width_um,25%,0.020899497487437184
0.850340806315523,0.850340806315523,width_um,median,0.020899497487437184
0.7755760945336666,0.9104726668373047,width_um,95%,0.021396984924623115
0.7962566578253373,0.8894890039464525,width_um,75%,0.021396984924623115
0.8312112417895695,0.8569350241589192,width_um,25%,0.021396984924623115
0.8441241883133594,0.8441241883133594,width_um,median,0.021396984924623115
0.7702181315546272,0.903696237588393,width_um,95%,0.021894472361809046
0.7909360505845229,0.8829717974303521,width_um,75%,0.021894472361809046
0.8252553467873296,0.8507110633349291,width_um,25%,0.021894472361809046
0.8380468841257004,0.8380468841257004,width_um,median,0.021894472361809046
0.7649637814822398,0.8969306593136144,width_um,95%,0.022391959798994974
0.7855806086173268,0.876631688610519,width_um,75%,0.022391959798994974
0.8194404535003147,0.8445942092281943,width_um,25%,0.022391959798994974
0.831982604998087,0.831982604998087,width_um,median,0.022391959798994974
0.7596437129202412,0.8905997945945102,width_um,95%,0.022889447236180905
0.7802108418834139,0.8702195134549813,width_um,75%,0.022889447236180905
0.8135743155284942,0.8383658328994029,width_um,25%,0.022889447236180905
0.8258718186530458,0.8258718186530458,width_um,median,0.022889447236180905
0.7543708943360831,0.8844202557306138,width_um,95%,0.023386934673366833
0.7749822801750094,0.8640510957844845,width_um,75%,0.023386934673366833
0.8077086669202076,0.8322673581071303,width_um,25%,0.023386934673366833
0.8198374992605729,0.8198374992605729,width_um,median,0.023386934673366833
0.7491509363615255,0.8780616214277911,width_um,95%,0.023884422110552764
0.7696660356706758,0.8577993363877793,width_um,75%,0.023884422110552764
0.8017316964056136,0.826072479259763,width_um,25%,0.023884422110552764
0.8139838426952204,0.8139838426952204,width_um,median,0.023884422110552764
0.7440555154907973,0.8717888128868851,width_um,95%,0.02438190954773869
0.7642516728504495,0.8514542503373858,width_um,75%,0.02438190954773869
0.7958419617642414,0.8200656434107368,width_um,25%,0.02438190954773869
0.8079649575949593,0.8079649575949593,width_um,median,0.02438190954773869
0.739011149034465,0.8656463178088984,width_um,95%,0.024879396984924623
0.7588363064990387,0.8452762974776584,width_um,75%,0.024879396984924623
0.7901703765295004,0.8139887268620916,width_um,25%,0.024879396984924623
0.8020872353801822,0.8020872353801822,width_um,median,0.024879396984924623
0.7338130567541582,0.8590449011364859,width_um,95%,0.025376884422110554
0.7535632795688832,0.8392380576304166,width_um,75%,0.025376884422110554
0.7844997119355869,0.8080415875499602,width_um,25%,0.025376884422110554
0.7961346914235277,0.7961346914235277,width_um,median,0.025376884422110554
0.7286977587997286,0.852937822593456,width_um,95%,0.02587437185929648
0.7482863434053579,0.8331555069087468,width_um,75%,0.02587437185929648
0.7787577405253626,0.8020454380560454,width_um,25%,0.02587437185929648
0.7902960051960628,0.7902960051960628,width_um,median,0.02587437185929648
0.7237097172307594,0.8472714314227859,width_um,95%,0.026371859296482413
0.7429562229151889,0.827225366425062,width_um,75%,0.026371859296482413
0.7730116971979585,0.7962794337058565,width_um,25%,0.026371859296482413
0.7845260058475515,0.7845260058475515,width_um,median,0.026371859296482413
0.7186671333809777,0.8411048787633995,width_um,95%,0.02686934673366834
0.7376982338222672,0.821382286046532,width_um,75%,0.02686934673366834
0.7674480220314133,0.7905331811968229,width_um,25%,0.02686934673366834
0.7787170473451779,0.7787170473451779,width_um,median,0.02686934673366834
0.7136935996576177,0.8348743934335633,width_um,95%,0.02736683417085427
0.732585411941976,0.8154324180275307,width_um,75%,0.02736683417085427
0.7619199365411979,0.7848455053924945,width_um,25%,0.02736683417085427
0.7730650712972904,0.7730650712972904,width_um,median,0.02736683417085427
0.7087993605917567,0.8290057702105704,width_um,95%,0.0278643216080402
0.7271454389169363,0.8095475678178765,width_um,75%,0.0278643216080402
0.756356810304492,0.7790983820502122,width_um,25%,0.0278643216080402
0.7674035853400445,0.7674035853400445,width_um,median,0.0278643216080402
0.7039518858038906,0.8230637681291434,width_um,95%,0.02836180904522613
0.7219104821577688,0.8038085728681108,width_um,75%,0.02836180904522613
0.7510199359320278,0.7734430014063781,width_um,25%,0.02836180904522613
0.7618437756419959,0.7618437756419959,width_um,median,0.02836180904522613
0.6990115247198846,0.8170719380341575,width_um,95%,0.02885929648241206
0.7166270972552965,0.7980094791846344,width_um,75%,0.02885929648241206
0.7454151679127362,0.7678294443572884,width_um,25%,0.02885929648241206
0.7562248144774139,0.7562248144774139,width_um,median,0.02885929648241206
0.6941832792563475,0.8111405944638065,width_um,95%,0.02935678391959799
0.7115027962950733,0.7920960452193342,width_um,75%,0.02935678391959799
0.7400258177336492,0.7621336999945627,width_um,25%,0.02935678391959799
0.7507377462605204,0.7507377462605204,width_um,median,0.02935678391959799
0.6893663408156672,0.8052179259415848,width_um,95%,0.02985427135678392
0.7063334213192538,0.7864574115821743,width_um,75%,0.02985427135678392
0.734700510530696,0.7565964581754769,width_um,25%,0.02985427135678392
0.7452600367718536,0.7452600367718536,width_um,median,0.02985427135678392
0.684099628644777,0.7994148970672992,width_um,95%,0.030351758793969848
0.7011853763739794,0.7808246107103598,width_um,75%,0.030351758793969848
0.7292925012697233,0.751110436181621,width_um,25%,0.030351758793969848
0.7398676142744542,0.7398676142744542,width_um,median,0.030351758793969848
0.6791838681002406,0.7938337730856756,width_um,95%,0.03084924623115578
0.696116595097098,0.7752881561932571,width_um,75%,0.03084924623115578
0.7239116423456187,0.7455503496094915,width_um,25%,0.03084924623115578
0.7344029243547863,0.7344029243547863,width_um,median,0.03084924623115578
0.6741999042816075,0.7882790064715683,width_um,95%,0.0313467336683417
0.6910588937094141,0.7696619435137297,width_um,75%,0.0313467336683417
0.7187186697738188,0.7400274326706252,width_um,25%,0.0313467336683417
0.7290333883317245,0.7290333883317245,width_um,median,0.0313467336683417
0.6692765267675653,0.7827197668385251,width_um,95%,0.031844221105527634
0.6858960878324981,0.7642650064547332,width_um,75%,0.031844221105527634
0.7135075563319806,0.7346305662576199,width_um,25%,0.031844221105527634
0.7237653868892744,0.7237653868892744,width_um,median,0.031844221105527634
0.6644059283386469,0.777284060938314,width_um,95%,0.032341708542713565
0.6807193925955564,0.7589026380927677,width_um,75%,0.032341708542713565
0.708356415130304,0.729283785981102,width_um,25%,0.032341708542713565
0.7185342974116599,0.7185342974116599,width_um,median,0.032341708542713565
0.6594109419753545,0.7716023767187095,width_um,95%,0.032839195979899496
0.6754921289278777,0.7535103742586484,width_um,75%,0.032839195979899496
0.7032487518458832,0.7240249530259439,width_um,25%,0.032839195979899496
0.7132714292267537,0.7132714292267537,width_um,median,0.032839195979899496
0.6543946235072778,0.7661569886886811,width_um,95%,0.03333668341708543
0.6706419470889016,0.7482566260778478,width_um,75%,0.03333668341708543
0.6980813144909422,0.718780411501151,width_um,25%,0.03333668341708543
0.7080393880835786,0.7080393880835786,width_um,median,0.03333668341708543
0.6498222688533648,0.7608430651252177,width_um,95%,0.03383417085427136
0.6656115940982956,0.7428511434422005,width_um,75%,0.03383417085427136
0.6929795384554177,0.7136228784717387,width_um,25%,0.03383417085427136
0.7028332599104576,0.7028332599104576,width_um,median,0.03383417085427136
0.6449690580249361,0.7555208542274041,width_um,95%,0.03433165829145728
0.6607899396047504,0.7377434153614895,width_um,75%,0.03433165829145728
0.6879455162380197,0.7083606614755771,width_um,25%,0.03433165829145728
0.6976797418976229,0.6976797418976229,width_um,median,0.03433165829145728
0.6402214994146515,0.7502504627680346,width_um,95%,0.034829145728643214
0.6557524169810649,0.7323735784348744,width_um,75%,0.034829145728643214
0.6828725163602074,0.7032409036410076,width_um,25%,0.034829145728643214
0.6925365043857552,0.6925365043857552,width_um,median,0.034829145728643214
0.6354635940587775,0.7449659042765601,width_um,95%,0.035326633165829145
0.6508700660817296,0.7272148032755508,width_um,75%,0.035326633165829145
0.6777665801595684,0.6980108953772568,width_um,25%,0.035326633165829145
0.6875484888302903,0.6875484888302903,width_um,median,0.035326633165829145
0.630735960137681,0.7396800104898043,width_um,95%,0.035824120603015076
0.6461882979401655,0.7220038841770384,width_um,75%,0.035824120603015076
0.6728694000037315,0.6930618867960839,width_um,25%,0.035824120603015076
0.6824884762455758,0.6824884762455758,width_um,median,0.035824120603015076
0.6262228701220687,0.7345590027069897,width_um,95%,0.036321608040201
0.6413926915080491,0.7168732649049999,width_um,75%,0.036321608040201
0.6679229526000868,0.6880189535149935,width_um,25%,0.036321608040201
0.6776240015211318,0.6776240015211318,width_um,median,0.036321608040201
0.6216015736822269,0.7295123085488219,width_um,95%,0.03681909547738693
0.6367536617802277,0.7118790292271903,width_um,75%,0.03681909547738693
0.6629369780643513,0.6830830997652669,width_um,25%,0.03681909547738693
0.6727427725596432,0.6727427725596432,width_um,median,0.03681909547738693
0.6169854269770196,0.7246358751594126,width_um,95%,0.03731658291457286
0.6321777746667168,0.7069494710468336,width_um,75%,0.03731658291457286
0.6580676720570653,0.6781990719901574,width_um,25%,0.03731658291457286
0.6679125353913844,0.6679125353913844,width_um,median,0.03731658291457286
0.6122125674197461,0.719517241656984,width_um,95%,0.037814070351758794
0.6275192926589168,0.7019026716704483,width_um,75%,0.037814070351758794
0.6532731545995856,0.6732593685272825,width_um,25%,0.037814070351758794
0.6631893955782352,0.6631893955782352,width_um,median,0.037814070351758794
0.6078005317429855,0.7145236580721387,width_um,95%,0.038311557788944725
0.6228530791397198,0.6970444148861406,width_um,75%,0.038311557788944725
0.6483937329779936,0.6684194633595019,width_um,25%,0.038311557788944725
0.6584801713862423,0.6584801713862423,width_um,median,0.038311557788944725
0.603258457092307,0.7095475857923407,width_um,95%,0.03880904522613065
0.618235678120257,0.6922588587584806,width_um,75%,0.03880904522613065
0.6436893618711157,0.6636806429826185,width_um,25%,0.03880904522613065
0.6537610951414835,0.6537610951414835,width_um,median,0.03880904522613065
0.5986099549515808,0.7047415677816257,width_um,95%,0.03930653266331658
0.6135290547776783,0.6874074425058734,width_um,75%,0.03930653266331658
0.6389345295195216,0.6589817384264296,width_um,25%,0.03930653266331658
0.6489974266191352,0.6489974266191352,width_um,median,0.03930653266331658
0.5942160893469097,0.6997893692100406,width_um,95%,0.03980402010050251
0.6089983411201679,0.6825579384379561,width_um,75%,0.03980402010050251
0.6343107698125138,0.6542964696352507,width_um,25%,0.03980402010050251
0.6443396369893379,0.6443396369893379,width_um,median,0.03980402010050251
0.5896471098836598,0.6946832349689709,width_um,95%,0.04030150753768844
0.6046754057616802,0.6779891374995339,width_um,75%,0.04030150753768844
0.6296827465776458,0.6496577166122826,width_um,25%,0.04030150753768844
0.6396234739474176,0.6396234739474176,width_um,median,0.04030150753768844
0.5850243722027516,0.6899559850349828,width_um,95%,0.04079899497487437
0.6001976077202241,0.6732985881972199,width_um,75%,0.04079899497487437
0.6251596277032726,0.6449981675169018,width_um,25%,0.04079899497487437
0.6350946068316236,0.6350946068316236,width_um,median,0.04079899497487437
0.5805043597393967,0.6854284436317127,width_um,95%,0.0412964824120603
0.5957338745738151,0.6685955832232793,width_um,75%,0.0412964824120603
0.6205943184216546,0.6405060298478743,width_um,25%,0.0412964824120603
0.6305235016924565,0.6305235016924565,width_um,median,0.0412964824120603
0.5760949883727269,0.6809431318931036,width_um,95%,0.04179396984924623
0.5913056969007564,0.6640081339055032,width_um,75%,0.04179396984924623
0.6161090336781199,0.635956364804122,width_um,25%,0.04179396984924623
0.6260482042221052,0.6260482042221052,width_um,median,0.04179396984924623
0.5717281642393854,0.6762796067151176,width_um,95%,0.04229145728643216
0.5870000575558036,0.6593831522091415,width_um,75%,0.04229145728643216
0.6115669630332303,0.6314417248401029,width_um,25%,0.04229145728643216
0.6215525235460566,0.6215525235460566,width_um,median,0.04229145728643216
0.5674272381713685,0.6716971877456762,width_um,95%,0.04278894472361809
0.5827121398851746,0.6549989950204191,width_um,75%,0.04278894472361809
0.6072604112067688,0.6268793402622668,width_um,25%,0.04278894472361809
0.6171792144229271,0.6171792144229271,width_um,median,0.04278894472361809
0.5631465350213838,0.6674998545775211,width_um,95%,0.043286432160804016
0.5784577128325014,0.650556599975656,width_um,75%,0.043286432160804016
0.6028816818309412,0.6225003215673179,width_um,25%,0.043286432160804016
0.612796564135419,0.612796564135419,width_um,median,0.043286432160804016
0.5590072229690397,0.6632793908372213,width_um,95%,0.04378391959798995
0.5742428387316145,0.6461310449387138,width_um,75%,0.04378391959798995
0.598609451185122,0.6180526279053311,width_um,25%,0.04378391959798995
0.6084999716640281,0.6084999716640281,width_um,median,0.04378391959798995
0.5547580338138974,0.6587517380851815,width_um,95%,0.04428140703517588
0.5700731264881758,0.6417020566751966,width_um,75%,0.04428140703517588
0.5942999147426208,0.613771641512099,width_um,25%,0.04428140703517588
0.6041756829707708,0.6041756829707708,width_um,median,0.04428140703517588
0.5505343953724537,0.6544177120198207,width_um,95%,0.04477889447236181
0.5658969107421787,0.6373659700570009,width_um,75%,0.04477889447236181
0.590054086888529,0.6095086635949081,width_um,25%,0.04477889447236181
0.5999371359982203,0.5999371359982203,width_um,median,0.04477889447236181
0.5463620922319619,0.6500032002503553,width_um,95%,0.04527638190954774
0.5616551755384959,0.6331494440275941,width_um,75%,0.04527638190954774
0.5858904264924487,0.6052673916792115,width_um,25%,0.04527638190954774
0.5956724545889436,0.5956724545889436,width_um,median,0.04527638190954774
0.5423109340109927,0.6456393784812428,width_um,95%,0.045773869346733664
0.5575761929090042,0.6288498976657897,width_um,75%,0.045773869346733664
0.5817227074527536,0.601083903511896,width_um,25%,0.045773869346733664
0.5914376620971623,0.5914376620971623,width_um,median,0.045773869346733664
0.5383852063137035,0.6412485513431588,width_um,95%,0.046271356783919596
0.5535855915469055,0.624705711307235,width_um,75%,0.046271356783919596
0.5775920562824605,0.5968360058277018,width_um,25%,0.046271356783919596
0.5872782189872042,0.5872782189872042,width_um,median,0.046271356783919596
0.5345258628180594,0.6371976689319876,width_um,95%,0.04676884422110553
0.5496085121102733,0.6206003437948727,width_um,75%,0.04676884422110553
0.5734599240512906,0.5926734138226818,width_um,25%,0.04676884422110553
0.583057143441689,0.583057143441689,width_um,median,0.04676884422110553
0.530591168559284,0.6331767234275343,width_um,95%,0.04726633165829146
0.5455405071063154,0.6164537798581344,width_um,75%,0.04726633165829146
0.5693348001422452,0.5885979372064076,width_um,25%,0.04726633165829146
0.5790068300436073,0.5790068300436073,width_um,median,0.04726633165829146
0.5266150007774998,0.6290640144380819,width_um,95%,0.04776381909547738
0.5414997819532772,0.6122382441548911,width_um,75%,0.04776381909547738
0.565383940754456,0.5846172528815045,width_um,25%,0.04776381909547738
0.5749658746430812,0.5749658746430812,width_um,median,0.04776381909547738
0.5226646466031447,0.6248150639275518,width_um,95%,0.04826130653266331
0.5377085464374523,0.6081475286114726,width_um,75%,0.04826130653266331
0.5614525416086907,0.5805607587642648,width_um,25%,0.04826130653266331
0.5709705180163531,0.5709705180163531,width_um,median,0.04826130653266331
0.5189419149775216,0.6206937163506366,width_um,95%,0.048758793969849244
0.5338714570095536,0.6041288194534165,width_um,75%,0.048758793969849244
0.557588530276347,0.5765554360761275,width_um,25%,0.048758793969849244
0.5669754998950562,0.5669754998950562,width_um,median,0.048758793969849244
0.5153017449990709,0.6166053339563581,width_um,95%,0.049256281407035175
0.5300053473432352,0.6001615162699258,width_um,75%,0.049256281407035175
0.5536613672263792,0.5726234096748734,width_um,25%,0.049256281407035175
0.5631256957746305,0.5631256957746305,width_um,median,0.049256281407035175
0.5115210480235082,0.6125551036981037,width_um,95%,0.049753768844221107
0.5262568840526015,0.5962534757460539,width_um,75%,0.049753768844221107
0.5497921613769863,0.5687035267947589,width_um,25%,0.049753768844221107
0.5592003775312153,0.5592003775312153,width_um,median,0.049753768844221107
0.5078402598831495,0.6085240718885906,width_um,95%,0.05025125628140703
0.5224115447138254,0.5923645890987088,width_um,75%,0.05025125628140703
0.5459353807495613,0.5648166915897517,width_um,25%,0.05025125628140703
0.555340900872735,0.555340900872735,width_um,median,0.05025125628140703
0.5041716195007647,0.6046945986929819,width_um,95%,0.05074874371859296
0.5186575671664151,0.5884749600205317,width_um,75%,0.05074874371859296
0.5421389688543372,0.5609698718431437,width_um,25%,0.05074874371859296
0.5515767676051623,0.5515767676051623,width_um,median,0.05074874371859296
0.5005831448457276,0.6008442706159925,width_um,95%,0.05124623115577889
0.5150101619847094,0.5845829762182531,width_um,75%,0.05124623115577889
0.5383833458460393,0.5572216706724885,width_um,25%,0.05124623115577889
0.5477575300515842,0.5477575300515842,width_um,median,0.05124623115577889
0.4971077438900736,0.5970023109755277,width_um,95%,0.051743718592964824
0.5113404779148748,0.5806890358397719,width_um,75%,0.051743718592964824
0.5345959029899567,0.5535470918167514,width_um,25%,0.051743718592964824
0.5440273581938196,0.5440273581938196,width_um,median,0.051743718592964824
0.49349583302280686,0.5932716442919184,width_um,95%,0.05224120603015075
0.50775978449323,0.5768789159694052,width_um,75%,0.05224120603015075
0.5308659520814962,0.549868895787284,width_um,25%,0.05224120603015075
0.5403736434878009,0.5403736434878009,width_um,median,0.05224120603015075
