value,kde,parameter,strain,carbon_source,overexpression,inducer_conc
0.29174285035070147,1.993266375426695e-05,width_mu,malE-rbsB-fliC-KO,acetate,malE,10.0
0.29618548402805617,2.169543714595694e-05,width_mu,malE-rbsB-fliC-KO,acetate,malE,10.0
0.30062811770541087,2.309385779743235e-05,width_mu,malE-rbsB-fliC-KO,acetate,malE,10.0
0.30507075138276557,2.6634184701806915e-05,width_mu,malE-rbsB-fliC-KO,acetate,malE,10.0
0.3095133850601203,3.489321185380984e-05,width_mu,malE-rbsB-fliC-KO,acetate,malE,10.0
0.31395601873747503,4.8766076724602786e-05,width_mu,malE-rbsB-fliC-KO,acetate,malE,10.0
0.31839865241482973,6.641826773798711e-05,width_mu,malE-rbsB-fliC-KO,acetate,malE,10.0
0.32284128609218443,8.381031397926965e-05,width_mu,malE-rbsB-fliC-KO,acetate,malE,10.0
0.32728391976953913,9.666336914458052e-05,width_mu,malE-rbsB-fliC-KO,acetate,malE,10.0
0.33172655344689383,0.00010267800266864511,width_mu,malE-rbsB-fliC-KO,acetate,malE,10.0
0.3361691871242486,0.00010256693125556865,width_mu,malE-rbsB-fliC-KO,acetate,malE,10.0
0.3406118208016033,9.930985966858929e-05,width_mu,malE-rbsB-fliC-KO,acetate,malE,10.0
0.345054454478958,9.633090468273417e-05,width_mu,malE-rbsB-fliC-KO,acetate,malE,10.0
0.3494970881563127,9.601603250340101e-05,width_mu,malE-rbsB-fliC-KO,acetate,malE,10.0
0.3539397218336674,9.958177993269523e-05,width_mu,malE-rbsB-fliC-KO,acetate,malE,10.0
0.3583823555110221,0.00010807109393346137,width_mu,malE-rbsB-fliC-KO,acetate,malE,10.0
0.3628249891883768,0.00012320851605682838,width_mu,malE-rbsB-fliC-KO,acetate,malE,10.0
0.36726762286573156,0.00014700407609460637,width_mu,malE-rbsB-fliC-KO,acetate,malE,10.0
0.37171025654308626,0.00018022795757067494,width_mu,malE-rbsB-fliC-KO,acetate,malE,10.0
0.37615289022044096,0.00022087112910806127,width_mu,malE-rbsB-fliC-KO,acetate,malE,10.0
0.38059552389779566,0.00026354016449985275,width_mu,malE-rbsB-fliC-KO,acetate,malE,10.0
0.38503815757515036,0.00030004044314403417,width_mu,malE-rbsB-fliC-KO,acetate,malE,10.0
0.38948079125250507,0.0003212350648070732,width_mu,malE-rbsB-fliC-KO,acetate,malE,10.0
0.3939234249298598,0.00032031164716252186,width_mu,malE-rbsB-fliC-KO,acetate,malE,10.0
0.3983660586072145,0.0002966645861906271,width_mu,malE-rbsB-fliC-KO,acetate,malE,10.0
0.4028086922845692,0.00025797935242859784,width_mu,malE-rbsB-fliC-KO,acetate,malE,10.0
0.4072513259619239,0.00021795617816756645,width_mu,malE-rbsB-fliC-KO,acetate,malE,10.0
0.41169395963927863,0.00018977115497573148,width_mu,malE-rbsB-fliC-KO,acetate,malE,10.0
0.41613659331663333,0.00017905575066096095,width_mu,malE-rbsB-fliC-KO,acetate,malE,10.0
0.4205792269939881,0.0001813936318848337,width_mu,malE-rbsB-fliC-KO,acetate,malE,10.0
0.4250218606713428,0.00018642031588316047,width_mu,malE-rbsB-fliC-KO,acetate,malE,10.0
0.4294644943486975,0.00018561072968716272,width_mu,malE-rbsB-fliC-KO,acetate,malE,10.0
0.4339071280260522,0.00017803702264155023,width_mu,malE-rbsB-fliC-KO,acetate,malE,10.0
0.4383497617034069,0.00017034476321979193,width_mu,malE-rbsB-fliC-KO,acetate,malE,10.0
0.4427923953807616,0.00017193771155460727,width_mu,malE-rbsB-fliC-KO,acetate,malE,10.0
0.4472350290581163,0.0001893878087128925,width_mu,malE-rbsB-fliC-KO,acetate,malE,10.0
0.45167766273547105,0.00022338299270587749,width_mu,malE-rbsB-fliC-KO,acetate,malE,10.0
0.45612029641282575,0.00026897487869450404,width_mu,malE-rbsB-fliC-KO,acetate,malE,10.0
0.46056293009018046,0.0003179914684920498,width_mu,malE-rbsB-fliC-KO,acetate,malE,10.0
0.46500556376753516,0.00036189769337435524,width_mu,malE-rbsB-fliC-KO,acetate,malE,10.0
0.46944819744488986,0.0003938090131351428,width_mu,malE-rbsB-fliC-KO,acetate,malE,10.0
0.47389083112224456,0.00040940839838795305,width_mu,malE-rbsB-fliC-KO,acetate,malE,10.0
0.4783334647995993,0.00040729074331739845,width_mu,malE-rbsB-fliC-KO,acetate,malE,10.0
0.482776098476954,0.00038902290278260815,width_mu,malE-rbsB-fliC-KO,acetate,malE,10.0
0.4872187321543087,0.00035874083750317307,width_mu,malE-rbsB-fliC-KO,acetate,malE,10.0
0.4916613658316634,0.0003225109864529796,width_mu,malE-rbsB-fliC-KO,acetate,malE,10.0
0.4961039995090181,0.0002881097476949177,width_mu,malE-rbsB-fliC-KO,acetate,malE,10.0
0.5005466331863728,0.000264856373563873,width_mu,malE-rbsB-fliC-KO,acetate,malE,10.0
0.5049892668637276,0.0002618710046657384,width_mu,malE-rbsB-fliC-KO,acetate,malE,10.0
0.5094319005410822,0.0002843363043745529,width_mu,malE-rbsB-fliC-KO,acetate,malE,10.0
0.513874534218437,0.00033046718494355177,width_mu,malE-rbsB-fliC-KO,acetate,malE,10.0
0.5183171678957916,0.00039265863891668285,width_mu,malE-rbsB-fliC-KO,acetate,malE,10.0
0.5227598015731464,0.00046247153138067703,width_mu,malE-rbsB-fliC-KO,acetate,malE,10.0
0.5272024352505011,0.0005346441019788851,width_mu,malE-rbsB-fliC-KO,acetate,malE,10.0
0.5316450689278558,0.0006060830590511688,width_mu,malE-rbsB-fliC-KO,acetate,malE,10.0
0.5360877026052105,0.0006717332283621576,width_mu,malE-rbsB-fliC-KO,acetate,malE,10.0
0.5405303362825652,0.000723204552378767,width_mu,malE-rbsB-fliC-KO,acetate,malE,10.0
0.54497296995992,0.0007527250096097195,width_mu,malE-rbsB-fliC-KO,acetate,malE,10.0
0.5494156036372747,0.0007586258410356185,width_mu,malE-rbsB-fliC-KO,acetate,malE,10.0
0.5538582373146294,0.0007474092743004393,width_mu,malE-rbsB-fliC-KO,acetate,malE,10.0
0.5583008709919841,0.0007319373142214621,width_mu,malE-rbsB-fliC-KO,acetate,malE,10.0
0.5627435046693388,0.0007281876192347451,width_mu,malE-rbsB-fliC-KO,acetate,malE,10.0
0.5671861383466935,0.0007513668249007709,width_mu,malE-rbsB-fliC-KO,acetate,malE,10.0
0.5716287720240482,0.0008110112524491188,width_mu,malE-rbsB-fliC-KO,acetate,malE,10.0
0.5760714057014029,0.0009071264043014128,width_mu,malE-rbsB-fliC-KO,acetate,malE,10.0
0.5805140393787577,0.0010309225161008256,width_mu,malE-rbsB-fliC-KO,acetate,malE,10.0
0.5849566730561123,0.0011704700838678994,width_mu,malE-rbsB-fliC-KO,acetate,malE,10.0
0.5893993067334671,0.0013173249962643836,width_mu,malE-rbsB-fliC-KO,acetate,malE,10.0
0.5938419404108217,0.0014699971304350141,width_mu,malE-rbsB-fliC-KO,acetate,malE,10.0
0.5982845740881765,0.001633214832401975,width_mu,malE-rbsB-fliC-KO,acetate,malE,10.0
0.6027272077655311,0.0018144046413641319,width_mu,malE-rbsB-fliC-KO,acetate,malE,10.0
0.6071698414428859,0.0020195602721169367,width_mu,malE-rbsB-fliC-KO,acetate,malE,10.0
0.6116124751202406,0.0022505362390746854,width_mu,malE-rbsB-fliC-KO,acetate,malE,10.0
0.6160551087975953,0.0025048520453712212,width_mu,malE-rbsB-fliC-KO,acetate,malE,10.0
0.62049774247495,0.002777739116307595,width_mu,malE-rbsB-fliC-KO,acetate,malE,10.0
0.6249403761523047,0.0030655559784972027,width_mu,malE-rbsB-fliC-KO,acetate,malE,10.0
0.6293830098296594,0.0033696477000076217,width_mu,malE-rbsB-fliC-KO,acetate,malE,10.0
0.6338256435070142,0.0036992490267304026,width_mu,malE-rbsB-fliC-KO,acetate,malE,10.0
0.6382682771843688,0.0040718178074562895,width_mu,malE-rbsB-fliC-KO,acetate,malE,10.0
0.6427109108617236,0.004510285857506821,width_mu,malE-rbsB-fliC-KO,acetate,malE,10.0
0.6471535445390783,0.005038096391006197,width_mu,malE-rbsB-fliC-KO,acetate,malE,10.0
0.651596178216433,0.005673534692400506,width_mu,malE-rbsB-fliC-KO,acetate,malE,10.0
0.6560388118937877,0.006425804375523042,width_mu,malE-rbsB-fliC-KO,acetate,malE,10.0
0.6604814455711424,0.0072963797634768325,width_mu,malE-rbsB-fliC-KO,acetate,malE,10.0
0.6649240792484972,0.008287155924388685,width_mu,malE-rbsB-fliC-KO,acetate,malE,10.0
0.6693667129258518,0.009411263520207838,width_mu,malE-rbsB-fliC-KO,acetate,malE,10.0
0.6738093466032066,0.010698986315273088,width_mu,malE-rbsB-fliC-KO,acetate,malE,10.0
0.6782519802805612,0.012194985672125968,width_mu,malE-rbsB-fliC-KO,acetate,malE,10.0
0.682694613957916,0.013949777292322005,width_mu,malE-rbsB-fliC-KO,acetate,malE,10.0
0.6871372476352706,0.016009694085716022,width_mu,malE-rbsB-fliC-KO,acetate,malE,10.0
0.6915798813126254,0.018405002267553032,width_mu,malE-rbsB-fliC-KO,acetate,malE,10.0
0.6960225149899801,0.021134475863837224,width_mu,malE-rbsB-fliC-KO,acetate,malE,10.0
0.7004651486673348,0.024152058714779014,width_mu,malE-rbsB-fliC-KO,acetate,malE,10.0
0.7049077823446895,0.027368192322644817,width_mu,malE-rbsB-fliC-KO,acetate,malE,10.0
0.7093504160220442,0.03067017066525454,width_mu,malE-rbsB-fliC-KO,acetate,malE,10.0
0.7137930496993989,0.0339447317961732,width_mu,malE-rbsB-fliC-KO,acetate,malE,10.0
0.7182356833767536,0.037076818645849115,width_mu,malE-rbsB-fliC-KO,acetate,malE,10.0
0.7226783170541083,0.03991994527703066,width_mu,malE-rbsB-fliC-KO,acetate,malE,10.0
0.7271209507314631,0.042269134920791505,width_mu,malE-rbsB-fliC-KO,acetate,malE,10.0
0.7315635844088177,0.04387783468951678,width_mu,malE-rbsB-fliC-KO,acetate,malE,10.0
0.7360062180861725,0.04452885432858652,width_mu,malE-rbsB-fliC-KO,acetate,malE,10.0
0.7404488517635271,0.04412263299232132,width_mu,malE-rbsB-fliC-KO,acetate,malE,10.0
0.7448914854408819,0.04272629434557967,width_mu,malE-rbsB-fliC-KO,acetate,malE,10.0
0.7493341191182367,0.04055073268403555,width_mu,malE-rbsB-fliC-KO,acetate,malE,10.0
0.7537767527955913,0.03786941499035928,width_mu,malE-rbsB-fliC-KO,acetate,malE,10.0
0.7582193864729461,0.03492622624705739,width_mu,malE-rbsB-fliC-KO,acetate,malE,10.0
0.7626620201503007,0.03188029300881723,width_mu,malE-rbsB-fliC-KO,acetate,malE,10.0
0.7671046538276555,0.02880792205819836,width_mu,malE-rbsB-fliC-KO,acetate,malE,10.0
0.7715472875050101,0.02574588861077866,width_mu,malE-rbsB-fliC-KO,acetate,malE,10.0
0.7759899211823649,0.02273906519800563,width_mu,malE-rbsB-fliC-KO,acetate,malE,10.0
0.7804325548597196,0.01986128650203527,width_mu,malE-rbsB-fliC-KO,acetate,malE,10.0
0.7848751885370743,0.01720374594805627,width_mu,malE-rbsB-fliC-KO,acetate,malE,10.0
0.789317822214429,0.014847604217720344,width_mu,malE-rbsB-fliC-KO,acetate,malE,10.0
0.7937604558917837,0.012840710579449638,width_mu,malE-rbsB-fliC-KO,acetate,malE,10.0
0.7982030895691384,0.011186886885761365,width_mu,malE-rbsB-fliC-KO,acetate,malE,10.0
0.8026457232464931,0.009846277233160006,width_mu,malE-rbsB-fliC-KO,acetate,malE,10.0
0.8070883569238478,0.008745204584435132,width_mu,malE-rbsB-fliC-KO,acetate,malE,10.0
0.8115309906012026,0.007796956350765621,width_mu,malE-rbsB-fliC-KO,acetate,malE,10.0
0.8159736242785572,0.006930346151794005,width_mu,malE-rbsB-fliC-KO,acetate,malE,10.0
0.820416257955912,0.006112633634794343,width_mu,malE-rbsB-fliC-KO,acetate,malE,10.0
0.8248588916332666,0.005351450748426539,width_mu,malE-rbsB-fliC-KO,acetate,malE,10.0
0.8293015253106214,0.004674107173162868,width_mu,malE-rbsB-fliC-KO,acetate,malE,10.0
0.8337441589879762,0.004100270386648727,width_mu,malE-rbsB-fliC-KO,acetate,malE,10.0
0.8381867926653308,0.0036275596258123054,width_mu,malE-rbsB-fliC-KO,acetate,malE,10.0
0.8426294263426856,0.0032363426504641198,width_mu,malE-rbsB-fliC-KO,acetate,malE,10.0
0.8470720600200402,0.0029043307103216167,width_mu,malE-rbsB-fliC-KO,acetate,malE,10.0
0.851514693697395,0.002617253480948828,width_mu,malE-rbsB-fliC-KO,acetate,malE,10.0
0.8559573273747496,0.0023692653489426766,width_mu,malE-rbsB-fliC-KO,acetate,malE,10.0
0.8603999610521044,0.002156503211416967,width_mu,malE-rbsB-fliC-KO,acetate,malE,10.0
0.8648425947294591,0.001971453194873135,width_mu,malE-rbsB-fliC-KO,acetate,malE,10.0
0.8692852284068138,0.0018032183886728323,width_mu,malE-rbsB-fliC-KO,acetate,malE,10.0
0.8737278620841685,0.0016429316108730174,width_mu,malE-rbsB-fliC-KO,acetate,malE,10.0
0.8781704957615232,0.0014889700578894494,width_mu,malE-rbsB-fliC-KO,acetate,malE,10.0
0.8826131294388779,0.0013466679457636004,width_mu,malE-rbsB-fliC-KO,acetate,malE,10.0
0.8870557631162326,0.0012223293329107177,width_mu,malE-rbsB-fliC-KO,acetate,malE,10.0
0.8914983967935873,0.0011172529304947112,width_mu,malE-rbsB-fliC-KO,acetate,malE,10.0
0.8959410304709421,0.0010277309321108069,width_mu,malE-rbsB-fliC-KO,acetate,malE,10.0
0.9003836641482967,0.0009504831961498595,width_mu,malE-rbsB-fliC-KO,acetate,malE,10.0
0.9048262978256515,0.0008869349652083587,width_mu,malE-rbsB-fliC-KO,acetate,malE,10.0
0.9092689315030061,0.0008412936420054749,width_mu,malE-rbsB-fliC-KO,acetate,malE,10.0
0.9137115651803609,0.0008144174893370881,width_mu,malE-rbsB-fliC-KO,acetate,malE,10.0
0.9181541988577157,0.0007997398093431464,width_mu,malE-rbsB-fliC-KO,acetate,malE,10.0
0.9225968325350703,0.0007851334982710068,width_mu,malE-rbsB-fliC-KO,acetate,malE,10.0
0.9270394662124251,0.0007591959834625569,width_mu,malE-rbsB-fliC-KO,acetate,malE,10.0
0.9314820998897797,0.0007171302468460423,width_mu,malE-rbsB-fliC-KO,acetate,malE,10.0
0.9359247335671345,0.0006620411696209119,width_mu,malE-rbsB-fliC-KO,acetate,malE,10.0
0.9403673672444891,0.0006010811580121505,width_mu,malE-rbsB-fliC-KO,acetate,malE,10.0
0.9448100009218439,0.0005398955439427615,width_mu,malE-rbsB-fliC-KO,acetate,malE,10.0
0.9492526345991986,0.00047995698624776317,width_mu,malE-rbsB-fliC-KO,acetate,malE,10.0
0.9536952682765533,0.00042041949957537656,width_mu,malE-rbsB-fliC-KO,acetate,malE,10.0
0.958137901953908,0.00036195050666345413,width_mu,malE-rbsB-fliC-KO,acetate,malE,10.0
0.9625805356312627,0.00030875647505385745,width_mu,malE-rbsB-fliC-KO,acetate,malE,10.0
0.9670231693086174,0.00026733241588341517,width_mu,malE-rbsB-fliC-KO,acetate,malE,10.0
0.9714658029859721,0.00024325757023576164,width_mu,malE-rbsB-fliC-KO,acetate,malE,10.0
0.9759084366633268,0.0002381389735300458,width_mu,malE-rbsB-fliC-KO,acetate,malE,10.0
0.9803510703406816,0.00024814057720418147,width_mu,malE-rbsB-fliC-KO,acetate,malE,10.0
0.9847937040180362,0.0002648813449033339,width_mu,malE-rbsB-fliC-KO,acetate,malE,10.0
0.989236337695391,0.0002786697771421112,width_mu,malE-rbsB-fliC-KO,acetate,malE,10.0
0.9936789713727456,0.00028248864119023487,width_mu,malE-rbsB-fliC-KO,acetate,malE,10.0
0.9981216050501004,0.0002741629121342272,width_mu,malE-rbsB-fliC-KO,acetate,malE,10.0
1.0025642387274551,0.0002555502337520641,width_mu,malE-rbsB-fliC-KO,acetate,malE,10.0
1.0070068724048098,0.00023032553729291705,width_mu,malE-rbsB-fliC-KO,acetate,malE,10.0
1.0114495060821644,0.00020271506208673843,width_mu,malE-rbsB-fliC-KO,acetate,malE,10.0
1.0158921397595193,0.0001774964597015135,width_mu,malE-rbsB-fliC-KO,acetate,malE,10.0
1.020334773436874,0.00015966117208135406,width_mu,malE-rbsB-fliC-KO,acetate,malE,10.0
1.0247774071142286,0.0001527987621265825,width_mu,malE-rbsB-fliC-KO,acetate,malE,10.0
1.0292200407915832,0.0001572012758801901,width_mu,malE-rbsB-fliC-KO,acetate,malE,10.0
1.0336626744689381,0.00016929724962435914,width_mu,malE-rbsB-fliC-KO,acetate,malE,10.0
1.0381053081462928,0.00018303796038339948,width_mu,malE-rbsB-fliC-KO,acetate,malE,10.0
1.0425479418236474,0.00019265182470500474,width_mu,malE-rbsB-fliC-KO,acetate,malE,10.0
1.0469905755010023,0.00019534774480391604,width_mu,malE-rbsB-fliC-KO,acetate,malE,10.0
1.051433209178357,0.00019219573324182916,width_mu,malE-rbsB-fliC-KO,acetate,malE,10.0
1.0558758428557116,0.00018633539916389615,width_mu,malE-rbsB-fliC-KO,acetate,malE,10.0
1.0603184765330664,0.00017988234961539764,width_mu,malE-rbsB-fliC-KO,acetate,malE,10.0
1.064761110210421,0.00017227017500441518,width_mu,malE-rbsB-fliC-KO,acetate,malE,10.0
1.0692037438877757,0.00016139149286156776,width_mu,malE-rbsB-fliC-KO,acetate,malE,10.0
1.0736463775651304,0.000146167569329303,width_mu,malE-rbsB-fliC-KO,acetate,malE,10.0
1.0780890112424852,0.0001281163733356644,width_mu,malE-rbsB-fliC-KO,acetate,malE,10.0
1.0825316449198399,0.0001108190224007532,width_mu,malE-rbsB-fliC-KO,acetate,malE,10.0
1.0869742785971945,9.797167204002401e-05,width_mu,malE-rbsB-fliC-KO,acetate,malE,10.0
1.0914169122745494,9.139290069118439e-05,width_mu,malE-rbsB-fliC-KO,acetate,malE,10.0
1.095859545951904,9.010412991482562e-05,width_mu,malE-rbsB-fliC-KO,acetate,malE,10.0
1.1003021796292587,9.097630926611907e-05,width_mu,malE-rbsB-fliC-KO,acetate,malE,10.0
1.1047448133066133,9.054936555565674e-05,width_mu,malE-rbsB-fliC-KO,acetate,malE,10.0
1.1091874469839682,8.682320740572685e-05,width_mu,malE-rbsB-fliC-KO,acetate,malE,10.0
1.1136300806613229,7.985576233142676e-05,width_mu,malE-rbsB-fliC-KO,acetate,malE,10.0
1.1180727143386775,7.102888611100598e-05,width_mu,malE-rbsB-fliC-KO,acetate,malE,10.0
1.1225153480160324,6.187796860943779e-05,width_mu,malE-rbsB-fliC-KO,acetate,malE,10.0
1.126957981693387,5.341239442068921e-05,width_mu,malE-rbsB-fliC-KO,acetate,malE,10.0
1.1314006153707417,4.606138536791084e-05,width_mu,malE-rbsB-fliC-KO,acetate,malE,10.0
1.1358432490480963,3.9814738287418656e-05,width_mu,malE-rbsB-fliC-KO,acetate,malE,10.0
1.1402858827254512,3.433149240586952e-05,width_mu,malE-rbsB-fliC-KO,acetate,malE,10.0
1.1447285164028058,2.9203736702734774e-05,width_mu,malE-rbsB-fliC-KO,acetate,malE,10.0
1.1491711500801605,2.4449466925305867e-05,width_mu,malE-rbsB-fliC-KO,acetate,malE,10.0
1.1536137837575153,2.083151379361563e-05,width_mu,malE-rbsB-fliC-KO,acetate,malE,10.0
1.15805641743487,1.953354054154237e-05,width_mu,malE-rbsB-fliC-KO,acetate,malE,10.0
1.1624990511122246,2.128715275342197e-05,width_mu,malE-rbsB-fliC-KO,acetate,malE,10.0
1.1669416847895793,2.560591567683635e-05,width_mu,malE-rbsB-fliC-KO,acetate,malE,10.0
1.1713843184669341,3.074049399907461e-05,width_mu,malE-rbsB-fliC-KO,acetate,malE,10.0
1.1758269521442888,3.442521594220621e-05,width_mu,malE-rbsB-fliC-KO,acetate,malE,10.0
1.1802695858216434,3.496589632392303e-05,width_mu,malE-rbsB-fliC-KO,acetate,malE,10.0
1.1847122194989983,3.207387550028624e-05,width_mu,malE-rbsB-fliC-KO,acetate,malE,10.0
1.189154853176353,2.705482566712617e-05,width_mu,malE-rbsB-fliC-KO,acetate,malE,10.0
1.1935974868537076,2.229801124951392e-05,width_mu,malE-rbsB-fliC-KO,acetate,malE,10.0
1.1980401205310622,2.0303760918872035e-05,width_mu,malE-rbsB-fliC-KO,acetate,malE,10.0
1.202482754208417,2.2642733355863525e-05,width_mu,malE-rbsB-fliC-KO,acetate,malE,10.0
1.2069253878857717,2.92388745547328e-05,width_mu,malE-rbsB-fliC-KO,acetate,malE,10.0
1.2113680215631264,3.825559998088303e-05,width_mu,malE-rbsB-fliC-KO,acetate,malE,10.0
1.2158106552404813,4.668883706981454e-05,width_mu,malE-rbsB-fliC-KO,acetate,malE,10.0
1.220253288917836,5.1521981397681834e-05,width_mu,malE-rbsB-fliC-KO,acetate,malE,10.0
1.2246959225951906,5.10121463966896e-05,width_mu,malE-rbsB-fliC-KO,acetate,malE,10.0
1.2291385562725452,4.552112666671495e-05,width_mu,malE-rbsB-fliC-KO,acetate,malE,10.0
1.2335811899499,3.744378581996113e-05,width_mu,malE-rbsB-fliC-KO,acetate,malE,10.0
