quantity,phi_rib,mean_val,2sig_lower,2sig_upper,1sig_lower,1sig_upper
phi_mem_mu,0.2863636363636364,0.111856047975,0.102665525,0.12128560000000001,0.107512,0.11618579999999999
phi_mem_mu,0.2909090909090909,0.11168134290000001,0.102129825,0.121561075,0.10717168,0.11614824
phi_mem_mu,0.2954545454545454,0.111506646025,0.101615475,0.12167465000000001,0.106867,0.11613408
phi_mem_mu,0.3,0.111331941,0.1011389,0.12184625,0.10653844,0.11608863999999999
phi_mem_mu,0.3045454545454545,0.111157229575,0.100674125,0.12203412500000001,0.10622404,0.11606316
phi_mem_mu,0.3090909090909091,0.11098252342500001,0.10025495,0.12221015,0.10590964,0.11602316
phi_mem_mu,0.3136363636363636,0.1108078299,0.09975186000000001,0.12238935,0.1055442,0.11601628
phi_mem_mu,0.3181818181818182,0.110633113675,0.09929167000000001,0.12255187499999999,0.10521604000000001,0.11603263999999999
phi_mem_mu,0.3227272727272727,0.1104584094,0.0987696775,0.1226822,0.10490052,0.116032
phi_mem_mu,0.32727272727272727,0.11028371357500001,0.09821468,0.122952025,0.10457152,0.11599832
phi_mem_mu,0.3318181818181818,0.11010900792500002,0.09760578,0.12310765,0.10426652,0.11595816
phi_mem_mu,0.33636363636363636,0.109934297925,0.09705775,0.12334035,0.10393584,0.115931
phi_mem_mu,0.3409090909090909,0.109759596975,0.096555985,0.123517575,0.10361468,0.11589848
phi_mem_mu,0.34545454545454546,0.10958489302500002,0.09605193,0.12366515,0.10327584000000001,0.1158768
phi_mem_mu,0.35,0.109410194375,0.095547595,0.1237806,0.10293868,0.115856
phi_mem_mu,0.35454545454545455,0.10923548407500001,0.0949708175,0.1239644,0.10260252,0.11583344
phi_mem_mu,0.35909090909090907,0.10906077635,0.09441851000000001,0.12407637500000002,0.1022536,0.11582
phi_mem_mu,0.36363636363636365,0.10888608035,0.0939232825,0.12418625000000001,0.10191520000000001,0.1158068
phi_mem_mu,0.36818181818181817,0.10871137834999998,0.09342633,0.12439230000000001,0.101592,0.1158008
phi_mem_mu,0.3727272727272727,0.10853667724999999,0.0929301075,0.12457422500000001,0.10128224,0.11578948
phi_mem_mu,0.37727272727272726,0.1083619668,0.0923682725,0.12475627500000001,0.10092328,0.11573068
phi_mem_mu,0.3818181818181818,0.10818727435,0.0917792325,0.124995625,0.10058372,0.11572204
phi_mem_mu,0.38636363636363635,0.108012564925,0.09129101,0.125229175,0.10024752,0.11570148
phi_mem_mu,0.3909090909090909,0.10783785917500001,0.090802935,0.12538145,0.099915692,0.11564616
phi_mem_mu,0.39545454545454545,0.10766315342499999,0.0903086525,0.12553175,0.099576684,0.1156486
phi_mem_mu,0.39999999999999997,0.1074884514,0.08979688,0.12568312499999998,0.099241828,0.11561532
phi_mem_mu,0.40454545454545454,0.10731374707500001,0.0893201925,0.12583645000000002,0.098873288,0.11560428
phi_mem_mu,0.40909090909090906,0.10713904699999999,0.08882815,0.12598972500000002,0.098555788,0.11556443999999999
phi_mem_mu,0.41363636363636364,0.106964341175,0.0882763375,0.12614105000000003,0.098237664,0.11559696
phi_mem_mu,0.41818181818181815,0.10678962785,0.0877811125,0.12629770000000004,0.097903572,0.11558739999999999
phi_mem_mu,0.42272727272727273,0.10661492955,0.087257595,0.12646120000000005,0.09758528799999999,0.11557532
phi_mem_mu,0.42727272727272725,0.106440230375,0.08673417250000001,0.12662345000000003,0.097252484,0.1155498
phi_mem_mu,0.4318181818181818,0.10626552045,0.086210655,0.12678482500000002,0.096935948,0.11551312
phi_mem_mu,0.43636363636363634,0.106090820525,0.0856871375,0.12698227500000003,0.0965991,0.115495
phi_mem_mu,0.44090909090909086,0.105916115225,0.08516361750000001,0.12720845,0.096264088,0.11548995999999999
phi_mem_mu,0.44545454545454544,0.10574141660000001,0.0846401,0.1273102,0.09595152,0.11546719999999999
phi_mem_mu,0.45,0.10556670439999999,0.0841166775,0.12748475000000004,0.095634168,0.11547116
phi_mem_ppc,0.0,0.123027271225,0.099742285,0.14543487500000002,0.11239696,0.134032
phi_mem_ppc,0.004545454545454545,0.12269252679999999,0.09935326750000001,0.1448231,0.11207736,0.13352752
phi_mem_ppc,0.00909090909090909,0.12235232185000001,0.0996948975,0.144108025,0.11189904,0.13301179999999999
phi_mem_ppc,0.013636363636363636,0.12218372107499999,0.10043085,0.144252525,0.11171812,0.13260752
phi_mem_ppc,0.01818181818181818,0.1222771067,0.100246075,0.1432912,0.11196676,0.13267879999999999
phi_mem_ppc,0.022727272727272728,0.12198255069999998,0.09930138250000001,0.143938175,0.11159384,0.13221587999999998
phi_mem_ppc,0.02727272727272727,0.12196570287499998,0.100489025,0.143925325,0.11136383999999999,0.13258608
phi_mem_ppc,0.031818181818181815,0.12164786087499999,0.1008931,0.14352835,0.11136112000000001,0.13177271999999998
phi_mem_ppc,0.03636363636363636,0.12133970890000001,0.10042177499999999,0.1429814,0.11137656,0.13108236
phi_mem_ppc,0.04090909090909091,0.121283022525,0.100391075,0.142042725,0.11172204000000001,0.13085916
phi_mem_ppc,0.045454545454545456,0.12125220647500001,0.10074725000000001,0.142591625,0.11155552,0.13123347999999999
phi_mem_ppc,0.049999999999999996,0.120698185025,0.1007276,0.140871325,0.11106844,0.13035296
phi_mem_ppc,0.05454545454545454,0.12084070965,0.098998275,0.1408007,0.11107220000000001,0.13081631999999999
phi_mem_ppc,0.05909090909090909,0.12044892154999999,0.09999681,0.141438575,0.11093268,0.130085
phi_mem_ppc,0.06363636363636363,0.120466238675,0.100227975,0.13979570000000002,0.11089456,0.12978815999999999
phi_mem_ppc,0.06818181818181818,0.12015173344999999,0.1000429,0.139004175,0.11081568,0.12940743999999998
phi_mem_ppc,0.07272727272727272,0.120030276875,0.09962080250000001,0.1397437,0.11087268,0.12923775999999998
phi_mem_ppc,0.07727272727272727,0.1199564904,0.100435275,0.13874787500000002,0.11098852000000001,0.12910011999999998
phi_mem_ppc,0.08181818181818182,0.11992110062500001,0.100298725,0.138841675,0.11050108,0.12910096
phi_mem_ppc,0.08636363636363636,0.119591315475,0.10045135000000001,0.138150325,0.1102572,0.1286784
phi_mem_ppc,0.09090909090909091,0.11934297415,0.0997745025,0.13792735,0.110776,0.12857343999999998
phi_mem_ppc,0.09545454545454544,0.11906698785,0.09955892250000001,0.137771675,0.1101276,0.12831656
phi_mem_ppc,0.09999999999999999,0.118880739025,0.0993461325,0.13788695,0.10993296000000001,0.12783996
phi_mem_ppc,0.10454545454545454,0.11900217645000001,0.10040915,0.13785740000000002,0.11001708,0.12774716
phi_mem_ppc,0.10909090909090909,0.118813818325,0.09957953,0.138321575,0.10991936000000001,0.12762823999999998
phi_mem_ppc,0.11363636363636363,0.118428302075,0.0989146325,0.13693505,0.10953668,0.12744728
phi_mem_ppc,0.11818181818181818,0.118392474025,0.099893175,0.136024625,0.1096074,0.12728608
phi_mem_ppc,0.12272727272727273,0.11825709549999999,0.09980883,0.136244025,0.10982536,0.12704527999999998
phi_mem_ppc,0.12727272727272726,0.117823942125,0.100448425,0.13624605,0.10922252,0.12619796
phi_mem_ppc,0.1318181818181818,0.11793486912500001,0.0997900775,0.136130475,0.1092428,0.12644432
phi_mem_ppc,0.13636363636363635,0.11768223344999999,0.0993233575,0.136337,0.10939088,0.1262178
phi_mem_ppc,0.1409090909090909,0.11756983257499999,0.09962097249999999,0.134936475,0.10925855999999999,0.12591648
phi_mem_ppc,0.14545454545454545,0.11735662045,0.09884986,0.135141425,0.10886268,0.12574887999999998
phi_mem_ppc,0.15,0.11702083120000001,0.09954626250000001,0.13380345000000002,0.10865760000000001,0.1256664
phi_mem_ppc,0.15454545454545454,0.11686156539999999,0.09924461,0.134569625,0.10843272,0.1251698
phi_mem_ppc,0.1590909090909091,0.11690347975,0.0997206625,0.1343106,0.10840292,0.12538132
phi_mem_ppc,0.16363636363636364,0.116505107725,0.09920902250000001,0.1341271,0.10837452,0.12467415999999999
phi_mem_ppc,0.16818181818181818,0.11637445695,0.0986795525,0.13413015,0.10787276,0.124763
phi_mem_ppc,0.17272727272727273,0.11624304992500001,0.09877159,0.134101,0.10805288,0.12440232
phi_mem_ppc,0.17727272727272728,0.11598468370000001,0.097756755,0.1333557,0.10777339999999999,0.12422512
phi_mem_ppc,0.18181818181818182,0.11593900167500001,0.0982767175,0.133962975,0.10758672,0.12419916
phi_mem_ppc,0.18636363636363634,0.116000293,0.0990606025,0.133470325,0.107623,0.12428608000000001
phi_mem_ppc,0.1909090909090909,0.11556623970000002,0.0980120575,0.13296905,0.10746052,0.12371979999999999
phi_mem_ppc,0.19545454545454544,0.11518003965,0.0976218675,0.1323202,0.1070204,0.12330328
phi_mem_ppc,0.19999999999999998,0.1152277202,0.0975659975,0.132644275,0.10704652,0.12346016
phi_mem_ppc,0.20454545454545453,0.1149176289,0.097484515,0.131939275,0.10674904,0.12317747999999999
phi_mem_ppc,0.20909090909090908,0.11489710125,0.09755039,0.132821425,0.10618408,0.12337448
phi_mem_ppc,0.21363636363636362,0.11493401950000001,0.09851886500000001,0.13284002500000003,0.1066262,0.12296011999999999
phi_mem_ppc,0.21818181818181817,0.1144840863,0.09694111000000001,0.13215517499999999,0.10603544,0.12297551999999999
phi_mem_ppc,0.22272727272727272,0.11441292885,0.0971462225,0.132472675,0.10580308,0.12307796
phi_mem_ppc,0.22727272727272727,0.114410174175,0.0968977575,0.13225777500000002,0.10575132000000001,0.12281688
phi_mem_ppc,0.2318181818181818,0.11394959012499999,0.0962162375,0.132689075,0.10525084,0.12272411999999999
phi_mem_ppc,0.23636363636363636,0.11381667564999999,0.0960862175,0.131740775,0.1051614,0.12230224
phi_mem_ppc,0.2409090909090909,0.1134779556,0.095662405,0.131555625,0.10484236000000001,0.12223571999999999
phi_mem_ppc,0.24545454545454545,0.113558970075,0.09522014749999999,0.13214297500000002,0.10493168,0.1221032
phi_mem_ppc,0.25,0.112972768225,0.09477951500000001,0.13117045000000002,0.10413412,0.12182251999999999
phi_mem_ppc,0.2545454545454545,0.11299358802500001,0.0947034,0.131145225,0.10438276,0.12147732
phi_mem_ppc,0.2590909090909091,0.1127276684,0.09382895749999999,0.131945225,0.10412584,0.12148248
phi_mem_ppc,0.2636363636363636,0.11276553425000001,0.09383520749999999,0.131431675,0.10395224,0.12142228
phi_mem_ppc,0.2681818181818182,0.112534510075,0.093134075,0.132087175,0.1034966,0.12118411999999999
phi_mem_ppc,0.2727272727272727,0.11230886044999999,0.0932562975,0.13182085,0.10340255999999999,0.12123816
phi_mem_ppc,0.2772727272727273,0.11237521942499999,0.093883045,0.131743425,0.1038424,0.12131423999999999
phi_mem_ppc,0.2818181818181818,0.11208163585,0.0930962675,0.13187322499999998,0.10306356,0.12132232
phi_mem_ppc,0.2863636363636364,0.1115829179,0.092632565,0.13077715,0.1024914,0.12069112
phi_mem_ppc,0.2909090909090909,0.11170712255000001,0.0929397575,0.13138235,0.10278172000000001,0.120573
phi_mem_ppc,0.2954545454545454,0.111595954925,0.09210483,0.131216625,0.10232039999999999,0.12099828
phi_mem_ppc,0.3,0.1112173878,0.0914200225,0.13118912500000002,0.10203084,0.12024456
phi_mem_ppc,0.3045454545454545,0.11139224765,0.09137508999999999,0.13164415000000002,0.1020204,0.1209908
phi_mem_ppc,0.3090909090909091,0.11081243890000002,0.09123364249999999,0.129718175,0.101534,0.12034228
phi_mem_ppc,0.3136363636363636,0.11086584784999999,0.09000141,0.13195764999999998,0.10106068,0.12070812
phi_mem_ppc,0.3181818181818182,0.11075594339999999,0.08923025000000001,0.131798525,0.101389,0.12038404
phi_mem_ppc,0.3227272727272727,0.110601052275,0.090065155,0.13153927499999998,0.10083204,0.12050448
phi_mem_ppc,0.32727272727272727,0.1103441473,0.0891071575,0.131103475,0.10049820000000001,0.12018116
phi_mem_ppc,0.3318181818181818,0.109980043825,0.0897469325,0.13169250000000002,0.10023739999999999,0.11963364
phi_mem_ppc,0.33636363636363636,0.109728866075,0.089367045,0.130557375,0.099899424,0.11977995999999999
phi_mem_ppc,0.3409090909090909,0.10991182399999999,0.0882441925,0.1320078,0.099734088,0.11991112
phi_mem_ppc,0.34545454545454546,0.1093647075,0.08769121,0.13141935000000002,0.099081612,0.11953412
phi_mem_ppc,0.35,0.10969923387500001,0.08788559500000001,0.13184235,0.099249388,0.12017024
phi_mem_ppc,0.35454545454545455,0.10923979610000001,0.086499785,0.131581525,0.09884417599999999,0.11951279999999999
phi_mem_ppc,0.35909090909090907,0.10905751202500001,0.0869033325,0.13136862500000002,0.098687448,0.11954628
phi_mem_ppc,0.36363636363636365,0.108796599675,0.0869206675,0.130752025,0.098070812,0.119618
phi_mem_ppc,0.36818181818181817,0.10865287115,0.0862186875,0.132048325,0.097246608,0.11949216
phi_mem_ppc,0.3727272727272727,0.1086830602,0.08645824,0.13158805,0.09770707599999999,0.11963023999999998
phi_mem_ppc,0.37727272727272726,0.10822460085,0.0848162775,0.13165125,0.097100176,0.11947511999999999
phi_mem_ppc,0.3818181818181818,0.108206687625,0.084903575,0.131221225,0.096868992,0.11931699999999999
phi_mem_ppc,0.38636363636363635,0.108272945675,0.08532774000000001,0.131934,0.09684884399999999,0.11954319999999999
phi_mem_ppc,0.3909090909090909,0.107870389675,0.0845303025,0.13264915,0.096583832,0.119186
phi_mem_ppc,0.39545454545454545,0.10740442495,0.08336796,0.13217812500000004,0.096110024,0.11856408
phi_mem_ppc,0.39999999999999997,0.107653545975,0.0845667175,0.13262037499999998,0.09604451600000001,0.11902728
phi_mem_ppc,0.40454545454545454,0.1071858267,0.0821523975,0.13262995,0.095684588,0.11843124000000001
phi_mem_ppc,0.40909090909090906,0.1069995044,0.08243006,0.13161712500000003,0.095505148,0.11874348
phi_mem_ppc,0.41363636363636364,0.10705459087500001,0.082308485,0.13253295,0.095160956,0.11892291999999999
phi_mem_ppc,0.41818181818181815,0.10685612735000001,0.0818966575,0.13260025,0.094718816,0.11873768
phi_mem_ppc,0.42272727272727273,0.10686848367499999,0.08171436750000001,0.13411562500000002,0.094174828,0.11904707999999999
phi_mem_ppc,0.42727272727272725,0.1063025864,0.07946254000000001,0.1319103,0.09435196,0.11851564
phi_mem_ppc,0.4318181818181818,0.10624510105,0.0794375875,0.13255050000000002,0.09359716800000001,0.11875464
phi_mem_ppc,0.43636363636363634,0.10602200734999999,0.07958425000000001,0.132801725,0.09313327199999999,0.11847487999999999
phi_mem_ppc,0.44090909090909086,0.106095716875,0.078446235,0.134852775,0.09351540800000001,0.11863248
phi_mem_ppc,0.44545454545454544,0.10569943232500001,0.07954860500000001,0.1332305,0.09285012799999999,0.11870192
phi_mem_ppc,0.45,0.105814447925,0.079716695,0.13338427500000002,0.09299214,0.11852404
phi_peri_mu,0.0,0.2761572255,0.20160957499999999,0.36815535,0.23650456,0.31492248
phi_peri_mu,0.004545454545454545,0.26726734075,0.19666112500000002,0.353887375,0.22995608,0.30398964
phi_peri_mu,0.00909090909090909,0.25866813975,0.191940325,0.340115225,0.22345084,0.29330024
phi_peri_mu,0.013636363636363636,0.2503499835,0.187398175,0.32667255,0.21726952,0.28286344
phi_peri_mu,0.01818181818181818,0.24230353925,0.1831864,0.313755675,0.2111942,0.2727354
phi_peri_mu,0.022727272727272728,0.234519789,0.1787328,0.30129255,0.20533347999999998,0.26304088
phi_peri_mu,0.02727272727272727,0.226990051,0.17440345000000002,0.28945247500000004,0.19964552,0.25369232
phi_peri_mu,0.031818181818181815,0.21970590275000002,0.17019965,0.27885775,0.1941252,0.24473683999999998
phi_peri_mu,0.03636363636363636,0.21265920349999998,0.165898525,0.267543625,0.18878728,0.23616516
phi_peri_mu,0.04090909090909091,0.20584209525,0.1619752,0.256785125,0.18357604,0.22767144
phi_peri_mu,0.045454545454545456,0.19924699775,0.15807522499999999,0.24659565,0.17839376,0.21956848
phi_peri_mu,0.049999999999999996,0.192866563,0.1541634,0.23671755000000005,0.17339195999999998,0.2117194
phi_peri_mu,0.05454545454545454,0.18669370400000002,0.150522575,0.22763697500000002,0.16854604,0.20419816
phi_peri_mu,0.05909090909090909,0.1807215415,0.146947425,0.2188978,0.16385852,0.19695048
phi_peri_mu,0.06363636363636363,0.17494349750000002,0.143563475,0.210312575,0.15922068,0.19008452
phi_peri_mu,0.06818181818181818,0.16935312049999998,0.14017369999999998,0.20177560000000003,0.15465252000000002,0.18341691999999998
phi_peri_mu,0.07272727272727272,0.16394424275,0.13680397500000002,0.19412265000000004,0.15029284,0.17711632
phi_peri_mu,0.07727272727272727,0.1587108895,0.13366402500000002,0.18637367500000002,0.146062,0.17090228
phi_peri_mu,0.08181818181818182,0.153647264,0.1304136,0.178883675,0.14189276,0.16492611999999998
phi_peri_mu,0.08636363636363636,0.14874776975,0.127284,0.17199645000000002,0.13787884,0.15922696
phi_peri_mu,0.09090909090909091,0.14400702925,0.1242409,0.165898725,0.13403031999999998,0.15362524
phi_peri_mu,0.09545454545454544,0.13941981914999999,0.12112695,0.15936565,0.13024832,0.14834872
phi_peri_mu,0.09999999999999999,0.13498107625,0.11826234999999999,0.15321915,0.12663036,0.14320948
phi_peri_mu,0.10454545454545454,0.13068590549999998,0.115280725,0.147180525,0.12306152000000001,0.13818107999999998
phi_peri_mu,0.10909090909090909,0.126529635425,0.11231047499999999,0.1414003,0.11947488,0.133327
phi_peri_mu,0.11363636363636363,0.12250767885000001,0.10945395,0.13593985,0.11602204,0.12868159999999998
phi_peri_mu,0.11818181818181818,0.118615636575,0.10662695,0.13094005,0.11269684,0.12434279999999999
phi_peri_mu,0.12272727272727273,0.11484923537500001,0.10385885,0.12603115,0.10949056,0.12008495999999999
phi_peri_mu,0.12727272727272726,0.111204379725,0.101070575,0.121417275,0.10631324,0.116045
phi_peri_mu,0.1318181818181818,0.107677059625,0.09838308500000001,0.117038325,0.10311384,0.11207431999999999
phi_peri_mu,0.13636363636363635,0.1042634492,0.09571847750000001,0.112800025,0.100068,0.10834331999999999
phi_peri_mu,0.1409090909090909,0.100959808975,0.0931481775,0.108869,0.09707919599999999,0.1047168
phi_peri_mu,0.14545454545454545,0.097762552625,0.0904285075,0.10501982500000001,0.09412262,0.10126663999999999
phi_peri_mu,0.15,0.094668203425,0.08773298,0.101494,0.091218936,0.097968344
phi_peri_mu,0.15454545454545454,0.0916733907,0.085147765,0.0982137575,0.088417184,0.094838752
phi_peri_mu,0.1590909090909091,0.08877486772500001,0.0825068975,0.095071215,0.085680372,0.091813648
phi_peri_mu,0.16363636363636364,0.085969489,0.079886815,0.09226777000000001,0.083005956,0.088999552
phi_peri_mu,0.16818181818181818,0.08325421464999999,0.07718175249999999,0.08952070999999999,0.080365932,0.086251464
phi_peri_mu,0.17272727272727273,0.0806261064,0.0744807,0.0868980275,0.077673624,0.0836235
phi_peri_mu,0.17727272727272728,0.07808232389999999,0.071746685,0.0844580325,0.075094024,0.081114612
phi_peri_mu,0.18181818181818182,0.07562011680000001,0.069213285,0.08210561,0.072579956,0.0787027
phi_peri_mu,0.18636363636363634,0.07323683080000001,0.0666814775,0.079892835,0.07017696000000001,0.076398912
phi_peri_mu,0.1909090909090909,0.07092989655,0.064138125,0.07771555000000001,0.06784501200000001,0.07410715600000001
phi_peri_mu,0.19545454545454544,0.068696828675,0.061757530000000005,0.075679705,0.06550486800000001,0.071954476
phi_peri_mu,0.19999999999999998,0.0665352252,0.0594026375,0.0736808,0.063224368,0.06983594800000001
phi_peri_mu,0.20454545454545453,0.06444276507499998,0.057157075,0.0718446475,0.061060852,0.06782572399999999
phi_peri_mu,0.20909090909090908,0.062417201374999995,0.0549813575,0.07008669,0.058943364,0.065889028
phi_peri_mu,0.21363636363636362,0.060456361375,0.052885072500000005,0.0683786425,0.05695452,0.064012228
phi_peri_mu,0.21818181818181817,0.058558145799999996,0.05086546,0.0667155425,0.054967008,0.062196472
phi_peri_mu,0.22272727272727272,0.056720520475,0.048871392500000006,0.06514482,0.05305758,0.060445824
phi_peri_mu,0.22727272727272727,0.054941524699999994,0.046882244999999996,0.0635457675,0.051228556,0.05874166
phi_peri_mu,0.2318181818181818,0.053219255575,0.0450876925,0.0619873175,0.049423336,0.057082236
phi_peri_mu,0.23636363636363636,0.051551877899999994,0.043314047499999994,0.06056550000000001,0.047663176,0.055455896
phi_peri_mu,0.2409090909090909,0.049937614850000006,0.0416587975,0.059123032500000006,0.045994980000000005,0.053885011999999996
phi_peri_mu,0.24545454545454545,0.04837474532500001,0.04005557,0.057742442500000005,0.044381404,0.05240132
phi_peri_mu,0.25,0.046861609549999995,0.038499965000000004,0.056239145,0.04283088,0.050938119999999996
phi_peri_mu,0.2545454545454545,0.045396599275,0.0368851925,0.054908185,0.041321791999999996,0.049512228
phi_peri_mu,0.2590909090909091,0.04397816005,0.0354210575,0.053602882500000004,0.039850751999999996,0.048128452
phi_peri_mu,0.2636363636363636,0.042604786650000004,0.0340255825,0.052305527500000004,0.038442152,0.046803463999999996
phi_peri_mu,0.2681818181818182,0.041275026400000005,0.032690415,0.051071960000000007,0.037078584,0.04551186
phi_peri_mu,0.2727272727272727,0.039987472175000004,0.0314347825,0.049854402500000006,0.035777935999999996,0.044226588
phi_peri_mu,0.2772727272727273,0.03874076152499999,0.030219212500000002,0.0486852375,0.034516168,0.042979904
phi_peri_mu,0.2818181818181818,0.037533580425,0.029035560000000002,0.047505735,0.033317476,0.041767616
