quantity,growth_rate_hr,mean_val,lower,upper
prot_per_cell_ppc,1.7424242424242424,501.20028525000004,289.254375,799.7431750000001
prot_per_cell_ppc,1.7676767676767677,510.48837199999997,297.27665,832.58765
prot_per_cell_ppc,1.7929292929292928,516.94847575,305.519825,828.5146500000001
prot_per_cell_ppc,1.8181818181818181,529.344061,307.0892,841.0594
prot_per_cell_ppc,1.8434343434343434,539.50784825,308.53377500000005,880.640825
prot_per_cell_ppc,1.8686868686868687,552.715408,318.74232500000005,875.9925500000002
prot_per_cell_ppc,1.8939393939393938,566.38818,322.629075,932.55235
prot_per_cell_ppc,1.9191919191919191,575.91423275,327.76202500000005,938.3461750000002
prot_per_cell_ppc,1.9444444444444444,588.86952925,338.14572499999997,950.414
prot_per_cell_ppc,1.9696969696969697,597.3112169999999,333.561775,976.85035
prot_per_cell_ppc,1.9949494949494948,608.1365252500001,349.4377,1002.9477500000002
prot_per_cell_ppc,2.0202020202020203,621.5365515000001,357.39265000000006,1016.9267500000001
prot_per_cell_ppc,2.0454545454545454,638.2438585,366.90520000000004,1046.51425
prot_per_cell_ppc,2.0707070707070705,647.8628045,375.119225,1039.3247500000004
prot_per_cell_ppc,2.095959595959596,661.073949,380.40725,1088.9980000000005
prot_per_cell_ppc,2.121212121212121,677.081128,384.78405000000004,1090.63075
prot_per_cell_ppc,2.1464646464646466,689.2940255,394.374975,1119.81875
prot_per_cell_ppc,2.1717171717171717,704.9585597500001,410.899175,1141.385
prot_per_cell_ppc,2.196969696969697,713.7899197499999,407.56822500000004,1157.1135000000002
prot_per_cell_ppc,2.2222222222222223,728.8372015,419.9105,1185.79
prot_per_cell_ppc,2.2474747474747474,746.0332802500001,420.18455,1219.33225
prot_per_cell_ppc,2.2727272727272725,764.393701,425.55212500000005,1252.9560000000001
prot_per_cell_ppc,2.297979797979798,787.44635225,448.99565,1278.9815000000006
prot_per_cell_ppc,2.323232323232323,797.680694,454.91685,1309.1725000000004
prot_per_cell_ppc,2.3484848484848486,810.0424607499999,463.623225,1356.39425
prot_per_cell_ppc,2.3737373737373737,826.1488145,467.4139,1345.7615000000005
prot_per_cell_ppc,2.398989898989899,842.4614967499999,471.133325,1405.285
prot_per_cell_ppc,2.4242424242424243,862.99942575,478.594825,1417.7825000000005
prot_per_cell_ppc,2.4494949494949494,877.09852475,482.43600000000004,1459.6525000000001
prot_per_cell_ppc,2.474747474747475,894.73052125,499.27230000000003,1490.1955000000003
prot_per_cell_ppc,2.5,915.1538022499999,511.31912500000004,1517.0252500000004
volume_ppc,0.0,0.446977325225,0.204004625,0.866912425
volume_ppc,0.025252525252525252,0.46052544187499994,0.209638175,0.8914308750000001
volume_ppc,0.050505050505050504,0.473991451,0.2149087,0.9075775000000001
volume_ppc,0.07575757575757576,0.488339362,0.21832390000000002,0.9642815750000003
volume_ppc,0.10101010101010101,0.49718355625000005,0.23191620000000002,0.938219525
volume_ppc,0.12626262626262627,0.508718535,0.22775575,0.9909852500000002
volume_ppc,0.15151515151515152,0.527841739,0.24216435,0.9997416250000001
volume_ppc,0.17676767676767677,0.5391121210000002,0.24505125,1.0450282500000003
volume_ppc,0.20202020202020202,0.548217416,0.250750875,1.0545442500000004
volume_ppc,0.22727272727272727,0.56688090125,0.2506335,1.097691
volume_ppc,0.25252525252525254,0.57767298,0.26191385,1.115823
volume_ppc,0.2777777777777778,0.5959708794999999,0.272157975,1.1480782500000002
volume_ppc,0.30303030303030304,0.606782156,0.27244874999999996,1.16985275
volume_ppc,0.3282828282828283,0.6322415220000001,0.288616525,1.19443725
volume_ppc,0.35353535353535354,0.64591491175,0.2971971,1.2153335
volume_ppc,0.3787878787878788,0.657191501,0.30063515,1.2486392500000003
volume_ppc,0.40404040404040403,0.67075636525,0.30541572499999997,1.29846875
volume_ppc,0.4292929292929293,0.69625998325,0.31186797499999996,1.3282610000000001
volume_ppc,0.45454545454545453,0.70956950725,0.3240234,1.3539800000000004
volume_ppc,0.4797979797979798,0.72799367175,0.32754885,1.3991057500000004
volume_ppc,0.5050505050505051,0.7572261512499999,0.338481725,1.4924780000000006
volume_ppc,0.5303030303030303,0.7657051777499999,0.349309575,1.4445832500000002
volume_ppc,0.5555555555555556,0.7959709794999998,0.37133265,1.52475025
volume_ppc,0.5808080808080808,0.8009899217500001,0.371395325,1.5185332500000002
volume_ppc,0.6060606060606061,0.8266042149999999,0.3838581,1.6359712500000003
volume_ppc,0.6313131313131313,0.8464780517500001,0.392423875,1.5621847500000003
volume_ppc,0.6565656565656566,0.8754714655,0.39410367500000004,1.7225335
volume_ppc,0.6818181818181818,0.89905745525,0.416026075,1.7499912500000008
volume_ppc,0.7070707070707071,0.9284360475,0.428343875,1.8072570000000001
volume_ppc,0.7323232323232323,0.94099007025,0.422677225,1.8017015000000003
volume_ppc,0.7575757575757576,0.9597028592500001,0.434936675,1.8858130000000002
volume_ppc,0.7828282828282828,0.99444673825,0.4525086,1.9164115000000006
volume_ppc,0.8080808080808081,1.02514412075,0.4793498,1.9479477500000009
volume_ppc,0.8333333333333334,1.0434508554999997,0.48156995,2.0292210000000015
volume_ppc,0.8585858585858586,1.068242232,0.4894287,2.03443275
volume_ppc,0.8838383838383839,1.10449146625,0.498793175,2.0893055000000005
volume_ppc,0.9090909090909091,1.137016727,0.524264375,2.1565995
volume_ppc,0.9343434343434344,1.1583819442499999,0.522181875,2.209441
volume_ppc,0.9595959595959596,1.1855750712500002,0.5466915,2.2956277500000004
volume_ppc,0.9848484848484849,1.2227942429999998,0.55688115,2.32505575
volume_ppc,1.0101010101010102,1.2498593915,0.5707414000000001,2.4463800000000004
volume_ppc,1.0353535353535352,1.26668894275,0.585593075,2.427574000000001
volume_ppc,1.0606060606060606,1.31895018325,0.5978545500000001,2.5286380000000004
volume_ppc,1.0858585858585859,1.34118590025,0.6189978500000001,2.6070865000000003
volume_ppc,1.1111111111111112,1.39748051425,0.6341970750000001,2.6190490000000013
volume_ppc,1.1363636363636362,1.43074906575,0.6529409,2.6918487500000006
volume_ppc,1.1616161616161615,1.45892792675,0.658979,2.743545
volume_ppc,1.1868686868686869,1.4932688684999997,0.6836770999999999,2.8747375
volume_ppc,1.2121212121212122,1.5298638960000002,0.7063992,2.893813
volume_ppc,1.2373737373737375,1.5699687832499998,0.71907475,3.013315
volume_ppc,1.2626262626262625,1.5825738345,0.7282227750000001,2.97813
volume_ppc,1.2878787878787878,1.653506046,0.772321225,3.1514955000000007
volume_ppc,1.3131313131313131,1.67547167175,0.7689814,3.2105565
volume_ppc,1.3383838383838385,1.74504193375,0.77591905,3.47675675
volume_ppc,1.3636363636363635,1.7753712807500002,0.80762985,3.35476075
volume_ppc,1.3888888888888888,1.8361901045,0.827267875,3.572981750000001
volume_ppc,1.4141414141414141,1.86967788475,0.865124325,3.5792295
volume_ppc,1.4393939393939394,1.9296625332500001,0.913202525,3.7159865
volume_ppc,1.4646464646464645,1.9915152842500001,0.90012735,3.77558775
volume_ppc,1.4898989898989898,2.03483108125,0.90995205,3.858689500000001
volume_ppc,1.5151515151515151,2.084079123,0.961912475,3.973767250000001
volume_ppc,1.5404040404040404,2.12481459775,0.9766149749999999,4.045886750000002
volume_ppc,1.5656565656565655,2.194333005,0.996910975,4.207048750000001
volume_ppc,1.5909090909090908,2.2556998205,0.9980528750000001,4.300092500000001
volume_ppc,1.6161616161616161,2.29171764725,1.0431225,4.3191025
volume_ppc,1.6414141414141414,2.3846873104999995,1.0847247500000001,4.533592500000001
volume_ppc,1.6666666666666667,2.42625564275,1.1010630000000001,4.6181350000000005
volume_ppc,1.6919191919191918,2.500309033,1.14145875,4.817156500000001
volume_ppc,1.7171717171717171,2.5309625012499994,1.1495,4.885965000000001
volume_ppc,1.7424242424242424,2.6089374855000003,1.1785385,5.03838825
volume_ppc,1.7676767676767677,2.6959056097499996,1.208905,5.090414000000001
volume_ppc,1.7929292929292928,2.757488643,1.2449552499999998,5.262249000000001
volume_ppc,1.8181818181818181,2.8686474360000003,1.269352,5.52064025
volume_ppc,1.8434343434343434,2.9209045055000002,1.315825,5.514083750000002
volume_ppc,1.8686868686868687,2.95730587775,1.32285125,5.78464575
volume_ppc,1.8939393939393938,3.07387450225,1.39027875,5.97492025
volume_ppc,1.9191919191919191,3.13473730525,1.4239910000000002,6.063448750000001
volume_ppc,1.9444444444444444,3.21669057575,1.42211625,6.294092000000001
volume_ppc,1.9696969696969697,3.29757428475,1.4796527499999999,6.416169750000003
volume_ppc,1.9949494949494948,3.382523396,1.51392,6.57974125
volume_ppc,2.0202020202020203,3.4757692942499996,1.61490325,6.7614895000000015
volume_ppc,2.0454545454545454,3.5564826145,1.62304,6.95008825
volume_ppc,2.0707070707070705,3.63270379825,1.6411025000000001,6.9590915
volume_ppc,2.095959595959596,3.750750107,1.7007075,7.197025000000001
volume_ppc,2.121212121212121,3.8460145300000006,1.78136275,7.345642000000002
volume_ppc,2.1464646464646466,3.9558253649999995,1.8147294999999999,7.621467500000001
volume_ppc,2.1717171717171717,4.063559075,1.813504,7.980607250000001
volume_ppc,2.196969696969697,4.1612067900000005,1.8461967499999998,8.156408
volume_ppc,2.2222222222222223,4.271644225,1.8771579999999999,8.30072975
volume_ppc,2.2474747474747474,4.3872764774999995,1.9685705,8.738769000000001
volume_ppc,2.2727272727272725,4.497822945,1.9970332499999999,8.63086125
volume_ppc,2.297979797979798,4.610788505,2.0373245,8.915806
volume_ppc,2.323232323232323,4.7320489645,2.10472325,9.324541
volume_ppc,2.3484848484848486,4.815161645,2.141105,9.397511000000002
volume_ppc,2.3737373737373737,5.01673755,2.2019372500000003,9.958775000000001
volume_ppc,2.398989898989899,5.0926658924999995,2.30005975,9.74564375
volume_ppc,2.4242424242424243,5.225107374999999,2.265938,10.0341875
volume_ppc,2.4494949494949494,5.379889675,2.4123117499999998,10.367105
volume_ppc,2.474747474747475,5.529501,2.40378,11.008175000000001
volume_ppc,2.5,5.657095637499999,2.516727,11.062755000000003
surface_area_ppc,0.0,3.3857143675,1.99369375,5.494402750000001
surface_area_ppc,0.025252525252525252,3.4926986374999998,2.02161125,5.667809
surface_area_ppc,0.050505050505050504,3.558860295,2.10158025,5.783903250000001
surface_area_ppc,0.07575757575757576,3.5959013850000003,2.12278,5.689027500000001
surface_area_ppc,0.10101010101010101,3.642989525,2.16069675,5.845106250000001
surface_area_ppc,0.12626262626262627,3.7301592925,2.206983,5.961569000000001
surface_area_ppc,0.15151515151515152,3.7933621224999996,2.22567925,5.996920750000001
surface_area_ppc,0.17676767676767677,3.8811365125,2.2948305,6.221159
surface_area_ppc,0.20202020202020202,3.9370669575000004,2.310415,6.25293625
surface_area_ppc,0.22727272727272727,4.0035244924999995,2.382616,6.321217000000001
surface_area_ppc,0.25252525252525254,4.0904762575,2.3769972499999996,6.3745665
surface_area_ppc,0.2777777777777778,4.136393452499999,2.4494092500000004,6.596661000000001
surface_area_ppc,0.30303030303030304,4.218766154999999,2.5232330000000003,6.697644
surface_area_ppc,0.3282828282828283,4.31090006,2.50499075,6.835134500000001
surface_area_ppc,0.35353535353535354,4.35936813,2.6192155,6.925684749999999
surface_area_ppc,0.3787878787878788,4.48436127,2.6694007500000003,7.052605
surface_area_ppc,0.40404040404040403,4.5560366475,2.69704625,7.220345250000001
surface_area_ppc,0.4292929292929293,4.5872106675,2.70482325,7.28632875
surface_area_ppc,0.45454545454545453,4.729535977499999,2.83642875,7.4924497500000005
surface_area_ppc,0.4797979797979798,4.78472991,2.868846,7.644918000000002
surface_area_ppc,0.5050505050505051,4.903925630000001,2.9266217500000002,7.755347250000001
surface_area_ppc,0.5303030303030303,4.945778055000001,2.91511575,7.7356115
surface_area_ppc,0.5555555555555556,5.06155382,3.00114325,7.931011250000001
surface_area_ppc,0.5808080808080808,5.1693566325,3.0076475,8.3376875
surface_area_ppc,0.6060606060606061,5.2505317575,3.189318,8.253276750000001
surface_area_ppc,0.6313131313131313,5.352032575,3.13618725,8.45985225
surface_area_ppc,0.6565656565656566,5.39365151,3.2143520000000003,8.410149500000001
surface_area_ppc,0.6818181818181818,5.54410378,3.314454,8.815517000000002
surface_area_ppc,0.7070707070707071,5.6079535525,3.3594987499999998,8.77560525
surface_area_ppc,0.7323232323232323,5.722302674999999,3.40146525,8.997531500000006
surface_area_ppc,0.7575757575757576,5.8227600525,3.4618510000000002,9.177821
surface_area_ppc,0.7828282828282828,5.95570786,3.4999575,9.3329525
surface_area_ppc,0.8080808080808081,6.09628198,3.66171575,9.677429000000002
surface_area_ppc,0.8333333333333334,6.127153819999999,3.6403332500000003,9.807399750000004
surface_area_ppc,0.8585858585858586,6.3232962625,3.7566569999999997,9.99426025
surface_area_ppc,0.8838383838383839,6.3992946725,3.830463,10.412565
surface_area_ppc,0.9090909090909091,6.491751085,3.925536,10.2171675
surface_area_ppc,0.9343434343434344,6.6614068475,3.9668502500000002,10.4866125
surface_area_ppc,0.9595959595959596,6.738852167499999,4.04053825,10.520565000000003
surface_area_ppc,0.9848484848484849,6.8728215075,4.0812295,10.906045
surface_area_ppc,1.0101010101010102,7.0273109975,4.211098750000001,11.31588
surface_area_ppc,1.0353535353535352,7.1181700575,4.1684227499999995,11.345617500000001
surface_area_ppc,1.0606060606060606,7.2860122575,4.30311825,11.2815075
surface_area_ppc,1.0858585858585859,7.3831826949999995,4.3500725,11.755415
surface_area_ppc,1.1111111111111112,7.5957255450000005,4.4627945,12.172752500000001
surface_area_ppc,1.1363636363636362,7.685720992499999,4.6087225,12.0695475
surface_area_ppc,1.1616161616161615,7.8319827725,4.64379875,12.418532500000003
surface_area_ppc,1.1868686868686869,7.955567885,4.7389695000000005,12.459480000000001
surface_area_ppc,1.2121212121212122,8.080152425,4.874744,12.798525000000001
surface_area_ppc,1.2373737373737375,8.2562157725,4.94735925,13.0291575
surface_area_ppc,1.2626262626262625,8.39169431,4.93608925,13.4299325
surface_area_ppc,1.2878787878787878,8.598580342500002,5.12080475,13.637172500000004
surface_area_ppc,1.3131313131313131,8.752824555,5.30647175,13.8490125
surface_area_ppc,1.3383838383838385,8.86056481,5.24864675,14.272780000000001
surface_area_ppc,1.3636363636363635,9.021625519999999,5.377330000000001,14.213687500000002
surface_area_ppc,1.3888888888888888,9.20880178,5.52382075,14.3986225
surface_area_ppc,1.4141414141414141,9.3221319725,5.54046975,14.892895000000001
surface_area_ppc,1.4393939393939394,9.553010445,5.705297,15.105712500000001
surface_area_ppc,1.4646464646464645,9.685088307500001,5.818551,15.365140000000002
surface_area_ppc,1.4898989898989898,9.8970102825,5.862418000000001,15.6300725
surface_area_ppc,1.5151515151515151,10.0765876675,5.91777775,16.137455000000003
surface_area_ppc,1.5404040404040404,10.2859843675,6.09204075,16.39845
surface_area_ppc,1.5656565656565655,10.4683605725,6.23046375,16.630075
surface_area_ppc,1.5909090909090908,10.620507922500002,6.255676500000001,16.741102500000004
surface_area_ppc,1.6161616161616161,10.7978689075,6.3874015,17.1760175
surface_area_ppc,1.6414141414141414,10.972195367500001,6.57017725,17.225507500000003
surface_area_ppc,1.6666666666666667,11.290400162500003,6.625869,18.232682500000003
surface_area_ppc,1.6919191919191918,11.460351692499998,6.658937,18.139080000000003
surface_area_ppc,1.7171717171717171,11.6904024875,6.841845,18.491930000000004
surface_area_ppc,1.7424242424242424,11.9504235925,7.109395750000001,19.0005775
surface_area_ppc,1.7676767676767677,12.0521470025,7.097901,19.086592500000002
surface_area_ppc,1.7929292929292928,12.397457222500002,7.15277825,19.7214925
surface_area_ppc,1.8181818181818181,12.589774744999998,7.421919750000001,19.9565075
surface_area_ppc,1.8434343434343434,12.800404732499999,7.42800075,20.417157500000005
surface_area_ppc,1.8686868686868687,12.954683680000002,7.69676225,20.645482500000004
surface_area_ppc,1.8939393939393938,13.285337115,7.8517785,21.1724475
surface_area_ppc,1.9191919191919191,13.4398278475,7.93467475,21.5659775
surface_area_ppc,1.9444444444444444,13.664915915000002,8.0512475,21.595257500000002
surface_area_ppc,1.9696969696969697,13.962599705,8.27811,21.880987500000003
surface_area_ppc,1.9949494949494948,14.169078202500001,8.32900725,22.7282575
surface_area_ppc,2.0202020202020203,14.41083135,8.412607000000001,23.34659
surface_area_ppc,2.0454545454545454,14.704730735000002,8.56410775,23.9445375
surface_area_ppc,2.0707070707070705,15.0444966625,8.863674,24.157535000000003
surface_area_ppc,2.095959595959596,15.321392199999998,9.003222749999999,24.302765
surface_area_ppc,2.121212121212121,15.582361077500002,9.1864885,24.521395000000002
surface_area_ppc,2.1464646464646466,15.8438964525,9.380716,25.272232500000005
surface_area_ppc,2.1717171717171717,16.100242915,9.4688645,25.821537500000005
surface_area_ppc,2.196969696969697,16.480224832499996,9.590196500000001,26.160709999999998
surface_area_ppc,2.2222222222222223,16.6091045,9.6084675,27.2062725
surface_area_ppc,2.2474747474747474,16.9894140775,10.056295,27.121380000000002
surface_area_ppc,2.2727272727272725,17.311288625,10.2409725,27.48688
surface_area_ppc,2.297979797979798,17.706625785,10.165555,28.289887500000003
surface_area_ppc,2.323232323232323,18.0455227675,10.4386775,28.9911075
surface_area_ppc,2.3484848484848486,18.2668325975,10.6086625,28.950267500000006
surface_area_ppc,2.3737373737373737,18.596092797500003,10.82997,30.400665
surface_area_ppc,2.398989898989899,18.96679193,11.272995,30.66964
surface_area_ppc,2.4242424242424243,19.3462295125,11.2817375,31.053105000000002
surface_area_ppc,2.4494949494949494,19.684681624999996,11.560855,31.7190675
surface_area_ppc,2.474747474747475,20.0256539475,11.428497499999999,32.310935000000015
surface_area_ppc,2.5,20.3108859175,11.92835,33.086705
