2.5%,12.5%,25%,45%,55%,75%,87.5%,97.5%,mean,median,carbon_source,strain
<<<<<<< HEAD
1.6519504999999999,1.90037375,1.973595,2.0389355,2.0627945000000003,2.11522,2.16173,2.26273125,2.0307882607499934,2.050595,LB,wildtype
0.33613855000000004,0.342767625,0.346745,0.35116155,0.3531048,0.357764,0.36199024999999996,0.370161375,0.3523682879166661,0.3521165,acetate,wildtype
0.8391075,0.853638625,0.86151775,0.86991105,0.87386535,0.88254425,0.890495,0.9043371499999999,0.8719280814166651,0.8719205,glucose,wildtype
1.123993,1.1470162499999998,1.1577,1.1702855,1.17572,1.1879325,1.1992037500000001,1.2217907499999998,1.1730033575000007,1.17297,glucoseCAA,wildtype
0.578867475,0.6020433749999999,0.61271,0.623773,0.6287666,0.63967625,0.650539,0.673422125,0.6262078861666669,0.626181,glycerol,wildtype
0.28837875,0.38746225,0.419379,0.445296,0.45613125,0.48455149999999997,0.525031125,0.6717175,0.4576552799833301,0.450842,sorbitol,wildtype
=======
1.7827190000000002,1.92214375,1.977455,2.0266830000000002,2.0485889999999998,2.0911549999999997,2.1314349999999997,2.21880575,2.0287088775000015,2.036715,LB,wildtype
0.33225292500000003,0.337667375,0.34053675,0.3439852,0.34558505,0.3494655,0.35342212500000003,0.361064925,0.34525046099999995,0.344732,acetate,wildtype
0.8414605749999999,0.855175,0.8625935,0.87119095,0.8750297,0.8839695,0.8918105000000001,0.904444625,0.8732308347499982,0.8731925,glucose,wildtype
1.1271712500000002,1.14793375,1.1592,1.1701565,1.17556,1.1874,1.19820375,1.21851125,1.1730190074999984,1.172795,glucoseCAA,wildtype
0.5814128000000001,0.603093125,0.61355025,0.6242013,0.6289686,0.6396632499999999,0.65073975,0.6712622500000001,0.6266351590000014,0.626464,glycerol,wildtype
0.278499175,0.38325975,0.41689375,0.44133890000000003,0.45182680000000003,0.4785335,0.5131625,0.594501625,0.4461144395249999,0.446408,sorbitol,wildtype
>>>>>>> 564609427da8d23a582a8e0406d4913a12c22f2d
