2.5%,12.5%,25%,45%,55%,75%,87.5%,97.5%,mean,median,parameter,carbon_source,strain,inducer,inducer_conc,temperature_C
0.366904475,0.565239625,0.70651,0.88524435,0.9624950000000002,1.1026825,1.2532037500000002,1.6192942499999998,0.9247415475000057,0.923435,width_um,RDM,lpp21,noind,0,37.0
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,length_um,RDM,lpp21,noind,0,37.0
0.9860443,1.5168725,1.924775,2.500582,2.792163,3.329755,3.6937575,4.640291249999999,2.6570215732500007,2.64722,volume_fL,RDM,lpp21,noind,0,37.0
2.5564325,3.37926625,3.878045,4.3357149999999995,4.590676,5.3179625,6.1510774999999995,7.678871,4.667246838083312,4.453035,SAV_inv_um,RDM,lpp21,noind,0,37.0
0.7953005000000001,0.818310125,0.82548875,0.83145455,0.833929,0.83982825,0.846894875,0.86928545,0.8326690009999984,0.83274,width_um,acetate,lpp14,noind,0,37.0
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,length_um,acetate,lpp14,noind,0,37.0
1.05785975,1.1081987500000001,1.12787,1.1478455,1.1569645,1.17966,1.20492125,1.28566075,1.1569184925833316,1.15238,volume_fL,acetate,lpp14,noind,0,37.0
5.4469365,5.5110275,5.53646,5.56397,5.57595,5.602275,5.62691,5.68745325,5.5690403675000075,5.5701,SAV_inv_um,acetate,lpp14,noind,0,37.0
0.35693815,0.526491,0.64693025,0.8088314,0.89425675,1.0979474999999999,1.2974187499999998,1.68904475,0.8954004451666652,0.851507,width_um,acetate,lpp21,noind,0,37.0
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,length_um,acetate,lpp21,noind,0,37.0
0.8604706999999999,1.3146175,1.677815,2.1608345000000004,2.4050700000000003,3.0091324999999998,3.635405,4.825970999999999,2.4243997449999877,2.28302,volume_fL,acetate,lpp21,noind,0,37.0
2.4089832500000004,3.26098625,3.8472875,4.606436,4.9950305,5.864542500000001,6.735165,8.341193249999998,4.944345184166687,4.792210000000001,SAV_inv_um,acetate,lpp21,noind,0,37.0
0.46236082500000003,0.55044425,0.59449675,0.64095665,0.66125205,0.7110624999999999,0.763982375,0.8748522999999999,0.655486930916666,0.650815,width_um,acetate,minKO,noind,0,37.0
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,length_um,acetate,minKO,noind,0,37.0
0.5129320500000001,0.669128875,0.76632575,0.8923086,0.9581562,1.1309200000000001,1.30881125,1.68276775,0.9718039707500026,0.925329,volume_fL,acetate,minKO,noind,0,37.0
6.179397750000001,6.6037775,6.76719,6.927163,6.9946325,7.1442525,7.290241249999999,7.614835,6.945671441666646,6.961125,SAV_inv_um,acetate,minKO,noind,0,37.0
0.346942275,0.51412925,0.638065,0.80377345,0.8897512,1.0943325000000002,1.30109,1.6821007499999998,0.8910593068333372,0.8452575,width_um,acetate,wildtype,atc,0,37.0
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,length_um,acetate,wildtype,atc,0,37.0
0.842711375,1.3366399999999998,1.6762775,2.1664595,2.4189745,3.02486,3.63780875,4.88548,2.437229112916657,2.2891950000000003,volume_fL,acetate,wildtype,atc,0,37.0
2.441882,3.28663875,3.8819025,4.6524005,5.031333,5.9319774999999995,6.78343125,8.290786249999998,4.976765665166647,4.83807,SAV_inv_um,acetate,wildtype,atc,0,37.0
0.367631675,0.5314487499999999,0.64525825,0.7631475999999999,0.83207615,1.0127275,1.2061125000000001,1.5681827499999998,0.8484456637666672,0.795033,width_um,acetate,wildtype,atc,50,37.0
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,length_um,acetate,wildtype,atc,50,37.0
0.7342128,1.0492475,1.36484,1.814023,2.043342,2.6398349999999997,3.22970375,4.327783249999999,2.0866252873333453,1.9267150000000002,volume_fL,acetate,wildtype,atc,50,37.0
2.71910675,3.6729762499999996,4.35073,5.1867295,5.5530535,6.2495125,6.7909049999999995,8.13763,5.325158554166673,5.367415,SAV_inv_um,acetate,wildtype,atc,50,37.0
0.337116375,0.5163258749999999,0.642676,0.8139818,0.8975384000000001,1.101965,1.3039125,1.7130912499999997,0.896853518583335,0.8545965,width_um,acetate,wildtype,noind,0,37.0
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,length_um,acetate,wildtype,noind,0,37.0
0.8308083500000001,1.3132875,1.6745925,2.1636645,2.4118425,3.0109125,3.62285375,4.8693349999999995,2.42797859516667,2.28367,volume_fL,acetate,wildtype,noind,0,37.0
2.4330042499999998,3.31437,3.9043525,4.675709,5.056446,5.9867875,6.827848749999999,8.4360015,5.016569520500004,4.86729,SAV_inv_um,acetate,wildtype,noind,0,37.0
0.508755775,0.5950709999999999,0.64517625,0.6997871999999999,0.72454965,0.78181075,0.8342124999999999,0.925858875,0.7136939974166688,0.7124444999999999,width_um,acetate,wildtype,none,0,37.0
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,length_um,acetate,wildtype,none,0,37.0
0.54159185,0.720254125,0.830962,0.97098895,1.038389,1.1980625,1.34155625,1.5801527499999999,1.0218334993333287,1.0026350000000002,volume_fL,acetate,wildtype,none,0,37.0
5.8201445,6.1190675,6.2910375,6.470092,6.5538045,6.732965,6.8973087500000005,7.215139,6.5112854916666585,6.511915,SAV_inv_um,acetate,wildtype,none,0,37.0
0.3435936,0.5174841250000001,0.6450765,0.8120162000000001,0.8968552500000001,1.1056675,1.309105,1.7207967499999999,0.8988906754166657,0.8555575,width_um,ezMOPS,wildtype,none,0,37.0
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,length_um,ezMOPS,wildtype,none,0,37.0
0.8528844,1.34118875,1.6968725,2.1814135,2.4292780000000005,3.0600975000000004,3.6799137500000003,4.92403225,2.4567707646666657,2.30613,volume_fL,ezMOPS,wildtype,none,0,37.0
2.41432,3.2687725000000003,3.8643625000000004,4.6414805,5.023849,5.8909025,6.6775,8.2192435,4.940484245000016,4.832165,SAV_inv_um,ezMOPS,wildtype,none,0,37.0
0.8752373,0.959246375,1.0028425,1.048081,1.0669045,1.109335,1.1486112499999999,1.2234535,1.054761220250006,1.057805,width_um,glucose,lpp14,noind,0,37.0
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,length_um,glucose,lpp14,noind,0,37.0
1.503346,1.731835,1.8509825,1.975973,2.035085,2.1651875,2.28626375,2.5195224999999994,2.0079403162500027,2.006165,volume_fL,glucose,lpp14,noind,0,37.0
3.9391689999999997,4.17969,4.29567,4.42686,4.487279,4.6181675,4.73823125,5.00010175,4.4584966750000286,4.4573149999999995,SAV_inv_um,glucose,lpp14,noind,0,37.0
0.927473275,1.04332375,1.0986375000000002,1.152801,1.177479,1.228505,1.27508125,1.35894875,1.1602715267500052,1.164585,width_um,glucose,lpp21,noind,0,37.0
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,length_um,glucose,lpp21,noind,0,37.0
1.96281375,2.2834450000000004,2.439785,2.602291,2.673619,2.8314175,2.9727200000000003,3.26975075,2.630073836666658,2.635905,volume_fL,glucose,lpp21,noind,0,37.0
3.458542,3.75321875,3.8901325,4.04022,4.105558,4.2628625,4.41337875,4.70653425,4.078318565833317,4.071425,SAV_inv_um,glucose,lpp21,noind,0,37.0
0.41430595000000003,0.591426625,0.68316625,0.7670756000000001,0.7975209000000001,0.914411,1.05401375,1.3782207499999999,0.8132975657500019,0.7801935,width_um,glucose,minKO,ctc,10,37.0
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,length_um,glucose,minKO,ctc,10,37.0
0.8270259999999999,1.14369375,1.2857725,1.5214805,1.700377,2.1784725,2.7056575,3.7295667499999996,1.8159173202499999,1.6065800000000001,volume_fL,glucose,minKO,ctc,10,37.0
3.122555,4.21665625,4.897959999999999,5.48864,5.6433145,5.902945000000001,6.2849562500000005,7.30857025,5.399042444166663,5.575345,SAV_inv_um,glucose,minKO,ctc,10,37.0
0.42952565,0.603498125,0.70173825,0.7819475,0.8119546,0.9116545,1.04178125,1.3453669999999998,0.8193686370000011,0.7966845,width_um,glucose,minKO,ctc,30,37.0
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,length_um,glucose,minKO,ctc,30,37.0
0.915431675,1.2402862499999998,1.4103675,1.6148125,1.7486595,2.1534400000000002,2.6137662500000003,3.5600032499999994,1.8487835795833385,1.6766999999999999,volume_fL,glucose,minKO,ctc,30,37.0
3.390617,4.4726687499999995,5.0423124999999995,5.5324465,5.6728565,5.9479299999999995,6.26915,7.151899249999998,5.47683718833334,5.606495,SAV_inv_um,glucose,minKO,ctc,30,37.0
0.334388275,0.52206375,0.65921875,0.7606862999999999,0.79046815,0.90301125,1.05498,1.3511404999999999,0.7894455425833365,0.7750775,width_um,glucose,minKO,ctc,50,37.0
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,length_um,glucose,minKO,ctc,50,37.0
0.8952949,1.2630175000000001,1.4333475,1.6587965,1.8352060000000003,2.3608925,3.0629962500000003,4.27178,2.0127769827500033,1.739735,volume_fL,glucose,minKO,ctc,50,37.0
3.1899687500000002,4.35452,4.91107,5.4363965,5.614426,5.89209,6.265865,7.2885652499999996,5.392553155833327,5.53374,SAV_inv_um,glucose,minKO,ctc,50,37.0
0.608678025,0.668434375,0.6949784999999999,0.7225924,0.73487435,0.7634765,0.791158,0.8577786,0.73008716025,0.7287655,width_um,glucose,minKO,noind,0,37.0
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,length_um,glucose,minKO,noind,0,37.0
1.0178260000000001,1.1623112500000001,1.23647,1.31892,1.3589745,1.449035,1.54115375,1.7573079999999999,1.3504729644166629,1.3400750000000001,volume_fL,glucose,minKO,noind,0,37.0
5.636588,5.846853749999999,5.94051,6.030940999999999,6.070829,6.160405,6.23828375,6.415780499999999,6.045507717499977,6.050435,SAV_inv_um,glucose,minKO,noind,0,37.0
0.349349875,0.5200088749999999,0.645026,0.8081142,0.8960436,1.106315,1.32056375,1.7212552499999996,0.9006484017500025,0.851707,width_um,glucose,wildtype,atc,0,37.0
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,length_um,glucose,wildtype,atc,0,37.0
0.870849525,1.32240625,1.6707475,2.175453,2.441849,3.038015,3.65949125,4.824775749999999,2.4454178297499847,2.308495,volume_fL,glucose,wildtype,atc,0,37.0
2.41189475,3.2801424999999997,3.8656425,4.6261595,5.016635,5.9156675,6.75765625,8.250843,4.961528913333326,4.81025,SAV_inv_um,glucose,wildtype,atc,0,37.0
0.3495482,0.53366925,0.664717,0.81694525,0.8828769000000001,1.0519875,1.258245,1.62297125,0.8828853449166641,0.8518545,width_um,glucose,wildtype,atc,10,37.0
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,length_um,glucose,wildtype,atc,10,37.0
0.871681275,1.283375,1.605665,2.0393455,2.276644,2.86734,3.46441875,4.6420845,2.3189106975000024,2.15433,volume_fL,glucose,wildtype,atc,10,37.0
2.4518715,3.39166,4.0183425,4.764286,5.0612725,5.752202499999999,6.55435375,8.138087500000001,4.9665463408333475,4.933669999999999,SAV_inv_um,glucose,wildtype,atc,10,37.0
0.40964075,0.6106192500000001,0.73144075,0.84462365,0.88996375,1.0549775,1.21729,1.57884325,0.9037834040833307,0.8638790000000001,width_um,glucose,wildtype,atc,20,37.0
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,length_um,glucose,wildtype,atc,20,37.0
0.939677325,1.36753125,1.6048749999999998,1.917641,2.102386,2.65539,3.15656875,4.2511987499999995,2.1868378392500065,2.007015,volume_fL,glucose,wildtype,atc,20,37.0
3.154112,4.38531375,5.243074999999999,6.2621795,6.793443,7.8162025,8.68371625,9.72735425,6.519415297499995,6.52797,SAV_inv_um,glucose,wildtype,atc,20,37.0
0.38994985000000004,0.576075,0.69438,0.81877965,0.85480095,0.97533925,1.134735,1.4760824999999995,0.854687914750002,0.8384024999999999,width_um,glucose,wildtype,atc,50,37.0
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,length_um,glucose,wildtype,atc,50,37.0
0.8689817750000001,1.23742625,1.4242225,1.711201,1.9132325000000001,2.4166375,2.96472875,4.0282015,2.0024447604166706,1.8044099999999998,volume_fL,glucose,wildtype,atc,50,37.0
2.8488715,3.9022375,4.511875,5.128976000000001,5.3039105,5.66142,6.21865625,7.5745685,5.14059354500002,5.22515,SAV_inv_um,glucose,wildtype,atc,50,37.0
0.5414422000000001,0.649107375,0.711642,0.7899509,0.8348854,1.8071925,3.12223,3.13842,1.3533449794166639,0.810781,width_um,glucose,wildtype,noind,0,37.0
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,length_um,glucose,wildtype,noind,0,37.0
0.7037230999999999,0.934646125,1.0852675,1.29514,1.4277985000000002,3.1328575,3.13372,3.13607,1.7192764939166596,1.3562400000000001,volume_fL,glucose,wildtype,noind,0,37.0
5.10814825,5.532007500000001,5.753755,5.9951170000000005,6.1302270000000005,7.8914824999999995,8.1041,8.10488,6.44829439250005,6.0607500000000005,SAV_inv_um,glucose,wildtype,noind,0,37.0
0.34701785,0.516259125,0.64425525,0.8067074,0.8905849,1.1004749999999999,1.2996625,1.6880777499999997,0.8949816265000023,0.8481084999999999,width_um,glucose,wildtype,none,0,25.0
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,length_um,glucose,wildtype,none,0,25.0
0.835637125,1.32575875,1.6999650000000002,2.1664125,2.4043325,3.016235,3.654805,4.854516499999998,2.433864236750001,2.28207,volume_fL,glucose,wildtype,none,0,25.0
2.3953205,3.2865075,3.85654,4.628893,5.0179279999999995,5.90991,6.7695099999999995,8.40288275,4.965132219166654,4.821565,SAV_inv_um,glucose,wildtype,none,0,25.0
0.351013075,0.5131656250000001,0.636855,0.80563945,0.8939547500000001,1.0983175,1.3044375,1.7296192499999998,0.8964365847083333,0.8480985,width_um,glucose,wildtype,none,0,30.0
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,length_um,glucose,wildtype,none,0,30.0
0.838502225,1.31749875,1.665505,2.1769965,2.4185035,3.0345675,3.64141625,4.779830999999999,2.4303031140000093,2.2981,volume_fL,glucose,wildtype,none,0,30.0
2.4697980000000004,3.29169125,3.8828324999999997,4.6720715,5.0447455,5.9453249999999995,6.81821375,8.419754499999998,4.997633760000011,4.860480000000001,SAV_inv_um,glucose,wildtype,none,0,30.0
0.5923523,0.668075125,0.70784375,0.75626555,0.7784785,0.82781025,0.870003625,0.9452282499999998,0.7680959867500003,0.767643,width_um,glucose,wildtype,none,0,37.0
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,length_um,glucose,wildtype,none,0,37.0
0.7297149,0.925214,1.0428875,1.1784585,1.239876,1.3807325,1.5097337499999999,1.7320105000000001,1.2150079975000032,1.207745,volume_fL,glucose,wildtype,none,0,37.0
5.2827395,5.5221775,5.6583825,5.8097765,5.878039,6.027335,6.15544375,6.402816,5.842138665833334,5.843795,SAV_inv_um,glucose,wildtype,none,0,37.0
0.33680445,0.513887,0.6452655,0.8097414000000001,0.8946973000000001,1.1068825,1.3122,1.7318954999999998,0.899753652999999,0.852843,width_um,glucose,wildtype,none,0,42.0
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,length_um,glucose,wildtype,none,0,42.0
0.8542907500000001,1.3396462500000001,1.691005,2.1799485,2.4350070000000006,3.0360975,3.6179187500000003,4.791938249999999,2.4399969725000052,2.300135,volume_fL,glucose,wildtype,none,0,42.0
2.4255175,3.27742,3.8926950000000002,4.6566845,5.0576495,5.9690449999999995,6.859665,8.411746749999999,5.003641830833341,4.84748,SAV_inv_um,glucose,wildtype,none,0,42.0
0.777097125,0.93540275,0.99822675,1.0510185,1.0716525000000001,1.11833,1.1625625,1.269743,1.0526160605833341,1.061755,width_um,glucoseCAA,lpp14,noind,0,37.0
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,length_um,glucoseCAA,lpp14,noind,0,37.0
1.747741,2.1328087499999997,2.2973675,2.447202,2.5078435,2.6486625000000004,2.7919549999999997,3.1272029999999997,2.467600075583331,2.476935,volume_fL,glucoseCAA,lpp14,noind,0,37.0
3.574553,3.9446974999999997,4.1000675,4.2444355,4.3070545000000005,4.4552700000000005,4.62399875,5.10087,4.286780139999985,4.274884999999999,SAV_inv_um,glucoseCAA,lpp14,noind,0,37.0
0.73268065,0.9188759999999999,1.0053575000000001,1.09578,1.1348690000000001,1.2185625,1.290905,1.427803,1.1074515138333343,1.11538,width_um,glucoseCAA,lpp21,noind,0,37.0
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,length_um,glucoseCAA,lpp21,noind,0,37.0
1.9483865,2.41948875,2.6745925,2.93874,3.053988,3.30496,3.53087375,3.9541674999999996,2.98387161783334,2.994365,volume_fL,glucoseCAA,lpp21,noind,0,37.0
3.096081,3.54105875,3.76644,4.025817,4.140203,4.402095,4.646735,5.163245,4.092424119166654,4.08398,SAV_inv_um,glucoseCAA,lpp21,noind,0,37.0
0.616541475,0.697662125,0.73526925,0.77342215,0.78926205,0.825636,0.8629631249999999,0.943688425,0.7806177551666654,0.7815764999999999,width_um,glucoseCAA,minKO,noind,0,37.0
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,length_um,glucoseCAA,minKO,noind,0,37.0
1.102078,1.3028950000000001,1.404085,1.5088555000000001,1.5579445,1.6749125,1.7926125,2.04982075,1.544876891250009,1.53355,volume_fL,glucoseCAA,minKO,noind,0,37.0
5.07732375,5.3640275,5.48409,5.604960999999999,5.657988,5.7734749999999995,5.8854125,6.12918325,5.624650973333336,5.631565,SAV_inv_um,glucoseCAA,minKO,noind,0,37.0
0.35860892499999997,0.5285307499999999,0.6357342500000001,0.783881,0.8601663,1.0548625,1.2400537500000002,1.6132467499999998,0.8657660130833342,0.817681,width_um,glucoseCAA,wildtype,atc,0,37.0
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,length_um,glucoseCAA,wildtype,atc,0,37.0
0.9091680750000001,1.4224400000000001,1.7896275,2.2654055,2.4967345,3.094145,3.64299,4.733791999999999,2.4998855866666667,2.379215,volume_fL,glucoseCAA,wildtype,atc,0,37.0
2.4041507500000003,3.28000875,3.9272875000000003,4.886743500000001,5.293091,6.20714,7.0393799999999995,8.606555250000001,5.156300189999997,5.0857600000000005,SAV_inv_um,glucoseCAA,wildtype,atc,0,37.0
0.349375275,0.530471625,0.65548925,0.8225766,0.9002136500000002,1.0781775,1.2754812500000001,1.652406499999999,0.8924707550000025,0.8623315,width_um,glucoseCAA,wildtype,atc,20,37.0
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,length_um,glucoseCAA,wildtype,atc,20,37.0
0.8421568,1.33589625,1.68132,2.0965365,2.3216815,2.9333400000000003,3.5394075000000003,4.783031,2.379683460083344,2.209425,volume_fL,glucoseCAA,wildtype,atc,20,37.0
2.4427885000000003,3.33169,3.9311,4.6529935,4.935543,5.7508075,6.608155,8.116276,4.911886322499996,4.8020499999999995,SAV_inv_um,glucoseCAA,wildtype,atc,20,37.0
0.350161925,0.5152110000000001,0.64073225,0.8076826,0.8936317,1.099235,1.29665625,1.6951139999999998,0.8942064442499948,0.8515045,width_um,glucoseCAA,wildtype,atc,30,37.0
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,length_um,glucoseCAA,wildtype,atc,30,37.0
0.8618681250000001,1.3222525,1.68661,2.173364,2.4223515000000004,3.03798,3.63282375,4.863483249999996,2.4395483989999973,2.294845,volume_fL,glucoseCAA,wildtype,atc,30,37.0
2.40209075,3.28425,3.878435,4.628799,5.0058735,5.9132975000000005,6.76418125,8.35477225,4.966791441833345,4.8147649999999995,SAV_inv_um,glucoseCAA,wildtype,atc,30,37.0
0.348017025,0.525022875,0.65395525,0.81512035,0.8940469,1.09934,1.2974062499999999,1.69547475,0.8993500810833311,0.8519350000000001,width_um,glucoseCAA,wildtype,atc,100,37.0
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,length_um,glucoseCAA,wildtype,atc,100,37.0
0.837887175,1.3210675,1.6669100000000001,2.1552665,2.395756,3.044205,3.66206875,4.835291,2.4307603764999963,2.273775,volume_fL,glucoseCAA,wildtype,atc,100,37.0
2.3833230000000003,3.2767524999999997,3.854455,4.591227,4.979543,5.88049,6.7171225,8.31047825,4.9357577274999995,4.786795,SAV_inv_um,glucoseCAA,wildtype,atc,100,37.0
0.425504275,0.585005625,0.678582,0.7815681,0.8296626500000001,0.9355690000000001,1.0433887499999999,1.2802127499999998,0.8158966112499969,0.8059685000000001,width_um,glucoseCAA,wildtype,noind,0,37.0
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,length_um,glucoseCAA,wildtype,noind,0,37.0
0.775011625,1.0775225000000002,1.2914575,1.56944,1.706315,2.05692,2.4450237500000003,3.4816284999999993,1.7482096404166712,1.6396899999999999,volume_fL,glucoseCAA,wildtype,noind,0,37.0
3.2971489999999997,4.3759862499999995,4.8652175,5.3050865,5.476964000000001,5.8314325,6.1781675,7.032761,5.319879610833319,5.3883,SAV_inv_um,glucoseCAA,wildtype,noind,0,37.0
0.3502385,0.521770375,0.646606,0.81072035,0.89878,1.1061225000000001,1.31392375,1.6946022499999993,0.8986283203666638,0.854007,width_um,glucoseCAA,wildtype,none,0,37.0
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,length_um,glucoseCAA,wildtype,none,0,37.0
0.85116605,1.3362825,1.689915,2.1715765,2.427069,3.0515575,3.653635,4.830258499999999,2.440484453083336,2.29641,volume_fL,glucoseCAA,wildtype,none,0,37.0
2.36417475,3.27380375,3.8705350000000003,4.638415,5.018322,5.9401875,6.786127499999999,8.23540575,4.960301184083316,4.819789999999999,SAV_inv_um,glucoseCAA,wildtype,none,0,37.0
0.38169505000000004,0.5443797499999999,0.658594,0.8014952,0.8665873000000001,1.023555,1.1811025,1.4656492499999998,0.8557788820833384,0.8338129999999999,width_um,glycerol,lpp14,noind,0,37.0
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,length_um,glycerol,lpp14,noind,0,37.0
0.813335775,1.21709375,1.4958675000000001,1.8664319999999999,2.0509570000000004,2.515995,2.9484475000000003,3.9211502499999997,2.057102024166678,1.95793,volume_fL,glycerol,lpp14,noind,0,37.0
2.9827085,3.83396125,4.368880000000001,4.964047,5.241182500000001,5.838555,6.39977625,7.430981999999999,5.123055182500001,5.101395,SAV_inv_um,glycerol,lpp14,noind,0,37.0
0.82108335,0.8973823750000001,0.93464675,0.97504095,0.99298945,1.0319150000000001,1.0671637500000002,1.1398012499999999,0.9828691088333388,0.9839025,width_um,glycerol,lpp21,noind,0,37.0
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,length_um,glycerol,lpp21,noind,0,37.0
1.342467,1.5530587500000002,1.664925,1.784441,1.835918,1.9548525,2.0659187500000002,2.27670275,1.8100570575000032,1.81067,volume_fL,glycerol,lpp21,noind,0,37.0
4.254254,4.46781,4.5810975,4.7024465,4.7583035,4.87383,4.9894725,5.2113335,4.728893213333339,4.72922,SAV_inv_um,glycerol,lpp21,noind,0,37.0
