2.5%,12.5%,25%,45%,55%,75%,87.5%,97.5%,mean,median,parameter,carbon_source,strain,inducer,inducer_conc,temperature_C
0.3648903,0.516980125,0.61197075,0.70744055,0.76397255,0.923597,1.092195,1.4335605,0.7849606935833283,0.735561,width_um,glycerol,minKO,noind,0,37.0
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,length_um,glycerol,minKO,noind,0,37.0
0.66398625,0.899270125,1.1494275,1.5469435,1.7550405,2.274085,2.80099375,3.79090025,1.79956899841666,1.64643,volume_fL,glycerol,minKO,noind,0,37.0
3.2597335000000003,4.35382125,5.08379,5.8923190000000005,6.2350165,6.758045,7.10333375,8.06152225,5.88695815499998,6.06828,SAV_inv_um,glycerol,minKO,noind,0,37.0
0.340747425,0.50671375,0.6255245,0.7859124500000001,0.8665147500000001,1.0671425,1.2624250000000001,1.6465602499999998,0.8710344421749998,0.8240365000000001,width_um,glycerol,wildtype,noind,0,37.0
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,length_um,glycerol,wildtype,noind,0,37.0
0.8160395250000001,1.27022125,1.6187075,2.090301,2.329808,2.925055,3.50813125,4.720258749999999,2.348964256249993,2.21102,volume_fL,glycerol,wildtype,noind,0,37.0
2.4844135,3.4036325,4.0409775,4.8323979999999995,5.2197770000000006,6.130425000000001,6.93641625,8.40612475,5.132935306416662,5.026994999999999,SAV_inv_um,glycerol,wildtype,noind,0,37.0
0.40679015,0.544908375,0.6294085,0.73265075,0.78178345,0.8858705,0.985802125,1.1916957499999998,0.7655360433333342,0.757425,width_um,glycerol,wildtype,none,0,37.0
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,length_um,glycerol,wildtype,none,0,37.0
0.702325725,0.996545875,1.2096975,1.4734125,1.5985844999999999,1.91126,2.21971875,2.8599587499999997,1.5938360539166703,1.5346549999999999,volume_fL,glycerol,wildtype,none,0,37.0
4.2223197500000005,5.07149375,5.46688,5.873257,6.04882,6.4385925,6.784801249999999,7.42410225,5.931988920833324,5.96054,SAV_inv_um,glycerol,wildtype,none,0,37.0
0.642194575,0.68146975,0.701938,0.7235796,0.7332358,0.7552055,0.775019125,0.8155906,0.7285133086666654,0.7280854999999999,width_um,sorbitol,lpp14,noind,0,37.0
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,length_um,sorbitol,lpp14,noind,0,37.0
0.5361260250000001,0.6284948749999999,0.68059625,0.7433595,0.77232365,0.8388592500000001,0.905177375,1.0373919999999999,0.7644788475000013,0.7584215,volume_fL,sorbitol,lpp14,noind,0,37.0
6.1386265,6.2701575,6.3334875,6.4024355,6.4329825,6.5025825,6.5606325,6.68084075,6.416272653333359,6.416975,SAV_inv_um,sorbitol,lpp14,noind,0,37.0
0.544126175,0.667060625,0.7352445000000001,0.8081578,0.84201905,0.9178332499999999,0.9871075,1.12308175,0.8276020145833332,0.824314,width_um,sorbitol,lpp21,noind,0,37.0
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,length_um,sorbitol,lpp21,noind,0,37.0
0.691893025,0.931411125,1.07816,1.2660795,1.362068,1.5824375,1.794635,2.2559422499999995,1.3541813124166733,1.313895,volume_fL,sorbitol,lpp21,noind,0,37.0
4.56505025,5.0615025000000005,5.2941775,5.5349854999999994,5.6373885,5.8628875,6.07616625,6.502744,5.572077598333323,5.588815,SAV_inv_um,sorbitol,lpp21,noind,0,37.0
0.3424141,0.514072625,0.634862,0.80472485,0.8866288500000001,1.0953175000000002,1.2931237500000001,1.6922139999999992,0.8900325434999975,0.8453725000000001,width_um,sorbitol,minKO,noind,0,37.0
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,length_um,sorbitol,minKO,noind,0,37.0
0.826969725,1.3044974999999999,1.6332775000000002,2.115993,2.3663520000000005,2.9767124999999997,3.5871525,4.747319249999999,2.3824408919166706,2.23304,volume_fL,sorbitol,minKO,noind,0,37.0
2.45383525,3.35547375,3.9755275,4.778546,5.1849905,6.110895,6.96065125,8.51145575,5.109043017500004,4.978665,SAV_inv_um,sorbitol,minKO,noind,0,37.0
0.376143275,0.50808,0.5862364999999999,0.6849792,0.72982365,0.82880325,0.93260525,1.11410875,0.7171284472499979,0.7081835000000001,width_um,sorbitol,wildtype,noind,0,37.0
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,length_um,sorbitol,wildtype,noind,0,37.0
0.594408625,0.853938875,1.04128,1.275592,1.3875925,1.6767025,1.970285,2.5197999999999987,1.3895822108500049,1.3339699999999999,volume_fL,sorbitol,wildtype,noind,0,37.0
5.1277665,5.8810675,6.270849999999999,6.6738435,6.841969000000001,7.2075525,7.527793750000001,8.0940345,6.720505479999996,6.757575,SAV_inv_um,sorbitol,wildtype,noind,0,37.0
0.45837545,0.563616,0.61820475,0.6774036,0.7041764500000001,0.7684975000000001,0.836711125,0.9799681249999999,0.6982573182500034,0.690315,width_um,sorbitol,wildtype,none,0,37.0
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,length_um,sorbitol,wildtype,none,0,37.0
0.49850859999999997,0.676545875,0.79392575,0.9513963,1.0339235000000002,1.2460425,1.45979875,1.9276147499999998,1.0514075419166606,0.993897,volume_fL,sorbitol,wildtype,none,0,37.0
5.54847,6.1401875,6.38305,6.5967685,6.68242,6.86458,7.035023750000001,7.410282999999999,6.5970110583333055,6.6388549999999995,SAV_inv_um,sorbitol,wildtype,none,0,37.0
