lower,upper,quantity,interval,strain,carbon_source,overexpression,inducer_conc,inducer,temperature
2.8395575,3.02617125,alpha_mu,75%,malE-rbsB-fliC-KO,acetate,none,0.0,none,37.0
2.90479625,2.95522625,alpha_mu,25%,malE-rbsB-fliC-KO,acetate,none,0.0,none,37.0
2.9300100000000002,2.9300100000000002,alpha_mu,median,malE-rbsB-fliC-KO,acetate,none,0.0,none,37.0
2.6746250000000003,3.0457695,alpha_mu,95%,malE-rbsB-fliC-KO,acetate,rbsB,10.0,ctc,37.0
2.7357312499999997,2.98507875,alpha_mu,75%,malE-rbsB-fliC-KO,acetate,rbsB,10.0,ctc,37.0
2.8272950000000003,2.89529625,alpha_mu,25%,malE-rbsB-fliC-KO,acetate,rbsB,10.0,ctc,37.0
2.860945,2.860945,alpha_mu,median,malE-rbsB-fliC-KO,acetate,rbsB,10.0,ctc,37.0
2.682405,3.0111605,alpha_mu,95%,malE-rbsB-fliC-KO,acetate,rbsB,50.0,ctc,37.0
2.73354875,2.95529375,alpha_mu,75%,malE-rbsB-fliC-KO,acetate,rbsB,50.0,ctc,37.0
2.813015,2.87094375,alpha_mu,25%,malE-rbsB-fliC-KO,acetate,rbsB,50.0,ctc,37.0
2.84229,2.84229,alpha_mu,median,malE-rbsB-fliC-KO,acetate,rbsB,50.0,ctc,37.0
2.797099,3.1436040000000003,alpha_mu,95%,malE-rbsB-fliC-KO,acetate,rbsB,100.0,ctc,37.0
2.8488125,3.08725125,alpha_mu,75%,malE-rbsB-fliC-KO,acetate,rbsB,100.0,ctc,37.0
2.93649125,3.00104875,alpha_mu,25%,malE-rbsB-fliC-KO,acetate,rbsB,100.0,ctc,37.0
2.96727,2.96727,alpha_mu,median,malE-rbsB-fliC-KO,acetate,rbsB,100.0,ctc,37.0
3.022626,3.338523,alpha_mu,95%,malE-rbsB-fliC-KO,glucose,none,0.0,none,37.0
3.0730225,3.2901675,alpha_mu,75%,malE-rbsB-fliC-KO,glucose,none,0.0,none,37.0
3.1515287499999998,3.211305,alpha_mu,25%,malE-rbsB-fliC-KO,glucose,none,0.0,none,37.0
3.18274,3.18274,alpha_mu,median,malE-rbsB-fliC-KO,glucose,none,0.0,none,37.0
2.761093,3.0336909999999997,alpha_mu,95%,malE-rbsB-fliC-KO,acetate,malE,50.0,ctc,37.0
2.80345625,2.9855025,alpha_mu,75%,malE-rbsB-fliC-KO,acetate,malE,50.0,ctc,37.0
2.86801625,2.91784375,alpha_mu,25%,malE-rbsB-fliC-KO,acetate,malE,50.0,ctc,37.0
2.892945,2.892945,alpha_mu,median,malE-rbsB-fliC-KO,acetate,malE,50.0,ctc,37.0
3.056498,3.396226,alpha_mu,95%,wildtype,glucoseCAA,none,0.0,none,37.0
3.11139,3.3413525,alpha_mu,75%,wildtype,glucoseCAA,none,0.0,none,37.0
3.19273,3.2573600000000003,alpha_mu,25%,wildtype,glucoseCAA,none,0.0,none,37.0
3.225235,3.225235,alpha_mu,median,wildtype,glucoseCAA,none,0.0,none,37.0
3.1100015,3.528329,alpha_mu,95%,wildtype,glycerol,none,0.0,none,37.0
3.1726812499999997,3.459625,alpha_mu,75%,wildtype,glycerol,none,0.0,none,37.0
3.2758262499999997,3.3561437499999998,alpha_mu,25%,wildtype,glycerol,none,0.0,none,37.0
3.314805,3.314805,alpha_mu,median,wildtype,glycerol,none,0.0,none,37.0
3.0142775,3.382806,alpha_mu,95%,wildtype,sorbitol,none,0.0,none,37.0
3.06776625,3.3230062499999997,alpha_mu,75%,wildtype,sorbitol,none,0.0,none,37.0
3.163145,3.2337175,alpha_mu,25%,wildtype,sorbitol,none,0.0,none,37.0
3.1982,3.1982,alpha_mu,median,wildtype,sorbitol,none,0.0,none,37.0
3.5593399999999997,3.9403539999999997,alpha_mu,95%,wildtype,LB,none,0.0,none,37.0
3.62125,3.881895,alpha_mu,75%,wildtype,LB,none,0.0,none,37.0
3.71282,3.78748,alpha_mu,25%,wildtype,LB,none,0.0,none,37.0
3.74898,3.74898,alpha_mu,median,wildtype,LB,none,0.0,none,37.0
2.929566,3.1711895,alpha_mu,95%,wildtype,acetate,none,0.0,none,37.0
2.96704,3.13288125,alpha_mu,75%,wildtype,acetate,none,0.0,none,37.0
3.0269225,3.0715175,alpha_mu,25%,wildtype,acetate,none,0.0,none,37.0
3.048565,3.048565,alpha_mu,median,wildtype,acetate,none,0.0,none,37.0
3.2269725,3.4003219999999996,alpha_mu,95%,wildtype,glucose,none,0.0,none,37.0
3.252025,3.37190625,alpha_mu,75%,wildtype,glucose,none,0.0,none,37.0
3.29475375,3.3272975000000002,alpha_mu,25%,wildtype,glucose,none,0.0,none,37.0
3.3108000000000004,3.3108000000000004,alpha_mu,median,wildtype,glucose,none,0.0,none,37.0
2.080902,2.6195325,alpha_rep,95%,lpp14,glucose,none,0.0,none,37.0
2.1677475,2.53565875,alpha_rep,75%,lpp14,glucose,none,0.0,none,37.0
2.3011262500000003,2.40334125,alpha_rep,25%,lpp14,glucose,none,0.0,none,37.0
2.3544650000000003,2.3544650000000003,alpha_rep,median,lpp14,glucose,none,0.0,none,37.0
3.034244,4.111795,alpha_rep,95%,wildtype,glucose,lacZ,5.0,ctc,37.0
3.20265375,3.9416462500000002,alpha_rep,75%,wildtype,glucose,lacZ,5.0,ctc,37.0
3.47280625,3.6675225,alpha_rep,25%,wildtype,glucose,lacZ,5.0,ctc,37.0
3.575235,3.575235,alpha_rep,median,wildtype,glucose,lacZ,5.0,ctc,37.0
3.060928,3.6944644999999996,alpha_rep,95%,wildtype,glucose,lacZ,20.0,ctc,37.0
3.1608825,3.58506125,alpha_rep,75%,wildtype,glucose,lacZ,20.0,ctc,37.0
3.31155625,3.43148375,alpha_rep,25%,wildtype,glucose,lacZ,20.0,ctc,37.0
3.37058,3.37058,alpha_rep,median,wildtype,glucose,lacZ,20.0,ctc,37.0
3.0164774999999997,3.8770104999999995,alpha_rep,95%,wildtype,glucose,lacZ,10.0,ctc,37.0
3.15907125,3.73674,alpha_rep,75%,wildtype,glucose,lacZ,10.0,ctc,37.0
3.3585675,3.5202525000000002,alpha_rep,25%,wildtype,glucose,lacZ,10.0,ctc,37.0
3.4392050000000003,3.4392050000000003,alpha_rep,median,wildtype,glucose,lacZ,10.0,ctc,37.0
2.6683835,2.9901229999999996,alpha_rep,95%,lpp14,acetate,none,0.0,none,37.0
2.72854375,2.93212125,alpha_rep,75%,lpp14,acetate,none,0.0,none,37.0
2.80214875,2.85283875,alpha_rep,25%,lpp14,acetate,none,0.0,none,37.0
2.82767,2.82767,alpha_rep,median,lpp14,acetate,none,0.0,none,37.0
2.3091345000000003,3.0957134999999996,alpha_rep,95%,lpp14,glycerol,none,0.0,none,37.0
2.4395375,2.9668187500000003,alpha_rep,75%,lpp14,glycerol,none,0.0,none,37.0
2.635905,2.774575,alpha_rep,25%,lpp14,glycerol,none,0.0,none,37.0
2.7041399999999998,2.7041399999999998,alpha_rep,median,lpp14,glycerol,none,0.0,none,37.0
2.328087,2.877091,alpha_rep,95%,lpp14,sorbitol,none,0.0,none,37.0
2.42043125,2.78785,alpha_rep,75%,lpp14,sorbitol,none,0.0,none,37.0
2.55400625,2.65423375,alpha_rep,25%,lpp14,sorbitol,none,0.0,none,37.0
2.60473,2.60473,alpha_rep,median,lpp14,sorbitol,none,0.0,none,37.0
2.5471939999999997,3.3573925,alpha_rep,95%,malE-rbsB-fliC-KO,acetate,malE,10.0,ctc,37.0
2.67068,3.2318975,alpha_rep,75%,malE-rbsB-fliC-KO,acetate,malE,10.0,ctc,37.0
2.87369625,3.02262,alpha_rep,25%,malE-rbsB-fliC-KO,acetate,malE,10.0,ctc,37.0
2.94913,2.94913,alpha_rep,median,malE-rbsB-fliC-KO,acetate,malE,10.0,ctc,37.0
2.693381,3.4562469999999994,alpha_rep,95%,malE-rbsB-fliC-KO,acetate,malE,100.0,ctc,37.0
2.81241625,3.32056375,alpha_rep,75%,malE-rbsB-fliC-KO,acetate,malE,100.0,ctc,37.0
2.9978225,3.13966375,alpha_rep,25%,malE-rbsB-fliC-KO,acetate,malE,100.0,ctc,37.0
3.071605,3.071605,alpha_rep,median,malE-rbsB-fliC-KO,acetate,malE,100.0,ctc,37.0
2.628386,3.2472244999999997,alpha_rep,95%,malE-rbsB-fliC-KO,acetate,none,0.0,none,37.0
2.72208875,3.13935875,alpha_rep,75%,malE-rbsB-fliC-KO,acetate,none,0.0,none,37.0
2.8731075,2.9852675,alpha_rep,25%,malE-rbsB-fliC-KO,acetate,none,0.0,none,37.0
2.92565,2.92565,alpha_rep,median,malE-rbsB-fliC-KO,acetate,none,0.0,none,37.0
2.4408785,3.2557635,alpha_rep,95%,malE-rbsB-fliC-KO,acetate,rbsB,10.0,ctc,37.0
2.5624275,3.1458500000000003,alpha_rep,75%,malE-rbsB-fliC-KO,acetate,rbsB,10.0,ctc,37.0
2.7716512499999997,2.9319925000000002,alpha_rep,25%,malE-rbsB-fliC-KO,acetate,rbsB,10.0,ctc,37.0
2.8495350000000004,2.8495350000000004,alpha_rep,median,malE-rbsB-fliC-KO,acetate,rbsB,10.0,ctc,37.0
2.4321095,3.246782,alpha_rep,95%,malE-rbsB-fliC-KO,acetate,rbsB,50.0,ctc,37.0
2.5673362500000003,3.11854375,alpha_rep,75%,malE-rbsB-fliC-KO,acetate,rbsB,50.0,ctc,37.0
2.76269,2.9160174999999997,alpha_rep,25%,malE-rbsB-fliC-KO,acetate,rbsB,50.0,ctc,37.0
2.839485,2.839485,alpha_rep,median,malE-rbsB-fliC-KO,acetate,rbsB,50.0,ctc,37.0
2.5399024999999997,3.3976509999999998,alpha_rep,95%,malE-rbsB-fliC-KO,acetate,rbsB,100.0,ctc,37.0
2.68216,3.2510250000000003,alpha_rep,75%,malE-rbsB-fliC-KO,acetate,rbsB,100.0,ctc,37.0
2.88503875,3.0391375,alpha_rep,25%,malE-rbsB-fliC-KO,acetate,rbsB,100.0,ctc,37.0
2.9643300000000004,2.9643300000000004,alpha_rep,median,malE-rbsB-fliC-KO,acetate,rbsB,100.0,ctc,37.0
2.777746,3.5868335,alpha_rep,95%,malE-rbsB-fliC-KO,glucose,none,0.0,none,37.0
2.9045,3.4487875,alpha_rep,75%,malE-rbsB-fliC-KO,glucose,none,0.0,none,37.0
3.09841,3.24353875,alpha_rep,25%,malE-rbsB-fliC-KO,glucose,none,0.0,none,37.0
3.17148,3.17148,alpha_rep,median,malE-rbsB-fliC-KO,glucose,none,0.0,none,37.0
2.5370880000000002,3.2558634999999994,alpha_rep,95%,malE-rbsB-fliC-KO,acetate,malE,50.0,ctc,37.0
2.6481274999999997,3.14066125,alpha_rep,75%,malE-rbsB-fliC-KO,acetate,malE,50.0,ctc,37.0
2.8320625,2.9612,alpha_rep,25%,malE-rbsB-fliC-KO,acetate,malE,50.0,ctc,37.0
2.899165,2.899165,alpha_rep,median,malE-rbsB-fliC-KO,acetate,malE,50.0,ctc,37.0
2.8509915,3.608488,alpha_rep,95%,wildtype,glucoseCAA,none,0.0,none,37.0
2.96713625,3.47944,alpha_rep,75%,wildtype,glucoseCAA,none,0.0,none,37.0
3.1488625,3.2911875,alpha_rep,25%,wildtype,glucoseCAA,none,0.0,none,37.0
3.2175599999999998,3.2175599999999998,alpha_rep,median,wildtype,glucoseCAA,none,0.0,none,37.0
2.800355,3.8208745,alpha_rep,95%,wildtype,glycerol,none,0.0,none,37.0
2.95562125,3.6662662499999996,alpha_rep,75%,wildtype,glycerol,none,0.0,none,37.0
3.21336875,3.405695,alpha_rep,25%,wildtype,glycerol,none,0.0,none,37.0
3.308805,3.308805,alpha_rep,median,wildtype,glycerol,none,0.0,none,37.0
2.6709560000000003,3.725027,alpha_rep,95%,wildtype,sorbitol,none,0.0,none,37.0
2.82668625,3.5533525,alpha_rep,75%,wildtype,sorbitol,none,0.0,none,37.0
3.0937625,3.2941037499999997,alpha_rep,25%,wildtype,sorbitol,none,0.0,none,37.0
3.19294,3.19294,alpha_rep,median,wildtype,sorbitol,none,0.0,none,37.0
3.119521,4.383685999999999,alpha_rep,95%,wildtype,LB,none,0.0,none,37.0
3.30494875,4.185862500000001,alpha_rep,75%,wildtype,LB,none,0.0,none,37.0
3.6225637500000003,3.8700799999999997,alpha_rep,25%,wildtype,LB,none,0.0,none,37.0
3.7446200000000003,3.7446200000000003,alpha_rep,median,wildtype,LB,none,0.0,none,37.0
2.5925695,3.5049545,alpha_rep,95%,wildtype,acetate,none,0.0,none,37.0
2.73611,3.359795,alpha_rep,75%,wildtype,acetate,none,0.0,none,37.0
2.96100125,3.132065,alpha_rep,25%,wildtype,acetate,none,0.0,none,37.0
3.05039,3.05039,alpha_rep,median,wildtype,acetate,none,0.0,none,37.0
2.9428924999999997,3.686691,alpha_rep,95%,wildtype,glucose,none,0.0,none,37.0
3.05455,3.57392125,alpha_rep,75%,wildtype,glucose,none,0.0,none,37.0
3.23988125,3.38688,alpha_rep,25%,wildtype,glucose,none,0.0,none,37.0
3.3130800000000002,3.3130800000000002,alpha_rep,median,wildtype,glucose,none,0.0,none,37.0
0.49336930000000007,1.1448554999999994,growth_rate_rep,95%,lpp14,glucose,none,0.0,none,37.0
0.611295,0.914117,growth_rate_rep,75%,lpp14,glucose,none,0.0,none,37.0
0.71677725,0.777524375,growth_rate_rep,25%,lpp14,glucose,none,0.0,none,37.0
0.746351,0.746351,growth_rate_rep,median,lpp14,glucose,none,0.0,none,37.0
0.5016371000000001,1.1312999999999984,growth_rate_rep,95%,wildtype,glucose,lacZ,5.0,ctc,37.0
0.612313625,0.915197,growth_rate_rep,75%,wildtype,glucose,lacZ,5.0,ctc,37.0
0.716000875,0.776503125,growth_rate_rep,25%,wildtype,glucose,lacZ,5.0,ctc,37.0
0.743589,0.743589,growth_rate_rep,median,wildtype,glucose,lacZ,5.0,ctc,37.0
0.4984505,1.1601774999999999,growth_rate_rep,95%,wildtype,glucose,lacZ,20.0,ctc,37.0
0.603137625,0.918013875,growth_rate_rep,75%,wildtype,glucose,lacZ,20.0,ctc,37.0
0.716765125,0.77590725,growth_rate_rep,25%,wildtype,glucose,lacZ,20.0,ctc,37.0
0.7475784999999999,0.7475784999999999,growth_rate_rep,median,wildtype,glucose,lacZ,20.0,ctc,37.0
0.34169125,1.5294079999999983,growth_rate_rep,95%,wildtype,glucose,lacZ,10.0,ctc,37.0
0.4653715,1.06131125,growth_rate_rep,75%,wildtype,glucose,lacZ,10.0,ctc,37.0
0.6390049999999999,0.760920875,growth_rate_rep,25%,wildtype,glucose,lacZ,10.0,ctc,37.0
0.6984904999999999,0.6984904999999999,growth_rate_rep,median,wildtype,glucose,lacZ,10.0,ctc,37.0
0.33976085,1.5258359999999993,growth_rate_rep,95%,lpp14,acetate,none,0.0,none,37.0
0.470182,1.03859375,growth_rate_rep,75%,lpp14,acetate,none,0.0,none,37.0
0.6375231250000001,0.75467375,growth_rate_rep,25%,lpp14,acetate,none,0.0,none,37.0
0.6943429999999999,0.6943429999999999,growth_rate_rep,median,lpp14,acetate,none,0.0,none,37.0
0.32728940000000006,1.4720379999999975,growth_rate_rep,95%,lpp14,glycerol,none,0.0,none,37.0
0.46729275,1.05227875,growth_rate_rep,75%,lpp14,glycerol,none,0.0,none,37.0
0.6345685,0.7570015,growth_rate_rep,25%,lpp14,glycerol,none,0.0,none,37.0
0.6920995,0.6920995,growth_rate_rep,median,lpp14,glycerol,none,0.0,none,37.0
0.2486932,1.6832454999999993,growth_rate_rep,95%,lpp14,sorbitol,none,0.0,none,37.0
0.352833375,1.0727375000000001,growth_rate_rep,75%,lpp14,sorbitol,none,0.0,none,37.0
0.529927875,0.690704,growth_rate_rep,25%,lpp14,sorbitol,none,0.0,none,37.0
0.6067035000000001,0.6067035000000001,growth_rate_rep,median,lpp14,sorbitol,none,0.0,none,37.0
0.2464149,1.660745999999998,growth_rate_rep,95%,malE-rbsB-fliC-KO,acetate,malE,10.0,ctc,37.0
0.35142725,1.06016375,growth_rate_rep,75%,malE-rbsB-fliC-KO,acetate,malE,10.0,ctc,37.0
0.53346325,0.687126125,growth_rate_rep,25%,malE-rbsB-fliC-KO,acetate,malE,10.0,ctc,37.0
0.605574,0.605574,growth_rate_rep,median,malE-rbsB-fliC-KO,acetate,malE,10.0,ctc,37.0
0.24117415,1.8754229999999992,growth_rate_rep,95%,malE-rbsB-fliC-KO,acetate,malE,100.0,ctc,37.0
0.350053,1.1230275,growth_rate_rep,75%,malE-rbsB-fliC-KO,acetate,malE,100.0,ctc,37.0
0.53487575,0.698383625,growth_rate_rep,25%,malE-rbsB-fliC-KO,acetate,malE,100.0,ctc,37.0
0.608766,0.608766,growth_rate_rep,median,malE-rbsB-fliC-KO,acetate,malE,100.0,ctc,37.0
0.28844565,1.8743084999999984,growth_rate_rep,95%,malE-rbsB-fliC-KO,acetate,none,0.0,none,37.0
0.403329,1.15788625,growth_rate_rep,75%,malE-rbsB-fliC-KO,acetate,none,0.0,none,37.0
0.598857,0.756731625,growth_rate_rep,25%,malE-rbsB-fliC-KO,acetate,none,0.0,none,37.0
0.672499,0.672499,growth_rate_rep,median,malE-rbsB-fliC-KO,acetate,none,0.0,none,37.0
0.26166125,1.8035199999999998,growth_rate_rep,95%,malE-rbsB-fliC-KO,acetate,rbsB,10.0,ctc,37.0
0.401624875,1.19501125,growth_rate_rep,75%,malE-rbsB-fliC-KO,acetate,rbsB,10.0,ctc,37.0
0.5936487500000001,0.77415375,growth_rate_rep,25%,malE-rbsB-fliC-KO,acetate,rbsB,10.0,ctc,37.0
0.673326,0.673326,growth_rate_rep,median,malE-rbsB-fliC-KO,acetate,rbsB,10.0,ctc,37.0
0.26786685,1.7482414999999951,growth_rate_rep,95%,malE-rbsB-fliC-KO,acetate,rbsB,50.0,ctc,37.0
0.400713625,1.1739625,growth_rate_rep,75%,malE-rbsB-fliC-KO,acetate,rbsB,50.0,ctc,37.0
0.601726375,0.76533175,growth_rate_rep,25%,malE-rbsB-fliC-KO,acetate,rbsB,50.0,ctc,37.0
0.676453,0.676453,growth_rate_rep,median,malE-rbsB-fliC-KO,acetate,rbsB,50.0,ctc,37.0
0.3807103,0.41959124999999997,growth_rate_rep,95%,malE-rbsB-fliC-KO,acetate,rbsB,100.0,ctc,37.0
0.393763,0.40665049999999997,growth_rate_rep,75%,malE-rbsB-fliC-KO,acetate,rbsB,100.0,ctc,37.0
0.398977875,0.401071375,growth_rate_rep,25%,malE-rbsB-fliC-KO,acetate,rbsB,100.0,ctc,37.0
0.4000495,0.4000495,growth_rate_rep,median,malE-rbsB-fliC-KO,acetate,rbsB,100.0,ctc,37.0
0.3817894,0.41947285,growth_rate_rep,95%,malE-rbsB-fliC-KO,glucose,none,0.0,none,37.0
0.39345300000000005,0.40634375,growth_rate_rep,75%,malE-rbsB-fliC-KO,glucose,none,0.0,none,37.0
0.398928,0.40098,growth_rate_rep,25%,malE-rbsB-fliC-KO,glucose,none,0.0,none,37.0
0.3999785,0.3999785,growth_rate_rep,median,malE-rbsB-fliC-KO,glucose,none,0.0,none,37.0
0.38088534999999996,0.4192998,growth_rate_rep,95%,malE-rbsB-fliC-KO,acetate,malE,50.0,ctc,37.0
0.39351925,0.406923875,growth_rate_rep,75%,malE-rbsB-fliC-KO,acetate,malE,50.0,ctc,37.0
0.399028625,0.40097737499999997,growth_rate_rep,25%,malE-rbsB-fliC-KO,acetate,malE,50.0,ctc,37.0
0.3999665,0.3999665,growth_rate_rep,median,malE-rbsB-fliC-KO,acetate,malE,50.0,ctc,37.0
0.6114054,0.72470485,growth_rate_rep,95%,wildtype,glucoseCAA,none,0.0,none,37.0
0.632622625,0.69375975,growth_rate_rep,75%,wildtype,glucoseCAA,none,0.0,none,37.0
0.654494625,0.669151375,growth_rate_rep,25%,wildtype,glucoseCAA,none,0.0,none,37.0
0.6615,0.6615,growth_rate_rep,median,wildtype,glucoseCAA,none,0.0,none,37.0
0.6101989,0.7181259999999998,growth_rate_rep,95%,wildtype,glycerol,none,0.0,none,37.0
0.633096875,0.691921625,growth_rate_rep,75%,wildtype,glycerol,none,0.0,none,37.0
0.65424025,0.668050125,growth_rate_rep,25%,wildtype,glycerol,none,0.0,none,37.0
0.6614705,0.6614705,growth_rate_rep,median,wildtype,glycerol,none,0.0,none,37.0
0.6055171500000001,0.71838205,growth_rate_rep,95%,wildtype,sorbitol,none,0.0,none,37.0
0.632151125,0.69280725,growth_rate_rep,75%,wildtype,sorbitol,none,0.0,none,37.0
0.654948875,0.668081875,growth_rate_rep,25%,wildtype,sorbitol,none,0.0,none,37.0
0.661483,0.661483,growth_rate_rep,median,wildtype,sorbitol,none,0.0,none,37.0
0.60986645,0.7162904499999999,growth_rate_rep,95%,wildtype,LB,none,0.0,none,37.0
0.632943375,0.692608,growth_rate_rep,75%,wildtype,LB,none,0.0,none,37.0
0.6544985,0.668442375,growth_rate_rep,25%,wildtype,LB,none,0.0,none,37.0
0.661319,0.661319,growth_rate_rep,median,wildtype,LB,none,0.0,none,37.0
0.1995713,0.6930691,growth_rate_rep,95%,wildtype,acetate,none,0.0,none,37.0
0.253497625,0.53480525,growth_rate_rep,75%,wildtype,acetate,none,0.0,none,37.0
0.325127375,0.391883,growth_rate_rep,25%,wildtype,acetate,none,0.0,none,37.0
0.3557285,0.3557285,growth_rate_rep,median,wildtype,acetate,none,0.0,none,37.0
0.20822065,0.70468815,growth_rate_rep,95%,wildtype,glucose,none,0.0,none,37.0
0.255642125,0.5313622499999999,growth_rate_rep,75%,wildtype,glucose,none,0.0,none,37.0
0.32814975,0.396069,growth_rate_rep,25%,wildtype,glucose,none,0.0,none,37.0
0.3593195,0.3593195,growth_rate_rep,median,wildtype,glucose,none,0.0,none,37.0
0.20179725000000004,0.7160559,growth_rate_rep,95%,,,,,,
0.24665774999999998,0.52502575,growth_rate_rep,75%,,,,,,
0.325888125,0.392576,growth_rate_rep,25%,,,,,,
0.3575715,0.3575715,growth_rate_rep,median,,,,,,
0.1968448,0.6823191999999999,growth_rate_rep,95%,,,,,,
0.247084875,0.522096125,growth_rate_rep,75%,,,,,,
0.32596375,0.394426,growth_rate_rep,25%,,,,,,
0.3571455,0.3571455,growth_rate_rep,median,,,,,,
0.1987498,0.6806413999999997,growth_rate_rep,95%,,,,,,
0.253076375,0.53126325,growth_rate_rep,75%,,,,,,
0.326732625,0.3955135,growth_rate_rep,25%,,,,,,
0.3593005,0.3593005,growth_rate_rep,median,,,,,,
0.24511095,0.7118421999999999,growth_rate_rep,95%,,,,,,
0.2948575,0.579708,growth_rate_rep,75%,,,,,,
0.38181512500000003,0.45104625,growth_rate_rep,25%,,,,,,
0.41649800000000003,0.41649800000000003,growth_rate_rep,median,,,,,,
0.23837915,0.7283579999999998,growth_rate_rep,95%,,,,,,
0.295949125,0.59276025,growth_rate_rep,75%,,,,,,
0.382278375,0.453719125,growth_rate_rep,25%,,,,,,
0.4161215,0.4161215,growth_rate_rep,median,,,,,,
0.24625655000000002,0.7256778500000001,growth_rate_rep,95%,,,,,,
0.30161187500000003,0.588137,growth_rate_rep,75%,,,,,,
0.38316925,0.452374,growth_rate_rep,25%,,,,,,
0.4150005,0.4150005,growth_rate_rep,median,,,,,,
0.2495106,0.6996226999999999,growth_rate_rep,95%,,,,,,
0.30086925000000003,0.57965325,growth_rate_rep,75%,,,,,,
0.383264875,0.449975875,growth_rate_rep,25%,,,,,,
0.41581650000000003,0.41581650000000003,growth_rate_rep,median,,,,,,
0.2390389,0.7234859499999997,growth_rate_rep,95%,,,,,,
0.298052,0.58411,growth_rate_rep,75%,,,,,,
0.383042,0.45132725,growth_rate_rep,25%,,,,,,
0.415933,0.415933,growth_rate_rep,median,,,,,,
0.12845025,1.1508769999999988,growth_rate_rep,95%,,,,,,
0.19143249999999998,0.7303807499999999,growth_rate_rep,75%,,,,,,
0.30765775,0.421198375,growth_rate_rep,25%,,,,,,
0.3606275,0.3606275,growth_rate_rep,median,,,,,,
0.13053465,1.1520239999999995,growth_rate_rep,95%,,,,,,
0.1947535,0.7269243750000001,growth_rate_rep,75%,,,,,,
0.30712062500000004,0.4243375,growth_rate_rep,25%,,,,,,
0.35596700000000003,0.35596700000000003,growth_rate_rep,median,,,,,,
0.14437724999999998,1.1455649999999986,growth_rate_rep,95%,,,,,,
0.19820437500000002,0.73489675,growth_rate_rep,75%,,,,,,
0.30887125,0.427703875,growth_rate_rep,25%,,,,,,
0.36466149999999997,0.36466149999999997,growth_rate_rep,median,,,,,,
0.1357345,1.1122549999999993,growth_rate_rep,95%,,,,,,
0.198110375,0.701199875,growth_rate_rep,75%,,,,,,
0.308642125,0.424034625,growth_rate_rep,25%,,,,,,
0.3642925,0.3642925,growth_rate_rep,median,,,,,,
0.43315575,0.5401121499999999,growth_rate_rep,95%,,,,,,
0.451333875,0.51910825,growth_rate_rep,75%,,,,,,
0.47487125,0.49263475,growth_rate_rep,25%,,,,,,
0.48411150000000003,0.48411150000000003,growth_rate_rep,median,,,,,,
0.43558865,0.5396295499999999,growth_rate_rep,95%,,,,,,
0.452387125,0.520255125,growth_rate_rep,75%,,,,,,
0.476322375,0.49372925,growth_rate_rep,25%,,,,,,
0.48497250000000003,0.48497250000000003,growth_rate_rep,median,,,,,,
0.43470355,0.54131,growth_rate_rep,95%,,,,,,
0.451358875,0.5207320000000001,growth_rate_rep,75%,,,,,,
0.476021625,0.4939705,growth_rate_rep,25%,,,,,,
0.4849035,0.4849035,growth_rate_rep,median,,,,,,
0.43083525,0.54092245,growth_rate_rep,95%,,,,,,
0.450887875,0.520134125,growth_rate_rep,75%,,,,,,
0.47605949999999997,0.4929435,growth_rate_rep,25%,,,,,,
0.484169,0.484169,growth_rate_rep,median,,,,,,
0.43602405,0.5386589,growth_rate_rep,95%,,,,,,
0.45150524999999997,0.51932975,growth_rate_rep,75%,,,,,,
0.47474475,0.49290924999999997,growth_rate_rep,25%,,,,,,
0.484028,0.484028,growth_rate_rep,median,,,,,,
0.43419415,0.5400066499999999,growth_rate_rep,95%,,,,,,
0.450943625,0.51959,growth_rate_rep,75%,,,,,,
0.475765,0.492958,growth_rate_rep,25%,,,,,,
0.4847575,0.4847575,growth_rate_rep,median,,,,,,
0.43371695000000005,0.5426564,growth_rate_rep,95%,,,,,,
0.45050475,0.5197649999999999,growth_rate_rep,75%,,,,,,
0.475338875,0.49255737499999996,growth_rate_rep,25%,,,,,,
0.48391300000000004,0.48391300000000004,growth_rate_rep,median,,,,,,
0.23639575000000002,0.8375243499999999,growth_rate_rep,95%,,,,,,
0.309000375,0.628648125,growth_rate_rep,75%,,,,,,
0.40038975,0.47245775,growth_rate_rep,25%,,,,,,
0.434181,0.434181,growth_rate_rep,median,,,,,,
0.23236205,0.8086479499999999,growth_rate_rep,95%,,,,,,
0.301541625,0.6164615,growth_rate_rep,75%,,,,,,
0.39662037499999997,0.469935625,growth_rate_rep,25%,,,,,,
0.43004,0.43004,growth_rate_rep,median,,,,,,
0.24378565,0.8270386999999999,growth_rate_rep,95%,,,,,,
0.307531375,0.626309,growth_rate_rep,75%,,,,,,
0.39975175,0.474101,growth_rate_rep,25%,,,,,,
0.434802,0.434802,growth_rate_rep,median,,,,,,
0.243644,0.8550629999999997,growth_rate_rep,95%,,,,,,
0.3120545,0.631439625,growth_rate_rep,75%,,,,,,
0.40301875,0.47275075,growth_rate_rep,25%,,,,,,
0.43634949999999995,0.43634949999999995,growth_rate_rep,median,,,,,,
0.25094510000000003,0.6632560499999998,growth_rate_rep,95%,,,,,,
0.30360437500000004,0.54422275,growth_rate_rep,75%,,,,,,
0.376579,0.437014625,growth_rate_rep,25%,,,,,,
0.4051215,0.4051215,growth_rate_rep,median,,,,,,
0.26255495,0.6500163499999998,growth_rate_rep,95%,,,,,,
0.306848,0.53701,growth_rate_rep,75%,,,,,,
