lower,upper,quantity,interval,strain,carbon_source,overexpression,inducer_conc,inducer,temperature
2.99138,2.99138,length_mu,median,wildtype,glucose,lacZ,5.0,ctc,37.0
2.4447085,3.1361125,length_mu,95%,wildtype,glucose,lacZ,20.0,ctc,37.0
2.60660875,3.0289825,length_mu,75%,wildtype,glucose,lacZ,20.0,ctc,37.0
2.7819875,2.87733375,length_mu,25%,wildtype,glucose,lacZ,20.0,ctc,37.0
2.8317449999999997,2.8317449999999997,length_mu,median,wildtype,glucose,lacZ,20.0,ctc,37.0
2.6176395,3.0812965,length_mu,95%,wildtype,glucose,lacZ,10.0,ctc,37.0
2.73785,3.00536,length_mu,75%,wildtype,glucose,lacZ,10.0,ctc,37.0
2.84764875,2.910785,length_mu,25%,wildtype,glucose,lacZ,10.0,ctc,37.0
2.880985,2.880985,length_mu,median,wildtype,glucose,lacZ,10.0,ctc,37.0
2.2265099999999998,2.469934,length_mu,95%,lpp14,acetate,none,0.0,none,37.0
2.27986875,2.41993125,length_mu,75%,lpp14,acetate,none,0.0,none,37.0
2.33611375,2.36848,length_mu,25%,lpp14,acetate,none,0.0,none,37.0
2.3525400000000003,2.3525400000000003,length_mu,median,lpp14,acetate,none,0.0,none,37.0
2.089418,2.695426,length_mu,95%,lpp14,glycerol,none,0.0,none,37.0
2.2089625,2.5925137499999997,length_mu,75%,lpp14,glycerol,none,0.0,none,37.0
2.363825,2.45826125,length_mu,25%,lpp14,glycerol,none,0.0,none,37.0
2.4128499999999997,2.4128499999999997,length_mu,median,lpp14,glycerol,none,0.0,none,37.0
1.8656279999999998,1.972156,length_mu,95%,lpp14,sorbitol,none,0.0,none,37.0
1.88417,1.95190625,length_mu,75%,lpp14,sorbitol,none,0.0,none,37.0
1.90872875,1.92536125,length_mu,25%,lpp14,sorbitol,none,0.0,none,37.0
1.917485,1.917485,length_mu,median,lpp14,sorbitol,none,0.0,none,37.0
2.0256675,2.267587,length_mu,95%,malE-rbsB-fliC-KO,acetate,malE,10.0,ctc,37.0
2.08121375,2.2142187499999997,length_mu,75%,malE-rbsB-fliC-KO,acetate,malE,10.0,ctc,37.0
2.13604875,2.16705375,length_mu,25%,malE-rbsB-fliC-KO,acetate,malE,10.0,ctc,37.0
2.1515050000000002,2.1515050000000002,length_mu,median,malE-rbsB-fliC-KO,acetate,malE,10.0,ctc,37.0
2.0864625,2.2491835,length_mu,95%,malE-rbsB-fliC-KO,acetate,malE,100.0,ctc,37.0
2.11729375,2.2132125,length_mu,75%,malE-rbsB-fliC-KO,acetate,malE,100.0,ctc,37.0
2.1523525,2.1757537499999997,length_mu,25%,malE-rbsB-fliC-KO,acetate,malE,100.0,ctc,37.0
2.1639150000000003,2.1639150000000003,length_mu,median,malE-rbsB-fliC-KO,acetate,malE,100.0,ctc,37.0
1.9945735,2.3980495,length_mu,95%,malE-rbsB-fliC-KO,acetate,none,0.0,none,37.0
2.08363875,2.3123437499999997,length_mu,75%,malE-rbsB-fliC-KO,acetate,none,0.0,none,37.0
2.17665,2.2303375,length_mu,25%,malE-rbsB-fliC-KO,acetate,none,0.0,none,37.0
2.205415,2.205415,length_mu,median,malE-rbsB-fliC-KO,acetate,none,0.0,none,37.0
1.948771,2.2956149999999997,length_mu,95%,malE-rbsB-fliC-KO,acetate,rbsB,10.0,ctc,37.0
2.03111875,2.2234724999999997,length_mu,75%,malE-rbsB-fliC-KO,acetate,rbsB,10.0,ctc,37.0
2.10724875,2.1524825,length_mu,25%,malE-rbsB-fliC-KO,acetate,rbsB,10.0,ctc,37.0
2.1292549999999997,2.1292549999999997,length_mu,median,malE-rbsB-fliC-KO,acetate,rbsB,10.0,ctc,37.0
1.99895,2.209754,length_mu,95%,malE-rbsB-fliC-KO,acetate,rbsB,50.0,ctc,37.0
2.0395462500000003,2.17203,length_mu,75%,malE-rbsB-fliC-KO,acetate,rbsB,50.0,ctc,37.0
2.0893675,2.12202125,length_mu,25%,malE-rbsB-fliC-KO,acetate,rbsB,50.0,ctc,37.0
2.10584,2.10584,length_mu,median,malE-rbsB-fliC-KO,acetate,rbsB,50.0,ctc,37.0
2.0156959999999997,2.2752585,length_mu,95%,malE-rbsB-fliC-KO,acetate,rbsB,100.0,ctc,37.0
2.069925,2.224725,length_mu,75%,malE-rbsB-fliC-KO,acetate,rbsB,100.0,ctc,37.0
2.128165,2.16509,length_mu,25%,malE-rbsB-fliC-KO,acetate,rbsB,100.0,ctc,37.0
2.147535,2.147535,length_mu,median,malE-rbsB-fliC-KO,acetate,rbsB,100.0,ctc,37.0
2.3895875,2.575894,length_mu,95%,malE-rbsB-fliC-KO,glucose,none,0.0,none,37.0
2.42798625,2.5399675000000004,length_mu,75%,malE-rbsB-fliC-KO,glucose,none,0.0,none,37.0
2.4673912500000004,2.4959837499999997,length_mu,25%,malE-rbsB-fliC-KO,glucose,none,0.0,none,37.0
2.48208,2.48208,length_mu,median,malE-rbsB-fliC-KO,glucose,none,0.0,none,37.0
1.9888554999999999,2.1826,length_mu,95%,malE-rbsB-fliC-KO,acetate,malE,50.0,ctc,37.0
2.02399,2.1433574999999996,length_mu,75%,malE-rbsB-fliC-KO,acetate,malE,50.0,ctc,37.0
2.06898875,2.09883,length_mu,25%,malE-rbsB-fliC-KO,acetate,malE,50.0,ctc,37.0
2.0836,2.0836,length_mu,median,malE-rbsB-fliC-KO,acetate,malE,50.0,ctc,37.0
2.2907925,2.8979755,length_mu,95%,wildtype,glucoseCAA,none,0.0,none,37.0
2.4393937500000002,2.78607,length_mu,75%,wildtype,glucoseCAA,none,0.0,none,37.0
2.5849312500000003,2.66629,length_mu,25%,wildtype,glucoseCAA,none,0.0,none,37.0
2.62584,2.62584,length_mu,median,wildtype,glucoseCAA,none,0.0,none,37.0
1.861945,2.6942874999999993,length_mu,95%,wildtype,glycerol,none,0.0,none,37.0
2.0469375000000003,2.562,length_mu,75%,wildtype,glycerol,none,0.0,none,37.0
2.2549712499999996,2.37974875,length_mu,25%,wildtype,glycerol,none,0.0,none,37.0
2.317565,2.317565,length_mu,median,wildtype,glycerol,none,0.0,none,37.0
1.9260565,2.233431,length_mu,95%,wildtype,sorbitol,none,0.0,none,37.0
1.98488125,2.1793649999999998,length_mu,75%,wildtype,sorbitol,none,0.0,none,37.0
2.05563625,2.10632,length_mu,25%,wildtype,sorbitol,none,0.0,none,37.0
2.0806649999999998,2.0806649999999998,length_mu,median,wildtype,sorbitol,none,0.0,none,37.0
3.2478664999999998,3.976281,length_mu,95%,wildtype,LB,none,0.0,none,37.0
3.37991375,3.87167,length_mu,75%,wildtype,LB,none,0.0,none,37.0
3.563675,3.696725,length_mu,25%,wildtype,LB,none,0.0,none,37.0
3.634005,3.634005,length_mu,median,wildtype,LB,none,0.0,none,37.0
2.0473885,2.1983345,length_mu,95%,wildtype,acetate,none,0.0,none,37.0
2.0727475,2.17653625,length_mu,75%,wildtype,acetate,none,0.0,none,37.0
2.1113125,2.1404575,length_mu,25%,wildtype,acetate,none,0.0,none,37.0
2.1257599999999996,2.1257599999999996,length_mu,median,wildtype,acetate,none,0.0,none,37.0
2.4718955,2.608549,length_mu,95%,wildtype,glucose,none,0.0,none,37.0
2.49401,2.58788125,length_mu,75%,wildtype,glucose,none,0.0,none,37.0
2.5271825,2.552995,length_mu,25%,wildtype,glucose,none,0.0,none,37.0
2.540505,2.540505,length_mu,median,wildtype,glucose,none,0.0,none,37.0
1.691721,2.3306765,volume_mu,95%,lpp14,glucose,none,0.0,none,37.0
1.826035,2.225275,volume_mu,75%,lpp14,glucose,none,0.0,none,37.0
1.9802625,2.08372375,volume_mu,25%,lpp14,glucose,none,0.0,none,37.0
2.032075,2.032075,volume_mu,median,lpp14,glucose,none,0.0,none,37.0
0.95012925,2.2157669999999996,volume_mu,95%,wildtype,glucose,lacZ,5.0,ctc,37.0
1.21197,1.970995,volume_mu,75%,wildtype,glucose,lacZ,5.0,ctc,37.0
1.53345625,1.708675,volume_mu,25%,wildtype,glucose,lacZ,5.0,ctc,37.0
1.622325,1.622325,volume_mu,median,wildtype,glucose,lacZ,5.0,ctc,37.0
1.1834845,1.7361879999999998,volume_mu,95%,wildtype,glucose,lacZ,20.0,ctc,37.0
1.29735875,1.626735,volume_mu,75%,wildtype,glucose,lacZ,20.0,ctc,37.0
1.427115,1.50608875,volume_mu,25%,wildtype,glucose,lacZ,20.0,ctc,37.0
1.4684599999999999,1.4684599999999999,volume_mu,median,wildtype,glucose,lacZ,20.0,ctc,37.0
1.2715085,1.684791,volume_mu,95%,wildtype,glucose,lacZ,10.0,ctc,37.0
1.37199875,1.60873375,volume_mu,75%,wildtype,glucose,lacZ,10.0,ctc,37.0
1.46713,1.52161,volume_mu,25%,wildtype,glucose,lacZ,10.0,ctc,37.0
1.4941200000000001,1.4941200000000001,volume_mu,median,wildtype,glucose,lacZ,10.0,ctc,37.0
0.98588735,1.3040025,volume_mu,95%,lpp14,acetate,none,0.0,none,37.0
1.06779625,1.2459125,volume_mu,75%,lpp14,acetate,none,0.0,none,37.0
1.140925,1.1833550000000002,volume_mu,25%,lpp14,acetate,none,0.0,none,37.0
1.162755,1.162755,volume_mu,median,lpp14,acetate,none,0.0,none,37.0
0.9314517000000001,1.8553614999999994,volume_mu,95%,lpp14,glycerol,none,0.0,none,37.0
1.11497125,1.7061600000000001,volume_mu,75%,lpp14,glycerol,none,0.0,none,37.0
1.3459137499999998,1.4987862500000002,volume_mu,25%,lpp14,glycerol,none,0.0,none,37.0
1.420625,1.420625,volume_mu,median,lpp14,glycerol,none,0.0,none,37.0
0.6497272000000001,0.8040237499999999,volume_mu,95%,lpp14,sorbitol,none,0.0,none,37.0
0.679297125,0.7742618750000001,volume_mu,75%,lpp14,sorbitol,none,0.0,none,37.0
0.715180625,0.7393365,volume_mu,25%,lpp14,sorbitol,none,0.0,none,37.0
0.7269185,0.7269185,volume_mu,median,lpp14,sorbitol,none,0.0,none,37.0
0.6590403,0.9750477,volume_mu,95%,malE-rbsB-fliC-KO,acetate,malE,10.0,ctc,37.0
0.72352375,0.8987712499999999,volume_mu,75%,malE-rbsB-fliC-KO,acetate,malE,10.0,ctc,37.0
0.792971875,0.832869125,volume_mu,25%,malE-rbsB-fliC-KO,acetate,malE,10.0,ctc,37.0
0.8130515,0.8130515,volume_mu,median,malE-rbsB-fliC-KO,acetate,malE,10.0,ctc,37.0
0.6192436,0.9188299499999993,volume_mu,95%,malE-rbsB-fliC-KO,acetate,malE,100.0,ctc,37.0
0.680511375,0.850864875,volume_mu,75%,malE-rbsB-fliC-KO,acetate,malE,100.0,ctc,37.0
0.74312125,0.78405225,volume_mu,25%,malE-rbsB-fliC-KO,acetate,malE,100.0,ctc,37.0
0.7641165,0.7641165,volume_mu,median,malE-rbsB-fliC-KO,acetate,malE,100.0,ctc,37.0
0.72640865,1.0521874999999994,volume_mu,95%,malE-rbsB-fliC-KO,acetate,none,0.0,none,37.0
0.789688,0.983125125,volume_mu,75%,malE-rbsB-fliC-KO,acetate,none,0.0,none,37.0
0.8623935,0.90896025,volume_mu,25%,malE-rbsB-fliC-KO,acetate,none,0.0,none,37.0
0.884165,0.884165,volume_mu,median,malE-rbsB-fliC-KO,acetate,none,0.0,none,37.0
0.61648605,1.0399699999999998,volume_mu,95%,malE-rbsB-fliC-KO,acetate,rbsB,10.0,ctc,37.0
0.7195535,0.955708,volume_mu,75%,malE-rbsB-fliC-KO,acetate,rbsB,10.0,ctc,37.0
0.812924625,0.866457,volume_mu,25%,malE-rbsB-fliC-KO,acetate,rbsB,10.0,ctc,37.0
0.8404595,0.8404595,volume_mu,median,malE-rbsB-fliC-KO,acetate,rbsB,10.0,ctc,37.0
0.6948407,0.9288453999999998,volume_mu,95%,malE-rbsB-fliC-KO,acetate,rbsB,50.0,ctc,37.0
0.741943,0.8877271250000001,volume_mu,75%,malE-rbsB-fliC-KO,acetate,rbsB,50.0,ctc,37.0
0.795413375,0.8337945,volume_mu,25%,malE-rbsB-fliC-KO,acetate,rbsB,50.0,ctc,37.0
0.813607,0.813607,volume_mu,median,malE-rbsB-fliC-KO,acetate,rbsB,50.0,ctc,37.0
0.7262343499999999,0.8615070499999999,volume_mu,95%,malE-rbsB-fliC-KO,acetate,rbsB,100.0,ctc,37.0
0.753682375,0.83562675,volume_mu,75%,malE-rbsB-fliC-KO,acetate,rbsB,100.0,ctc,37.0
0.785360625,0.80590475,volume_mu,25%,malE-rbsB-fliC-KO,acetate,rbsB,100.0,ctc,37.0
0.7946545,0.7946545,volume_mu,median,malE-rbsB-fliC-KO,acetate,rbsB,100.0,ctc,37.0
0.78588125,1.390604,volume_mu,95%,malE-rbsB-fliC-KO,glucose,none,0.0,none,37.0
0.9018670000000001,1.27984375,volume_mu,75%,malE-rbsB-fliC-KO,glucose,none,0.0,none,37.0
1.0465149999999999,1.13962,volume_mu,25%,malE-rbsB-fliC-KO,glucose,none,0.0,none,37.0
1.0943450000000001,1.0943450000000001,volume_mu,median,malE-rbsB-fliC-KO,glucose,none,0.0,none,37.0
0.707685,0.8166445999999999,volume_mu,95%,malE-rbsB-fliC-KO,acetate,malE,50.0,ctc,37.0
0.727180125,0.7972598750000001,volume_mu,75%,malE-rbsB-fliC-KO,acetate,malE,50.0,ctc,37.0
0.7525412499999999,0.770964875,volume_mu,25%,malE-rbsB-fliC-KO,acetate,malE,50.0,ctc,37.0
0.76172,0.76172,volume_mu,median,malE-rbsB-fliC-KO,acetate,malE,50.0,ctc,37.0
1.0675095,1.398596,volume_mu,95%,wildtype,glucoseCAA,none,0.0,none,37.0
1.1502887499999999,1.337925,volume_mu,75%,wildtype,glucoseCAA,none,0.0,none,37.0
1.23137875,1.27323375,volume_mu,25%,wildtype,glucoseCAA,none,0.0,none,37.0
1.2511700000000001,1.2511700000000001,volume_mu,median,wildtype,glucoseCAA,none,0.0,none,37.0
0.50864195,1.2031269999999998,volume_mu,95%,wildtype,glycerol,none,0.0,none,37.0
0.634042375,1.07977375,volume_mu,75%,wildtype,glycerol,none,0.0,none,37.0
0.7997075,0.915108625,volume_mu,25%,wildtype,glycerol,none,0.0,none,37.0
0.856707,0.856707,volume_mu,median,wildtype,glycerol,none,0.0,none,37.0
0.5486787000000001,0.72615685,volume_mu,95%,wildtype,sorbitol,none,0.0,none,37.0
0.5802508749999999,0.6939685,volume_mu,75%,wildtype,sorbitol,none,0.0,none,37.0
0.621784625,0.6505743749999999,volume_mu,25%,wildtype,sorbitol,none,0.0,none,37.0
0.6363605,0.6363605,volume_mu,median,wildtype,sorbitol,none,0.0,none,37.0
2.198457,2.8736529999999996,volume_mu,95%,wildtype,LB,none,0.0,none,37.0
2.32299375,2.7737374999999997,volume_mu,75%,wildtype,LB,none,0.0,none,37.0
2.49770125,2.61491625,volume_mu,25%,wildtype,LB,none,0.0,none,37.0
2.55928,2.55928,volume_mu,median,wildtype,LB,none,0.0,none,37.0
0.6916999,0.7756463499999999,volume_mu,95%,wildtype,acetate,none,0.0,none,37.0
0.70564125,0.762025,volume_mu,75%,wildtype,acetate,none,0.0,none,37.0
0.72655225,0.741635375,volume_mu,25%,wildtype,acetate,none,0.0,none,37.0
0.734016,0.734016,volume_mu,median,wildtype,acetate,none,0.0,none,37.0
1.0067475000000001,1.129994,volume_mu,95%,wildtype,glucose,none,0.0,none,37.0
1.02629625,1.109795,volume_mu,75%,wildtype,glucose,none,0.0,none,37.0
1.05572625,1.0774275,volume_mu,25%,wildtype,glucose,none,0.0,none,37.0
1.066725,1.066725,volume_mu,median,wildtype,glucose,none,0.0,none,37.0
0.2182185,0.2609321,peri_volume_mu,95%,lpp14,glucose,none,0.0,none,37.0
0.224734875,0.252987625,peri_volume_mu,75%,lpp14,glucose,none,0.0,none,37.0
0.234654625,0.242068,peri_volume_mu,25%,lpp14,glucose,none,0.0,none,37.0
0.2383555,0.2383555,peri_volume_mu,median,lpp14,glucose,none,0.0,none,37.0
0.1577607,0.31396889999999983,peri_volume_mu,95%,wildtype,glucose,lacZ,5.0,ctc,37.0
0.176244375,0.255565375,peri_volume_mu,75%,wildtype,glucose,lacZ,5.0,ctc,37.0
0.198693,0.214251375,peri_volume_mu,25%,wildtype,glucose,lacZ,5.0,ctc,37.0
0.20546799999999998,0.20546799999999998,peri_volume_mu,median,wildtype,glucose,lacZ,5.0,ctc,37.0
0.15875855,0.23263624999999993,peri_volume_mu,95%,wildtype,glucose,lacZ,20.0,ctc,37.0
0.170486125,0.210722,peri_volume_mu,75%,wildtype,glucose,lacZ,20.0,ctc,37.0
0.183777875,0.192213375,peri_volume_mu,25%,wildtype,glucose,lacZ,20.0,ctc,37.0
0.1878355,0.1878355,peri_volume_mu,median,wildtype,glucose,lacZ,20.0,ctc,37.0
0.1759591,0.20944594999999996,peri_volume_mu,95%,wildtype,glucose,lacZ,10.0,ctc,37.0
0.181288625,0.19985025,peri_volume_mu,75%,wildtype,glucose,lacZ,10.0,ctc,37.0
0.18803187500000001,0.192222375,peri_volume_mu,25%,wildtype,glucose,lacZ,10.0,ctc,37.0
0.19012600000000002,0.19012600000000002,peri_volume_mu,median,wildtype,glucose,lacZ,10.0,ctc,37.0
0.15658625,0.1889272,peri_volume_mu,95%,lpp14,acetate,none,0.0,none,37.0
0.16289187500000002,0.18147950000000002,peri_volume_mu,75%,lpp14,acetate,none,0.0,none,37.0
0.16930450000000002,0.173670375,peri_volume_mu,25%,lpp14,acetate,none,0.0,none,37.0
0.17140850000000002,0.17140850000000002,peri_volume_mu,median,lpp14,acetate,none,0.0,none,37.0
0.1474211,0.2685574,peri_volume_mu,95%,lpp14,glycerol,none,0.0,none,37.0
0.16240312499999998,0.23628375000000001,peri_volume_mu,75%,lpp14,glycerol,none,0.0,none,37.0
0.18429537499999998,0.201964,peri_volume_mu,25%,lpp14,glycerol,none,0.0,none,37.0
0.19282349999999998,0.19282349999999998,peri_volume_mu,median,lpp14,glycerol,none,0.0,none,37.0
0.11560285,0.1319255,peri_volume_mu,95%,lpp14,sorbitol,none,0.0,none,37.0
0.118268125,0.128211625,peri_volume_mu,75%,lpp14,sorbitol,none,0.0,none,37.0
0.121815625,0.124292375,peri_volume_mu,25%,lpp14,sorbitol,none,0.0,none,37.0
0.123061,0.123061,peri_volume_mu,median,lpp14,sorbitol,none,0.0,none,37.0
0.1128504,0.13684109999999997,peri_volume_mu,95%,malE-rbsB-fliC-KO,acetate,malE,10.0,ctc,37.0
0.116880375,0.12924725,peri_volume_mu,75%,malE-rbsB-fliC-KO,acetate,malE,10.0,ctc,37.0
0.12109162500000001,0.123892,peri_volume_mu,25%,malE-rbsB-fliC-KO,acetate,malE,10.0,ctc,37.0
0.1224875,0.1224875,peri_volume_mu,median,malE-rbsB-fliC-KO,acetate,malE,10.0,ctc,37.0
0.1091541,0.13034919999999997,peri_volume_mu,95%,malE-rbsB-fliC-KO,acetate,malE,100.0,ctc,37.0
0.11283512500000001,0.124663125,peri_volume_mu,75%,malE-rbsB-fliC-KO,acetate,malE,100.0,ctc,37.0
0.11719325,0.11973637499999999,peri_volume_mu,25%,malE-rbsB-fliC-KO,acetate,malE,100.0,ctc,37.0
0.11851,0.11851,peri_volume_mu,median,malE-rbsB-fliC-KO,acetate,malE,100.0,ctc,37.0
0.11275105,0.149058,peri_volume_mu,95%,malE-rbsB-fliC-KO,acetate,none,0.0,none,37.0
0.119529625,0.13993825000000001,peri_volume_mu,75%,malE-rbsB-fliC-KO,acetate,none,0.0,none,37.0
0.126804125,0.13165875,peri_volume_mu,25%,malE-rbsB-fliC-KO,acetate,none,0.0,none,37.0
0.129291,0.129291,peri_volume_mu,median,malE-rbsB-fliC-KO,acetate,none,0.0,none,37.0
0.10990555,0.14553565,peri_volume_mu,95%,malE-rbsB-fliC-KO,acetate,rbsB,10.0,ctc,37.0
0.11604112500000001,0.135431,peri_volume_mu,75%,malE-rbsB-fliC-KO,acetate,rbsB,10.0,ctc,37.0
0.122117625,0.12655349999999999,peri_volume_mu,25%,malE-rbsB-fliC-KO,acetate,rbsB,10.0,ctc,37.0
0.1241945,0.1241945,peri_volume_mu,median,malE-rbsB-fliC-KO,acetate,rbsB,10.0,ctc,37.0
0.11126655,0.1316421,peri_volume_mu,95%,malE-rbsB-fliC-KO,acetate,rbsB,50.0,ctc,37.0
0.1151345,0.12744850000000002,peri_volume_mu,75%,malE-rbsB-fliC-KO,acetate,rbsB,50.0,ctc,37.0
0.119878625,0.12274774999999999,peri_volume_mu,25%,malE-rbsB-fliC-KO,acetate,rbsB,50.0,ctc,37.0
0.121249,0.121249,peri_volume_mu,median,malE-rbsB-fliC-KO,acetate,rbsB,50.0,ctc,37.0
0.1165618,0.1248794,peri_volume_mu,95%,malE-rbsB-fliC-KO,acetate,rbsB,100.0,ctc,37.0
0.11813875,0.1231005,peri_volume_mu,75%,malE-rbsB-fliC-KO,acetate,rbsB,100.0,ctc,37.0
0.11997525,0.12118037499999999,peri_volume_mu,25%,malE-rbsB-fliC-KO,acetate,rbsB,100.0,ctc,37.0
0.1205455,0.1205455,peri_volume_mu,median,malE-rbsB-fliC-KO,acetate,rbsB,100.0,ctc,37.0
0.1284476,0.17934265,peri_volume_mu,95%,malE-rbsB-fliC-KO,glucose,none,0.0,none,37.0
0.136624,0.16770125,peri_volume_mu,75%,malE-rbsB-fliC-KO,glucose,none,0.0,none,37.0
0.147248875,0.154802375,peri_volume_mu,25%,malE-rbsB-fliC-KO,glucose,none,0.0,none,37.0
0.15102949999999998,0.15102949999999998,peri_volume_mu,median,malE-rbsB-fliC-KO,glucose,none,0.0,none,37.0
0.11103489999999999,0.1219031,peri_volume_mu,95%,malE-rbsB-fliC-KO,acetate,malE,50.0,ctc,37.0
0.112918875,0.11982825,peri_volume_mu,75%,malE-rbsB-fliC-KO,acetate,malE,50.0,ctc,37.0
0.11538525,0.117187375,peri_volume_mu,25%,malE-rbsB-fliC-KO,acetate,malE,50.0,ctc,37.0
0.1162705,0.1162705,peri_volume_mu,median,malE-rbsB-fliC-KO,acetate,malE,50.0,ctc,37.0
0.1513316,0.18941965,peri_volume_mu,95%,wildtype,glucoseCAA,none,0.0,none,37.0
0.157996,0.17836012499999998,peri_volume_mu,75%,wildtype,glucoseCAA,none,0.0,none,37.0
0.164955875,0.169446875,peri_volume_mu,25%,wildtype,glucoseCAA,none,0.0,none,37.0
0.167159,0.167159,peri_volume_mu,median,wildtype,glucoseCAA,none,0.0,none,37.0
0.10191965,0.17316795,peri_volume_mu,95%,wildtype,glycerol,none,0.0,none,37.0
0.11046825,0.15404874999999998,peri_volume_mu,75%,wildtype,glycerol,none,0.0,none,37.0
0.124342,0.13533262499999998,peri_volume_mu,25%,wildtype,glycerol,none,0.0,none,37.0
0.1293515,0.1293515,peri_volume_mu,median,wildtype,glycerol,none,0.0,none,37.0
0.09640677,0.11467835,peri_volume_mu,95%,wildtype,sorbitol,none,0.0,none,37.0
0.0993774,0.111182,peri_volume_mu,75%,wildtype,sorbitol,none,0.0,none,37.0
0.1036115,0.106710125,peri_volume_mu,25%,wildtype,sorbitol,none,0.0,none,37.0
0.1052085,0.1052085,peri_volume_mu,median,wildtype,sorbitol,none,0.0,none,37.0
0.24651295,0.31269415,peri_volume_mu,95%,wildtype,LB,none,0.0,none,37.0
0.25647675000000003,0.29963324999999996,peri_volume_mu,75%,wildtype,LB,none,0.0,none,37.0
0.271717625,0.2829155,peri_volume_mu,25%,wildtype,LB,none,0.0,none,37.0
0.277015,0.277015,peri_volume_mu,median,wildtype,LB,none,0.0,none,37.0
0.11031065000000001,0.11928255,peri_volume_mu,95%,wildtype,acetate,none,0.0,none,37.0
0.111783,0.11777,peri_volume_mu,75%,wildtype,acetate,none,0.0,none,37.0
0.113893,0.115555875,peri_volume_mu,25%,wildtype,acetate,none,0.0,none,37.0
0.1147455,0.1147455,peri_volume_mu,median,wildtype,acetate,none,0.0,none,37.0
0.14421565,0.1566757,peri_volume_mu,95%,wildtype,glucose,none,0.0,none,37.0
0.146037875,0.15457425,peri_volume_mu,75%,wildtype,glucose,none,0.0,none,37.0
0.14920175,0.151373,peri_volume_mu,25%,wildtype,glucose,none,0.0,none,37.0
0.150279,0.150279,peri_volume_mu,median,wildtype,glucose,none,0.0,none,37.0
2.2545235,2.4620005000000003,alpha_mu,95%,lpp14,glucose,none,0.0,none,37.0
2.28731875,2.42369625,alpha_mu,75%,lpp14,glucose,none,0.0,none,37.0
2.3383625,2.37478,alpha_mu,25%,lpp14,glucose,none,0.0,none,37.0
2.356255,2.356255,alpha_mu,median,lpp14,glucose,none,0.0,none,37.0
3.3043985,3.8460759999999996,alpha_mu,95%,wildtype,glucose,lacZ,5.0,ctc,37.0
3.39037875,3.7564362499999997,alpha_mu,75%,wildtype,glucose,lacZ,5.0,ctc,37.0
3.5214975,3.62307375,alpha_mu,25%,wildtype,glucose,lacZ,5.0,ctc,37.0
3.5710249999999997,3.5710249999999997,alpha_mu,median,wildtype,glucose,lacZ,5.0,ctc,37.0
3.2358885,3.5206560000000002,alpha_mu,95%,wildtype,glucose,lacZ,20.0,ctc,37.0
3.28006875,3.4713362500000002,alpha_mu,75%,wildtype,glucose,lacZ,20.0,ctc,37.0
3.34778875,3.3978625,alpha_mu,25%,wildtype,glucose,lacZ,20.0,ctc,37.0
3.37286,3.37286,alpha_mu,median,wildtype,glucose,lacZ,20.0,ctc,37.0
3.254147,3.6388165,alpha_mu,95%,wildtype,glucose,lacZ,10.0,ctc,37.0
3.31791375,3.579145,alpha_mu,75%,wildtype,glucose,lacZ,10.0,ctc,37.0
3.4134425,3.4789525,alpha_mu,25%,wildtype,glucose,lacZ,10.0,ctc,37.0
3.4444749999999997,3.4444749999999997,alpha_mu,median,wildtype,glucose,lacZ,10.0,ctc,37.0
2.7551115,2.9022954999999997,alpha_mu,95%,lpp14,acetate,none,0.0,none,37.0
2.78175875,2.87286,alpha_mu,75%,lpp14,acetate,none,0.0,none,37.0
2.81469375,2.8385037499999997,alpha_mu,25%,lpp14,acetate,none,0.0,none,37.0
2.8262549999999997,2.8262549999999997,alpha_mu,median,lpp14,acetate,none,0.0,none,37.0
2.5538499999999997,2.867743,alpha_mu,95%,lpp14,glycerol,none,0.0,none,37.0
2.600435,2.81384,alpha_mu,75%,lpp14,glycerol,none,0.0,none,37.0
2.6787762500000003,2.73351625,alpha_mu,25%,lpp14,glycerol,none,0.0,none,37.0
2.707335,2.707335,alpha_mu,median,lpp14,glycerol,none,0.0,none,37.0
2.5029235,2.7053315000000002,alpha_mu,95%,lpp14,sorbitol,none,0.0,none,37.0
2.53464875,2.6726937499999996,alpha_mu,75%,lpp14,sorbitol,none,0.0,none,37.0
2.5847075,2.62072375,alpha_mu,25%,lpp14,sorbitol,none,0.0,none,37.0
2.60334,2.60334,alpha_mu,median,lpp14,sorbitol,none,0.0,none,37.0
2.7677085,3.1326925,alpha_mu,95%,malE-rbsB-fliC-KO,acetate,malE,10.0,ctc,37.0
2.8241625000000004,3.06961875,alpha_mu,75%,malE-rbsB-fliC-KO,acetate,malE,10.0,ctc,37.0
2.91022625,2.97680375,alpha_mu,25%,malE-rbsB-fliC-KO,acetate,malE,10.0,ctc,37.0
2.9428650000000003,2.9428650000000003,alpha_mu,median,malE-rbsB-fliC-KO,acetate,malE,10.0,ctc,37.0
2.9012235,3.2334604999999996,alpha_mu,95%,malE-rbsB-fliC-KO,acetate,malE,100.0,ctc,37.0
2.95177875,3.18061,alpha_mu,75%,malE-rbsB-fliC-KO,acetate,malE,100.0,ctc,37.0
3.03774625,3.09478375,alpha_mu,25%,malE-rbsB-fliC-KO,acetate,malE,100.0,ctc,37.0
3.06567,3.06567,alpha_mu,median,malE-rbsB-fliC-KO,acetate,malE,100.0,ctc,37.0
2.7967045,3.0716144999999995,alpha_mu,95%,malE-rbsB-fliC-KO,acetate,none,0.0,none,37.0
