quantity,growth_rate_hr,mean,median,sig2_lower,sig2_upper,sig1_lower,sig1_upper
protein_per_cell_ppc,0.25510204081632654,168.310783425,163.29149999999998,90.84038749999999,272.7810250000001,125.403,210.24779999999998
protein_per_cell_ppc,0.30612244897959184,172.239941325,167.716,94.4486575,273.46965,130.19236,212.78892
protein_per_cell_ppc,0.35714285714285715,179.13391940000002,174.887,99.2267425,287.47845,133.18904,222.7426
protein_per_cell_ppc,0.40816326530612246,184.78740422500002,179.995,103.67285,296.08205000000004,138.81096,229.48471999999998
protein_per_cell_ppc,0.45918367346938777,192.50492707499998,187.2125,108.46079999999999,305.204425,145.78,239.05952
protein_per_cell_ppc,0.5102040816326531,200.04388277500001,194.938,111.7261,322.372,150.6472,247.09276
protein_per_cell_ppc,0.5612244897959184,205.83063285,200.018,116.129475,330.32305,154.94031999999999,255.10811999999999
protein_per_cell_ppc,0.6122448979591837,212.976588875,207.243,119.928275,345.07682500000004,160.87024,263.66276
protein_per_cell_ppc,0.6632653061224489,221.771909475,214.77300000000002,126.530625,355.3770500000001,168.11984,274.09304
protein_per_cell_ppc,0.7142857142857143,230.38222802500002,224.3555,132.672775,374.61609999999996,172.86151999999998,283.54671999999994
protein_per_cell_ppc,0.7653061224489797,236.2319473,228.8345,135.744425,381.12975000000006,179.45888,290.5934
protein_per_cell_ppc,0.8163265306122449,248.45858515,240.16899999999998,142.947525,401.1530000000001,187.66828,308.07328
protein_per_cell_ppc,0.8673469387755102,259.01631395,249.0405,149.355875,419.90802500000007,195.52328,321.4628
protein_per_cell_ppc,0.9183673469387755,264.61539055000003,256.106,154.84040000000002,423.8295500000001,201.08936,326.0268799999999
protein_per_cell_ppc,0.9693877551020409,276.14839492500005,267.38,160.29745,445.92727500000007,209.3444,340.42368
protein_per_cell_ppc,1.0204081632653061,285.643971775,276.851,165.216575,453.20270000000005,217.96632,351.10496
protein_per_cell_ppc,1.0714285714285714,296.5302864,285.822,169.4093,479.5996750000001,223.70184,368.49804
protein_per_cell_ppc,1.1224489795918369,309.184093,297.748,178.791625,496.6879,232.65068000000002,381.505
protein_per_cell_ppc,1.1734693877551021,318.65961024999996,308.199,185.31965,518.1018750000001,240.68732,392.34896000000003
protein_per_cell_ppc,1.2244897959183674,331.93776875000003,320.136,194.624675,541.466525,251.66332,408.1922399999999
protein_per_cell_ppc,1.2755102040816326,346.57921675,332.235,199.645175,565.7973499999999,263.61732,429.46444
protein_per_cell_ppc,1.3265306122448979,358.17489674999996,345.5305,209.07205000000002,585.0740999999999,272.32840000000004,440.72224
protein_per_cell_ppc,1.3775510204081634,373.55325775,358.19100000000003,219.0678,617.596575,280.46044,465.39928
protein_per_cell_ppc,1.4285714285714286,382.732891,368.3155,219.428275,633.2526500000001,289.11964,471.7272
protein_per_cell_ppc,1.4795918367346939,395.5888007500001,381.06399999999996,227.4213,656.4703750000001,297.6968,489.48031999999995
protein_per_cell_ppc,1.5306122448979593,417.48909125000006,401.84749999999997,244.6886,685.5470500000001,312.68656,519.2946
protein_per_cell_ppc,1.5816326530612246,430.91735774999995,414.33,248.92567499999998,701.7154250000001,323.47384,533.72108
protein_per_cell_ppc,1.6326530612244898,447.77509375,428.4705,262.373425,747.2262000000002,338.5784,558.1158800000001
protein_per_cell_ppc,1.683673469387755,464.78454874999994,445.40549999999996,272.114125,765.5087,347.83936,578.65528
protein_per_cell_ppc,1.7346938775510203,478.63475525000007,458.97749999999996,280.399625,787.483875,361.10036,590.31412
protein_per_cell_ppc,1.7857142857142858,493.3882655,472.3435,284.90677500000004,841.468025,367.47444,612.80996
protein_per_cell_ppc,1.836734693877551,515.3653225,491.2425,299.45455,873.8535000000002,382.6796,644.851
protein_per_cell_ppc,1.8877551020408163,532.08086375,507.07399999999996,302.5282,893.5553249999999,397.25076,663.0614
protein_per_cell_ppc,1.9387755102040818,554.4655037499999,532.9755,315.646425,946.1379500000002,410.36404,691.45864
protein_per_cell_ppc,1.989795918367347,575.6987509999999,550.9715,326.21645,982.5084,426.21352,719.42788
protein_per_cell_ppc,2.0408163265306123,597.2841814999999,570.809,345.095525,1020.6377500000001,439.53392,749.45524
protein_per_cell_ppc,2.0918367346938775,618.3797702500001,585.787,356.9179,1074.7395000000004,452.30271999999997,775.9104399999999
protein_per_cell_ppc,2.142857142857143,645.49956725,614.758,368.39070000000004,1081.9865000000004,476.55476,810.4935599999999
protein_per_cell_ppc,2.193877551020408,669.0952460000001,634.348,376.2903,1175.2435,490.23968,837.1053199999999
protein_per_cell_ppc,2.2448979591836737,691.6354954999999,658.2125000000001,391.12247499999995,1175.0225,503.62444,873.1233199999999
protein_per_cell_ppc,2.295918367346939,718.3758200000001,683.119,403.259325,1247.7285000000002,519.0366,905.91484
protein_per_cell_ppc,2.3469387755102042,742.3166382500001,702.511,412.7327,1279.6032500000003,542.96488,936.9040399999999
protein_per_cell_ppc,2.3979591836734695,776.232098,735.652,425.152825,1386.06025,559.5966,983.9511200000001
protein_per_cell_ppc,2.4489795918367347,806.30453575,761.2574999999999,451.38835,1418.5035,579.50404,1022.4951999999998
protein_per_cell_ppc,2.5,835.97728375,786.6469999999999,455.85690000000005,1490.7912500000011,599.27464,1059.1475999999998
