rho_prot_mu
320.929
292.668
306.792
303.027
300.771
305.244
310.26
272.42
304.391
303.808
322.261
313.555
273.42
302.642
295.372
323.148
260.827
271.429
248.725
246.002
361.495
365.215
327.201
343.012
280.827
236.884
273.667
274.98
302.836
301.72
287.65
298.146
282.069
269.623
278.293
301.703
297.298
309.829
308.521
315.323
307.787
310.477
281.383
303.862
292.705
291.212
301.029
308.48
300.403
266.075
338.592
320.986
296.399
254.627
263.925
294.559
315.834
288.063
299.478
283.888
299.467
263.123
260.401
348.561
291.11
298.421
337.876
318.234
311.016
298.857
294.904
305.578
304.769
324.719
286.512
274.002
280.128
280.763
289.23
296.83
300.27
334.215
335.538
292.993
295.363
285.987
286.735
280.608
281.904
270.821
308.327
307.768
259.538
268.077
358.145
331.287
317.586
317.831
340.006
289.916
306.527
302.119
339.91
290.474
291.616
288.563
300.807
291.347
292.688
312.887
286.63
321.049
305.363
309.881
296.167
290.694
327.325
336.312
254.127
351.689
339.719
271.916
291.941
321.566
324.38
271.622
269.935
276.186
292.957
293.452
305.027
309.633
312.372
310.401
301.192
294.756
322.674
327.967
333.69
292.659
283.143
289.596
297.169
305.845
308.276
308.809
275.845
247.63
258.291
320.745
265.175
266.97
329.162
326.939
335.172
282.871
273.83
290.498
293.422
337.133
342.443
365.321
346.66
328.622
268.929
282.237
308.872
298.536
284.657
312.211
280.746
327.609
340.672
306.798
321.46
313.411
306.574
289.305
285.196
270.343
310.728
315.498
307.964
292.905
282.369
291.74
284.433
276.334
330.223
308.712
285.799
282.942
260.484
258.867
285.132
270.782
250.173
266.334
298.751
301.517
284.336
272.553
289.211
288.915
294.59
296.636
324.012
266.459
291.185
303.338
299.475
285.605
269.798
264.257
292.892
283.654
296.208
321.957
299.165
331.7
335.196
283.659
316.611
306.533
251.077
336.257
284.583
285.441
285.89
311.622
290.286
280.438
298.381
312.217
288.046
286.053
290.036
310.589
275.439
311.44
270.897
288.038
318.348
310.537
301.436
309.741
275.431
277.351
276.729
245.337
233.372
333.457
335.981
289.243
275.176
265.884
327.666
338.555
320.508
324.938
317.021
299.552
297.754
296.459
287.642
286.21
315.14
316.59
331.741
270.555
241.172
275.184
291.417
299.516
305.817
264.079
287.592
291.393
288.967
282.57
286.158
277.282
292.493
292.085
381.585
310.147
299.907
291.046
301.503
325.76
328.991
258.621
335.134
280.648
296.593
276.251
307.047
324.645
290.909
355.022
274.781
282.574
310.162
305.19
323.616
321.966
308.651
308.959
298.384
313.236
298.766
329.998
316.157
315.79
287.311
281.772
284.712
306.523
300.586
308.912
243.145
266.224
338.672
374.41
308.626
300.963
287.843
327.008
352.043
359.496
352.727
349.546
302.747
285.054
318.474
284.931
334.2
311.956
344.05
337.002
290.345
298.84
302.446
293.548
301.37
260.745
306.724
310.183
279.67
335.726
331.46
341.278
348.963
276.17
280.01
307.145
301.004
292.099
254.038
281.791
268.904
262.984
266.231
276.16
266.103
321.789
304.767
310.165
324.075
337.981
317.394
290.505
311.071
341.786
300.605
303.959
280.509
331.144
373.917
244.177
264.371
272.563
281.831
286.818
286.524
290.392
285.575
285.795
265.101
281.328
287.46
291.42
292.24
303.252
304.958
303.988
308.412
301.348
281.706
277.043
294.857
297.397
303.143
303.971
271.3
330.831
317.714
311.467
311.686
301.793
279.67
274.23
302.406
257.125
255.009
322.029
332.175
338.896
258.842
229.096
242.053
280.199
274.682
306.345
295.847
302.607
296.483
317.3
319.65
323.428
293.259
298.06
291.556
302.036
264.4
294.99
291.339
242.091
253.864
263.688
261.65
324.3
324.277
268.844
268.639
295.884
301.891
316.871
300.237
281.642
315.837
320.2
297.824
306.658
316.13
359.501
279.503
284.022
283.228
290.185
349.552
297.171
301.118
300.497
293.575
307.345
301.369
281.459
278.706
357.357
345.942
260.535
271.078
305.684
300.881
285.811
257.42
251.228
242.404
248.368
338.113
306.783
285.128
293.241
299.47
294.58
267.517
328.529
311.186
295.996
290.901
287.464
310.387
288.536
269.266
323.666
275.942
309.907
288.172
301.649
317.078
241.973
214.813
239.45
302.977
262.975
269.974
315.713
291.75
296.037
256.156
340.008
289.095
298.569
317.156
326.406
315.011
265.466
283.266
274.636
327.496
308.766
290.264
282.523
289.725
309.251
328.003
305.967
307.293
298.765
264.272
328.819
272.844
268.35
268.06
275.913
275.689
279.295
286.464
294.074
293.774
271.098
251.296
262.165
252.243
256.969
256.807
264.371
324.662
308.756
394.276
300.1
305.252
299.359
307.306
294.522
294.846
304.631
302.95
304.917
269.719
325.202
343.729
295.726
294.892
336.365
330.975
263.691
265.429
323.2
305.366
278.194
310.181
287.404
297.471
257.388
307.48
298.34
324.653
259.852
334.43
336.179
349.486
299.319
297.157
300.064
296.427
279.635
282.318
295.283
292.127
245.621
281.21
325.353
267.767
320.11
310.454
272.244
299.988
300.141
301.683
298.334
311.187
300.065
308.049
284.784
329.183
289.29
289.618
276.932
318.404
281.679
294.14
275.943
272.783
326.866
320.459
303.744
279.999
326.713
280.287
275.499
287.264
284.115
266.697
274.34
254.858
318.934
324.664
302.519
324.103
322.88
322.923
256.967
316.211
255.368
255.26
308.585
310.809
313.502
335.031
268.995
293.599
294.683
289.368
293.31
279.227
268.331
330.742
294.593
284.237
299.954
301.008
280.27
273.779
295.901
301.222
306.731
276.78
284.637
306.108
290.477
297.245
308.099
300.797
309.456
306.25
299.582
298.992
281.417
331.573
278.381
349.759
290.315
337.451
264.532
328.182
321.615
307.545
324.054
369.872
347.662
351.818
268.041
298.618
299.543
299.528
288.354
276.079
325.16
282.083
260.355
317.098
286.055
313.799
269.479
237.154
249.311
352.962
337.042
343.155
292.503
298.765
309.054
283.171
292.023
313.796
316.149
290.947
312.872
321.715
315.908
309.615
282.303
279.07
291.703
285.007
285.357
289.13
290.188
308.408
355.961
351.518
344.888
350.877
359.059
302.472
303.995
290.201
291.755
288.689
293.095
292.696
263.563
268.832
301.818
270.428
266.964
294.148
292.587
295.371
308.901
307.757
268.957
284.51
308.551
309.65
304.568
317.159
301.742
287.6
302.631
312.329
316.613
283.964
320.186
299.646
301.812
280.446
303.283
311.601
306.19
315.12
307.598
315.039
305.884
286.802
307.876
261.693
266.574
279.622
287.845
247.97
240.617
281.257
287.131
293.95
270.439
273.828
276.721
304.069
292.64
257.429
275.018
284.223
288.377
301.691
303.496
300.67
311.877
288.273
289.849
266.865
277.017
294.086
290.721
273.682
301.113
306.787
314.599
296.849
318.949
290.976
269.093
278.177
294.643
305.727
290.046
292.678
263.802
264.169
258.602
306.8
298.04
287.597
287.53
296.508
305.43
322.802
308.457
296.303
286.656
275.317
279.287
279.441
309.155
312.288
289.851
276.197
326.221
286.48
298.186
305.512
306.107
329.979
318.43
267.703
323.156
273.704
277.176
308.094
309.502
333.698
322.272
321.36
269.702
339.997
316.439
293.448
297.748
286.397
274.978
266.676
299.654
272.126
277.428
298.851
308.502
304.48
296.092
282.332
276.066
294.015
300.726
260.752
260.64
261.109
268.213
319.121
317.094
296.574
311.678
297.907
299.614
284.789
293.03
274.349
269.877
276.117
268.543
323.166
239.894
237.975
324.663
311.953
333.961
308.808
331.871
281.488
271.93
295.5
290.711
299.907
295.259
263.415
317.483
312.065
302.506
311.3
319.337
312.73
308.697
290.458
296.495
324.109
306.588
310.02
299.055
272.787
292.642
306.338
295.315
292.105
295.873
291.208
303.676
287.855
293.326
298.236
305.577
294.53
300.021
300.687
325.89
292.871
304.288
307.67
286.426
318.067
319.124
328.578
280.392
296.416
338.317
295.841
294.261
281.872
312.831
305.278
313.061
314.115
358.685
280.98
262.345
264.686
314.895
303.479
308.368
305.314
298.141
309.67
305.198
322.95
299.043
299.043
284.871
279.695
276.573
316.334
313.886
342.538
278.28
308.463
272.303
300.116
310.065
290.848
286.689
267.721
276.042
315.524
321.367
278.24
319.212
278.946
299.402
307.991
289.257
293.64
308.674
342.466
299.416
305.869
293.872
318.719
304.802
288.173
298.792
325.106
323.244
306.745
275.609
270.523
315.258
289.762
285.108
273.437
255.344
268.505
322.477
276.093
337.562
324.772
327.561
294.036
276.468
293.891
291.986
270.072
275.411
289.572
306.119
311.798
303.718
307.337
291.367
286.177
295.824
315.591
295.87
290.017
300.257
311.321
322.51
314.032
299.818
305.707
289.178
302.917
282.52
305.77
280.453
293.131
294.273
268.229
308.251
331.901
280.146
288.271
296.717
279.412
279.412
305.104
298.481
305.824
309.424
308.092
298.166
282.748
330.238
266.659
309.13
350.88
364.67
347.25
310.332
290.009
282.321
320.744
284.378
295.177
301.593
297.851
292.711
274.904
260.937
262.418
256.858
328.452
282.432
288.699
311.249
294.482
341.566
336.754
321.344
272.651
295.736
282.558
276.353
311.619
343.602
288.958
300.54
333.42
257.157
271.948
294.78
290.94
293.107
258.586
317.141
295.181
318.145
269.998
326.268
325.172
313.331
269.286
268.108
321.941
302.687
290.942
281.791
273.724
299.031
283.579
291.92
328.772
275.19
268.5
265.252
324.55
275.189
287.055
284.102
299.728
286.816
296.393
299.44
302.582
309.692
279.961
288.911
279.013
329.816
307.421
309.762
335.375
277.072
338.16
301.466
321.999
311.224
271.504
269.358
301.191
295.846
283.173
291.656
282.633
252.309
287.751
289.191
280.91
314.29
275.725
276.294
303.473
313.059
316.546
278.56
279.045
296.15
301.295
308.94
285.46
275.79
300.791
310.107
316.924
309.595
262.814
313.511
278.119
298.471
302.989
294.664
299.247
296.858
297.846
283.946
296.534
282.745
286.601
288.49
313.765
305.087
289.281
286.334
288.936
325.142
275.732
318.638
312.177
289.283
294.509
320.98
288.464
277.274
280.552
281.51
290.407
292.421
272.875
298.809
282.544
314.887
310.462
308.017
309.479
302.763
294.575
304.631
292.348
318.234
282.45
298.179
288.107
282.132
295.391
324.605
301.659
291.391
326.117
281.283
308.912
293.011
289.914
277.123
273.124
284.918
276.501
286.017
278.787
323.73
314.574
303.513
305.149
296.583
276.804
303.633
257.909
318.868
274.802
274.072
309.891
305.543
307.24
292.218
284.853
298.254
285.777
291.801
267.039
265.1
270.991
272.751
309.734
302.841
295.498
300.855
275.046
307.854
308.211
281.965
302.099
296.234
318.257
323.067
280.894
266.506
332.659
288.366
282.827
308.541
307.009
306.616
269.122
316.147
316.147
281.637
267.412
332.092
261.992
278.972
281.145
296.603
283.148
296.731
351.15
286.506
290.838
295.653
277.981
284.661
328.142
269.203
289.283
284.564
258.742
301.494
272.088
288.985
290.861
347.793
319.125
240.174
241.443
309.964
284.763
282.205
279.252
286.06
329.286
274.59
304.84
305.645
322.503
273.232
302.429
305.464
293.923
333.455
316.565
307.456
307.189
317.314
278.772
285.194
312.595
303.565
306.416
307.206
326.067
269.125
294.847
325.919
330.414
282.718
307.981
300.206
294.63
293.354
307.428
282.451
278.71
336.635
341.181
361.942
265.867
275.382
321.884
280.706
281.679
313.522
290.319
301.635
297.643
326.798
275.6
282.408
303.54
283.908
280.242
290.248
315.524
291.901
271.463
281.508
263.634
270.431
302.001
286.503
281.894
280.758
294.501
280.807
284.615
280.161
300.255
287.266
304.573
246.436
329.32
262.689
321.789
279.452
292.789
288.706
289.996
286.454
320.091
309.279
285.058
267.062
261.541
271.868
279.144
305.834
293.637
294.403
298.894
276.98
280.486
279.916
279.215
292.154
298.996
278.463
286.367
281.452
294.024
300.452
310.642
310.642
330.471
280.242
274.576
304.843
309.628
281.924
277.268
324.203
280.09
334.412
320.562
295.554
274.488
268.302
301.699
353.432
346.485
348.586
349.568
349.352
343.713
296.717
314.104
276.907
267.898
329.721
281.557
305.731
289.189
295.691
340.374
336.641
332.505
311.058
336.732
311.893
302.927
291.381
306.351
314.716
351.57
307.919
312.808
269.267
326.867
278.634
324.6
351.355
348.21
301.933
267.286
273.433
321.156
282.673
297.453
324.918
346.902
265.651
277.144
321.645
381.356
338.436
312.906
287.083
288.502
295.369
304.295
276.417
330.623
362.901
260.742
260.1
313.911
251.37
336.217
305.608
292.765
288.445
300.031
306.274
283.627
284.242
304.994
313.363
290.578
266.755
269.23
274.12
274.728
289.87
308.293
300.995
294.65
279.574
278.287
265.374
319.445
300.691
294.05
300.603
291.288
298.43
299.803
319.563
301.078
274.448
291.332
273.159
273.232
260.739
319.163
324.221
324.838
334.176
348.457
330.567
302.123
284.487
285.053
295.908
293.201
266.524
318.151
271.77
274.908
268.63
267.918
276.041
265.974
283.917
281.778
286.454
316.963
325.309
314.82
301.613
309.625
325.975
321.16
255.395
274.42
297.421
286.828
316.908
329.499
323.556
327.196
275.868
307.978
302.278
288.064
302.043
300.929
301.638
283.574
308.896
294.238
291.272
299.486
296.552
279.1
312.444
323.149
321.587
304.426
316.837
294.254
266.67
281.778
286.805
271.737
281.382
289.276
296.683
305.393
301.636
302.307
312.071
287.34
309.844
308.734
304.72
317.915
263.648
283.92
294.456
297.614
302.644
288.883
288.353
308.479
296.431
296.538
275.307
354.155
275.987
375.275
347.148
272.507
316.798
336.955
252.217
256.144
267.115
225.226
297.525
315.138
371.087
363.345
319.533
268.304
265.185
266.665
264.757
322.329
289.644
281.439
284.417
305.266
301.359
300.229
308.124
306.054
314.184
349.463
291.636
291.976
304.06
282.189
290.636
304.549
261.568
268.58
270.896
272.914
281.491
309.748
330.973
277.773
274.55
301.795
283.884
330.524
291.118
279.264
270.148
331.081
274.071
273.392
283.781
290.79
301.698
308.062
293.456
314.902
273.536
288.027
296.799
311.054
314.23
302.13
286.233
305.194
310.018
276.158
307.485
310.427
293.825
290.576
282.059
311.107
275.707
353.218
308.572
297.393
308.622
277.571
307.167
273.124
265.41
303.85
303.846
248.288
271.461
278.774
303.141
316.592
319.983
287.59
297.855
280.962
307.851
277.619
280.741
283.643
296.586
275.283
309.931
318.45
309.622
315.731
310.306
267.182
282.851
285.389
270.48
294.901
244.235
326.756
299.287
309.289
283.199
267.257
264.793
297.31
322.152
300.971
293.092
307.374
302.048
293.026
305.997
287.64
275.181
283.991
298.916
308.138
312.88
308.545
294.825
290.186
288.478
320.278
271.692
303.248
305.12
331.571
343.799
287.51
324.057
327.794
301.406
312.959
301.884
340.603
286.893
293.636
354.332
228.992
220.817
253.709
250.954
251.806
274.0
329.555
329.061
269.114
291.448
291.612
271.572
361.956
364.358
312.961
295.185
284.992
283.644
283.358
325.188
302.959
316.078
324.605
272.275
267.199
311.579
330.543
304.495
319.242
258.544
300.767
243.614
256.136
323.742
275.941
294.558
293.085
288.659
296.528
318.405
273.596
302.114
331.97
276.506
261.754
275.426
304.235
336.011
335.716
333.67
317.61
327.219
294.409
297.369
337.678
330.282
282.725
283.58
264.772
264.114
252.632
285.049
293.004
289.845
281.208
279.426
299.449
315.789
283.415
301.698
297.365
303.164
303.484
303.166
322.173
332.028
277.484
279.045
292.329
306.893
299.749
270.413
257.772
296.307
303.895
316.741
314.902
323.106
270.373
329.854
289.104
288.276
292.628
309.151
307.581
304.166
285.704
311.762
318.99
273.983
286.8
297.972
301.819
259.991
289.24
292.699
317.942
325.107
313.109
308.322
271.941
271.179
269.901
336.603
270.018
267.7
257.637
289.324
325.373
340.843
330.773
299.396
299.621
311.17
282.681
296.091
279.962
329.305
328.629
273.524
276.882
305.907
265.431
280.565
327.409
291.829
285.073
305.4
272.347
310.854
301.361
271.699
323.854
277.943
280.984
309.508
308.692
304.304
303.523
295.745
277.495
299.658
290.036
298.624
260.207
336.388
272.798
291.181
296.524
299.679
281.071
329.818
278.033
273.005
244.797
316.515
300.003
279.861
312.694
286.036
296.539
296.82
287.703
278.815
283.883
293.071
306.507
344.855
360.558
303.321
313.132
316.927
311.801
297.171
298.645
302.838
307.633
280.365
300.911
288.172
299.418
284.033
286.874
322.62
316.172
314.302
278.77
303.347
300.943
272.779
251.227
236.204
278.747
325.701
335.644
277.588
289.597
287.739
329.587
288.186
277.774
296.636
295.99
302.542
307.11
288.904
292.601
296.876
302.054
264.031
273.361
280.84
354.338
332.432
328.566
266.431
316.419
294.66
271.085
302.661
306.809
307.536
303.437
275.041
286.517
269.172
309.37
295.08
339.467
338.472
303.975
290.303
290.606
271.257
298.25
283.228
303.336
307.907
319.92
275.922
276.482
285.285
303.647
288.071
246.236
335.417
274.506
315.737
271.585
287.587
284.979
295.311
304.688
288.302
302.666
314.315
338.851
247.911
332.718
265.544
274.508
277.896
305.502
280.458
318.271
276.326
255.004
336.557
295.942
315.522
342.999
289.86
322.038
266.429
381.976
294.935
281.046
282.368
262.455
276.104
290.116
290.414
312.935
330.161
327.882
306.974
294.946
322.85
288.913
312.392
346.571
269.534
273.937
242.966
257.464
297.248
290.845
291.417
257.184
331.478
304.105
278.293
305.415
314.152
263.57
262.46
263.195
263.84
320.855
286.846
312.604
315.514
290.93
290.362
256.192
320.766
303.069
299.399
295.115
284.85
270.867
266.727
318.842
308.393
337.383
329.745
339.106
299.897
299.613
290.384
316.912
339.343
312.619
290.068
310.171
306.989
289.163
314.589
289.155
292.082
307.392
305.741
294.24
308.413
366.014
320.171
309.663
281.67
301.031
298.49
290.789
279.379
324.624
328.42
304.796
291.816
274.941
280.345
276.127
330.944
295.783
295.847
281.612
267.997
325.949
321.623
282.104
268.018
276.078
286.101
280.066
327.259
336.291
319.436
295.09
316.21
321.928
267.312
287.473
331.364
304.387
286.941
287.089
289.402
264.132
278.629
278.306
301.28
265.253
314.122
300.77
310.811
278.226
277.432
308.196
289.497
289.497
284.692
307.426
273.73
275.327
273.25
294.252
308.434
303.328
318.808
310.592
315.768
295.945
296.993
309.085
294.296
287.11
297.305
298.285
285.4
285.136
312.247
321.462
302.325
289.138
319.072
259.51
279.657
307.617
302.981
304.966
278.333
275.341
297.081
312.286
279.879
330.89
337.639
298.535
286.162
276.118
324.659
320.584
304.043
286.57
292.163
303.788
300.528
298.677
298.838
342.653
337.493
315.673
312.266
296.845
279.099
304.569
295.316
313.53
288.811
315.554
294.089
291.606
293.404
277.611
276.262
278.793
311.933
278.498
295.103
300.762
289.374
282.71
288.175
317.728
264.793
271.267
277.121
286.503
267.139
289.808
321.164
309.928
326.261
263.096
292.596
297.757
313.469
282.944
320.138
302.46
275.518
322.799
310.689
288.004
302.809
291.501
323.367
249.351
258.298
284.733
283.7
287.195
284.249
273.113
287.312
296.527
297.892
245.325
355.173
255.848
342.07
296.695
318.002
292.693
316.227
265.05
268.674
263.236
317.955
339.931
235.982
256.064
305.5
272.452
265.779
290.076
286.085
259.841
252.681
290.5
286.016
283.305
275.308
320.272
337.863
346.89
308.876
350.71
285.583
308.962
259.997
277.087
259.444
331.737
264.482
261.722
260.315
291.916
312.033
267.21
240.654
287.552
304.147
306.397
275.585
313.524
329.569
325.582
278.925
333.261
296.979
319.419
314.746
349.049
291.322
285.972
302.058
302.318
351.455
353.235
279.168
282.123
286.423
318.4
331.561
341.758
264.513
280.051
260.865
286.076
287.38
263.435
253.025
297.385
289.066
304.07
306.261
274.12
312.354
322.638
357.838
339.348
281.858
304.538
254.143
285.329
252.819
328.703
316.908
278.822
324.246
285.905
351.961
315.888
309.845
289.094
276.901
280.669
306.463
299.508
286.052
274.047
292.06
301.62
319.714
295.998
287.297
277.681
329.119
293.189
284.469
296.425
324.514
315.114
271.027
278.065
333.119
249.931
318.034
274.999
324.822
318.801
295.409
277.83
330.758
290.129
282.576
288.034
290.648
277.184
279.875
282.412
329.819
400.336
273.516
266.897
301.08
270.838
296.573
270.985
279.311
337.586
292.835
285.75
291.233
306.436
255.458
334.008
282.087
303.272
285.447
304.463
289.838
284.514
297.95
306.298
305.327
271.578
295.991
322.457
277.696
275.921
291.169
319.298
291.732
301.276
303.921
326.738
278.525
334.224
262.972
272.239
269.877
327.12
309.177
311.182
263.778
331.258
329.984
302.603
306.941
307.065
316.79
281.159
309.865
298.643
288.577
285.761
280.727
283.862
291.199
259.725
261.149
268.865
309.322
288.202
303.428
324.359
328.574
331.402
259.868
296.087
301.41
297.458
320.478
293.375
297.696
293.364
283.958
321.087
279.512
283.282
278.883
309.873
321.546
290.079
302.923
277.376
297.822
316.729
285.557
272.567
303.518
355.604
252.169
296.087
299.812
276.74
301.675
290.945
297.106
285.69
282.709
283.126
281.611
309.812
299.048
275.527
280.764
277.721
296.225
287.779
277.156
268.069
261.909
324.441
277.982
293.432
334.149
288.555
296.152
293.04
288.345
282.728
312.762
274.67
272.595
287.927
282.1
306.151
272.363
290.756
292.408
311.173
272.474
253.114
309.92
281.743
282.699
282.017
307.165
294.382
305.215
313.081
321.473
279.357
283.161
257.745
279.283
286.231
289.232
254.575
268.263
278.506
307.281
320.652
304.206
277.549
268.598
311.43
281.865
287.588
320.707
320.016
283.459
306.397
284.415
286.615
288.352
316.334
307.946
300.798
301.236
323.794
308.894
309.92
326.9
358.565
287.306
248.289
267.669
298.95
304.576
318.188
324.9
306.862
296.495
281.761
281.902
272.896
266.909
276.85
301.585
303.036
261.537
266.346
284.769
288.605
310.757
290.152
315.196
296.256
322.683
299.987
303.567
333.303
278.062
254.279
259.349
260.32
254.213
282.287
260.41
321.821
306.922
286.132
284.582
322.652
281.616
333.591
272.811
289.866
286.951
272.914
267.319
306.957
294.142
357.212
282.238
311.175
273.904
279.01
313.086
326.956
317.206
292.005
304.558
274.875
317.358
323.14
330.981
286.472
306.437
288.362
298.672
322.801
293.18
273.164
282.927
283.906
301.952
259.72
284.96
294.315
297.29
303.808
318.666
312.664
295.125
316.948
276.419
300.518
262.796
265.786
265.739
256.296
335.27
267.768
301.022
299.286
321.034
285.509
279.831
314.277
330.914
330.458
325.466
262.041
283.111
293.987
331.73
281.7
309.681
338.487
337.818
322.99
329.875
337.194
325.789
296.672
272.973
342.216
290.796
296.687
319.294
324.54
266.137
259.614
289.97
294.837
285.632
274.194
274.334
312.601
314.538
254.142
294.308
296.474
312.016
331.591
330.348
322.365
342.851
318.241
345.358
346.071
329.34
336.507
324.89
322.28
320.324
290.979
278.934
310.628
272.165
258.627
267.914
282.27
287.59
285.58
281.636
268.504
284.815
288.409
302.979
282.074
285.43
333.152
313.197
265.257
294.419
272.799
305.432
310.042
320.426
305.332
315.545
268.498
249.444
321.437
284.989
288.713
306.523
302.686
280.547
268.826
276.826
274.707
273.555
275.421
328.522
310.742
302.455
324.826
356.825
344.944
284.955
310.969
270.171
303.283
297.498
301.073
330.219
366.183
359.582
320.719
322.301
280.912
319.763
333.412
328.143
287.868
323.477
288.506
283.369
312.76
283.973
299.277
346.877
320.176
290.265
270.421
309.629
303.886
286.429
289.582
270.594
338.643
322.014
268.886
315.549
311.665
331.665
255.14
297.245
301.892
263.488
274.682
320.06
324.541
336.212
249.783
278.798
275.53
270.488
296.335
313.157
310.502
281.791
268.001
272.31
327.909
262.009
261.538
320.858
339.608
308.52
295.239
301.673
299.914
292.997
306.86
279.695
298.039
304.95
295.099
292.926
265.082
277.935
280.327
315.797
285.25
317.667
317.303
325.467
322.522
296.071
293.925
313.74
321.566
306.588
309.594
303.506
306.881
321.627
274.838
277.161
283.331
297.463
306.638
303.548
303.074
292.408
357.671
331.837
296.691
303.698
277.228
307.92
289.222
286.297
305.73
294.056
316.329
303.628
287.773
293.163
317.872
307.038
299.787
284.199
275.749
245.214
274.63
275.818
267.845
339.866
319.257
311.509
316.309
319.442
316.585
277.233
278.744
285.608
326.012
328.014
304.785
296.982
307.525
298.987
282.833
278.485
301.07
303.001
298.129
295.979
333.14
332.564
334.607
333.452
316.577
301.947
287.916
291.517
312.107
279.812
291.758
315.765
317.832
294.696
277.167
280.934
301.778
277.924
272.497
331.48
320.992
316.904
286.622
311.569
293.247
314.375
292.872
300.16
296.79
275.989
317.659
320.614
306.024
295.321
319.777
305.685
306.242
289.471
329.005
282.27
287.127
244.395
257.213
282.609
328.15
290.008
330.654
298.18
283.574
307.5
270.256
251.494
268.626
293.651
303.34
278.253
292.949
297.676
285.867
306.423
287.086
276.128
283.104
329.73
350.997
256.739
264.474
312.012
297.593
292.016
296.113
315.555
318.5
271.814
275.989
309.55
304.572
286.191
287.855
316.079
313.709
267.682
271.352
271.236
291.198
319.248
292.487
297.445
325.032
325.586
325.917
251.91
252.206
263.006
267.82
278.56
291.799
278.172
300.416
312.91
324.607
301.165
291.15
227.344
251.897
273.058
278.945
280.773
