value,kde,parameter,strain,carbon_source,overexpression,inducer_conc
0.00779404,0.0,width_mu,lpp14,LB,none,0.0
0.01246421627254509,0.0,width_mu,lpp14,LB,none,0.0
0.01713439254509018,0.0,width_mu,lpp14,LB,none,0.0
0.021804568817635272,0.0,width_mu,lpp14,LB,none,0.0
0.026474745090180364,0.0,width_mu,lpp14,LB,none,0.0
0.031144921362725453,0.0,width_mu,lpp14,LB,none,0.0
0.03581509763527054,0.0,width_mu,lpp14,LB,none,0.0
0.04048527390781564,0.0,width_mu,lpp14,LB,none,0.0
0.045155450180360726,0.0,width_mu,lpp14,LB,none,0.0
0.049825626452905815,0.0,width_mu,lpp14,LB,none,0.0
0.054495802725450904,0.0,width_mu,lpp14,LB,none,0.0
0.059165978997996,0.0,width_mu,lpp14,LB,none,0.0
0.06383615527054108,0.0,width_mu,lpp14,LB,none,0.0
0.06850633154308618,0.0,width_mu,lpp14,LB,none,0.0
0.07317650781563127,0.0,width_mu,lpp14,LB,none,0.0
0.07784668408817635,0.0,width_mu,lpp14,LB,none,0.0
0.08251686036072145,0.0,width_mu,lpp14,LB,none,0.0
0.08718703663326655,0.0,width_mu,lpp14,LB,none,0.0
0.09185721290581163,0.0,width_mu,lpp14,LB,none,0.0
0.09652738917835672,0.0,width_mu,lpp14,LB,none,0.0
0.1011975654509018,0.0,width_mu,lpp14,LB,none,0.0
0.1058677417234469,0.0,width_mu,lpp14,LB,none,0.0
0.110537917995992,0.0,width_mu,lpp14,LB,none,0.0
0.11520809426853708,0.0,width_mu,lpp14,LB,none,0.0
0.11987827054108217,0.0,width_mu,lpp14,LB,none,0.0
0.12454844681362727,0.0,width_mu,lpp14,LB,none,0.0
0.12921862308617235,0.0,width_mu,lpp14,LB,none,0.0
0.13388879935871745,0.0,width_mu,lpp14,LB,none,0.0
0.13855897563126254,0.0,width_mu,lpp14,LB,none,0.0
0.14322915190380764,0.0,width_mu,lpp14,LB,none,0.0
0.1478993281763527,0.0,width_mu,lpp14,LB,none,0.0
0.1525695044488978,0.0,width_mu,lpp14,LB,none,0.0
0.1572396807214429,0.0,width_mu,lpp14,LB,none,0.0
0.161909856993988,0.0,width_mu,lpp14,LB,none,0.0
0.1665800332665331,0.0,width_mu,lpp14,LB,none,0.0
0.17125020953907816,0.0,width_mu,lpp14,LB,none,0.0
0.17592038581162325,0.0,width_mu,lpp14,LB,none,0.0
0.18059056208416835,0.0,width_mu,lpp14,LB,none,0.0
0.18526073835671344,0.0,width_mu,lpp14,LB,none,0.0
0.18993091462925854,0.0,width_mu,lpp14,LB,none,0.0
0.1946010909018036,0.0,width_mu,lpp14,LB,none,0.0
0.1992712671743487,0.0,width_mu,lpp14,LB,none,0.0
0.2039414434468938,0.0,width_mu,lpp14,LB,none,0.0
0.2086116197194389,0.0,width_mu,lpp14,LB,none,0.0
0.213281795991984,0.0,width_mu,lpp14,LB,none,0.0
0.2179519722645291,0.0,width_mu,lpp14,LB,none,0.0
0.22262214853707415,0.0,width_mu,lpp14,LB,none,0.0
0.22729232480961925,0.0,width_mu,lpp14,LB,none,0.0
0.23196250108216435,0.0,width_mu,lpp14,LB,none,0.0
0.23663267735470944,0.0,width_mu,lpp14,LB,none,0.0
0.24130285362725454,0.0,width_mu,lpp14,LB,none,0.0
0.2459730298997996,0.0,width_mu,lpp14,LB,none,0.0
0.2506432061723447,0.0,width_mu,lpp14,LB,none,0.0
0.25531338244488977,0.0,width_mu,lpp14,LB,none,0.0
0.2599835587174349,0.0,width_mu,lpp14,LB,none,0.0
0.26465373498997996,0.0,width_mu,lpp14,LB,none,0.0
0.2693239112625251,0.0,width_mu,lpp14,LB,none,0.0
0.27399408753507015,0.0,width_mu,lpp14,LB,none,0.0
0.2786642638076153,0.0,width_mu,lpp14,LB,none,0.0
0.28333444008016034,0.0,width_mu,lpp14,LB,none,0.0
0.2880046163527054,0.0,width_mu,lpp14,LB,none,0.0
0.29267479262525053,0.0,width_mu,lpp14,LB,none,0.0
0.2973449688977956,0.0,width_mu,lpp14,LB,none,0.0
0.3020151451703407,0.0,width_mu,lpp14,LB,none,0.0
0.3066853214428858,0.0,width_mu,lpp14,LB,none,0.0
0.31135549771543086,0.0,width_mu,lpp14,LB,none,0.0
0.316025673987976,0.0,width_mu,lpp14,LB,none,0.0
0.32069585026052105,0.0,width_mu,lpp14,LB,none,0.0
0.3253660265330662,0.0,width_mu,lpp14,LB,none,0.0
0.33003620280561125,0.0,width_mu,lpp14,LB,none,0.0
0.3347063790781563,0.0,width_mu,lpp14,LB,none,0.0
0.33937655535070144,0.0,width_mu,lpp14,LB,none,0.0
0.3440467316232465,0.0,width_mu,lpp14,LB,none,0.0
0.34871690789579163,0.0,width_mu,lpp14,LB,none,0.0
0.3533870841683367,0.0,width_mu,lpp14,LB,none,0.0
0.35805726044088176,0.0,width_mu,lpp14,LB,none,0.0
0.3627274367134269,0.0,width_mu,lpp14,LB,none,0.0
0.36739761298597196,0.0,width_mu,lpp14,LB,none,0.0
0.3720677892585171,0.0,width_mu,lpp14,LB,none,0.0
0.37673796553106215,0.0,width_mu,lpp14,LB,none,0.0
0.3814081418036072,0.0,width_mu,lpp14,LB,none,0.0
0.38607831807615234,0.0,width_mu,lpp14,LB,none,0.0
0.3907484943486974,0.0,width_mu,lpp14,LB,none,0.0
0.39541867062124253,0.0,width_mu,lpp14,LB,none,0.0
0.4000888468937876,0.0,width_mu,lpp14,LB,none,0.0
0.4047590231663327,0.0,width_mu,lpp14,LB,none,0.0
0.4094291994388778,0.0,width_mu,lpp14,LB,none,0.0
0.41409937571142286,0.0,width_mu,lpp14,LB,none,0.0
0.418769551983968,0.0,width_mu,lpp14,LB,none,0.0
0.42343972825651305,0.0,width_mu,lpp14,LB,none,0.0
0.42810990452905817,0.0,width_mu,lpp14,LB,none,0.0
0.43278008080160324,0.0,width_mu,lpp14,LB,none,0.0
0.4374502570741483,0.0,width_mu,lpp14,LB,none,0.0
0.44212043334669343,0.0,width_mu,lpp14,LB,none,0.0
0.4467906096192385,0.0,width_mu,lpp14,LB,none,0.0
0.4514607858917836,0.0,width_mu,lpp14,LB,none,0.0
0.4561309621643287,0.0,width_mu,lpp14,LB,none,0.0
0.46080113843687376,0.0,width_mu,lpp14,LB,none,0.0
0.4654713147094189,0.0,width_mu,lpp14,LB,none,0.0
0.47014149098196395,0.0,width_mu,lpp14,LB,none,0.0
0.4748116672545091,0.0,width_mu,lpp14,LB,none,0.0
0.47948184352705414,0.0,width_mu,lpp14,LB,none,0.0
0.4841520197995992,0.0,width_mu,lpp14,LB,none,0.0
0.48882219607214433,0.0,width_mu,lpp14,LB,none,0.0
0.4934923723446894,0.0,width_mu,lpp14,LB,none,0.0
0.4981625486172345,0.0,width_mu,lpp14,LB,none,0.0
0.5028327248897796,0.0,width_mu,lpp14,LB,none,0.0
0.5075029011623247,0.0,width_mu,lpp14,LB,none,0.0
0.5121730774348697,0.0,width_mu,lpp14,LB,none,0.0
0.5168432537074148,0.0,width_mu,lpp14,LB,none,0.0
0.5215134299799599,0.0,width_mu,lpp14,LB,none,0.0
