lower,upper,quantity,interval,idx
0.4744788,0.513858825,w_min,95%,1
0.48274975000000003,0.505521,w_min,75%,1
0.48745125,0.5006005,w_min,50%,1
0.491064375,0.49724425,w_min,25%,1
0.4929151,0.4953251,w_min,10%,1
0.49407599999999996,0.49407599999999996,w_min,median,1
0.24266985,0.27867284999999997,w_slope,95%,1
0.249933625,0.27156637499999997,w_slope,75%,1
0.25452549999999996,0.26705975000000004,w_slope,50%,1
0.25784225,0.263728,w_slope,25%,1
0.2596461,0.262074,w_slope,10%,1
0.2608145,0.2608145,w_slope,median,1
3.7738885,4.00582625,alpha,95%,1
3.81836625,3.9607025,alpha,75%,1
3.8476274999999998,3.9303049999999997,alpha,50%,1
3.86949875,3.90827875,alpha,25%,1
3.8813655,3.8954525,alpha,10%,1
3.8888949999999998,3.8888949999999998,alpha,median,1
274.923,321.949525,rho_prot_min,95%,1
284.653,312.206,rho_prot_min,75%,1
290.38125,306.79775,rho_prot_min,50%,1
294.58375,302.462875,rho_prot_min,25%,1
297.1521,300.3516,rho_prot_min,10%,1
298.6395,298.6395,rho_prot_min,median,1
-82.355855,-39.30983499999999,rho_prot_slope,95%,1
-73.8162875,-49.2482375,rho_prot_slope,75%,1
-69.0142,-54.381625,rho_prot_slope,50%,1
-65.27545,-58.140137499999994,rho_prot_slope,25%,1
-63.020675,-60.50938999999999,rho_prot_slope,10%,1
-61.7357,-61.7357,rho_prot_slope,median,1
9.819467750000001,10.732902500000002,m_peri_mu,95%,1
10.01135,10.5323,m_peri_mu,75%,1
10.117375,10.435224999999999,m_peri_mu,50%,1
10.1980625,10.3517875,m_peri_mu,25%,1
10.247055,10.308525,m_peri_mu,10%,1
10.27945,10.27945,m_peri_mu,median,1
0.0684957675,0.0837120075,w_sigma,95%,1
0.07128508750000001,0.07996487499999999,w_sigma,75%,1
0.07307695,0.07820835,w_sigma,50%,1
0.074399725,0.0768067375,w_sigma,25%,1
0.07509684,0.07604180499999999,w_sigma,10%,1
0.07552935,0.07552935,w_sigma,median,1
0.45111012500000003,0.5756373499999999,ell_sigma,95%,1
0.4730365,0.54600225,ell_sigma,75%,1
0.48760325,0.529418,ell_sigma,50%,1
0.498023875,0.5180785,ell_sigma,25%,1
0.5038388500000001,0.5116642,ell_sigma,10%,1
0.507366,0.507366,ell_sigma,median,1
0.2705821,0.3553521,vol_sigma,95%,1
0.28398275,0.334696125,vol_sigma,75%,1
0.293449,0.3235785,vol_sigma,50%,1
0.301165125,0.3155265,vol_sigma,25%,1
0.30537165,0.3112086,vol_sigma,10%,1
0.308313,0.308313,vol_sigma,median,1
0.00838245825,0.011988835000000002,phi_peri_sigma,95%,1
0.00896189875,0.011066000000000001,phi_peri_sigma,75%,1
0.0093428575,0.010578175,phi_peri_sigma,50%,1
0.0096385275,0.0102261375,phi_peri_sigma,25%,1
0.0098104315,0.01005017,phi_peri_sigma,10%,1
0.00993896,0.00993896,phi_peri_sigma,median,1
0.0223636625,0.028569212500000003,phi_mem_sigma,95%,1
0.023366275000000002,0.0269822375,phi_mem_sigma,75%,1
0.0240644,0.026134900000000003,phi_mem_sigma,50%,1
0.024575325,0.025598549999999998,phi_mem_sigma,25%,1
0.024896255,0.025274115,phi_mem_sigma,10%,1
0.0250757,0.0250757,phi_mem_sigma,median,1
0.12006932499999999,0.12893117499999998,phi_mem_mu,95%,1
0.121890125,0.12703150000000002,phi_mem_mu,75%,1
0.12300375,0.12593149999999997,phi_mem_mu,50%,1
0.123761,0.12511650000000002,phi_mem_mu,25%,1
0.124215,0.1246929,phi_mem_mu,10%,1
0.12444,0.12444,phi_mem_mu,median,1
