lower,upper,quantity,interval,width
0.038775958542713554,0.038775958542713554,phi_pred,median,0.5190954773869347
0.033614446293969855,0.04296410278517587,phi_pred,95%,0.521859296482412
0.035227877355527654,0.04150062104271357,phi_pred,75%,0.521859296482412
0.037551644189698495,0.039283440860552764,phi_pred,25%,0.521859296482412
0.03840911055276382,0.03840911055276382,phi_pred,median,0.521859296482412
0.033148021708542724,0.04260379231155778,phi_pred,95%,0.5246231155778894
0.03480317889447237,0.0411413663316583,phi_pred,75%,0.5246231155778894
0.03716346130653266,0.03891438052763819,phi_pred,25%,0.5246231155778894
0.03803973618090453,0.03803973618090453,phi_pred,median,0.5246231155778894
0.03268633997487437,0.042251209032663314,phi_pred,95%,0.5273869346733668
0.0343967826005025,0.04077503369974875,phi_pred,75%,0.5273869346733668
0.03677700364321609,0.03854036337939699,phi_pred,25%,0.5273869346733668
0.03766405817839197,0.03766405817839197,phi_pred,median,0.5273869346733668
0.03223270113065327,0.041899379396984925,phi_pred,95%,0.5301507537688442
0.03398101193467335,0.040410251444723606,phi_pred,75%,0.5301507537688442
0.03638513128140703,0.03816165012562814,phi_pred,25%,0.5301507537688442
0.03729117587939698,0.03729117587939698,phi_pred,median,0.5301507537688442
0.031772135502512545,0.041559088768844205,phi_pred,95%,0.5329145728643216
0.033550729491206015,0.04006698740577888,phi_pred,75%,0.5329145728643216
0.03600059654522614,0.03777601488693467,phi_pred,25%,0.5329145728643216
0.036904531030150754,0.036904531030150754,phi_pred,median,0.5329145728643216
0.03128792346733667,0.041201130376884415,phi_pred,95%,0.535678391959799
0.03310749836683416,0.039693981155778886,phi_pred,75%,0.535678391959799
0.035598588944723605,0.037402388316582914,phi_pred,25%,0.535678391959799
0.036521739195979896,0.036521739195979896,phi_pred,median,0.535678391959799
0.030833569660804017,0.04084232487437185,phi_pred,95%,0.5384422110552765
0.032690719849246215,0.03934461403894471,phi_pred,75%,0.5384422110552765
0.035209140106783915,0.037037876350502506,phi_pred,25%,0.5384422110552765
0.03613765037688441,0.03613765037688441,phi_pred,median,0.5384422110552765
0.030369028190954776,0.04049860583165829,phi_pred,95%,0.5412060301507537
0.03226188052763818,0.03899620766331659,phi_pred,75%,0.5412060301507537
0.03483191714824122,0.03666903479899497,phi_pred,25%,0.5412060301507537
0.035754924824120606,0.035754924824120606,phi_pred,median,0.5412060301507537
0.029893347675879398,0.04015880603015075,phi_pred,95%,0.5439698492462312
0.03181828517587939,0.03863814745603015,phi_pred,75%,0.5439698492462312
0.034449824905778886,0.036299202104271344,phi_pred,25%,0.5439698492462312
0.03538048304020101,0.03538048304020101,phi_pred,median,0.5439698492462312
0.02939958839195979,0.03980565145728642,phi_pred,95%,0.5467336683417086
0.03140259886934673,0.03828700050251256,phi_pred,75%,0.5467336683417086
0.03406167908291456,0.035927649120603006,phi_pred,25%,0.5467336683417086
0.03500684271356783,0.03500684271356783,phi_pred,median,0.5467336683417086
0.028920126268844215,0.039440045590452256,phi_pred,95%,0.549497487437186
0.030980106878140685,0.03792718260050251,phi_pred,75%,0.549497487437186
0.03368231369346733,0.035557219346733664,phi_pred,25%,0.549497487437186
0.034632262311557784,0.034632262311557784,phi_pred,median,0.549497487437186
0.028445036331658284,0.03908617562814069,phi_pred,95%,0.5522613065326634
0.030554979020100508,0.03758408888190954,phi_pred,75%,0.5522613065326634
0.033290403643216074,0.03519225113065326,phi_pred,25%,0.5522613065326634
0.03425939472361808,0.03425939472361808,phi_pred,median,0.5522613065326634
0.027979970238693475,0.0387312000879397,phi_pred,95%,0.5550251256281407
0.03012235100502514,0.03723406736809045,phi_pred,75%,0.5550251256281407
0.03290250320351759,0.03483375417713568,phi_pred,25%,0.5550251256281407
0.033879633291457295,0.033879633291457295,phi_pred,median,0.5550251256281407
0.027499885175879406,0.038373996482412055,phi_pred,95%,0.5577889447236181
0.029667351758793974,0.03688955087939699,phi_pred,75%,0.5577889447236181
0.03252369974874374,0.034475115201005026,phi_pred,25%,0.5577889447236181
0.033500881909547746,0.033500881909547746,phi_pred,median,0.5577889447236181
0.027026142902010067,0.03802601993718593,phi_pred,95%,0.5605527638190955
0.02921899726758795,0.03654305423994976,phi_pred,75%,0.5605527638190955
0.03212165527638191,0.03411308564698493,phi_pred,25%,0.5605527638190955
0.0331158904522613,0.0331158904522613,phi_pred,median,0.5605527638190955
0.026542257085427144,0.03769451746231156,phi_pred,95%,0.5633165829145729
0.02878223272613065,0.036196189949748735,phi_pred,75%,0.5633165829145729
0.03173764202261306,0.033742447801507536,phi_pred,25%,0.5633165829145729
0.03274780678391961,0.03274780678391961,phi_pred,median,0.5633165829145729
0.02608412834170855,0.03735559353015074,phi_pred,95%,0.5660804020100503
0.028352204773869336,0.03584221542085426,phi_pred,75%,0.5660804020100503
0.03133639689070351,0.03337356642587939,phi_pred,25%,0.5660804020100503
0.03237254346733668,0.03237254346733668,phi_pred,median,0.5660804020100503
0.02561609356783918,0.037023888693467344,phi_pred,95%,0.5688442211055277
0.027923136306532665,0.035499154773869335,phi_pred,75%,0.5688442211055277
0.030946810929648242,0.033005024999999986,phi_pred,25%,0.5688442211055277
0.03198876407035175,0.03198876407035175,phi_pred,median,0.5688442211055277
0.0251343103643216,0.036688442964824104,phi_pred,95%,0.5716080402010051
0.027482089038944713,0.035146756438442214,phi_pred,75%,0.5716080402010051
0.030550837939698483,0.03264148743718592,phi_pred,25%,0.5716080402010051
0.03160456344221105,0.03160456344221105,phi_pred,median,0.5716080402010051
0.024673381281407038,0.03632753286432161,phi_pred,95%,0.5743718592964824
0.02705537650753769,0.034803271105527646,phi_pred,75%,0.5743718592964824
0.030155903957286435,0.03226942983668342,phi_pred,25%,0.5743718592964824
0.03122997010050252,0.03122997010050252,phi_pred,median,0.5743718592964824
0.02415640144472362,0.03597616556532663,phi_pred,95%,0.5771356783919598
0.026619997958542703,0.03446267650125628,phi_pred,75%,0.5771356783919598
0.029757013756281404,0.0319019124057789,phi_pred,25%,0.5771356783919598
0.03084939711055277,0.03084939711055277,phi_pred,median,0.5771356783919598
0.02364042386934672,0.03563598587939699,phi_pred,95%,0.5798994974874372
0.026179616206030147,0.034119097675879395,phi_pred,75%,0.5798994974874372
0.029373924120603016,0.03153361407035176,phi_pred,25%,0.5798994974874372
0.03047266281407035,0.03047266281407035,phi_pred,median,0.5798994974874372
0.023137380138190937,0.035287208856783915,phi_pred,95%,0.5826633165829146
0.02574579343592963,0.03377814560301508,phi_pred,75%,0.5826633165829146
0.028981171733668334,0.031176342556532653,phi_pred,25%,0.5826633165829146
0.030092487437185934,0.030092487437185934,phi_pred,median,0.5826633165829146
0.022680770728643218,0.03495121944723618,phi_pred,95%,0.585427135678392
0.02531090609296481,0.03341981940954773,phi_pred,75%,0.585427135678392
0.028602999057788934,0.03081629051507536,phi_pred,25%,0.585427135678392
0.029723624371859297,0.029723624371859297,phi_pred,median,0.585427135678392
0.022199445653266318,0.03463055040201003,phi_pred,95%,0.5881909547738694
0.024862484610552765,0.03308069535175878,phi_pred,75%,0.5881909547738694
0.0282194750942211,0.030440465420854265,phi_pred,25%,0.5881909547738694
0.029346232286432163,0.029346232286432163,phi_pred,median,0.5881909547738694
0.021728092763819068,0.034298504422110535,phi_pred,95%,0.5909547738693468
0.024403421859296472,0.032741965577889436,phi_pred,75%,0.5909547738693468
0.02783881407035175,0.030076772738693455,phi_pred,25%,0.5909547738693468
0.028974490452261296,0.028974490452261296,phi_pred,median,0.5909547738693468
0.02121703510050253,0.033959109195979886,phi_pred,95%,0.5937185929648241
0.023944048743718596,0.032396411306532674,phi_pred,75%,0.5937185929648241
0.027444829805276384,0.02971058825376884,phi_pred,25%,0.5937185929648241
0.0285975675879397,0.0285975675879397,phi_pred,median,0.5937185929648241
0.020749990025125634,0.0336145785678392,phi_pred,95%,0.5964824120603015
0.023500832788944735,0.03206101645728643,phi_pred,75%,0.5964824120603015
0.02704128831658291,0.02934450728643216,phi_pred,25%,0.5964824120603015
0.028224615326633173,0.028224615326633173,phi_pred,median,0.5964824120603015
0.020267132914572872,0.03328160816582914,phi_pred,95%,0.5992462311557789
0.023052586369346734,0.03171410854271358,phi_pred,75%,0.5992462311557789
0.026653364792713567,0.028987309830402007,phi_pred,25%,0.5992462311557789
0.027858548994974877,0.027858548994974877,phi_pred,median,0.5992462311557789
0.019767243567839182,0.03294319422110551,phi_pred,95%,0.6020100502512563
0.022618672613065327,0.03136465766331658,phi_pred,75%,0.6020100502512563
0.026262318718592963,0.028614309422110552,phi_pred,25%,0.6020100502512563
0.027479883417085425,0.027479883417085425,phi_pred,median,0.6020100502512563
0.01927451417085427,0.03263357592964823,phi_pred,95%,0.6047738693467337
0.022161298241206016,0.03102944591708541,phi_pred,75%,0.6047738693467337
0.025881385898241203,0.028246581092964823,phi_pred,25%,0.6047738693467337
0.027096441331658283,0.027096441331658283,phi_pred,median,0.6047738693467337
0.018789079974874372,0.032308977095477386,phi_pred,95%,0.607537688442211
0.0217135442839196,0.03068253379396986,phi_pred,75%,0.607537688442211
0.02548784824120603,0.02789012663316583,phi_pred,25%,0.607537688442211
0.026720202512562817,0.026720202512562817,phi_pred,median,0.607537688442211
0.018294924572864316,0.03199233684673366,phi_pred,95%,0.6103015075376885
0.021267509924623097,0.03033100342336683,phi_pred,75%,0.6103015075376885
0.025097189290201005,0.02752094334170853,phi_pred,25%,0.6103015075376885
0.026343403643216072,0.026343403643216072,phi_pred,median,0.6103015075376885
0.017786022864321595,0.03166779939698493,phi_pred,95%,0.6130653266331658
0.020815228015075373,0.02998402763819096,phi_pred,75%,0.6130653266331658
0.02470395351758794,0.027168374999999998,phi_pred,25%,0.6130653266331658
0.02596685427135679,0.02596685427135679,phi_pred,median,0.6130653266331658
0.01728480507537689,0.03135509193467336,phi_pred,95%,0.6158291457286432
0.020367623712311544,0.02964830144472361,phi_pred,75%,0.6158291457286432
0.024310769817839188,0.02679688351130653,phi_pred,25%,0.6158291457286432
0.025589891582914567,0.025589891582914567,phi_pred,median,0.6158291457286432
0.016787331557788946,0.031025172989949737,phi_pred,95%,0.6185929648241206
0.01989517751256281,0.029309594912060293,phi_pred,75%,0.6185929648241206
0.023911488002512568,0.026426129145728637,phi_pred,25%,0.6185929648241206
0.025210383417085418,0.025210383417085418,phi_pred,median,0.6185929648241206
0.016310761005025123,0.03071014312562814,phi_pred,95%,0.621356783919598
0.01944110829145728,0.02896581090766332,phi_pred,75%,0.621356783919598
0.023508158071608033,0.026064013630653256,phi_pred,25%,0.621356783919598
0.024840049623115562,0.024840049623115562,phi_pred,median,0.621356783919598
0.015839509798994962,0.030383804170854272,phi_pred,95%,0.6241206030150754
0.018998422487437182,0.028633339321608026,phi_pred,75%,0.6241206030150754
0.02312118743718592,0.025698851005025114,phi_pred,25%,0.6241206030150754
0.024460469346733654,0.024460469346733654,phi_pred,median,0.6241206030150754
0.015310152889447242,0.03007108863065327,phi_pred,95%,0.6268844221105527
0.018550611023869346,0.02829311783919599,phi_pred,75%,0.6268844221105527
0.022727556689698503,0.025333679177135686,phi_pred,25%,0.6268844221105527
0.02408430087939699,0.02408430087939699,phi_pred,median,0.6268844221105527
0.014842057587939704,0.02974619883668341,phi_pred,95%,0.6296482412060301
0.018100054836683407,0.027954307726130653,phi_pred,75%,0.6296482412060301
0.02233784252512563,0.02497140665829147,phi_pred,25%,0.6296482412060301
0.023722817587939697,0.023722817587939697,phi_pred,median,0.6296482412060301
0.014371701180904502,0.02941811349246231,phi_pred,95%,0.6324120603015075
0.017659032977386926,0.027612081155778886,phi_pred,75%,0.6324120603015075
0.021941592054020097,0.02461228935301507,phi_pred,25%,0.6324120603015075
0.023346249623115573,0.023346249623115573,phi_pred,median,0.6324120603015075
0.013867787989949747,0.02907948585427135,phi_pred,95%,0.6351758793969849
0.017213690954773857,0.02728680244974875,phi_pred,75%,0.6351758793969849
0.02153478680904522,0.02425245288944724,phi_pred,25%,0.6351758793969849
0.022963798994974874,0.022963798994974874,phi_pred,median,0.6351758793969849
0.013375596633165824,0.02875267172110551,phi_pred,95%,0.6379396984924623
0.016763621576633164,0.026956563567839195,phi_pred,75%,0.6379396984924623
0.02113621096105528,0.02388696265703516,phi_pred,25%,0.6379396984924623
0.02258976934673366,0.02258976934673366,phi_pred,median,0.6379396984924623
0.012900127638190933,0.02843062175879396,phi_pred,95%,0.6407035175879398
0.01631822016331658,0.026624144535175878,phi_pred,75%,0.6407035175879398
0.020741592650753773,0.023524962437185926,phi_pred,25%,0.6407035175879398
0.022217374371859284,0.022217374371859284,phi_pred,median,0.6407035175879398
0.012357768429648218,0.028105901909547717,phi_pred,95%,0.6434673366834172
0.01586497704145727,0.02627952440326633,phi_pred,75%,0.6434673366834172
0.02035493426507537,0.023163049717336674,phi_pred,25%,0.6434673366834172
0.021831077638190935,0.021831077638190935,phi_pred,median,0.6434673366834172
0.011897573165829144,0.02779908819095476,phi_pred,95%,0.6462311557788945
0.015412737185929663,0.02595669183417086,phi_pred,75%,0.6462311557788945
0.019950717839195987,0.02280029177135679,phi_pred,25%,0.6462311557788945
0.021452106532663315,0.021452106532663315,phi_pred,median,0.6462311557788945
0.011372127035175874,0.027497857726130656,phi_pred,95%,0.6489949748743719
0.014962055653266334,0.025618946388190948,phi_pred,75%,0.6489949748743719
0.019552781658291468,0.022437759045226126,phi_pred,25%,0.6489949748743719
0.021076991457286434,0.021076991457286434,phi_pred,median,0.6489949748743719
0.01088544193467336,0.027186374321608035,phi_pred,95%,0.6517587939698493
0.01451691494974873,0.025297148178391966,phi_pred,75%,0.6517587939698493
0.019150253706030154,0.022069939133165822,phi_pred,25%,0.6517587939698493
0.020704579396984918,0.020704579396984918,phi_pred,median,0.6517587939698493
0.010386946042713563,0.026855152135678392,phi_pred,95%,0.6545226130653267
0.014057313913316577,0.024950563599246224,phi_pred,75%,0.6545226130653267
0.018757408448492465,0.021715075219849247,phi_pred,25%,0.6545226130653267
0.020321753140703516,0.020321753140703516,phi_pred,median,0.6545226130653267
0.009858666180904517,0.026522760402010046,phi_pred,95%,0.6572864321608041
0.013603737060301505,0.02461536677135677,phi_pred,75%,0.6572864321608041
0.018356706909547722,0.021350926633165818,phi_pred,25%,0.6572864321608041
0.01994766633165828,0.01994766633165828,phi_pred,median,0.6572864321608041
0.009378915238693464,0.026193160351758803,phi_pred,95%,0.6600502512562814
0.013149873555276387,0.02427590091080402,phi_pred,75%,0.6600502512562814
0.01796339852386935,0.020983673429648242,phi_pred,25%,0.6600502512562814
0.01956838291457287,0.01956838291457287,phi_pred,median,0.6600502512562814
0.008874899974874348,0.025869218316582895,phi_pred,95%,0.6628140703517589
0.01270463479899496,0.023937533354271345,phi_pred,75%,0.6628140703517589
0.017568992650753765,0.02061314974874371,phi_pred,25%,0.6628140703517589
0.019176227135678375,0.019176227135678375,phi_pred,median,0.6628140703517589
0.008371144899497487,0.02556638587939699,phi_pred,95%,0.6655778894472362
0.012244112499999993,0.02361220788630654,phi_pred,75%,0.6655778894472362
0.01717260201005025,0.020252819566582918,phi_pred,25%,0.6655778894472362
0.018792700251256282,0.018792700251256282,phi_pred,median,0.6655778894472362
0.007863946984924637,0.025223237688442215,phi_pred,95%,0.6683417085427136
0.01178602198492461,0.02327359359296483,phi_pred,75%,0.6683417085427136
0.0167706425879397,0.01988231180904522,phi_pred,25%,0.6683417085427136
0.018423103015075375,0.018423103015075375,phi_pred,median,0.6683417085427136
0.0073527641959798915,0.024923567751256266,phi_pred,95%,0.671105527638191
0.011328666206030154,0.022939256353643224,phi_pred,75%,0.671105527638191
0.016376120697236186,0.01952176532663316,phi_pred,25%,0.671105527638191
0.01804170226130653,0.01804170226130653,phi_pred,median,0.671105527638191
0.006858221457286415,0.024606211859296487,phi_pred,95%,0.6738693467336684
0.010871339824120608,0.02262156783919598,phi_pred,75%,0.6738693467336684
0.01597882600502512,0.019168068153266323,phi_pred,25%,0.6738693467336684
0.01766918567839195,0.01766918567839195,phi_pred,median,0.6738693467336684
0.006387838844221097,0.024298454422110528,phi_pred,95%,0.6766331658291458
0.01041584023241205,0.022282667902010042,phi_pred,75%,0.6766331658291458
0.015578669158291448,0.01881086435301508,phi_pred,25%,0.6766331658291458
0.017295890452261285,0.017295890452261285,phi_pred,median,0.6766331658291458
0.005891027939698522,0.023967991507537693,phi_pred,95%,0.6793969849246231
0.009978212814070363,0.02195806268844222,phi_pred,75%,0.6793969849246231
0.015184824371859296,0.01844861727386935,phi_pred,25%,0.6793969849246231
0.0169136582914573,0.0169136582914573,phi_pred,median,0.6793969849246231
0.005387421733668338,0.02365657545226129,phi_pred,95%,0.6821608040201006
0.009538445037688427,0.02162746623743718,phi_pred,75%,0.6821608040201006
0.014791238065326619,0.018087025910804008,phi_pred,25%,0.6821608040201006
0.01654456344221103,0.01654456344221103,phi_pred,median,0.6821608040201006
0.004888998869346731,0.023348381381909547,phi_pred,95%,0.6849246231155779
0.009101003329145728,0.021303977701005023,phi_pred,75%,0.6849246231155779
0.01439159026381909,0.017718280025125634,phi_pred,25%,0.6849246231155779
0.016167709798994977,0.016167709798994977,phi_pred,median,0.6849246231155779
0.0043920556281407,0.023031456796482417,phi_pred,95%,0.6876884422110553
0.008650611180904526,0.020969911526381915,phi_pred,75%,0.6876884422110553
0.013995042430904532,0.017360492902010055,phi_pred,25%,0.6876884422110553
0.015783739949748743,0.015783739949748743,phi_pred,median,0.6876884422110553
0.0039046637688441993,0.02271866356783919,phi_pred,95%,0.6904522613065327
0.008185764195979895,0.02064170339195979,phi_pred,75%,0.6904522613065327
0.013601681155778885,0.01699572675879397,phi_pred,25%,0.6904522613065327
0.015401065829145723,0.015401065829145723,phi_pred,median,0.6904522613065327
0.003407910678391953,0.02239211001256281,phi_pred,95%,0.6932160804020101
0.007728632977386922,0.020318965923366843,phi_pred,75%,0.6932160804020101
0.013203592085427122,0.016637038128140696,phi_pred,25%,0.6932160804020101
0.015022017462311549,0.015022017462311549,phi_pred,median,0.6932160804020101
0.0028861211055276345,0.02206188319095476,phi_pred,95%,0.6959798994974875
0.007268986494974868,0.01999199579145728,phi_pred,75%,0.6959798994974875
0.012816807160804014,0.016273558417085422,phi_pred,25%,0.6959798994974875
0.014638454773869332,0.014638454773869332,phi_pred,median,0.6959798994974875
0.0023960247487437324,0.0217462594384422,phi_pred,95%,0.6987437185929648
0.006811539918341705,0.019663737562814067,phi_pred,75%,0.6987437185929648
0.012422746702261303,0.0159078816896985,phi_pred,25%,0.6987437185929648
0.014252991206030144,0.014252991206030144,phi_pred,median,0.6987437185929648
0.0019017961809045109,0.021422274497487424,phi_pred,95%,0.7015075376884423
0.006368619597989924,0.01933248052763817,phi_pred,75%,0.7015075376884423
0.012021165829145714,0.01554718190954772,phi_pred,25%,0.7015075376884423
0.01387839597989949,0.01387839597989949,phi_pred,median,0.7015075376884423
0.0013983097236180636,0.0210980001884422,phi_pred,95%,0.7042713567839196
0.0059249199434673275,0.018998936432160805,phi_pred,75%,0.7042713567839196
0.011628344723618097,0.015186964164572861,phi_pred,25%,0.7042713567839196
0.013490274497487437,0.013490274497487437,phi_pred,median,0.7042713567839196
0.0008980034170854224,0.02079911535175879,phi_pred,95%,0.707035175879397
0.005487944723618091,0.018677962625628135,phi_pred,75%,0.707035175879397
0.011235630464824113,0.014833332474874368,phi_pred,25%,0.707035175879397
0.013112902763819094,0.013112902763819094,phi_pred,median,0.707035175879397
0.0004227206658291413,0.020478930138190937,phi_pred,95%,0.7097989949748744
0.00504053344849246,0.018341736432160798,phi_pred,75%,0.7097989949748744
0.010838728957286426,0.01447267854899497,phi_pred,25%,0.7097989949748744
0.012719282663316574,0.012719282663316574,phi_pred,median,0.7097989949748744
-9.934442211054692e-05,0.02017396492462312,phi_pred,95%,0.7125628140703517
0.004596624874371876,0.018017870477386944,phi_pred,75%,0.7125628140703517
0.010431272989949744,0.014116475502512575,phi_pred,25%,0.7125628140703517
0.012335808542713572,0.012335808542713572,phi_pred,median,0.7125628140703517
-0.000592230376884431,0.019860668077889436,phi_pred,95%,0.7153266331658292
0.004155444880653246,0.01771151658291456,phi_pred,75%,0.7153266331658292
0.010024536966080392,0.013752410741206022,phi_pred,25%,0.7153266331658292
0.011955104271356772,0.011955104271356772,phi_pred,median,0.7153266331658292
-0.0010827024120603113,0.019548620351758795,phi_pred,95%,0.7180904522613065
0.0037059040201005006,0.017388675376884415,phi_pred,75%,0.7180904522613065
0.009631110615577877,0.013392237751256282,phi_pred,25%,0.7180904522613065
0.011585257035175878,0.011585257035175878,phi_pred,median,0.7180904522613065
