carbon_source,width,length
acetate,0.57406986,1.8283663
acetate,0.6312991,1.5723965
acetate,0.60310763,2.1194365
acetate,0.55839765,1.7931322
acetate,0.70508444,3.8110332
acetate,0.60105217,2.3289595
acetate,0.585733,2.1900277
acetate,0.6539388,3.3503652
acetate,0.61862856,2.1941302
acetate,0.5656046,3.144706
acetate,0.6692167,2.792256
acetate,0.6708649,2.4863307
acetate,0.659024,1.984637
acetate,0.6906054,1.606432
acetate,0.7135142,2.7689288
acetate,0.65101504,3.0777206
acetate,0.6514988,0.9037815
acetate,0.72425586,1.8333899
acetate,0.6187748,1.8357347
acetate,0.57994896,2.2362268
acetate,0.41587332,3.319248
acetate,0.4963251,1.8260471
acetate,0.5850985,2.5008993
acetate,0.56273973,1.8884746
acetate,0.76551235,1.5361677
acetate,0.66834307,3.112294
acetate,0.67624116,2.9389746
acetate,0.5655904,1.8456496
acetate,0.6677569,1.7063074
acetate,0.6244099,1.7865281
acetate,0.5757543,1.903536
acetate,0.662777,3.5992854
acetate,0.5797943,2.7816658
acetate,0.5721124,2.3314672
acetate,0.5367639,1.7598588
acetate,0.583195,1.6383862
acetate,0.673207,2.0229728
acetate,0.7169075,1.6353638
acetate,0.6017431,2.0729141
acetate,0.6228829,1.4565114
acetate,0.6914813,2.1672065
acetate,0.6836936,4.4369493
acetate,0.71219605,2.9470549
acetate,0.6809461,1.7472907
acetate,0.65720904,3.26403
acetate,0.78664017,1.7553453
acetate,0.68350375,2.5393407
acetate,0.66084373,1.8814607
acetate,0.67477286,1.7376904
acetate,0.6882474,2.261131
acetate,0.6016566,1.4719248
acetate,0.6617498,1.8043547
acetate,0.71525526,1.420396
acetate,0.6550595,1.5203406
acetate,0.5520666,2.374346
acetate,0.62914246,2.3741672
acetate,0.6014349,1.7184346
acetate,0.67377454,1.9598252
acetate,0.5672755,2.672832
acetate,0.6272486,3.0037024
acetate,0.8158159,2.1220512
acetate,0.68684804,2.9371781
acetate,0.54582155,1.695413
acetate,0.49259323,1.7937914
acetate,0.5629074,2.553746
acetate,0.58978426,3.3547537
acetate,0.65374833,2.1347008
acetate,0.7491597,1.6468365
acetate,0.6931063,2.094478
acetate,0.6797731,3.0862772
acetate,0.62882286,3.2061622
acetate,0.66346514,1.9042606
acetate,0.63859606,1.539904
acetate,0.61920947,1.6197418
acetate,0.64813733,3.0099466
acetate,0.7268312,2.3498967
acetate,0.72920346,3.8816607
acetate,0.68224734,1.7885783
acetate,0.7268601,2.2361202
acetate,0.6884445,1.855903
acetate,0.65490973,2.9933398
acetate,0.6609403,1.9942832
acetate,0.64376396,1.9802227
acetate,0.79712945,1.5478674
acetate,0.7208841,3.1021035
acetate,0.691186,3.102644
acetate,0.65944576,1.9070014
acetate,0.6724215,1.6994241
acetate,0.71117973,1.6590421
acetate,0.5591591,2.3190134
acetate,0.6541288,1.8532468
acetate,0.682011,1.853352
acetate,0.64807564,1.9324275
acetate,0.61637694,2.4391289
acetate,0.67207927,2.0842025
acetate,0.61979526,2.2182178
acetate,0.6523246,2.878555
acetate,0.667649,1.8685834
acetate,0.42505288,1.2670872
acetate,0.4438299,2.7646399
acetate,0.6351121,1.5858544
acetate,0.6136608,1.8612529
acetate,0.6733342,2.942005
acetate,0.68300724,3.0288842
acetate,0.6114685,1.6986588
acetate,0.6486397,2.0569358
acetate,0.738062,2.4605
acetate,0.6466173,3.2128413
acetate,0.6695612,2.4200838
acetate,0.67945737,2.1065767
acetate,0.59085697,1.684556
acetate,0.66570324,2.7529185
acetate,0.5913231,1.9948614
acetate,0.7560556,1.1919562
acetate,0.6797968,3.1927292
acetate,0.62499434,3.646089
acetate,0.66528374,3.0940175
acetate,0.6208545,2.9729967
acetate,0.66852254,2.034101
acetate,0.8062851,3.4189763
acetate,0.7421688,2.5541883
acetate,0.7131494,3.0170705
acetate,0.6596922,2.917347
acetate,0.6740639,2.5009043
acetate,0.7298673,1.9946436
acetate,0.6860096,1.9701618
acetate,0.4995244,0.562225
acetate,0.6331382,1.3429022
acetate,0.5344964,1.7411537
acetate,0.6787369,1.7601986
acetate,0.7241963,2.131678
acetate,0.7368844,2.8890822
acetate,0.61871725,2.3759065
acetate,0.694919,2.8474455
acetate,0.63273656,4.3278065
acetate,0.7404091,2.7692451
acetate,0.6779732,2.3254874
acetate,0.69988745,2.127977
acetate,0.6069434,1.5653734
acetate,0.6554725,1.9254674
acetate,0.651922,2.8117876
acetate,0.6322454,2.5023782
acetate,0.63660604,2.1647255
acetate,0.65109104,3.1046276
acetate,0.7057926,2.3210673
acetate,0.6249931,2.859633
acetate,0.5177151,1.814911
acetate,0.55017126,1.5475947
acetate,0.70627576,1.6336116
acetate,0.54866785,3.3856454
acetate,0.6297077,1.6810287
acetate,0.45609543,1.3101732
acetate,0.77051157,2.4566643
acetate,0.6794638,2.1374435
acetate,0.6464708,3.1761405
acetate,0.6706668,2.1682181
acetate,0.62652016,3.107052
acetate,0.56153405,1.4289721
acetate,0.68181914,3.0963273
acetate,0.6830058,1.8636189
acetate,0.6415283,1.9635307
acetate,0.65943384,2.3907735
acetate,0.6745242,2.7421334
acetate,0.6595294,1.7827873
acetate,0.69238496,1.5977505
acetate,0.65086585,1.5192491
acetate,0.6351989,1.4723986
acetate,0.6748103,2.4385343
acetate,0.63016284,1.9442222
acetate,0.6284575,2.2527757
acetate,0.51554203,1.5665652
acetate,0.49906537,1.9910731
acetate,0.63023055,2.9552379
acetate,0.70044893,1.8586202
acetate,0.6011629,1.7637267
acetate,0.6377134,1.6230696
acetate,0.6641553,1.6697971
acetate,0.6291573,2.0281193
acetate,0.6006336,2.1621735
acetate,0.6448795,2.0371625
acetate,0.6428758,2.3621793
acetate,0.6214819,1.884604
acetate,0.6760779,2.855805
acetate,0.73024726,1.6029174
acetate,0.6418672,1.5344816
acetate,0.608152,1.7078525
acetate,0.65833265,1.6461092
acetate,0.6713919,1.6848644
acetate,0.60217917,2.9373112
acetate,0.5980428,2.4382572
acetate,0.5499725,1.6739577
acetate,0.49117228,2.3295696
acetate,0.41816643,1.4448588
acetate,0.52466506,0.78063005
acetate,0.51217544,2.048713
acetate,0.64357543,2.2686443
acetate,0.33497146,0.6950195
acetate,0.59465927,3.083866
acetate,0.63138556,2.477213
acetate,0.59887403,2.9778087
acetate,0.5686715,1.9954426
acetate,0.5737749,1.8712474
acetate,0.56412846,1.006687
acetate,0.5984225,1.913091
acetate,0.63104594,2.8362176
acetate,0.6677831,2.1972375
acetate,0.619918,2.3530095
acetate,0.7032267,2.476539
acetate,0.60951596,2.1353297
acetate,0.5658686,1.8686111
acetate,0.7382649,2.1135008
acetate,0.6842838,2.1011846
acetate,0.67817956,1.9253318
acetate,0.6544265,2.4906497
acetate,0.6603225,2.6739187
acetate,0.68039453,3.2772384
acetate,0.6174572,2.9940665
acetate,0.6612957,2.8857498
glucose + CAA,0.62692297,2.7740762
glucose + CAA,0.64521897,2.3539724
glucose + CAA,0.7847607,3.7150133
glucose + CAA,0.8647458,2.3878734
glucose + CAA,0.7821031,2.3881326
glucose + CAA,0.8501601,3.1824553
glucose + CAA,0.6897628,2.2807279
glucose + CAA,0.8846094,2.3350813
glucose + CAA,0.8041167,4.5089793
glucose + CAA,0.7621459,4.2745357
glucose + CAA,0.788425,2.3282955
glucose + CAA,0.80208874,3.7657323
glucose + CAA,0.73349106,2.5696485
glucose + CAA,0.82783836,2.385368
glucose + CAA,0.75616854,2.1603363
glucose + CAA,0.911588,3.701319
glucose + CAA,0.5501594,3.0565813
glucose + CAA,0.9106383,2.3682778
glucose + CAA,0.8551544,2.3787699
glucose + CAA,0.8370518,2.6015036
glucose + CAA,0.744297,2.4289675
glucose + CAA,0.7652522,4.223645
glucose + CAA,0.8273323,3.134021
glucose + CAA,0.8539699,2.8817668
glucose + CAA,0.7888974,3.1613953
glucose + CAA,0.8282165,2.3983433
glucose + CAA,0.7491822,2.4813814
glucose + CAA,0.6144586,2.6215515
glucose + CAA,0.84903044,4.7895107
glucose + CAA,0.7961733,2.822907
glucose + CAA,0.7122364,2.7557943
glucose + CAA,0.75608337,2.5992973
glucose + CAA,0.8817314,2.9015005
glucose + CAA,0.8856587,4.0166245
glucose + CAA,0.79577535,3.6731224
glucose + CAA,0.850467,3.3515666
glucose + CAA,0.79650515,3.5487382
glucose + CAA,0.92117304,4.220532
glucose + CAA,0.71618944,3.6444304
glucose + CAA,0.83910704,3.3047683
glucose + CAA,0.67688227,3.7510576
glucose + CAA,0.7292614,2.9970613
glucose + CAA,0.8505413,2.7731886
glucose + CAA,0.806249,3.1997411
glucose + CAA,0.8687832,2.669948
glucose + CAA,0.8335841,3.3988853
glucose + CAA,0.8186192,3.4147568
glucose + CAA,0.9437079,4.4090843
glucose + CAA,0.66589177,3.7475142
glucose + CAA,0.7525815,2.4666567
glucose + CAA,0.70143926,2.3573194
glucose + CAA,0.86419135,4.571761
glucose + CAA,0.8564166,4.5519123
glucose + CAA,0.7103402,3.8469267
glucose + CAA,0.78896785,3.3781092
glucose + CAA,0.7853949,2.5925977
glucose + CAA,0.8277119,2.4516313
glucose + CAA,0.8133213,2.1167903
glucose + CAA,0.8762779,3.245836
glucose + CAA,0.825143,2.7384346
glucose + CAA,0.964257,4.6371455
glucose + CAA,0.8018558,2.8682735
glucose + CAA,0.7659446,3.1509807
glucose + CAA,0.8857588,2.1696413
glucose + CAA,0.9001018,3.2048311
glucose + CAA,0.78544694,3.2836766
glucose + CAA,0.76137215,2.5895817
glucose + CAA,0.66161734,3.809271
glucose + CAA,0.81055,3.4417517
glucose + CAA,0.6918226,3.1008866
glucose + CAA,0.82849306,3.7385316
glucose + CAA,0.7999004,4.2260427
glucose + CAA,0.790526,2.1107996
glucose + CAA,0.7617614,2.7929018
glucose + CAA,0.8045446,2.8167584
glucose + CAA,0.81837934,2.468935
glucose + CAA,0.8801922,2.4470966
glucose + CAA,0.8336438,3.8825393
glucose + CAA,0.8793743,3.1078188
glucose + CAA,0.8457785,2.646899
glucose + CAA,0.8409395,3.1811423
glucose + CAA,0.8225687,3.382948
glucose + CAA,0.75395495,4.4894843
glucose + CAA,0.7651557,3.4771285
glucose + CAA,0.76513475,2.9895043
glucose + CAA,0.816093,4.2295685
glucose + CAA,0.8212113,2.712928
glucose + CAA,0.8508374,2.9110177
glucose + CAA,0.7874282,3.2494798
glucose + CAA,0.9089791,3.2811534
glucose + CAA,0.8075353,3.9832478
glucose + CAA,0.7985652,2.5701764
glucose + CAA,0.7502137,2.663009
glucose + CAA,0.7197822,3.8128836
glucose + CAA,0.86971605,2.9209456
glucose + CAA,0.85855764,3.6112974
glucose + CAA,0.9165657,2.1971598
glucose + CAA,0.90071714,2.8091846
glucose + CAA,0.79021937,2.8902135
glucose + CAA,0.7877147,3.946496
glucose + CAA,0.9406695,3.1278052
glucose + CAA,0.8035251,2.279356
glucose + CAA,0.8729958,3.243361
glucose + CAA,0.77319336,4.0421486
glucose + CAA,0.70905066,3.544228
glucose + CAA,0.8847515,3.2277362
glucose + CAA,0.81353176,1.9938415
glucose + CAA,0.86979324,4.291662
glucose + CAA,0.780107,2.4041483
glucose + CAA,0.80145675,2.3276598
glucose + CAA,0.9125638,2.1878765
glucose + CAA,0.8808485,2.3771498
glucose + CAA,0.7878302,2.4630892
glucose + CAA,0.75318503,3.0557876
glucose + CAA,0.815238,3.4280071
glucose + CAA,0.73429203,2.4771938
glucose + CAA,0.79317284,2.7155921
glucose + CAA,0.85117143,2.7073865
glucose + CAA,0.8411011,2.54262
glucose + CAA,0.7977178,3.5842056
glucose + CAA,0.79088473,2.5349205
glucose + CAA,0.80938643,3.6949518
glucose + CAA,0.9040698,4.2283406
glucose + CAA,0.77630025,3.0759516
glucose + CAA,0.78534114,2.470689
glucose + CAA,0.7531625,2.094428
glucose + CAA,0.8205438,2.1430275
glucose + CAA,0.8427332,4.2820816
glucose + CAA,0.8905969,2.9511678
glucose + CAA,0.651285,1.5897093
glucose + CAA,0.61153233,1.4037321
glucose + CAA,0.8667227,3.6005073
glucose + CAA,0.8307361,3.9953368
glucose + CAA,0.6286589,2.9337108
glucose + CAA,0.7174499,2.3876407
glucose + CAA,0.7772186,3.9289443
glucose + CAA,0.81095487,3.218728
glucose + CAA,0.7910476,2.322287
glucose + CAA,0.8422147,3.9717462
glucose + CAA,0.84310263,2.3871708
glucose + CAA,0.93461764,2.678567
glucose + CAA,0.89667946,4.0612164
glucose + CAA,0.8304869,4.1370816
glucose + CAA,0.84498405,2.2344177
glucose + CAA,0.829713,2.2008035
glucose + CAA,0.8388957,2.7461455
glucose + CAA,0.89538026,3.7733257
glucose + CAA,0.83495635,3.1913455
glucose + CAA,0.74157196,3.5209072
glucose + CAA,0.8290452,2.7478776
glucose + CAA,0.87742645,2.6722114
glucose + CAA,0.798887,2.0964572
glucose + CAA,0.8297749,2.8977613
glucose + CAA,0.9246063,2.88538
glucose + CAA,0.85673195,2.45864
glucose + CAA,0.75492847,2.8699098
glucose + CAA,0.8440939,2.917086
glucose + CAA,0.84667975,2.512109
LB,0.844155,4.1966333
LB,0.8097284,4.274647
LB,0.8368939,4.7723355
LB,0.8099167,5.3247786
LB,0.80198574,4.439216
LB,0.91165084,4.1947494
LB,0.8373005,4.112007
LB,0.91070217,5.5625796
LB,0.9108184,3.3250647
LB,0.7739999,2.633194
LB,0.912971,3.1869442
LB,0.97132933,4.6589184
LB,0.9706417,5.486827
LB,1.1024618,3.9214478
LB,0.9361997,3.6220307
LB,0.9277037,3.6948247
LB,1.0386083,4.8091836
LB,0.9404794,4.6020255
LB,1.0590602,4.4212985
LB,0.9632434,3.130412
LB,0.88240683,3.7001688
LB,0.86470264,8.972786
LB,0.93008924,3.34123
LB,0.8970151,4.070988
LB,0.9540307,6.249712
LB,0.93386596,4.4049096
LB,0.8731487,2.1994538
LB,0.9739422,3.3475008
LB,0.92668104,5.4825935
LB,0.8743282,2.3641112
LB,0.814772,4.5521936
LB,0.90568763,2.7295275
LB,0.8795216,2.697346
LB,0.9279637,2.9071295
LB,0.96680754,2.486201
LB,0.8886805,2.4507372
LB,1.0213293,3.9535904
LB,0.87831956,3.8609836
LB,0.8251472,4.13604
LB,0.9105461,3.0407128
LB,0.90279835,4.50153
LB,0.9735365,3.8487332
LB,1.0076015,4.0788546
LB,0.92436105,3.473118
LB,1.0102869,3.5109875
LB,0.9990684,3.983701
LB,0.9831047,5.8092747
LB,0.8677847,3.2480361
LB,0.37761644,0.6356045
LB,0.92411095,3.2867217
LB,0.87316626,3.455756
LB,0.8135649,4.251669
LB,0.9064424,3.504617
LB,0.81950366,3.4317179
LB,0.85503846,4.383833
LB,0.9379515,3.467521
LB,0.8507991,5.034995
LB,0.88617986,4.135228
LB,0.87471104,3.3096497
LB,1.0228298,4.7480774
LB,0.89049953,3.2863896
LB,0.9180398,4.267739
LB,0.92959464,3.1512008
LB,0.7774251,3.7669735
LB,0.8814567,5.18335
LB,0.9281655,4.0461435
LB,0.9561287,5.647136
LB,0.8225061,4.100182
LB,0.861568,4.8368654
LB,0.94467324,2.6450791
LB,0.91600627,4.7282825
LB,0.8616439,4.783282
LB,0.9717124,5.582699
LB,0.91770995,4.330352
LB,0.8795745,4.180166
LB,0.8937971,5.758541
LB,0.9692768,5.2476907
LB,0.9563585,4.7065344
LB,0.9837335,3.59878
LB,0.8706041,5.1320534
LB,1.0370647,6.8390236
LB,0.9167842,3.6210055
LB,0.7929547,4.354658
LB,0.87330997,2.897862
LB,0.8799,4.919479
LB,0.8914239,2.9808967
LB,0.8997574,2.6850305
LB,0.7855764,5.779182
LB,0.8629982,2.6876113
LB,0.89443743,3.5572367
LB,0.8903993,3.4645112
LB,0.9172685,5.3084693
LB,0.88488084,4.932057
LB,0.9027828,3.5648258
LB,0.97129786,5.469214
LB,0.8530751,5.4389496
LB,0.8930954,4.1559234
LB,0.8479868,3.8472934
LB,1.0641322,3.3485606
LB,0.96904904,3.222632
LB,0.9667192,3.8154736
LB,1.0562066,5.1037884
LB,1.0114108,4.1087313
LB,0.46212476,0.6510242
LB,0.911146,5.5877666
LB,0.9755395,4.098025
LB,0.90784246,4.824282
LB,0.9581695,2.6629267
LB,1.0539259,4.742127
LB,0.96142465,4.55771
LB,0.9522905,4.0921946
LB,0.78567976,4.416219
LB,0.94562876,5.021016
LB,0.7876715,4.321537
LB,1.0103005,5.5769486
LB,0.92228043,5.918255
LB,0.94674397,4.1343126
LB,0.8227556,5.9020967
LB,0.92677957,4.778752
LB,0.82193434,3.443966
LB,1.0412757,3.9409618
LB,1.0062081,3.4000206
LB,0.9032598,4.8046904
LB,0.96798027,5.0119667
LB,0.88564956,3.2860224
LB,1.0146061,6.003086
LB,1.0061408,3.3221405
LB,1.057136,5.9872737
LB,1.0368502,4.4963536
LB,0.9599485,3.5985157
LB,0.9827403,4.7542243
LB,0.8059409,3.8200238
LB,0.89546716,3.0296984
LB,0.8246637,1.9852158
LB,0.7978404,3.099678
LB,0.9547759,5.7038646
LB,0.8273551,3.2191875
LB,0.9772718,2.887011
LB,0.96712476,2.4221184
LB,0.96348006,3.5147617
LB,0.9776288,4.740951
LB,0.88100255,4.191248
LB,0.8611056,2.79563
LB,0.9483666,2.766928
LB,0.9741627,5.5312414
LB,0.9029793,3.8536627
LB,0.96483546,4.2150226
LB,0.95699275,4.60484
LB,0.9046655,4.1390676
LB,0.89469594,3.6795428
LB,0.92022705,3.4320338
LB,0.9585316,4.225053
LB,0.87417024,3.3159277
LB,0.9531754,3.6134162
LB,0.8903336,5.9379573
LB,0.94003916,2.737209
LB,0.8544596,2.5051758
LB,0.9565535,2.9055488
LB,0.95478725,4.322395
LB,0.99838185,4.5307508
LB,0.90388906,2.983602
LB,0.8508648,4.992454
LB,0.9884921,3.7747443
LB,0.94873476,4.568388
LB,1.0277511,5.904694
LB,1.0556977,4.4354753
LB,0.7294333,6.5902457
LB,0.89036274,5.7036834
LB,0.9095483,3.8303037
LB,0.95191264,3.0502732
LB,0.8446999,3.403585
LB,0.93472,2.9936318
LB,0.79078513,4.931012
LB,0.83640134,2.387243
LB,0.9604999,3.1294005
LB,0.914242,2.461609
LB,0.8722049,3.2675643
LB,0.8940013,2.2156167
LB,0.9997037,3.4049363
LB,0.93506885,4.844156
LB,0.91912645,5.966981
LB,0.9504785,4.284595
LB,0.98379815,5.508013
LB,0.89907044,3.6245167
LB,0.8925217,2.6580396
LB,0.7973,2.3719218
LB,0.95449615,4.891877
LB,0.8594978,2.7113166
LB,0.7869081,2.8617952
LB,1.006364,3.4538333
LB,0.95564115,5.1851406
LB,0.9852572,4.4634824
LB,0.9339983,3.6043284
LB,0.9673508,5.513535
LB,1.0454097,4.5955124
LB,1.0560709,2.8327224
LB,0.90640974,3.4191513
LB,1.0175672,3.2895052
LB,0.9941088,5.1762776
LB,0.9847709,6.2103057
LB,0.9484224,4.7691627
LB,0.9321146,3.124516
LB,0.8887799,4.3527436
LB,0.9036681,6.943076
LB,0.8862694,3.486157
LB,0.97490096,3.155157
LB,0.95792365,3.2513452
