length,width_mean,width_var,volume,surface_area,surface_to_volume,periplasm_volume,periplasm_fractional_volume,cell_id,carbon_source,image,strain,cell_image
2.355583718153028,1.0246855566682724,0.001308643295307568,1.6608686672465858,7.582964646346787,4.565661810525901,0.18300242280503598,0.1101847644030881,0,acetate,201111160950,WT,"[[0.37647059 0.37647059 0.37647059 ... 0.33333333 0.33333333 0.32156863]
 [0.37647059 0.37647059 0.37647059 ... 0.33333333 0.32156863 0.33333333]
 [0.37647059 0.37647059 0.37647059 ... 0.33333333 0.32156863 0.33333333]
 ...
 [0.38823529 0.41568627 0.42745098 ... 0.32156863 0.33333333 0.33333333]
 [0.41568627 0.42745098 0.37647059 ... 0.33333333 0.32156863 0.32156863]
 [0.41568627 0.42745098 0.37647059 ... 0.33333333 0.33333333 0.33333333]]"
2.6653481371354912,0.7218255249764856,0.0013619579605054113,0.9922462415732994,6.0441613717962355,6.0913925581745225,0.14451878420852848,0.14564810442555107,1,acetate,201111160950,WT,"[[0.33333333 0.33333333 0.33333333 ... 0.37647059 0.37647059 0.37647059]
 [0.33333333 0.33333333 0.33333333 ... 0.37647059 0.37647059 0.36078431]
 [0.33333333 0.33333333 0.33333333 ... 0.37647059 0.37647059 0.36078431]
 ...
 [0.38823529 0.36078431 0.37647059 ... 0.36078431 0.38823529 0.38823529]
 [0.36078431 0.37647059 0.4        ... 0.37647059 0.36078431 0.36078431]
 [0.36078431 0.37647059 0.4        ... 0.38823529 0.37647059 0.37647059]]"
2.421639547457399,0.6768958010291988,0.0038502589004276756,0.7902552013824856,5.1496912676274755,6.51649145569497,0.12272377160782788,0.15529637943936703,2,acetate,201111160950,WT,"[[0.38823529 0.38823529 0.38823529 ... 0.37647059 0.4        0.41568627]
 [0.38823529 0.38823529 0.38823529 ... 0.37647059 0.4        0.41568627]
 [0.37647059 0.37647059 0.37647059 ... 0.4        0.41568627 0.42745098]
 ...
 [0.36078431 0.34901961 0.37647059 ... 0.38823529 0.38823529 0.38823529]
 [0.36078431 0.34901961 0.37647059 ... 0.37647059 0.37647059 0.38823529]
 [0.36078431 0.34901961 0.37647059 ... 0.34901961 0.34901961 0.37647059]]"
1.9490914980286183,0.7147700994319712,0.0003644752607771933,0.6864844588378487,4.37671710593219,6.37555162332669,0.10425289747977828,0.15186490551624182,3,acetate,201111160950,WT,"[[0.36078431 0.34901961 0.34901961 ... 0.34901961 0.32156863 0.34901961]
 [0.36078431 0.36078431 0.36078431 ... 0.34901961 0.32156863 0.34901961]
 [0.36078431 0.36078431 0.36078431 ... 0.32156863 0.34901961 0.37647059]
 ...
 [0.33333333 0.32156863 0.37647059 ... 0.34901961 0.34901961 0.34901961]
 [0.33333333 0.32156863 0.37647059 ... 0.36078431 0.36078431 0.36078431]
 [0.33333333 0.32156863 0.37647059 ... 0.33333333 0.33333333 0.36078431]]"
2.372925635744695,0.4364529626336338,0.00032452889652046576,0.33325067960832394,3.253654595044779,9.76338472548312,0.07589061274443315,0.2277283060116453,4,acetate,201111160950,WT,"[[0.33333333 0.33333333 0.33333333 ... 0.36078431 0.36078431 0.36078431]
 [0.30588235 0.33333333 0.33333333 ... 0.36078431 0.36078431 0.36078431]
 [0.33333333 0.30588235 0.33333333 ... 0.36078431 0.36078431 0.37647059]
 ...
 [0.38823529 0.4        0.41568627 ... 0.4        0.37647059 0.37647059]
 [0.4        0.4        0.41568627 ... 0.4        0.4        0.4       ]
 [0.4        0.41568627 0.4        ... 0.4        0.4        0.4       ]]"
2.39123576239975,0.5796028138942544,0.0011136190463367542,0.5799431467811547,4.35414367171498,7.507880204950581,0.1030858137358952,0.1777515853201302,5,acetate,201111160950,WT,"[[0.25490196 0.27843137 0.27843137 ... 0.32156863 0.32156863 0.33333333]
 [0.25490196 0.25490196 0.25490196 ... 0.32156863 0.33333333 0.33333333]
 [0.30588235 0.25490196 0.25490196 ... 0.32156863 0.33333333 0.33333333]
 ...
 [0.38823529 0.41568627 0.41568627 ... 0.41568627 0.41568627 0.41568627]
 [0.41568627 0.41568627 0.42745098 ... 0.41568627 0.41568627 0.41568627]
 [0.41568627 0.41568627 0.42745098 ... 0.42745098 0.42745098 0.41568627]]"
2.533584327527287,0.6398616343025164,0.0008553800930116249,0.7461147462040766,5.09297222241728,6.825990570925206,0.12115870883222635,0.1623861603709507,0,acetate,201111161018,WT,"[[0.38823529 0.37647059 0.37647059 ... 0.4        0.4        0.4       ]
 [0.38823529 0.37647059 0.37647059 ... 0.38823529 0.38823529 0.38823529]
 [0.38823529 0.37647059 0.37647059 ... 0.37647059 0.37647059 0.37647059]
 ...
 [0.41568627 0.41568627 0.41568627 ... 0.4        0.37647059 0.38823529]
 [0.4        0.4        0.4        ... 0.4        0.37647059 0.38823529]
 [0.38823529 0.38823529 0.38823529 ... 0.4        0.37647059 0.38823529]]"
2.648787065971721,0.6514482797731509,0.0017434363452192,0.8104917934661523,5.420968221566093,6.6884924255466665,0.12910965843778377,0.15929792192667727,1,acetate,201111161018,WT,"[[0.34901961 0.34901961 0.34901961 ... 0.37647059 0.37647059 0.36078431]
 [0.34901961 0.34901961 0.34901961 ... 0.37647059 0.36078431 0.33333333]
 [0.34901961 0.34901961 0.34901961 ... 0.36078431 0.33333333 0.33333333]
 ...
 [0.41568627 0.4        0.4        ... 0.34901961 0.34901961 0.34901961]
 [0.4        0.4        0.38823529 ... 0.34901961 0.34901961 0.34901961]
 [0.4        0.4        0.38823529 ... 0.34901961 0.34901961 0.34901961]]"
3.2105605426852457,0.7213763466291547,0.000956943912353505,1.2139058563812022,7.275999067074964,5.993874260369402,0.17424508649516857,0.1435408566316781,3,acetate,201111161018,WT,"[[0.37647059 0.36078431 0.34901961 ... 0.37647059 0.37647059 0.36078431]
 [0.37647059 0.36078431 0.36078431 ... 0.36078431 0.36078431 0.37647059]
 [0.38823529 0.37647059 0.36078431 ... 0.36078431 0.37647059 0.37647059]
 ...
 [0.32156863 0.33333333 0.33333333 ... 0.37647059 0.37647059 0.38823529]
 [0.33333333 0.32156863 0.32156863 ... 0.38823529 0.37647059 0.38823529]
 [0.32156863 0.32156863 0.30588235 ... 0.38823529 0.38823529 0.37647059]]"
1.393079885913377,0.8242568063951867,0.00014082018990683936,0.596738441123967,3.607351287711289,6.045112965936602,0.0858955016252998,0.14394162618971582,4,acetate,201111161018,WT,"[[0.37647059 0.37647059 0.37647059 ... 0.34901961 0.36078431 0.36078431]
 [0.37647059 0.37647059 0.37647059 ... 0.36078431 0.36078431 0.36078431]
 [0.34901961 0.34901961 0.36078431 ... 0.36078431 0.36078431 0.34901961]
 ...
 [0.36078431 0.37647059 0.37647059 ... 0.38823529 0.38823529 0.38823529]
 [0.37647059 0.38823529 0.37647059 ... 0.38823529 0.38823529 0.38823529]
 [0.37647059 0.38823529 0.37647059 ... 0.36078431 0.36078431 0.36078431]]"
