clock_time,od_600nm,strain,overexpression,inducer,carbon_source,temperature,inducer_conc,run_idx
12:32,0.068,wildtype,lamB,ctc,glucose,37,5,47
12:55,0.076,wildtype,lamB,ctc,glucose,37,5,47
13:21,0.085,wildtype,lamB,ctc,glucose,37,5,47
13:40,0.093,wildtype,lamB,ctc,glucose,37,5,47
13:55,0.098,wildtype,lamB,ctc,glucose,37,5,47
14:15,0.1,wildtype,lamB,ctc,glucose,37,5,47
15:14,0.116,wildtype,lamB,ctc,glucose,37,5,47
15:48,0.123,wildtype,lamB,ctc,glucose,37,5,47
16:17,0.125,wildtype,lamB,ctc,glucose,37,5,47
11:55,0.056,wildtype,lamB,ctc,glucose,37,20,48
12:32,0.072,wildtype,lamB,ctc,glucose,37,20,48
12:55,0.08,wildtype,lamB,ctc,glucose,37,20,48
13:21,0.09,wildtype,lamB,ctc,glucose,37,20,48
13:40,0.096,wildtype,lamB,ctc,glucose,37,20,48
13:55,0.098,wildtype,lamB,ctc,glucose,37,20,48
14:15,0.1,wildtype,lamB,ctc,glucose,37,20,48
15:14,0.116,wildtype,lamB,ctc,glucose,37,20,48
15:48,0.121,wildtype,lamB,ctc,glucose,37,20,48
16:17,0.126,wildtype,lamB,ctc,glucose,37,20,48
13:15,0.053,malE-rbsB-fliC-KO,lamB,ctc,acetate,37,100,49
14:20,0.068,malE-rbsB-fliC-KO,lamB,ctc,acetate,37,100,49
15:18,0.086,malE-rbsB-fliC-KO,rbsB,ctc,acetate,37,100,49
16:18,0.113,malE-rbsB-fliC-KO,rbsB,ctc,acetate,37,100,49
16:44,0.126,malE-rbsB-fliC-KO,rbsB,ctc,acetate,37,100,49
17:28,0.15,malE-rbsB-fliC-KO,rbsB,ctc,acetate,37,100,49
17:46,0.164,malE-rbsB-fliC-KO,rbsB,ctc,acetate,37,100,49
14:13,0.053,malE-rbsB-fliC-KO,rbsB,ctc,acetate,37,100,50
14:40,0.063,malE-rbsB-fliC-KO,rbsB,ctc,acetate,37,100,50
15:12,0.068,malE-rbsB-fliC-KO,rbsB,ctc,acetate,37,100,50
15:58,0.082,malE-rbsB-fliC-KO,rbsB,ctc,acetate,37,100,50
16:25,0.09,malE-rbsB-fliC-KO,rbsB,ctc,acetate,37,100,50
16:53,0.103,malE-rbsB-fliC-KO,rbsB,ctc,acetate,37,100,50
17:25,0.115,malE-rbsB-fliC-KO,rbsB,ctc,acetate,37,100,50
14:00,0.11,malE-rbsB-fliC-KO,rbsB,ctc,acetate,37,10,51
15:00,0.156,malE-rbsB-fliC-KO,rbsB,ctc,acetate,37,10,51
15:45,0.2,malE-rbsB-fliC-KO,rbsB,ctc,acetate,37,10,51
16:13,0.234,malE-rbsB-fliC-KO,rbsB,ctc,acetate,37,10,51
16:40,0.261,malE-rbsB-fliC-KO,rbsB,ctc,acetate,37,10,51
14:00,0.1,malE-rbsB-fliC-KO,rbsB,ctc,acetate,37,30,52
15:00,0.142,malE-rbsB-fliC-KO,rbsB,ctc,acetate,37,30,52
15:45,0.174,malE-rbsB-fliC-KO,rbsB,ctc,acetate,37,30,52
16:13,0.201,malE-rbsB-fliC-KO,rbsB,ctc,acetate,37,30,52
16:40,0.23,malE-rbsB-fliC-KO,rbsB,ctc,acetate,37,30,52
14:00,0.086,malE-rbsB-fliC-KO,rbsB,ctc,acetate,37,50,53
15:00,0.12,malE-rbsB-fliC-KO,rbsB,ctc,acetate,37,50,53
15:45,0.148,malE-rbsB-fliC-KO,rbsB,ctc,acetate,37,50,53
16:13,0.171,malE-rbsB-fliC-KO,rbsB,ctc,acetate,37,50,53
16:40,0.19,malE-rbsB-fliC-KO,rbsB,ctc,acetate,37,50,53
14:00,0.091,malE-rbsB-fliC-KO,rbsB,ctc,acetate,37,100,54
15:00,0.123,malE-rbsB-fliC-KO,rbsB,ctc,acetate,37,100,54
15:45,0.144,malE-rbsB-fliC-KO,rbsB,ctc,acetate,37,100,54
16:13,0.161,malE-rbsB-fliC-KO,rbsB,ctc,acetate,37,100,54
16:40,0.183,malE-rbsB-fliC-KO,rbsB,ctc,acetate,37,100,54
11:20,0.086,malE-rbsB-fliC-KO,malE,ctc,acetate,37,10,55
12:06,0.11,malE-rbsB-fliC-KO,malE,ctc,acetate,37,10,55
12:41,0.132,malE-rbsB-fliC-KO,malE,ctc,acetate,37,10,55
13:34,0.184,malE-rbsB-fliC-KO,malE,ctc,acetate,37,10,55
14:35,0.247,malE-rbsB-fliC-KO,malE,ctc,acetate,37,10,55
15:35,0.327,malE-rbsB-fliC-KO,malE,ctc,acetate,37,10,55
16:19,0.401,malE-rbsB-fliC-KO,malE,ctc,acetate,37,10,55
11:20,0.092,malE-rbsB-fliC-KO,malE,ctc,glucose,37,50,56
12:00,0.133,malE-rbsB-fliC-KO,malE,ctc,glucose,37,50,56
12:40,0.209,malE-rbsB-fliC-KO,malE,ctc,glucose,37,50,56
13:03,0.282,malE-rbsB-fliC-KO,malE,ctc,glucose,37,50,56
11:20,0.085,malE-rbsB-fliC-KO,none,none,sorbitol,37,0,57
12:00,0.123,malE-rbsB-fliC-KO,none,none,sorbitol,37,0,57
12:40,0.177,malE-rbsB-fliC-KO,none,none,sorbitol,37,0,57
13:03,0.209,malE-rbsB-fliC-KO,none,none,sorbitol,37,0,57
11:20,0.082,malE-rbsB-fliC-KO,malE,none,sorbitol,37,50,58
12:00,0.114,malE-rbsB-fliC-KO,malE,none,sorbitol,37,50,58
12:40,0.16,malE-rbsB-fliC-KO,malE,none,sorbitol,37,50,58
13:03,0.185,malE-rbsB-fliC-KO,malE,none,sorbitol,37,50,58
14:15,0.187,malE-rbsB-fliC-KO,none,none,RDM,37,0,59
14:31,0.289,malE-rbsB-fliC-KO,none,none,RDM,37,0,59
14:39,0.366,malE-rbsB-fliC-KO,none,none,RDM,37,0,59
14:51,0.505,malE-rbsB-fliC-KO,none,none,RDM,37,0,59
15:02,0.658,malE-rbsB-fliC-KO,none,none,RDM,37,0,59
11:34,0.075,malE-rbsB-fliC-KO,none,none,acetate,37,0,60
12:30,0.121,malE-rbsB-fliC-KO,none,none,acetate,37,0,60
13:20,0.234,malE-rbsB-fliC-KO,none,none,acetate,37,0,60
14:05,0.32,malE-rbsB-fliC-KO,none,none,acetate,37,0,60
14:30,0.375,malE-rbsB-fliC-KO,none,none,acetate,37,0,60
14:57,0.442,malE-rbsB-fliC-KO,none,none,acetate,37,0,60
15:30,0.545,malE-rbsB-fliC-KO,none,none,acetate,37,0,60
11:34,0.075,malE-rbsB-fliC-KO,malE,ctc,acetate,37,10,61
13:20,0.23,malE-rbsB-fliC-KO,malE,ctc,acetate,37,10,61
14:05,0.308,malE-rbsB-fliC-KO,malE,ctc,acetate,37,10,61
14:30,0.364,malE-rbsB-fliC-KO,malE,ctc,acetate,37,10,61
14:57,0.434,malE-rbsB-fliC-KO,malE,ctc,acetate,37,10,61
15:30,0.528,malE-rbsB-fliC-KO,malE,ctc,acetate,37,10,61
11:34,0.077,malE-rbsB-fliC-KO,malE,ctc,acetate,37,50,62
13:20,0.244,malE-rbsB-fliC-KO,malE,ctc,acetate,37,50,62
14:05,0.331,malE-rbsB-fliC-KO,malE,ctc,acetate,37,50,62
14:30,0.391,malE-rbsB-fliC-KO,malE,ctc,acetate,37,50,62
14:57,0.464,malE-rbsB-fliC-KO,malE,ctc,acetate,37,50,62
15:30,0.567,malE-rbsB-fliC-KO,malE,ctc,acetate,37,50,62
11:34,0.083,malE-rbsB-fliC-KO,malE,ctc,acetate,37,100,63
13:20,0.25,malE-rbsB-fliC-KO,malE,ctc,acetate,37,100,63
14:05,0.324,malE-rbsB-fliC-KO,malE,ctc,acetate,37,100,63
14:30,0.373,malE-rbsB-fliC-KO,malE,ctc,acetate,37,100,63
14:57,0.434,malE-rbsB-fliC-KO,malE,ctc,acetate,37,100,63
15:30,0.515,malE-rbsB-fliC-KO,malE,ctc,acetate,37,100,63
11:34,0.064,malE-rbsB-fliC-KO,rbsB,ctc,acetate,37,10,64
13:20,0.191,malE-rbsB-fliC-KO,rbsB,ctc,acetate,37,10,64
14:05,0.233,malE-rbsB-fliC-KO,rbsB,ctc,acetate,37,10,64
14:30,0.258,malE-rbsB-fliC-KO,rbsB,ctc,acetate,37,10,64
14:57,0.289,malE-rbsB-fliC-KO,rbsB,ctc,acetate,37,10,64
15:30,0.434,malE-rbsB-fliC-KO,rbsB,ctc,acetate,37,10,64
11:34,0.07,malE-rbsB-fliC-KO,rbsB,ctc,acetate,37,50,65
13:20,0.202,malE-rbsB-fliC-KO,rbsB,ctc,acetate,37,50,65
14:05,0.248,malE-rbsB-fliC-KO,rbsB,ctc,acetate,37,50,65
14:30,0.265,malE-rbsB-fliC-KO,rbsB,ctc,acetate,37,50,65
14:57,0.305,malE-rbsB-fliC-KO,rbsB,ctc,acetate,37,50,65
15:30,0.436,malE-rbsB-fliC-KO,rbsB,ctc,acetate,37,50,65
11:34,0.073,malE-rbsB-fliC-KO,rbsB,ctc,acetate,37,100,66
13:20,0.201,malE-rbsB-fliC-KO,rbsB,ctc,acetate,37,100,66
14:05,0.244,malE-rbsB-fliC-KO,rbsB,ctc,acetate,37,100,66
14:30,0.282,malE-rbsB-fliC-KO,rbsB,ctc,acetate,37,100,66
14:57,0.325,malE-rbsB-fliC-KO,rbsB,ctc,acetate,37,100,66
15:30,0.453,malE-rbsB-fliC-KO,rbsB,ctc,acetate,37,100,66
11:34,0.055,malE-rbsB-fliC-KO,none,none,acetate,37,0,67
13:20,0.17,malE-rbsB-fliC-KO,none,none,acetate,37,0,67
14:05,0.217,malE-rbsB-fliC-KO,none,none,acetate,37,0,67
14:30,0.25,malE-rbsB-fliC-KO,none,none,acetate,37,0,67
14:57,0.288,malE-rbsB-fliC-KO,none,none,acetate,37,0,67
15:30,0.446,malE-rbsB-fliC-KO,none,none,acetate,37,0,67
15:56,0.119,wildtype,lacZ,none,glucose,37,0,68
16:10,0.15,wildtype,lacZ,none,glucose,37,0,68
16:49,0.27,wildtype,lacZ,none,glucose,37,0,68
17:14,0.383,wildtype,lacZ,none,glucose,37,0,68
17:38,0.529,wildtype,lacZ,none,glucose,37,0,68
15:56,0.114,wildtype,lacZ,ctc,glucose,37,5,69
16:10,0.137,wildtype,lacZ,ctc,glucose,37,5,69
16:49,0.239,wildtype,lacZ,ctc,glucose,37,5,69
17:14,0.332,wildtype,lacZ,ctc,glucose,37,5,69
17:38,0.46,wildtype,lacZ,ctc,glucose,37,5,69
15:56,0.127,wildtype,lacZ,ctc,glucose,37,10,70
16:10,0.162,wildtype,lacZ,ctc,glucose,37,10,70
16:49,0.279,wildtype,lacZ,ctc,glucose,37,10,70
17:14,0.39,wildtype,lacZ,ctc,glucose,37,10,70
17:38,0.527,wildtype,lacZ,ctc,glucose,37,10,70
15:56,0.114,wildtype,lacZ,ctc,glucose,37,20,71
16:10,0.137,wildtype,lacZ,ctc,glucose,37,20,71
16:49,0.223,wildtype,lacZ,ctc,glucose,37,20,71
17:14,0.301,wildtype,lacZ,ctc,glucose,37,20,71
17:38,0.405,wildtype,lacZ,ctc,glucose,37,20,71
12:00,0.176,wildtype,lacZ,ctc,glucose,37,5,72
12:52,0.323,wildtype,lacZ,ctc,glucose,37,5,72
13:11,0.381,wildtype,lacZ,ctc,glucose,37,5,72
13:23,0.421,wildtype,lacZ,ctc,glucose,37,5,72
13:30,0.447,wildtype,lacZ,ctc,glucose,37,5,72
12:52,0.106,wildtype,lacZ,ctc,glucose,37,10,73
13:11,0.13,wildtype,lacZ,ctc,glucose,37,10,73
13:30,0.156,wildtype,lacZ,ctc,glucose,37,10,73
14:41,0.355,wildtype,lacZ,ctc,glucose,37,10,73
15:10,0.489,wildtype,lacZ,ctc,glucose,37,10,73
12:52,0.041,wildtype,lacZ,ctc,glucose,37,20,74
13:30,0.061,wildtype,lacZ,ctc,glucose,37,20,74
14:41,0.127,wildtype,lacZ,ctc,glucose,37,20,74
15:30,0.2,wildtype,lacZ,ctc,glucose,37,20,74
16:00,0.31,wildtype,lacZ,ctc,glucose,37,20,74
11:45,0.164,malE-rbsB-fliC-KO,malE,ctc,acetate,37,10,75
12:20,0.192,malE-rbsB-fliC-KO,malE,ctc,acetate,37,10,75
13:00,0.229,malE-rbsB-fliC-KO,malE,ctc,acetate,37,10,75
13:22,0.293,malE-rbsB-fliC-KO,malE,ctc,acetate,37,10,75
14:00,0.371,malE-rbsB-fliC-KO,malE,ctc,acetate,37,10,75
14:06,0.396,malE-rbsB-fliC-KO,malE,ctc,acetate,37,10,75
11:45,0.157,malE-rbsB-fliC-KO,malE,ctc,acetate,37,30,76
12:20,0.19,malE-rbsB-fliC-KO,malE,ctc,acetate,37,30,76
13:00,0.215,malE-rbsB-fliC-KO,malE,ctc,acetate,37,30,76
13:22,0.281,malE-rbsB-fliC-KO,malE,ctc,acetate,37,30,76
14:00,0.346,malE-rbsB-fliC-KO,malE,ctc,acetate,37,30,76
14:06,0.359,malE-rbsB-fliC-KO,malE,ctc,acetate,37,30,76
11:45,0.175,malE-rbsB-fliC-KO,malE,ctc,acetate,37,50,77
12:20,0.222,malE-rbsB-fliC-KO,malE,ctc,acetate,37,50,77
13:00,0.238,malE-rbsB-fliC-KO,malE,ctc,acetate,37,50,77
13:22,0.323,malE-rbsB-fliC-KO,malE,ctc,acetate,37,50,77
14:00,0.376,malE-rbsB-fliC-KO,malE,ctc,acetate,37,50,77
14:06,0.391,malE-rbsB-fliC-KO,malE,ctc,acetate,37,50,77
15:45,0.133,wildtype,rbsB,none,glucose,37,0,78
16:32,0.329,wildtype,rbsB,none,glucose,37,0,78
16:48,0.459,wildtype,rbsB,none,glucose,37,0,78
16:52,0.492,wildtype,rbsB,none,glucose,37,0,78
15:45,0.083,wildtype,rbsB,ctc,glucose,37,30,79
16:32,0.185,wildtype,rbsB,ctc,glucose,37,30,79
16:55,0.295,wildtype,rbsB,ctc,glucose,37,30,79
17:16,0.432,wildtype,rbsB,ctc,glucose,37,30,79
15:45,0.09,wildtype,rbsB,ctc,glucose,37,100,80
16:32,0.189,wildtype,rbsB,ctc,glucose,37,100,80
16:55,0.296,wildtype,rbsB,ctc,glucose,37,100,80
17:16,0.439,wildtype,rbsB,ctc,glucose,37,100,80
10:22,0.102,wildtype,malE,none,glucose,37,0,81
10:30,0.113,wildtype,malE,none,glucose,37,0,81
10:50,0.151,wildtype,malE,none,glucose,37,0,81
11:15,0.228,wildtype,malE,none,glucose,37,0,81
11:32,0.294,wildtype,malE,none,glucose,37,0,81
11:45,0.359,wildtype,malE,none,glucose,37,0,81
11:56,0.426,wildtype,malE,none,glucose,37,0,81
10:22,0.025,wildtype,malE,ctc,glucose,37,50,82
10:30,0.026,wildtype,malE,ctc,glucose,37,50,82
10:50,0.033,wildtype,malE,ctc,glucose,37,50,82
11:15,0.048,wildtype,malE,ctc,glucose,37,50,82
11:32,0.059,wildtype,malE,ctc,glucose,37,50,82
11:45,0.073,wildtype,malE,ctc,glucose,37,50,82
11:56,0.086,wildtype,malE,ctc,glucose,37,50,82
12:11,0.105,wildtype,malE,ctc,glucose,37,50,82
12:36,0.145,wildtype,malE,ctc,glucose,37,50,82
12:48,0.169,wildtype,malE,ctc,glucose,37,50,82
13:01,0.202,wildtype,malE,ctc,glucose,37,50,82
13:10,0.226,wildtype,malE,ctc,glucose,37,50,82
13:18,0.257,wildtype,malE,ctc,glucose,37,50,82
13:32,0.31,wildtype,malE,ctc,glucose,37,50,82
13:43,0.365,wildtype,malE,ctc,glucose,37,50,82
13:58,0.442,wildtype,malE,ctc,glucose,37,50,82
10:23,0.084,wildtype,lamB,ctc,glucose,37,50,83
10:31,0.093,wildtype,lamB,ctc,glucose,37,50,83
10:48,0.12,wildtype,lamB,ctc,glucose,37,50,83
11:12,0.17,wildtype,lamB,ctc,glucose,37,50,83
11:29,0.216,wildtype,lamB,ctc,glucose,37,50,83
11:44,0.266,wildtype,lamB,ctc,glucose,37,50,83
11:55,0.313,wildtype,lamB,ctc,glucose,37,50,83
12:09,0.378,wildtype,lamB,ctc,glucose,37,50,83
12:34,0.532,wildtype,lamB,ctc,glucose,37,50,83
11:14,0.061,wildtype,rbsB,ctc,glucose,37,50,84
11:30,0.078,wildtype,rbsB,ctc,glucose,37,50,84
11:43,0.094,wildtype,rbsB,ctc,glucose,37,50,84
12:10,0.135,wildtype,rbsB,ctc,glucose,37,50,84
12:34,0.186,wildtype,rbsB,ctc,glucose,37,50,84
12:46,0.217,wildtype,rbsB,ctc,glucose,37,50,84
13:01,0.258,wildtype,rbsB,ctc,glucose,37,50,84
13:10,0.289,wildtype,rbsB,ctc,glucose,37,50,84
13:18,0.327,wildtype,rbsB,ctc,glucose,37,50,84
13:31,0.39,wildtype,rbsB,ctc,glucose,37,50,84
12:30,0.019,malE-rbsB-fliC-KO,malE,ctc,acetate,37,100,85
14:14,0.028,malE-rbsB-fliC-KO,malE,ctc,acetate,37,100,85
15:03,0.034,malE-rbsB-fliC-KO,malE,ctc,acetate,37,100,85
15:39,0.04,malE-rbsB-fliC-KO,malE,ctc,acetate,37,100,85
16:10,0.044,malE-rbsB-fliC-KO,malE,ctc,acetate,37,100,85
16:40,0.051,malE-rbsB-fliC-KO,malE,ctc,acetate,37,100,85
17:29,0.063,malE-rbsB-fliC-KO,malE,ctc,acetate,37,100,85
18:02,0.072,malE-rbsB-fliC-KO,malE,ctc,acetate,37,100,85
18:49,0.088,malE-rbsB-fliC-KO,malE,ctc,acetate,37,100,85
20:05,0.122,malE-rbsB-fliC-KO,malE,ctc,acetate,37,100,85
20:30,0.133,malE-rbsB-fliC-KO,malE,ctc,acetate,37,100,85
12:29,0.027,wildtype,lamB,ctc,acetate,37,100,86
14:13,0.045,wildtype,lamB,ctc,acetate,37,100,86
15:03,0.057,wildtype,lamB,ctc,acetate,37,100,86
15:40,0.068,wildtype,lamB,ctc,acetate,37,100,86
16:10,0.077,wildtype,lamB,ctc,acetate,37,100,86
16:41,0.091,wildtype,lamB,ctc,acetate,37,100,86
17:29,0.116,wildtype,lamB,ctc,acetate,37,100,86
18:01,0.136,wildtype,lamB,ctc,acetate,37,100,86
18:27,0.153,wildtype,lamB,ctc,acetate,37,100,86
18:38,0.163,wildtype,lamB,ctc,acetate,37,100,86
18:48,0.171,wildtype,lamB,ctc,acetate,37,100,86
20:05,0.251,wildtype,lamB,ctc,acetate,37,100,86
20:27,0.276,wildtype,lamB,ctc,acetate,37,100,86
13:19,0.101,wildtype,malE,ctc,acetate,37,3,87
14:02,0.127,wildtype,malE,ctc,acetate,37,3,87
14:30,0.15,wildtype,malE,ctc,acetate,37,3,87
15:01,0.185,wildtype,malE,ctc,acetate,37,3,87
16:00,0.258,wildtype,malE,ctc,acetate,37,3,87
16:45,0.337,wildtype,malE,ctc,acetate,37,3,87
17:18,0.414,wildtype,malE,ctc,acetate,37,3,87
17:34,0.452,wildtype,malE,ctc,acetate,37,3,87
17:57,0.513,wildtype,malE,ctc,acetate,37,3,87
13:19,0.091,wildtype,malE,ctc,acetate,37,10,88
14:02,0.113,wildtype,malE,ctc,acetate,37,10,88
14:30,0.134,wildtype,malE,ctc,acetate,37,10,88
15:01,0.164,wildtype,malE,ctc,acetate,37,10,88
16:00,0.227,wildtype,malE,ctc,acetate,37,10,88
16:45,0.295,wildtype,malE,ctc,acetate,37,10,88
17:18,0.354,wildtype,malE,ctc,acetate,37,10,88
17:34,0.383,wildtype,malE,ctc,acetate,37,10,88
17:57,0.439,wildtype,malE,ctc,acetate,37,10,88
13:19,0.1,wildtype,malE,ctc,acetate,37,30,89
14:02,0.123,wildtype,malE,ctc,acetate,37,30,89
14:30,0.144,wildtype,malE,ctc,acetate,37,30,89
15:01,0.175,wildtype,malE,ctc,acetate,37,30,89
16:00,0.245,wildtype,malE,ctc,acetate,37,30,89
16:45,0.316,wildtype,malE,ctc,acetate,37,30,89
17:18,0.381,wildtype,malE,ctc,acetate,37,30,89
17:34,0.421,wildtype,malE,ctc,acetate,37,30,89
17:57,0.467,wildtype,malE,ctc,acetate,37,30,89
14:27,0.062,malE-rbsB-fliC-KO,none,none,acetate,37,0,90
14:59,0.081,malE-rbsB-fliC-KO,none,none,acetate,37,0,90
15:58,0.123,malE-rbsB-fliC-KO,none,none,acetate,37,0,90
16:42,0.18,malE-rbsB-fliC-KO,none,none,acetate,37,0,90
17:15,0.235,malE-rbsB-fliC-KO,none,none,acetate,37,0,90
17:54,0.33,malE-rbsB-fliC-KO,none,none,acetate,37,0,90
18:23,0.423,malE-rbsB-fliC-KO,none,none,acetate,37,0,90
13:17,0.067,malE-rbsB-fliC-KO,rbsB,ctc,acetate,37,100,91
14:00,0.08,malE-rbsB-fliC-KO,rbsB,ctc,acetate,37,100,91
14:28,0.091,malE-rbsB-fliC-KO,rbsB,ctc,acetate,37,100,91
15:00,0.106,malE-rbsB-fliC-KO,rbsB,ctc,acetate,37,100,91
15:59,0.141,malE-rbsB-fliC-KO,rbsB,ctc,acetate,37,100,91
16:44,0.17,malE-rbsB-fliC-KO,rbsB,ctc,acetate,37,100,91
17:17,0.198,malE-rbsB-fliC-KO,rbsB,ctc,acetate,37,100,91
17:56,0.236,malE-rbsB-fliC-KO,rbsB,ctc,acetate,37,100,91
18:24,0.268,malE-rbsB-fliC-KO,rbsB,ctc,acetate,37,100,91
18:52,0.302,malE-rbsB-fliC-KO,rbsB,ctc,acetate,37,100,91
19:03,0.319,malE-rbsB-fliC-KO,rbsB,ctc,acetate,37,100,91
13:17,0.058,wildtype,lamB,ctc,acetate,37,100,92
14:00,0.073,wildtype,lamB,ctc,acetate,37,100,92
14:28,0.087,wildtype,lamB,ctc,acetate,37,100,92
15:00,0.103,wildtype,lamB,ctc,acetate,37,100,92
15:59,0.146,wildtype,lamB,ctc,acetate,37,100,92
16:44,0.187,wildtype,lamB,ctc,acetate,37,100,92
17:17,0.226,wildtype,lamB,ctc,acetate,37,100,92
17:56,0.282,wildtype,lamB,ctc,acetate,37,100,92
18:24,0.334,wildtype,lamB,ctc,acetate,37,100,92
18:52,0.384,wildtype,lamB,ctc,acetate,37,100,92
19:03,0.403,wildtype,lamB,ctc,acetate,37,100,92
3:05,0.042,wildtype,none,none,glucoseCAA,37,0,93
3:20,0.051,wildtype,none,none,glucoseCAA,37,0,93
3:35,0.07,wildtype,none,none,glucoseCAA,37,0,93
3:51,0.091,wildtype,none,none,glucoseCAA,37,0,93
4:01,0.112,wildtype,none,none,glucoseCAA,37,0,93
4:13,0.147,wildtype,none,none,glucoseCAA,37,0,93
4:30,0.218,wildtype,none,none,glucoseCAA,37,0,93
4:45,0.314,wildtype,none,none,glucoseCAA,37,0,93
5:00,0.427,wildtype,none,none,glucoseCAA,37,0,93
12:30,0.041,wildtype,none,none,glucose,37,0,94
12:49,0.051,wildtype,none,none,glucose,37,0,94
13:20,0.082,wildtype,none,none,glucose,37,0,94
13:40,0.1,wildtype,none,none,glucose,37,0,94
14:20,0.178,wildtype,none,none,glucose,37,0,94
14:56,0.275,wildtype,none,none,glucose,37,0,94
15:14,0.36,wildtype,none,none,glucose,37,0,94
15:24,0.419,wildtype,none,none,glucose,37,0,94
12:30,0.064,wildtype,none,none,glucoseCAA,37,0,95
12:49,0.098,wildtype,none,none,glucoseCAA,37,0,95
13:20,0.188,wildtype,none,none,glucoseCAA,37,0,95
13:40,0.267,wildtype,none,none,glucoseCAA,37,0,95
14:20,0.577,wildtype,none,none,glucoseCAA,37,0,95
12:30,0.049,wildtype,none,none,glycerol,37,0,96
12:49,0.061,wildtype,none,none,glycerol,37,0,96
13:20,0.084,wildtype,none,none,glycerol,37,0,96
14:20,0.15,wildtype,none,none,glycerol,37,0,96
14:56,0.209,wildtype,none,none,glycerol,37,0,96
15:14,0.259,wildtype,none,none,glycerol,37,0,96
15:24,0.282,wildtype,none,none,glycerol,37,0,96
15:58,0.397,wildtype,none,none,glycerol,37,0,96
16:21,0.495,wildtype,none,none,glycerol,37,0,96
12:30,0.153,wildtype,none,none,sorbitol,37,0,97
12:49,0.18,wildtype,none,none,sorbitol,37,0,97
13:20,0.227,wildtype,none,none,sorbitol,37,0,97
13:40,0.253,wildtype,none,none,sorbitol,37,0,97
14:20,0.334,wildtype,none,none,sorbitol,37,0,97
14:56,0.416,wildtype,none,none,sorbitol,37,0,97
12:28,0.047,wildtype,none,none,acetate,37,0,98
13:21,0.063,wildtype,none,none,acetate,37,0,98
14:11,0.083,wildtype,none,none,acetate,37,0,98
15:01,0.108,wildtype,none,none,acetate,37,0,98
15:38,0.132,wildtype,none,none,acetate,37,0,98
16:09,0.154,wildtype,none,none,acetate,37,0,98
16:39,0.181,wildtype,none,none,acetate,37,0,98
17:08,0.213,wildtype,none,none,acetate,37,0,98
17:27,0.235,wildtype,none,none,acetate,37,0,98
17:46,0.26,wildtype,none,none,acetate,37,0,98
18:00,0.281,wildtype,none,none,acetate,37,0,98
18:26,0.324,wildtype,none,none,acetate,37,0,98
18:37,0.345,wildtype,none,none,acetate,37,0,98
18:48,0.365,wildtype,none,none,acetate,37,0,98
14:27,0.051,wildtype,none,none,acetate,37,0,99
14:59,0.063,wildtype,none,none,acetate,37,0,99
15:58,0.088,wildtype,none,none,acetate,37,0,99
16:42,0.116,wildtype,none,none,acetate,37,0,99
17:15,0.139,wildtype,none,none,acetate,37,0,99
17:54,0.177,wildtype,none,none,acetate,37,0,99
18:23,0.209,wildtype,none,none,acetate,37,0,99
18:51,0.241,wildtype,none,none,acetate,37,0,99
19:02,0.256,wildtype,none,none,acetate,37,0,99
12:45,0.038,wildtype,none,none,acetate,37,0,100
13:14,0.041,wildtype,none,none,acetate,37,0,100
13:46,0.05,wildtype,none,none,acetate,37,0,100
14:23,0.063,wildtype,none,none,acetate,37,0,100
14:44,0.071,wildtype,none,none,acetate,37,0,100
15:39,0.098,wildtype,none,none,acetate,37,0,100
16:22,0.127,wildtype,none,none,acetate,37,0,100
17:11,0.167,wildtype,none,none,acetate,37,0,100
17:39,0.198,wildtype,none,none,acetate,37,0,100
18:12,0.239,wildtype,none,none,acetate,37,0,100
12:45,0.068,wildtype,none,none,acetate,37,0,101
13:14,0.081,wildtype,none,none,acetate,37,0,101
13:46,0.098,wildtype,none,none,acetate,37,0,101
14:23,0.124,wildtype,none,none,acetate,37,0,101
14:44,0.14,wildtype,none,none,acetate,37,0,101
15:39,0.197,wildtype,none,none,acetate,37,0,101
16:22,0.252,wildtype,none,none,acetate,37,0,101
16:59,0.314,wildtype,none,none,acetate,37,0,101
17:11,0.358,wildtype,none,none,acetate,37,0,101
17:39,0.399,wildtype,none,none,acetate,37,0,101
18:12,0.486,wildtype,none,none,acetate,37,0,101
12:30,0.078,wildtype,none,none,acetate,37,0,102
12:55,0.088,wildtype,none,none,acetate,37,0,102
13:27,0.103,wildtype,none,none,acetate,37,0,102
13:49,0.118,wildtype,none,none,acetate,37,0,102
14:12,0.134,wildtype,none,none,acetate,37,0,102
14:33,0.15,wildtype,none,none,acetate,37,0,102
14:56,0.17,wildtype,none,none,acetate,37,0,102
15:20,0.196,wildtype,none,none,acetate,37,0,102
15:38,0.22,wildtype,none,none,acetate,37,0,102
16:17,0.272,wildtype,none,none,acetate,37,0,102
16:35,0.298,wildtype,none,none,acetate,37,0,102
17:06,0.353,wildtype,none,none,acetate,37,0,102
17:26,0.397,wildtype,none,none,acetate,37,0,102
13:49,0.066,wildtype,none,none,acetate,37,0,103
14:12,0.074,wildtype,none,none,acetate,37,0,103
14:33,0.082,wildtype,none,none,acetate,37,0,103
14:56,0.093,wildtype,none,none,acetate,37,0,103
15:20,0.107,wildtype,none,none,acetate,37,0,103
15:38,0.117,wildtype,none,none,acetate,37,0,103
16:17,0.149,wildtype,none,none,acetate,37,0,103
16:35,0.163,wildtype,none,none,acetate,37,0,103
