length,width_median,width_var,volume,surface_area,surface_to_volume,periplasm_volume,periplasm_fractional_volume,cell_id,date,replicate,run_no,strain,temperature_C,carbon_source,inducer,inducer_conc,image
1.9318435088568822,0.5353680097817086,0.0011126079347703387,0.3947049952592528,3.2491834512147446,8.231928884205264,0.07645067763868896,0.19369067672547216,0,2024-05-21,1,1.0,wildtype,37.0,glucose+acetate,noInd,0,240521133154
3.2808315496396507,0.6901053431518303,0.0006160495551531875,1.141126764240868,7.112940818558585,6.233260879907986,0.17009205395450067,0.14905623045977195,2,2024-05-21,1,1.0,wildtype,37.0,glucose+acetate,noInd,0,240521133154
2.4294140627486507,0.6872367159798269,0.0008166978874967532,0.8161902963020861,5.245148249258531,6.426379084660437,0.12507462658450164,0.15324199166686658,3,2024-05-21,1,1.0,wildtype,37.0,glucose+acetate,noInd,0,240521133154
2.013671396374422,0.6785385895324727,0.0008174133122429406,0.6463727798815416,4.292526900307641,6.640946268025576,0.10209248040861219,0.15794675083211626,4,2024-05-21,1,1.0,wildtype,37.0,glucose+acetate,noInd,0,240521133154
2.6643277815700914,0.6327840968955676,0.0010666809617961228,0.771559298984505,5.296550067317559,6.86473492612773,0.12600533749523168,0.1633125770904126,5,2024-05-21,1,1.0,wildtype,37.0,glucose+acetate,noInd,0,240521133154
1.83296378852873,0.5508776440157479,0.0012820265040803327,0.39310613160788754,3.1721879125295773,8.069545747237916,0.07468948595281127,0.18999827259706029,6,2024-05-21,1,1.0,wildtype,37.0,glucose+acetate,noInd,0,240521133154
2.96245083731285,0.6775876941417398,0.00024013511543602488,0.9868027769634278,6.306182493823214,6.390519606388309,0.15057281324927918,0.15258653174104272,7,2024-05-21,1,1.0,wildtype,37.0,glucose+acetate,noInd,0,240521133154
3.202930830684741,0.6754488679423004,0.00011952575116194447,1.0670078695771754,6.796571823830672,6.369748544145189,0.16236456471206773,0.15216810423001673,8,2024-05-21,1,1.0,wildtype,37.0,glucose+acetate,noInd,0,240521133154
2.0295153908662127,0.6662827587912442,0.00210755150212868,0.6301825729651428,4.248159332553242,6.741156475598413,0.10097624587170284,0.1602333199989777,9,2024-05-21,1,1.0,wildtype,37.0,glucose+acetate,noInd,0,240521133154
2.302241234975021,0.6074225751173019,0.0017348027777198622,0.6084751600589798,4.39330778021238,7.220192488690145,0.10418503282088298,0.1712231487161847,10,2024-05-21,1,1.0,wildtype,37.0,glucose+acetate,noInd,0,240521133154
