length,width_median,width_var,volume,surface_area,surface_to_volume,periplasm_volume,periplasm_fractional_volume,cell_id,date,carbon_source,temperature_C,overexpression,inducer,inducer_conc,image,strain,run_no
2.357907135868100,0.7763549056805120,0.0015926984563484700,0.9936837768866410,5.750913972597520,5.787468917542340,0.13768419003429100,0.13855936187836000,0,2021-12-03,glucose,37.0,none,cm,2,211203173138.tif,wildtype,3
3.302359303725230,0.7787892781334080,0.0026822846873647300,1.449432243083260,8.079679990838680,5.574375780168540,0.19404413311605700,0.13387596008164000,1,2021-12-03,glucose,37.0,none,cm,2,211203173138.tif,wildtype,3
2.363653238142540,0.814990856689062,0.0016078599717421000,1.0913269483299500,6.0518251586989600,5.545382314585050,0.14511982572898700,0.1329755724909600,2,2021-12-03,glucose,37.0,none,cm,2,211203173138.tif,wildtype,3
3.4070707463316300,0.8287634999054640,0.0014732020520136900,1.688918495508300,8.87077655679521,5.252341412795900,0.21351782267320400,0.12642281036122000,3,2021-12-03,glucose,37.0,none,cm,2,211203173138.tif,wildtype,3
3.1051565179478800,0.8077206171347400,0.0014027947752949000,1.453133881284530,7.879425201165940,5.422366997733710,0.18936816358736400,0.1303170795384440,4,2021-12-03,glucose,37.0,none,cm,2,211203173138.tif,wildtype,3
2.4950137509727900,0.8326644282501980,0.0007421618997773650,1.2074954201207900,6.526687635553340,5.405144836823030,0.15669875990993500,0.12977172194513100,5,2021-12-03,glucose,37.0,none,cm,2,211203173138.tif,wildtype,3
2.4500854212494500,0.8410577088288240,0.002077596595437380,1.2054459370545200,6.473764467501180,5.370431197702380,0.1554474171098750,0.12895428349919000,6,2021-12-03,glucose,37.0,none,cm,2,211203173138.tif,wildtype,3
3.5268953134140900,0.7637163419523680,0.0008446573503106720,1.499029708907710,8.462029312072060,5.645004406375660,0.20319158636381000,0.1355487387317150,7,2021-12-03,glucose,37.0,none,cm,2,211203173138.tif,wildtype,3
2.2314121516259700,0.770460061597135,0.0042922319034162000,0.9205927397420450,5.40106989576088,5.866948176534930,0.12919803493342400,0.14034222665021800,8,2021-12-03,glucose,37.0,none,cm,2,211203173138.tif,wildtype,3
3.5126273543908400,0.7619150694052910,0.0017891929920290200,1.4857354293324700,8.407918920150420,5.659095660071900,0.20187037842817600,0.1358723595350180,9,2021-12-03,glucose,37.0,none,cm,2,211203173138.tif,wildtype,3
2.245217086428680,0.7355175295971770,7.04207737543838E-05,0.8497978188484800,5.188015190536320,6.104999419234030,0.12391317087785300,0.145814884587209,10,2021-12-03,glucose,37.0,none,cm,2,211203173138.tif,wildtype,3
2.1272189367427900,0.8304066605154960,0.003019714604244740,1.002169248576080,5.549487622341590,5.537475461581500,0.13299535612523000,0.13270748061187800,11,2021-12-03,glucose,37.0,none,cm,2,211203173138.tif,wildtype,3
2.5582691260814100,0.8838639856244200,0.0028957954599446200,1.3888956366030300,7.103649758376140,5.114602977478040,0.17089808124609500,0.12304602069603900,12,2021-12-03,glucose,37.0,none,cm,2,211203173138.tif,wildtype,3
2.1344171665780000,0.8715450683457350,0.005055109008586870,1.1000373980478600,5.844118690832740,5.312654552657730,0.1402662240713900,0.12751041402802100,13,2021-12-03,glucose,37.0,none,cm,2,211203173138.tif,wildtype,3
3.1057247598326100,0.8382381555082270,0.0010423009985112200,1.559713535642600,8.178624375791960,5.243670833710110,0.19678710616620800,0.12616874936918000,14,2021-12-03,glucose,37.0,none,cm,2,211203173138.tif,wildtype,3
2.255393475098940,0.8198132106890310,0.0003049299906925260,1.0462854278152200,5.808809108493560,5.551839826941990,0.13924752335157500,0.1330875109694900,15,2021-12-03,glucose,37.0,none,cm,2,211203173138.tif,wildtype,3
2.5214876547200100,0.8184465375531510,0.001428392069922050,1.1830324370376000,6.483313682871390,5.4802501435261300,0.15559034646753500,0.13151824210090500,16,2021-12-03,glucose,37.0,none,cm,2,211203173138.tif,wildtype,3
2.0763622903169300,0.810148188505616,0.002908868573930310,0.9311331615555420,5.284665105281590,5.675520240792490,0.12651442740725200,0.13587146568370400,17,2021-12-03,glucose,37.0,none,cm,2,211203173138.tif,wildtype,3
2.4726059867899900,0.8524319407288430,0.0011347373021140600,1.2489594015620400,6.621623805803360,5.301712607729190,0.15907734828828300,0.1273679097089380,19,2021-12-03,glucose,37.0,none,cm,2,211203173138.tif,wildtype,3
3.324782961461690,0.7819015862019070,0.003632514642920950,1.4713092441747900,8.167050990816360,5.550873158142240,0.19617826836389000,0.13333584978181800,20,2021-12-03,glucose,37.0,none,cm,2,211203173138.tif,wildtype,3
2.690448829468660,0.772965152623845,0.0011553588587624100,1.1416027551580300,6.533328936243350,5.722944261236440,0.1565982758014820,0.13717405208942800,21,2021-12-03,glucose,37.0,none,cm,2,211203173138.tif,wildtype,3
2.3019381620152500,0.87881771252711,0.0037101750157594100,1.218616877428350,6.355391766729610,5.215250079369850,0.15270484445998700,0.12530997008858200,22,2021-12-03,glucose,37.0,none,cm,2,211203173138.tif,wildtype,3
2.3592761361975300,0.8880316793481270,0.0038494909189765,1.277914893558380,6.581988308285680,5.150568587519950,0.1582390835683020,0.1238259952724100,23,2021-12-03,glucose,37.0,none,cm,2,211203173138.tif,wildtype,3
2.8291580483831600,0.7720120415365710,0.00025474785621447700,1.2038675763164700,6.861690998503220,5.699705792806760,0.16453684387276800,0.13667354043723700,24,2021-12-03,glucose,37.0,none,cm,2,211203173138.tif,wildtype,3
2.3439466974028000,0.764941669147353,0.003011311442746160,0.9600147825608460,5.632820647199330,5.867431157855450,0.13478167799369200,0.14039541936444100,25,2021-12-03,glucose,37.0,none,cm,2,211203173138.tif,wildtype,3
3.093729940021640,0.824014498573481,0.0004599150888693320,1.5033623404140200,8.008794058557000,5.327254676574770,0.19259282809404100,0.12810805679820500,26,2021-12-03,glucose,37.0,none,cm,2,211203173138.tif,wildtype,3
2.686168730989690,0.7749748344160000,0.0012435523596394600,1.1452118178220700,6.539894793937380,5.710642077004370,0.15676688019657300,0.136888982244968,27,2021-12-03,glucose,37.0,none,cm,2,211203173138.tif,wildtype,3
2.538503506374160,0.8055268523685660,0.00487651638363247,1.1568438482740700,6.424031511341320,5.553067097971380,0.15410024937522800,0.1332074761906160,28,2021-12-03,glucose,37.0,none,cm,2,211203173138.tif,wildtype,3
3.1858010101205000,0.81533032017583,0.0005559610812936260,1.5214238742674400,8.160224580955230,5.363544452649210,0.19621486137501400,0.12896791268606200,29,2021-12-03,glucose,37.0,none,cm,2,211203173138.tif,wildtype,3
2.214536426230970,0.8738193835965450,0.001997541770622640,1.1533788251290700,6.079311196146510,5.270871168860050,0.1459842572982220,0.12657095320081400,30,2021-12-03,glucose,37.0,none,cm,2,211203173138.tif,wildtype,3
2.2400100610990600,0.836892821221338,0.005126710124141940,1.0787412855014400,5.889381451743410,5.459493885047510,0.1412585014587180,0.13094752500647600,31,2021-12-03,glucose,37.0,none,cm,2,211203173138.tif,wildtype,3
2.138792685484600,0.8361927487145490,0.0006684311352467820,1.02148041014858,5.618559184722570,5.500408161430450,0.13468805922462900,0.13185574376804500,32,2021-12-03,glucose,37.0,none,cm,2,211203173138.tif,wildtype,3
2.168036543271280,0.8028599882472130,0.0011158066984417200,0.9620957895701700,5.468349772351320,5.683789318727170,0.1309408524569860,0.1360996003479920,33,2021-12-03,glucose,37.0,none,cm,2,211203173138.tif,wildtype,3
3.3446918237953200,0.727913206271086,0.0016196239565864500,1.2909173708771900,7.6486639439209400,5.924983361811610,0.18328550716782900,0.14198082023118600,34,2021-12-03,glucose,37.0,none,cm,2,211203173138.tif,wildtype,3
2.3340750499342600,0.8298796583855160,0.0011765447099268400,1.1128819355759300,6.085269384210030,5.4680278200946900,0.14598477390973300,0.1311772338493240,35,2021-12-03,glucose,37.0,none,cm,2,211203173138.tif,wildtype,3
2.3165302032805500,0.842937894654477,0.0001760911621140990,1.1359599120346200,6.13455999079256,5.400331407650590,0.14722584851318600,0.12960479234649200,36,2021-12-03,glucose,37.0,none,cm,2,211203173138.tif,wildtype,3
3.589117593027070,0.7807111495701110,0.0029646746794706700,1.593561598248090,8.802944060545390,5.524068897131460,0.2115589126885920,0.1327585409444930,38,2021-12-03,glucose,37.0,none,cm,2,211203173138.tif,wildtype,3
1.96933188866319,0.7936666613054500,6.10109338904353E-05,0.843399938273977,4.910287530859800,5.822015520784520,0.117397503151907,0.13919553206532300,39,2021-12-03,glucose,37.0,none,cm,2,211203173138.tif,wildtype,3
2.1219125366001300,0.8473220808608300,0.0011486035941862800,1.0372419523692300,5.6484056071025700,5.445600801433750,0.13544551148638900,0.13058236911552800,40,2021-12-03,glucose,37.0,none,cm,2,211203173138.tif,wildtype,3
3.1914185979665900,0.7973306144734630,0.0036148519954401500,1.4607903866596500,7.994146151934130,5.47247998408185,0.1920872128810450,0.1314953977211510,41,2021-12-03,glucose,37.0,none,cm,2,211203173138.tif,wildtype,3
3.9534991409064700,0.7969079332884470,0.003583083867759850,1.8394203219833900,9.89782273937385,5.380946715159330,0.23818361585263800,0.12948841165123800,42,2021-12-03,glucose,37.0,none,cm,2,211203173138.tif,wildtype,3
2.9742588710521300,0.7646483143804660,0.0019230226983443700,1.2487704938412600,7.144804892952680,5.721471581999850,0.17134424507938600,0.13721035684653800,43,2021-12-03,glucose,37.0,none,cm,2,211203173138.tif,wildtype,3
3.487797071156260,0.7249212184220090,0.0042198917612539000,1.339803107043420,7.943134072095510,5.928583110710820,0.19037214863047400,0.1420896455827550,44,2021-12-03,glucose,37.0,none,cm,2,211203173138.tif,wildtype,3
2.201096092252040,0.7885094861511230,0.0009225185124530770,0.9464892141527930,5.4525015527440600,5.760764593207350,0.13050791183915000,0.13788631702049300,45,2021-12-03,glucose,37.0,none,cm,2,211203173138.tif,wildtype,3
2.321150596832810,0.8117278980040880,0.001362101496599790,1.0611735245821200,5.919208848669360,5.577983912669050,0.14189427852370300,0.13371449177417100,46,2021-12-03,glucose,37.0,none,cm,2,211203173138.tif,wildtype,3
3.217297242132440,0.7627568443397270,0.002816882227644370,1.3539429008422900,7.709517040557470,5.694122725383290,0.18498855793654300,0.13662951208759300,47,2021-12-03,glucose,37.0,none,cm,2,211203173138.tif,wildtype,3
2.5162947608261800,0.7583032597860730,0.003239144806913960,1.0222600948787400,5.9945185573512800,5.863985679752450,0.1434987556025980,0.14037401667294800,48,2021-12-03,glucose,37.0,none,cm,2,211203173138.tif,wildtype,3
2.35740474125082,0.791171111963171,0.00244635746935109,1.0292982726014000,5.8594175406973000,5.6926332207752500,0.14036867413330200,0.1363731756573740,49,2021-12-03,glucose,37.0,none,cm,2,211203173138.tif,wildtype,3
2.005172611333500,0.8987900444895640,0.0009638331376156730,1.0821250392549100,5.661869953700050,5.232177196083060,0.13591028134830600,0.12559572731251600,50,2021-12-03,glucose,37.0,none,cm,2,211203173138.tif,wildtype,3
2.0209776981595800,0.8124096843764190,0.00011955908172809900,0.9072383695398510,5.158061138401480,5.685453031508840,0.12345363519089300,0.13607629409844000,51,2021-12-03,glucose,37.0,none,cm,2,211203173138.tif,wildtype,3
3.2264083978860700,0.82663298962418,0.0004369235830119100,1.5836694978047900,8.378802341543280,5.290751860257220,0.2015773802307210,0.12728500517951400,52,2021-12-03,glucose,37.0,none,cm,2,211203173138.tif,wildtype,3
1.9504414308146800,0.7839858916940180,0.002658568113997930,0.8153893395189130,4.803867648180110,5.891501661052410,0.11479310555884700,0.1407831817209870,53,2021-12-03,glucose,37.0,none,cm,2,211203173138.tif,wildtype,3
2.6734864067896700,0.8594678277666330,0.002256301642748680,1.384844553653360,7.218674801951990,5.212624610400070,0.17359538047778000,0.12535369404444600,54,2021-12-03,glucose,37.0,none,cm,2,211203173138.tif,wildtype,3
2.114751414050610,0.8685699924624610,0.00011672157380303400,1.0814754520337800,5.770507607487080,5.335773083554800,0.13847040215037800,0.12803841445497100,55,2021-12-03,glucose,37.0,none,cm,2,211203173138.tif,wildtype,3
4.342615061876240,0.8504595628671200,0.0035076313990451700,2.3058445382963400,11.602588130395000,5.031817166203020,0.27993357492517700,0.12140175552858500,0,2021-12-03,glucose,37.0,none,cm,6,211203183321.tif,wildtype,3
2.9674629619442600,0.8612402888101370,0.005136585704446290,1.5614762760201800,8.028964129950440,5.141905934308700,0.1932719118423700,0.12377511897585300,1,2021-12-03,glucose,37.0,none,cm,6,211203183321.tif,wildtype,3
2.7504055339529300,0.8292183439098690,0.0020363370777233000,1.3360640445366700,7.164988650802170,5.362758379810230,0.17216159106868600,0.128857289268936,2,2021-12-03,glucose,37.0,none,cm,6,211203183321.tif,wildtype,3
2.5404695340234000,0.930885876716686,0.004041529733334220,1.5178245024278500,7.429512283780980,4.894842764691850,0.1789872665312370,0.11792355851742800,3,2021-12-03,glucose,37.0,none,cm,6,211203183321.tif,wildtype,3
