,date,replicate,strain,carbon_source,inducer_conc,width_um,length_um,volume_fL,surface_area_um2,surface_to_volume_inv_um,growth_rate_hr,phi_cyto,phi_ext,phi_mem,phi_peri,phi_rib
0,2024-05-22,1.0,wildtype,glucose,0,0.6630765594619777,2.6262268435949507,0.8354369521826924,5.467237061422662,6.670527509737892,0.8591408506447787,0.8184060069760208,0.0009770076988871,0.1145243969273688,0.0650386667558162,0.1788663244714218
1,2024-05-22,1.0,wildtype,glucose+acetate,0,0.6612555244049989,2.5358160015683904,0.7955896804465221,5.257261329584978,6.698969535328553,0.8536886249556442,0.812312697245181,0.0008701249259047,0.1209850878227399,0.0649854002924459,0.1773643765021992
2,2024-05-22,1.0,wildtype,glycerol,0,0.5929045277008699,2.418407920373901,0.6150457397757861,4.496052033545452,7.429426607591108,0.6737871653670509,0.7870264204314065,0.0132316007669682,0.115595754186993,0.0834063746863211,0.1558391572212695
3,2024-05-22,1.0,wildtype,sorbitol,0,0.6050137892552402,2.3218093747938493,0.6163763094401792,4.4138642950900175,7.345541108225926,0.6189821322967242,0.7843273506768644,0.0148038346445073,0.1126833046792482,0.0874660297643338,0.152751532811954
4,2024-05-22,2.0,wildtype,glucose,0,0.6992737205223856,2.3710306148816995,0.8179305430500351,5.185072444936789,6.420062583759679,0.8840892213949154,0.796395020044409,0.0009116272578895,0.1279328119887648,0.073485942019077,0.1930141022804248
5,2024-05-22,2.0,wildtype,glucose+acetate,0,0.6636672989682646,2.428859675426443,0.7594866192192317,5.032370587751768,6.725699841042956,0.7000527193406471,0.8004363478931049,0.0007372766569892,0.1293159096361938,0.0683655925663757,0.1866368478773229
6,2024-05-22,2.0,wildtype,glycerol,0,0.6034219222305484,2.270243899927926,0.5877313658050634,4.277102261044027,7.360772633425486,0.6323276248776728,0.7876462234871167,0.0106868739107845,0.1152637220067744,0.0854523150036396,0.165689127932587
7,2024-05-22,2.0,wildtype,sorbitol,0,0.6206026552018625,2.315568394627673,0.642569117413495,4.50582269975772,7.181252884615595,0.6088031254855759,0.780256673070023,0.0126103692361864,0.1138368982341494,0.0923157010749742,0.162645337452014
8,2024-05-23,1.0,meshI,glucose,0,0.6588415892987279,2.662000473401798,0.8390045348636251,5.505096954405943,6.719054327181657,0.8892325330911993,0.820816036556986,0.0009063511031661,0.113087217531439,0.0641389423353678,0.1830980672429174
9,2024-05-23,1.0,meshI,glucose,100,0.7509119540720762,2.392612117003501,0.9470324800691378,5.620435579222647,6.0293384598746655,0.7207220956572482,0.8259360150887615,0.0006104012564844,0.1061178271693228,0.066293226573705,0.1766175100008244
10,2024-05-23,1.0,relA,glucose,0,0.6883040915111236,2.4039736867642247,0.8127218338455476,5.190473838728893,6.5100766415498255,0.8309082512168006,0.8135694960971185,0.0007965955482736,0.1159110557114803,0.0686690228976837,0.1801338059449036
11,2024-05-23,1.0,relA,glucose,2,0.6642173617561008,2.17527207258393,0.672672978965825,4.515378497316318,6.776163086381294,0.5953632487833751,0.7753744739282747,0.0007656968434899,0.1429986604328286,0.0796219517876546,0.149186902470514
12,2024-05-23,2.0,meshI,glucose,0,0.7147486414028106,2.393175820010338,0.8647931824980012,5.355782067086363,6.308364989120924,0.8200614327462847,0.8103041077866019,0.0009257394289516,0.1201430433709546,0.0672292826512428,0.190484872722201
13,2024-05-23,2.0,meshI,glucose,100,0.7496581823362733,2.511405454985573,1.0029107494499525,5.903571413644261,6.012778862078166,0.667204243559892,0.8200952209884096,0.0008880986633108,0.1106618160442031,0.066920508951954,0.1850950092939901
14,2024-05-23,2.0,relA,glucose,0,0.6467667577642511,2.4724476027829336,0.7549960687564352,5.037231508262301,6.89303929875306,0.7652878227972052,0.8160691789501812,0.0008378579680876,0.1148241285512477,0.0668704564456801,0.1842218340539388
15,2024-05-24,1.0,wildtype,LB,0,0.9191568467813628,3.851755191002302,2.37049318955766,11.138295984571116,4.77289448646648,2.2690638773791805,0.8488387460858463,0.004816687980449,0.1144570686257723,0.0312014943480225,0.2864114214864838
16,2024-05-24,1.0,wildtype,glucoseCAA,0,0.8741181273172054,3.182365868402838,1.7709008421435068,8.769337945395133,5.167673330016131,1.4771279192381863,0.8265088619044894,0.0017212552465216,0.1151532232350555,0.0555766844163078,0.2024358409275961
17,2024-05-24,2.0,wildtype,LB,0,0.923620121546266,4.212333327277585,2.6494472570122407,12.25577804247867,4.73596130980739,2.272564591054877,0.8705540338103629,0.0026451369367379,0.0981260087366953,0.0274455616979792,0.322739178050412
18,2024-05-24,2.0,wildtype,glucoseCAA,0,0.8636618213569093,3.3411583159116893,1.8284226719216083,9.12514800674283,5.170441426289228,1.3028032663667155,0.8267062855704475,0.0015871999397611,0.1177741464538601,0.052561002170701,0.2146760574253641
19,2024-05-25,1.0,relA,glucose,4,0.6404901325444792,2.1003015168046635,0.606767812487391,4.209461886300064,7.050192966784704,0.4339392796625571,0.749079882680149,0.0008024063710717,0.1569452595927259,0.0917504005379408,0.1225385120425624
20,2024-05-25,1.0,wildtype,acetate,0,0.598027009932458,2.045167088941241,0.5218901328135779,3.840922405269179,7.507487747191416,0.3537727536958664,0.7764783022728796,0.0036713917970531,0.1104329896472254,0.1089131717057892,0.1119190303210079
21,2024-05-25,2.0,relA,glucose,4,0.644114736341047,1.975686582887392,0.5761057761176038,3.9912186894269657,7.069383768132812,0.4050489280159054,0.7300431852765463,0.0008746388809373,0.1781868926214058,0.0891967598779749,0.1354439770108582
22,2024-05-25,2.0,wildtype,acetate,0,0.6097572423790127,2.0636399500905576,0.5438705612563395,3.944747026683353,7.360883684014174,0.3851859922434523,0.7634605172946535,0.0039434500153794,0.1126239281035697,0.1191839895898961,0.1165653664391429
23,2024-05-26,2.0,relA,glucose,2,0.6229106793080815,2.16174291698594,0.6050781580784031,4.232881643482761,7.233883840340177,0.5748629870680184,0.7662906187946636,0.0008249843200556,0.1484162161636483,0.0828707121878083,0.1609326674947163
24,2024-08-27,1.0,meshI,glucoseCAA,0,0.7181091222991373,2.827907891809775,1.1108682050133265,6.493810279566292,6.394361744408569,1.2406660694040064,0.8627406191844836,0.0008848671684056,0.0985306517896495,0.0352146069519003,0.1884892480319933
25,2024-08-27,1.0,meshI,glucoseCAA,100,0.8688484324156854,3.3046259194355905,1.876011175075188,9.152880639033157,5.22922805104673,0.7735928329517952,0.8742858089036626,0.0001682873397891,0.0886422286820406,0.0343849804213456,0.1888662329649387
