length,width_median,width_var,volume,surface_area,surface_to_volume,periplasm_volume,periplasm_fractional_volume,cell_id,date,replicate,run_no,strain,temperature_C,carbon_source,inducer,inducer_conc,image
1.9737955400286058,0.7323159206788283,0.0009853401194386303,0.7285429605926548,4.540989648349226,6.232974435241572,0.10827675362770939,0.14862095920826476,0,2024-05-23,1,1.0,relA,37.0,glucose,noInd,0,240523122047
2.350693769905411,0.5721374117652624,0.0008388467148720278,0.5553164855528072,4.225190318436603,7.608616758838889,0.09995624220285265,0.17999869408405564,1,2024-05-23,1,1.0,relA,37.0,glucose,noInd,0,240523122047
2.6620022054225525,0.4066359420577501,0.010977307175073938,0.32810534039104083,3.4006665251257613,10.364557068997403,0.07905685606218779,0.24094961687599065,2,2024-05-23,1,1.0,relA,37.0,glucose,noInd,0,240523122047
1.9737955400286058,0.7323159206788283,0.0009853401194386303,0.7285429605926548,4.540989648349226,6.232974435241572,0.10827675362770939,0.14862095920826476,0,2024-05-23,1,1.0,relA,37.0,glucose,noInd,0,240523122047
2.350693769905411,0.5721374117652624,0.0008388467148720278,0.5553164855528072,4.225190318436603,7.608616758838889,0.09995624220285265,0.17999869408405564,1,2024-05-23,1,1.0,relA,37.0,glucose,noInd,0,240523122047
2.6620022054225525,0.4066359420577501,0.010977307175073938,0.32810534039104083,3.4006665251257613,10.364557068997403,0.07905685606218779,0.24094961687599065,2,2024-05-23,1,1.0,relA,37.0,glucose,noInd,0,240523122047
1.9737955400286058,0.7323159206788283,0.0009853401194386303,0.7285429605926548,4.540989648349226,6.232974435241572,0.10827675362770939,0.14862095920826476,0,2024-05-23,1,1.0,relA,37.0,glucose,noInd,0,240523122047
2.350693769905411,0.5721374117652624,0.0008388467148720278,0.5553164855528072,4.225190318436603,7.608616758838889,0.09995624220285265,0.17999869408405564,1,2024-05-23,1,1.0,relA,37.0,glucose,noInd,0,240523122047
2.6620022054225525,0.4066359420577501,0.010977307175073938,0.32810534039104083,3.4006665251257613,10.364557068997403,0.07905685606218779,0.24094961687599065,2,2024-05-23,1,1.0,relA,37.0,glucose,noInd,0,240523122047
2.4322601536802018,0.7160152772360091,0.003128847218603161,0.8832621059585084,5.471194907348473,6.194305031812929,0.1306636981773842,0.14793309629828294,0,2024-05-23,1,1.0,relA,37.0,glucose,noInd,0,240523122130
2.165040056999985,0.6355723774369689,0.00042684678759672334,0.6196732597496094,4.322956075197841,6.976186251678203,0.10264036207090887,0.16563626145879304,1,2024-05-23,1,1.0,relA,37.0,glucose,noInd,0,240523122130
2.880137457036804,0.7103388162778377,0.0016008359238070197,1.0475552475175183,6.427300943985468,6.135524555117065,0.15369808976962784,0.14672074826970646,2,2024-05-23,1,1.0,relA,37.0,glucose,noInd,0,240523122130
3.058162998977602,0.6130960666204014,0.0013537959890739329,0.8425004007341443,5.8903219382719145,6.991476719938841,0.14011499798505556,0.16630852384516506,3,2024-05-23,1,1.0,relA,37.0,glucose,noInd,0,240523122130
