length,width_median,width_var,volume,surface_area,surface_to_volume,periplasm_volume,periplasm_fractional_volume,cell_id,date,replicate,run_no,strain,temperature_C,carbon_source,inducer,inducer_conc,image
2.0065199887385794,0.4970046756421233,0.0003690667504113679,0.3571327254937897,3.132952696281155,8.772516413748912,0.07347360807041653,0.20573193892782637,0,2024-05-25,1,1.0,wildtype,37.0,acetate,noInd,0,240525164512
1.6008595812482487,0.5898125887864049,0.0003440467589377809,0.38367548861665957,2.966314195325899,7.731310139255789,0.06992192998271957,0.1822423690260298,1,2024-05-25,1,1.0,wildtype,37.0,acetate,noInd,0,240525164512
2.784160482802503,0.6647989064924379,0.0019709677924084805,0.889497354150329,5.814795345055216,6.537169917283969,0.1386633175483688,0.15588952221316454,2,2024-05-25,1,1.0,wildtype,37.0,acetate,noInd,0,240525164512
1.55874560371126,0.5833090616530979,0.0008464976574140224,0.3645861372788443,2.856431656451038,7.834723716514679,0.06727032675804062,0.18451147720570255,3,2024-05-25,1,1.0,wildtype,37.0,acetate,noInd,0,240525164512
3.2359036902486142,0.5828124404271771,0.001540995696322526,0.8114360568367411,5.9248078949460545,7.30163251315576,0.14068761563167875,0.17338102546259507,4,2024-05-25,1,1.0,wildtype,37.0,acetate,noInd,0,240525164512
1.8761976261516895,0.5714558698079204,0.000527009196394216,0.43235326443356215,3.3683030057225634,7.790626977537615,0.07946706858911384,0.18380124570870496,5,2024-05-25,1,1.0,wildtype,37.0,acetate,noInd,0,240525164512
3.2104028967733904,0.6098726394555856,0.00044652557406630304,0.8784514981917658,6.151040144698935,7.002139739485268,0.14634035998985728,0.166589003822168,6,2024-05-25,1,1.0,wildtype,37.0,acetate,noInd,0,240525164512
1.6300762574024754,0.6346194969993528,0.0026926044812279346,0.44870116223225226,3.249909033444357,7.242925374376836,0.07686645596765584,0.1713087962269841,7,2024-05-25,1,1.0,wildtype,37.0,acetate,noInd,0,240525164512
1.6452784086900991,0.6303159979499581,0.00046902385180587323,0.44782756265438944,3.2579739024512535,7.2750633818526085,0.07704667823919964,0.17204541360188755,8,2024-05-25,1,1.0,wildtype,37.0,acetate,noInd,0,240525164512
1.696268008687497,0.633853726915423,0.0014465126940724877,0.46858629928206447,3.377795807866193,7.208481795224099,0.07993516171451709,0.17058791910260335,9,2024-05-25,1,1.0,wildtype,37.0,acetate,noInd,0,240525164512
1.821091903333337,0.547886527622533,0.00036275483687241513,0.38628494181725664,3.1345294717698913,8.114552581375984,0.07377720836919477,0.1909916757876035,11,2024-05-25,1,1.0,wildtype,37.0,acetate,noInd,0,240525164512
1.6760163977438416,0.6012055745645581,0.0020210903679077036,0.41889849961511033,3.165564266525502,7.556876592859764,0.07473324162333905,0.17840417593284524,12,2024-05-25,1,1.0,wildtype,37.0,acetate,noInd,0,240525164512
1.8298055549957026,0.5875457377022948,0.0007279070334121542,0.44301033529397527,3.3775088406803437,7.62399558565395,0.07975671270002976,0.18003352596075295,13,2024-05-25,1,1.0,wildtype,37.0,acetate,noInd,0,240525164512
1.9251769532873138,0.5993426362753842,0.0003692901692561199,0.48677586211922097,3.6248972481288515,7.4467481447160235,0.08573099842741255,0.1761200690070687,14,2024-05-25,1,1.0,wildtype,37.0,acetate,noInd,0,240525164512
2.095135575474642,0.5337708732057677,0.0004949452622337872,0.4290123080513163,3.5133132652997587,8.189306458964142,0.08273643573810047,0.1928532915848278,15,2024-05-25,1,1.0,wildtype,37.0,acetate,noInd,0,240525164512
1.8347116996342299,0.5551359714425979,0.0008472455087610254,0.3992866066384348,3.199757550431413,8.01368615233539,0.07536693367857655,0.18875397377609368,16,2024-05-25,1,1.0,wildtype,37.0,acetate,noInd,0,240525164512
1.6421870206941094,0.6381272308521221,0.005080111860571915,0.4571743915095886,3.2921511443466818,7.201083887214259,0.07789184189278336,0.17037665131589,17,2024-05-25,1,1.0,wildtype,37.0,acetate,noInd,0,240525164512
2.0065199887385794,0.4970046756421233,0.0003690667504113679,0.3571327254937897,3.132952696281155,8.772516413748912,0.07347360807041653,0.20573193892782637,0,2024-05-25,1,1.0,wildtype,37.0,acetate,noInd,0,240525164512
1.6008595812482487,0.5898125887864049,0.0003440467589377809,0.38367548861665957,2.966314195325899,7.731310139255789,0.06992192998271957,0.1822423690260298,1,2024-05-25,1,1.0,wildtype,37.0,acetate,noInd,0,240525164512
2.784160482802503,0.6647989064924379,0.0019709677924084805,0.889497354150329,5.814795345055216,6.537169917283969,0.1386633175483688,0.15588952221316454,2,2024-05-25,1,1.0,wildtype,37.0,acetate,noInd,0,240525164512
1.55874560371126,0.5833090616530979,0.0008464976574140224,0.3645861372788443,2.856431656451038,7.834723716514679,0.06727032675804062,0.18451147720570255,3,2024-05-25,1,1.0,wildtype,37.0,acetate,noInd,0,240525164512
3.2359036902486142,0.5828124404271771,0.001540995696322526,0.8114360568367411,5.9248078949460545,7.30163251315576,0.14068761563167875,0.17338102546259507,4,2024-05-25,1,1.0,wildtype,37.0,acetate,noInd,0,240525164512
1.8761976261516895,0.5714558698079204,0.000527009196394216,0.43235326443356215,3.3683030057225634,7.790626977537615,0.07946706858911384,0.18380124570870496,5,2024-05-25,1,1.0,wildtype,37.0,acetate,noInd,0,240525164512
3.2104028967733904,0.6098726394555856,0.00044652557406630304,0.8784514981917658,6.151040144698935,7.002139739485268,0.14634035998985728,0.166589003822168,6,2024-05-25,1,1.0,wildtype,37.0,acetate,noInd,0,240525164512
1.6300762574024754,0.6346194969993528,0.0026926044812279346,0.44870116223225226,3.249909033444357,7.242925374376836,0.07686645596765584,0.1713087962269841,7,2024-05-25,1,1.0,wildtype,37.0,acetate,noInd,0,240525164512
1.6452784086900991,0.6303159979499581,0.00046902385180587323,0.44782756265438944,3.2579739024512535,7.2750633818526085,0.07704667823919964,0.17204541360188755,8,2024-05-25,1,1.0,wildtype,37.0,acetate,noInd,0,240525164512
1.696268008687497,0.633853726915423,0.0014465126940724877,0.46858629928206447,3.377795807866193,7.208481795224099,0.07993516171451709,0.17058791910260335,9,2024-05-25,1,1.0,wildtype,37.0,acetate,noInd,0,240525164512
1.821091903333337,0.547886527622533,0.00036275483687241513,0.38628494181725664,3.1345294717698913,8.114552581375984,0.07377720836919477,0.1909916757876035,11,2024-05-25,1,1.0,wildtype,37.0,acetate,noInd,0,240525164512
1.6760163977438416,0.6012055745645581,0.0020210903679077036,0.41889849961511033,3.165564266525502,7.556876592859764,0.07473324162333905,0.17840417593284524,12,2024-05-25,1,1.0,wildtype,37.0,acetate,noInd,0,240525164512
1.8298055549957026,0.5875457377022948,0.0007279070334121542,0.44301033529397527,3.3775088406803437,7.62399558565395,0.07975671270002976,0.18003352596075295,13,2024-05-25,1,1.0,wildtype,37.0,acetate,noInd,0,240525164512
1.9251769532873138,0.5993426362753842,0.0003692901692561199,0.48677586211922097,3.6248972481288515,7.4467481447160235,0.08573099842741255,0.1761200690070687,14,2024-05-25,1,1.0,wildtype,37.0,acetate,noInd,0,240525164512
2.095135575474642,0.5337708732057677,0.0004949452622337872,0.4290123080513163,3.5133132652997587,8.189306458964142,0.08273643573810047,0.1928532915848278,15,2024-05-25,1,1.0,wildtype,37.0,acetate,noInd,0,240525164512
1.8347116996342299,0.5551359714425979,0.0008472455087610254,0.3992866066384348,3.199757550431413,8.01368615233539,0.07536693367857655,0.18875397377609368,16,2024-05-25,1,1.0,wildtype,37.0,acetate,noInd,0,240525164512
1.6421870206941094,0.6381272308521221,0.005080111860571915,0.4571743915095886,3.2921511443466818,7.201083887214259,0.07789184189278336,0.17037665131589,17,2024-05-25,1,1.0,wildtype,37.0,acetate,noInd,0,240525164512
2.0065199887385794,0.4970046756421233,0.0003690667504113679,0.3571327254937897,3.132952696281155,8.772516413748912,0.07347360807041653,0.20573193892782637,0,2024-05-25,1,1.0,wildtype,37.0,acetate,noInd,0,240525164512
1.6008595812482487,0.5898125887864049,0.0003440467589377809,0.38367548861665957,2.966314195325899,7.731310139255789,0.06992192998271957,0.1822423690260298,1,2024-05-25,1,1.0,wildtype,37.0,acetate,noInd,0,240525164512
2.784160482802503,0.6647989064924379,0.0019709677924084805,0.889497354150329,5.814795345055216,6.537169917283969,0.1386633175483688,0.15588952221316454,2,2024-05-25,1,1.0,wildtype,37.0,acetate,noInd,0,240525164512
1.55874560371126,0.5833090616530979,0.0008464976574140224,0.3645861372788443,2.856431656451038,7.834723716514679,0.06727032675804062,0.18451147720570255,3,2024-05-25,1,1.0,wildtype,37.0,acetate,noInd,0,240525164512
