date,run_no,carbon_source,strain,overexpression,inducer,inducer_conc,temperature_C,width_median,length,volume,surface_area,surface_to_volume,aspect_ratio,periplasm_volume,periplasm_volume_fraction,delta
2020-08-27,1,glucose,wildtype,lamB,atc,3.0,37.0,0.77917883827717,2.4747645724021416,1.0538892359107659,6.03886492249707,5.796299412633665,3.207791404714402,0.14855607709342794,0.14258896555078815,0.0246
2020-08-27,1,glucose,wildtype,lamB,atc,6.0,37.0,0.7844968283802991,2.400983914983577,1.0298670745368372,5.897374524809448,5.782783452302459,3.0875929817073717,0.14507541331031243,0.14225647292664048,0.0246
2020-08-27,1,glucose,wildtype,rbsB,atc,0.0,37.0,0.8119355737297316,2.446183905666002,1.1192956017691689,6.2096649942018205,5.603305197216005,3.0473101581599265,0.15275775885736478,0.13784130785151372,0.0246
2020-08-27,1,glucose,wildtype,rbsB,atc,1.0,37.0,0.7790294227051158,2.422314873134375,1.0294150433424722,5.912791839084519,5.810484218119329,3.136503425321226,0.14545467924147917,0.14293791176573548,0.0246
2020-08-27,1,glucose,wildtype,rbsB,atc,3.0,37.0,0.740547684750807,2.3164701935605323,0.9015012992321687,5.400895836180009,6.126552164869322,3.1492534647141786,0.13286203757002824,0.15071318325578534,0.0246
2020-08-27,1,glucose,wildtype,rbsB,atc,6.0,37.0,0.7992705378386,2.507066504914278,1.1300831251547718,6.293429743436823,5.673720232801557,3.163085565403089,0.15481837168854584,0.1395735177269183,0.0246
2020-09-01,1,glucose,wildtype,lacZ,atc,0.0,37.0,0.788638678898983,2.447980673790508,1.063302639579912,6.044881726125406,5.730355217482894,3.1286546470309755,0.14870409046268498,0.1409667383500792,0.024600000000000004
2020-09-01,1,glucose,wildtype,lacZ,atc,3.0,37.0,0.8423427136841959,3.3829976186432646,1.7625048004640795,9.000142088704031,5.280318199358699,4.037183912291359,0.22140349538211918,0.12989582770422398,0.0246
2020-09-01,1,glucose,wildtype,lacZ,atc,30.0,37.0,0.9067194898141034,3.6245457396126666,2.168158356451186,10.3490984868077,4.895274126614946,4.019553420859859,0.25458782277546943,0.12042374351472765,0.0246
2020-09-01,1,glucose,wildtype,lamB,atc,0.0,37.0,0.747399623991162,2.435740171923399,0.9546168956393272,5.697437758854182,6.007950198728562,3.2868328837086516,0.14015696886781284,0.14779557488872264,0.0246
2020-09-01,1,glucose,wildtype,lamB,atc,3.0,37.0,0.7190283854208123,2.364803467536562,0.8661244820233106,5.333653768715896,6.2629356666362,3.3198900656771295,0.13120788271041103,0.1540682173992505,0.0246
2020-09-01,1,glucose,wildtype,lamB,atc,30.0,37.0,0.7381781722944494,2.4828385901343197,0.9563790154893026,5.745246863214606,6.066325803895208,3.387809522039797,0.14133307283507932,0.14923161477582214,0.0246
2020-09-01,1,glucose,wildtype,rbsB,atc,0.0,37.0,0.7395654589614599,2.384247123109361,0.9161448118251058,5.525583573290546,6.078519528257661,3.2462140215953372,0.1359293559029474,0.14953158039513845,0.0246
2020-09-01,1,glucose,wildtype,rbsB,atc,3.0,37.0,0.741805745056152,2.4301920478580126,0.9387864527327023,5.641524461459778,6.050673827134819,3.3044634190585245,0.13878150175191054,0.14884657614751656,0.0246
2020-09-01,1,glucose,wildtype,rbsB,atc,30.0,37.0,0.7374734155903331,2.4054069881870914,0.9218899267582009,5.5618598494102605,6.1017558397904965,3.285758290422182,0.13682175229549243,0.1501031936588462,0.0246
2020-09-04,1,glucose,wildtype,lacZ,atc,0.0,37.0,0.7874292139379038,2.3987621122598184,1.034840225841606,5.913201751040914,5.742017645504002,3.0675865573788097,0.1454647630756065,0.14125363407939845,0.0246
2020-09-04,1,glucose,wildtype,lacZ,atc,50.0,37.0,0.8835258558404268,2.5882744298789104,1.4070424543251903,7.171549915071981,5.1775946636468335,2.9556842646883825,0.17642012791077075,0.1273688287257121,0.024599999999999997
2020-09-04,1,glucose,wildtype,lamB,atc,0.0,37.0,0.7806745616867131,2.320234690487268,0.9847794953860137,5.6742363962451146,5.82877103224072,2.9992695249386325,0.13958621534762983,0.1433877673931217,0.0246
2020-09-04,1,glucose,wildtype,lamB,atc,50.0,37.0,0.7467667385913042,2.3526352786605256,0.9175828442630223,5.501551616978147,6.042495046597659,3.1751577825980353,0.13533816977766241,0.14864537814630238,0.024599999999999997
2020-09-04,1,glucose,wildtype,malE,atc,0.0,37.0,0.7564081325528144,2.4424630644829546,0.9796394762572078,5.78197122658384,5.951380802448783,3.257681260241136,0.14223649217396248,0.14640396774024006,0.0246
2020-09-04,1,glucose,wildtype,malE,atc,50.0,37.0,0.7527400803659569,2.401026290520959,0.955278387657931,5.661292120432227,5.998808148187412,3.2206351318813584,0.1392677861626328,0.14757068044541033,0.0246
2020-09-04,1,glucose,wildtype,rbsB,atc,0.0,37.0,0.75658988685671,2.3815119737034878,0.9588626913099761,5.65569387342505,5.969905986581917,3.165979446420185,0.1391300692862562,0.1468596872699152,0.0246
2020-09-04,1,glucose,wildtype,rbsB,atc,50.0,37.0,0.7192912314922092,2.3359192252869776,0.8507537378680473,5.265688927152076,6.253909459689612,3.274098884938693,0.12953594760794107,0.15384617270836445,0.0246
2020-09-11,1,acetate,wildtype,lamB,atc,50.0,37.0,0.8319460624028718,1.9361522705719996,0.8899576733630598,5.0169480765279975,5.697227623687363,2.372346829065399,0.12341692268258875,0.14015179954270912,0.0246
2020-09-11,1,acetate,wildtype,malE,atc,50.0,37.0,0.7748812110356172,1.968742220135522,0.7989780127565481,4.754254476895361,6.046279838917073,2.5942734550708972,0.11695466013162589,0.14873848403736,0.0246
2020-09-11,1,acetate,wildtype,none,none,0.0,37.0,0.7325954737854731,1.9582691220000568,0.7198899743596671,4.4913645690285895,6.30655832940208,2.698868647372199,0.11048756839810331,0.15514133490329116,0.0246
2020-09-11,1,acetate,wildtype,rbsB,atc,50.0,37.0,0.7938056802747752,1.949377664532541,0.8341122788571995,4.8332154224543205,5.972767934838256,2.52115211104496,0.1188970993923763,0.14693009119702108,0.024600000000000004
2020-09-18,1,acetate,wildtype,none,none,0.0,37.0,0.7212113942609738,1.9837206232306042,0.7119035479790428,4.485171667766595,6.3904670814679205,2.774922250915704,0.11033522302705823,0.15720549020411084,0.0246
2020-09-29,1,acetate,wildtype,none,none,0.0,37.0,0.704722920823819,1.9294951508420222,0.663414378856154,4.266111104602794,6.5617916346210645,2.769443673227795,0.10494633317322874,0.1614200742116782,0.024599999999999997
2020-10-06,1,acetate,wildtype,none,none,0.0,37.0,0.7715730602858302,2.0075578418918405,0.8238540920946402,4.85671030363811,6.035928088992855,2.638215546997944,0.11947507346949751,0.1484838309892242,0.0246
2020-10-06,1,glucose,wildtype,none,none,0.0,37.0,0.7793564530064387,2.528440214257969,1.0776508467537822,6.170693096580045,5.76501155640517,3.2675501554288586,0.15179905017586912,0.14181928428756718,0.0246
2020-11-11,1,LB,wildtype,none,none,0.0,37.0,0.9404221475306547,3.7590499528715133,2.398472334726872,11.098354726963144,4.677194457920215,4.018350563899022,0.27301952628329335,0.11505898366483727,0.0246
2020-11-11,1,acetate,wildtype,none,none,0.0,37.0,0.6656954977315271,2.062336961518503,0.6488775660422164,4.311276718684033,6.847144023252722,3.142647471142612,0.10605740727962719,0.16843974297201697,0.0246
2020-11-11,1,glucose,wildtype,none,none,0.0,37.0,0.8056576968441072,2.514000797694085,1.1454392198092214,6.35620820718678,5.602294634328103,3.1368682155933607,0.1563627218967948,0.13781644800447132,0.024600000000000004
2020-11-11,1,glucoseCAA,wildtype,none,none,0.0,37.0,0.8438649118286407,2.6907055922216636,1.3675585323402504,7.153120396624896,5.391946394489681,3.2156767976013687,0.17596676175697243,0.13264188130444615,0.0246
2020-11-11,1,glycerol,wildtype,none,none,0.0,37.0,0.6859645541483034,2.397581646251502,0.8057543623613498,5.16489434566594,6.529680488800103,3.527376322220194,0.12705640090338213,0.16063014002448253,0.0246
2020-12-01,1,sorbitol,wildtype,none,none,0.0,37.0,0.6280226848591304,2.1582745377120744,0.6024057695768499,4.242485004764962,7.137965606558743,3.4764559035167766,0.10436513111721807,0.17559395392134508,0.0246
2020-12-04,1,ezMOPS,wildtype,none,none,0.0,37.0,0.9422344755155613,4.209927311547495,2.710896796383949,12.428840044307478,4.620729770306673,4.500012388896936,0.3057494650899639,0.11366995234954416,0.0246
2021-02-03,1,acetate,wildtype,lacZ,ctc,0.0,37.0,0.7204534166513958,2.5373785339688113,0.9437057573369183,5.744437973355666,6.206811832716932,3.552107430653887,0.14131317414454939,0.15268757108483655,0.0246
2021-02-03,1,acetate,wildtype,lacZ,ctc,50.0,37.0,0.7312415662023067,2.300957658971785,0.8857939704857092,5.325987255791384,6.236496640736521,3.160721921395986,0.13101928649246805,0.15341781736211843,0.0246
2021-02-03,1,glucose,wildtype,lacZ,ctc,0.0,37.0,0.7946440135024228,2.552328364429755,1.1430195360317459,6.369805806689035,5.696417712971577,3.246226253505459,0.1566972228445503,0.1401318757391008,0.0246
2021-02-03,1,glucose,wildtype,lacZ,ctc,10.0,37.0,0.8799170022852216,2.989059613555388,1.6424494853287872,8.249484390067462,5.117546394040026,3.428949187280913,0.20293731599565953,0.12589164129338465,0.0246
2021-02-03,1,glucose,wildtype,lacZ,ctc,20.0,37.0,0.8627344520264777,3.1659814800146564,1.7023196575854609,8.612042068249856,5.170093376698964,3.674617978524454,0.21185623487894645,0.12718429706679454,0.0246
2021-02-03,1,glucose,wildtype,lacZ,ctc,50.0,37.0,0.8446635889883268,2.747710096409019,1.410353011478413,7.3392915599038675,5.368256441267376,3.2572792272853675,0.1805465723736351,0.13205910845517746,0.0246
2021-02-03,1,glucose,wildtype,lacZ,ctc,100.0,37.0,0.8713036558430133,2.4118568927896153,1.3104988154328299,6.684829354226962,5.32096752913713,2.763566378090402,0.16444680211398324,0.1308958012167734,0.0246
2021-03-02,1,acetate,wildtype,lacZ,atc,0.0,37.0,0.7204534166513958,2.5373785339688113,0.9437057573369183,5.744437973355666,6.206811832716932,3.552107430653887,0.14131317414454939,0.15268757108483655,0.0246
2021-03-02,1,acetate,wildtype,lacZ,atc,50.0,37.0,0.7312415662023067,2.300957658971785,0.8857939704857092,5.325987255791384,6.236496640736521,3.160721921395986,0.13101928649246805,0.15341781736211843,0.0246
2021-03-02,1,glucose,wildtype,lacZ,atc,0.0,37.0,0.7946440135024228,2.552328364429755,1.1430195360317459,6.369805806689035,5.696417712971577,3.246226253505459,0.1566972228445503,0.1401318757391008,0.0246
2021-03-02,1,glucose,wildtype,lacZ,atc,10.0,37.0,0.8790556676410008,2.931339341478811,1.6092544183391915,8.093018886483412,5.137888507549738,3.3624109063618617,0.19908826460749193,0.12639205728572353,0.0246
2021-03-02,1,glucose,wildtype,lacZ,atc,20.0,37.0,0.8627344520264777,3.1659814800146564,1.7023196575854609,8.612042068249856,5.170093376698964,3.674617978524454,0.21185623487894645,0.12718429706679454,0.0246
2021-03-02,1,glucose,wildtype,lacZ,atc,50.0,37.0,0.8446635889883268,2.747710096409019,1.410353011478413,7.3392915599038675,5.368256441267376,3.2572792272853675,0.1805465723736351,0.13205910845517746,0.0246
2021-07-16,1,acetate,wildtype,none,none,0.0,37.0,0.6775220778872871,2.3041569183865964,0.7829406663973304,4.967719303310228,6.681064606285324,3.4160572972681864,0.12220589486143162,0.164354189314619,0.0246
2021-07-29,1,LB,wildtype,none,none,0.0,37.0,0.9537945482816358,3.598552853546383,2.3437007096126132,10.764628256825002,4.631537266042254,3.7961545748448153,0.26480985511789507,0.11393581674463944,0.0246
2021-07-29,1,acetate,wildtype,none,none,0.0,37.0,0.6840529730683976,2.2756976100383106,0.7524406830944192,4.875969493235443,6.594876677251229,3.3668903227518983,0.1199488495335919,0.1622339662603802,0.0246
2021-07-29,1,glucose,wildtype,none,none,0.0,37.0,0.8153386368731292,2.6257488157624076,1.2274267496114473,6.703755757773364,5.5313758391271985,3.2566667336048685,0.16491239164122476,0.1360718456425291,0.0246
2021-08-04,1,LB,wildtype,none,none,0.0,37.0,1.03613054678914,4.117158523168503,3.1916903940547523,13.406077429232704,4.2432062577319005,3.9868402658809865,0.3297895047591245,0.10438287394020476,0.0246
2021-08-04,1,acetate,wildtype,none,none,0.0,37.0,0.6454056209661965,2.1929973366476605,0.645964455098128,4.431133407331287,6.952223283111409,3.437198517714203,0.10900588182034965,0.17102469276454066,0.0246
2021-08-04,1,glucose,wildtype,none,none,0.0,37.0,0.7357356597621806,2.6330869843094304,1.0127214606253394,6.071663548889748,6.034926871196797,3.600211887038883,0.1493629233026878,0.1484592010314412,0.0246
2021-08-10,1,glucose,wildtype,none,none,0.0,25.0,0.7878027229232893,2.5993139704605444,1.149128801497607,6.432997702951382,5.739662919283552,3.3401218511487474,0.15825174349260399,0.14119570781437538,0.0246
2021-08-10,1,glucose,wildtype,none,none,0.0,30.0,0.7889857590788583,2.5985863299980196,1.1445020518172149,6.430290034029405,5.7072602072760965,3.32514454126989,0.15818513483712335,0.14039860109899197,0.0246
2021-08-10,1,glucose,wildtype,none,none,0.0,37.0,0.7164337286782139,2.707256730719557,0.9918064186122841,6.072124944753942,6.169300850800104,3.812242135845001,0.149374273640947,0.15176480092968256,0.0246
2021-08-10,1,glucose,wildtype,none,none,0.0,42.0,0.7395642906242529,2.6059750081864714,1.011843966953741,6.039909649626546,6.02449173682158,3.54929023688303,0.14858177738081305,0.14820249672581087,0.0246
2021-08-24,1,acetate,wildtype,none,none,0.0,37.0,0.6454056209661965,2.1929973366476605,0.645964455098128,4.431133407331287,6.952223283111409,3.437198517714203,0.10900588182034965,0.17102469276454066,0.0246
2021-08-24,1,glucose,wildtype,none,none,0.0,37.0,0.7357356597621806,2.6330869843094304,1.0127214606253394,6.071663548889748,6.034926871196797,3.600211887038883,0.1493629233026878,0.1484592010314412,0.0246
2021-08-31,1,sorbitol,wildtype,none,none,0.0,37.0,0.6849378538716205,1.965664242162881,0.6455760317878806,4.224996296284504,6.705830588569575,2.9080170311951923,0.10393490888859878,0.16496343247881157,0.0246
2021-09-02,1,glucose,wildtype,none,none,0.0,37.0,0.793144859914758,2.2422207246028196,0.9492086605135637,5.489569950797591,5.863196372253122,2.921153161796528,0.13504342078962076,0.14423463075742682,0.0246
2021-09-02,1,glucoseCAA,wildtype,none,none,0.0,37.0,0.836304793409125,2.3821964078312723,1.1378141267426245,6.19310679026544,5.535799855942305,2.9134252103498115,0.15235042704052984,0.1361806764561807,0.024600000000000004
2021-09-02,1,glycerol,wildtype,none,none,0.0,37.0,0.7182337455397452,1.8628282110879466,0.6385391726550256,4.121892586280345,6.588053931467117,2.701929632455137,0.10139855762249651,0.16206612671409107,0.024599999999999997
2021-09-02,1,sorbitol,wildtype,none,none,0.0,37.0,0.6766045761218191,1.7589520240301446,0.5486151628545538,3.6980233007803394,6.994866169116576,2.695680242023889,0.09097137319919635,0.17207370776026779,0.024599999999999997
2021-09-14,1,LB,lpp14,none,none,0.0,37.0,1.0412780004369666,4.006857454804791,3.1294369881865163,13.108652927411491,4.26342061709402,3.87016982812317,0.3617988207965571,0.11767040903179496,0.027599999999999996
2021-09-14,1,glucose,lpp14,none,none,0.0,37.0,0.986868638395656,2.6213586927114956,1.7590414537266117,8.116076572332675,4.690089532454967,2.6828447606046937,0.22400371339638184,0.12944647109575705,0.0276
2021-09-14,1,glucoseCAA,lpp14,none,none,0.0,37.0,1.0208410011525033,3.211193191713062,2.347986062579366,10.267831593042189,4.43448301586043,3.179023443019789,0.28339215196796436,0.12239173123774787,0.0276
2021-09-14,1,glycerol,lpp14,none,none,0.0,37.0,0.6767398650277757,1.970170725896577,0.6632942887883757,4.2489039093937455,6.894577803523544,2.9565474535982053,0.11726974789926736,0.19029034737724979,0.0276
2021-09-14,1,sorbitol,lpp14,none,none,0.0,37.0,0.6792317806050522,1.9230924011797244,0.6164298254254891,4.09554996609989,6.768101968542925,2.8623315825963984,0.11303717906435697,0.18679961433178474,0.0276
2021-09-29,1,glucoseCAA,wildtype,lacZ,atc,20.0,37.0,0.9261381988217557,3.1783231139505066,1.9304598897173912,9.221339210115941,4.827826504326732,3.462585965998205,0.22684494456885218,0.11876453200643762,0.0246
2021-09-29,1,glucoseCAA,wildtype,rbsB,atc,0.0,37.0,0.7831790125147143,2.580440226045097,1.1177459167747166,6.338550181473325,5.7270580046975965,3.3178492617180497,0.1559283344642438,0.14088562691556086,0.024599999999999997
2021-09-29,1,glucoseCAA,wildtype,rbsB,atc,30.0,37.0,0.8188471313944838,2.7382892796117977,1.298997181928459,7.022036529740864,5.486305605916524,3.3835977499033767,0.17274209863162523,0.1349631179055465,0.0246
2021-09-29,1,glucoseCAA,wildtype,rbsB,atc,100.0,37.0,0.8356641502903518,2.78182707368679,1.3704395129659415,7.281376827516341,5.367807308607277,3.3589836529811836,0.179121869956902,0.13204805979173898,0.0246
2021-11-02,1,acetate,wildtype,lacZ,ctc,0.0,37.0,0.7408818958029444,2.590608656288145,1.008045905697853,6.0080388012821055,6.0304025032100075,3.533754498229236,0.1477977545115398,0.14834790157896618,0.0246
2021-11-02,1,sorbitol,wildtype,none,none,0.0,37.0,0.5758939398242057,2.1581525405609745,0.5086970830021966,3.8845343525267126,7.700877139974102,3.7881540491200343,0.09555954507215712,0.18944157764336292,0.024600000000000004
2021-11-19,1,sorbitol,wildtype,none,none,0.0,37.0,0.7143295618712926,2.2880263183885856,0.8197093804123123,5.116383872994968,6.32163430474559,3.239599137955146,0.1258630432756762,0.15551220389674153,0.0246
2021-12-01,1,sorbitol,wildtype,none,none,0.0,37.0,0.610346402058964,2.244109499877998,0.6013473664556476,4.301519334783855,7.334029289886258,3.7228533377537665,0.10581737563568282,0.18041712053120196,0.024600000000000004
2021-12-03,1,glucose,wildtype,none,none,0.0,37.0,0.7888237456975917,2.6055031132440543,1.1741148523328353,6.505222333606578,5.741490981466464,3.32242895456825,0.1600284694067218,0.14124067814407504,0.0246
2021-12-03,3,glucose,wildtype,none,cm,2.0,37.0,0.7701321624949597,2.506802551929525,1.046029530313458,6.05010917465731,5.83714070300056,3.278121831410443,0.14883268569656982,0.14359366129381376,0.0246
2021-12-03,3,glucose,wildtype,none,cm,4.0,37.0,0.85378753206992,2.7444466853328175,1.3998907442540092,7.32759524774368,5.277384865465782,3.247534297690221,0.18025884309449453,0.12982366769045825,0.0246
2021-12-03,3,glucose,wildtype,none,cm,6.0,37.0,0.6998736734915135,2.5565165430620644,0.9463649881376172,5.717529530842665,6.507654036106799,3.686588451583871,0.14065122645872954,0.16008828928822724,0.0246
2021-12-17,1,glucose,wildtype,none,none,0.0,37.0,0.8103306676519174,2.5718226162267843,1.1805738912698225,6.517098028432407,5.565089303735504,3.209087478746602,0.16032061149943722,0.1369011968718934,0.0246
2021-12-17,7,glucose,wildtype,none,cm,2.0,37.0,0.7103991012687998,2.488326766530004,0.910913795376632,5.580397648861435,6.337966915981837,3.5331761539936197,0.13727778216199132,0.15591398613315322,0.0246
2021-12-17,7,glucose,wildtype,none,cm,4.0,37.0,0.8262381633157668,3.235395894092681,1.5982126919461226,8.410596270462152,5.34188543538084,3.92877295844828,0.20690066825336897,0.13141038171036867,0.0246
2021-12-17,7,glucose,wildtype,none,cm,6.0,37.0,0.8372671959161616,3.1803097599916965,1.635708575831748,8.437300479885803,5.319769309094363,3.7924871719656648,0.20755759180519076,0.13086632500372136,0.0246
2022-03-03,1,glucose,wildtype,lacZ,ctc,5.0,37.0,0.7943222387898078,3.2606200351390986,1.5955889949453241,8.344756857995486,5.738661624577504,4.114755717014061,0.20528101870668894,0.14117107596460662,0.024600000000000004
2022-03-03,1,glucose,wildtype,lacZ,ctc,10.0,37.0,0.8640289352327201,2.8056301846261875,1.5769511547116877,7.802530590033261,5.366922004666223,3.2382849171876167,0.19194225251481825,0.13202628131478908,0.0246
2022-03-03,1,glucose,wildtype,lacZ,ctc,20.0,37.0,0.8364119648271187,2.743234814526306,1.4250783657583,7.3408659871368265,5.472280314494059,3.2730817602693487,0.1805853032835659,0.13461809573655384,0.0246
2022-03-03,2,glucose,wildtype,lacZ,ctc,5.0,37.0,0.788739594064419,2.8793945997292045,1.3330449849644592,7.233462680770412,5.713868467755332,3.655609446387185,0.17794318194695216,0.14056116430678117,0.0246
2022-03-03,2,glucose,wildtype,lacZ,ctc,10.0,37.0,0.7740008583932685,3.0368801881195,1.3642700205121805,7.491799124058336,5.769803475721103,3.9232537046213016,0.18429825845183506,0.14193716550273913,0.0246
2022-03-03,2,glucose,wildtype,lacZ,ctc,20.0,37.0,0.8158672213172721,2.6037259994660573,1.2459489088690898,6.697736633781562,5.598533847463764,3.237203901316011,0.16476432119102644,0.1377239326476086,0.0246
2022-03-10,1,glucose,wildtype,lacZ,ctc,5.0,37.0,1.0015457748835728,2.930811037760298,2.0428847939874335,9.17962061682497,4.597247719068514,2.975837172557099,0.22581866717389423,0.11309229388908544,0.0246
2022-03-10,1,glucose,wildtype,lacZ,ctc,10.0,37.0,0.8566496325978464,2.7312483080428005,1.4143872655625582,7.343603221063203,5.2818954111676195,3.2159878471147545,0.1806526392381548,0.12993462711472342,0.0246
2022-03-10,1,glucose,wildtype,lacZ,ctc,20.0,37.0,0.8641957471088338,2.8806902090151816,1.532134123497685,7.826249638707937,5.206116529790423,3.3572852773190864,0.19252574111221527,0.1280704666328444,0.0246
2022-03-11,1,LB,wildtype,none,none,0.0,37.0,1.004738050093765,3.8068268907558487,2.771140929726123,12.033067692726842,4.413153629697167,3.803643826951297,0.29601346524108035,0.1085635792905503,0.0246
2022-03-11,1,acetate,wildtype,none,none,0.0,37.0,0.6794910464292215,2.217863488562488,0.7212664682235145,4.720099021069813,6.646823695082113,3.2990944770554034,0.11611443591831738,0.16351186289902,0.0246
2022-03-11,1,glucose,wildtype,none,none,0.0,37.0,0.6874775252574014,2.4134075387907075,0.8287983116646396,5.207634661103984,6.55326482850181,3.5809692939744937,0.12810781266315802,0.16121031478114453,0.0246
2022-03-11,1,glycerol,wildtype,none,none,0.0,37.0,0.8475685957887225,2.8609023486457685,1.4595722154871316,7.588377788130944,5.312921619804393,3.427333761821056,0.18667409358802126,0.1306978718471881,0.0246
2022-03-30,1,acetate,lpp14,none,none,0.0,37.0,0.8506460960106477,2.3795092438617274,1.21473181842802,6.384703116105705,5.430202827313555,2.825658122540748,0.17621780600451742,0.1498735980338541,0.0276
2022-03-30,1,glucose,lpp14,none,none,0.0,37.0,1.160549379877658,2.566339593125303,2.3883944157099815,9.46560178415481,4.182278858475367,2.2250708156738455,0.26125060924267274,0.11543089649392016,0.027600000000000003
2022-03-30,1,glycerol,lpp14,none,none,0.0,37.0,1.0335308560512964,2.462659300467664,1.7947953540098298,8.008393749093417,4.556702100265626,2.4004529518030613,0.22103166747497832,0.12576497796733124,0.0276
2022-03-30,1,sorbitol,lpp14,none,none,0.0,37.0,0.7731722013941846,1.9677836180489658,0.8088268128421826,4.783189671241286,6.079105937074523,2.5665261412116007,0.13201603492625946,0.1677833238632568,0.0276
2022-03-30,2,acetate,lpp14,none,none,0.0,37.0,0.8103891347399657,2.2473752111048824,1.032435953127168,5.7291537143720666,5.719380540065512,2.807674731857059,0.158124642516669,0.15785490290580814,0.0276
2022-03-30,2,glucose,lpp14,none,none,0.0,37.0,1.1811359051500676,2.6977843676922877,2.5513665891394157,10.038742720320634,4.008472755294745,2.290360169476114,0.27706929908084954,0.11063384804613495,0.0276
2022-03-30,2,glycerol,lpp14,none,none,0.0,37.0,1.0230578155917986,2.4604809663676086,1.7458746664918374,7.897433843607602,4.592675447617267,2.4265136442503294,0.21796917408356978,0.12675784235423657,0.0276
2022-03-30,2,sorbitol,lpp14,none,none,0.0,37.0,0.7620947164283125,1.9662051023912788,0.7884154419532665,4.71450149399393,6.118366256689568,2.5972431585322675,0.13012024123423246,0.16886690868463208,0.0276
2022-04-01,1,glucose,wildtype,none,none,0.0,37.0,0.7823680999705392,2.665367340517178,1.1568455647474072,6.542004332744677,5.712284814805045,3.4285961705823884,0.16093330658551908,0.1405222064442041,0.024600000000000004
2022-04-14,1,LB,wildtype,none,none,0.0,37.0,0.9559666677592269,3.6039642108740506,2.371610407841202,10.836132596786001,4.635222593827524,3.781649805078665,0.26656886188093565,0.1140264758081571,0.0246
2022-04-14,1,acetate,wildtype,none,none,0.0,37.0,0.7492227095781393,2.2591692904334586,0.8875326667377067,5.30499631728281,6.081194369891011,3.04940667621048,0.13050290940515713,0.14959738149931887,0.024599999999999997
2022-04-14,1,glucose,wildtype,none,none,0.0,37.0,0.7947750449685012,2.8078839618912985,1.2588036479053266,6.991920119861497,5.602828414235886,3.559924735748206,0.17200123494859282,0.13782957899020282,0.0246
2022-04-14,1,glycerol,wildtype,none,none,0.0,37.0,0.6450795432685589,2.4694387225972405,0.7370212854069497,4.994118101970611,6.853431370919782,3.8594601419042185,0.12285530530847703,0.1685944117246266,0.0246
2022-04-14,1,sorbitol,wildtype,none,none,0.0,37.0,0.7245256690969897,2.0120533330575596,0.7306350883306652,4.564389609105632,6.362018725950187,2.816459214708618,0.11228398438399854,0.1565056606583746,0.0246
2022-07-20,1,LB,lpp14,none,none,0.0,37.0,1.0442564713142635,2.7917976992991433,2.198416773250996,9.317447648705343,4.5428075048112655,2.6803047614491122,0.25716155510426747,0.12538148713279093,0.0276
2022-07-20,1,LB,wildtype,none,none,0.0,37.0,0.9520107668190363,2.729281104372272,1.7778738411293267,8.25754889008858,4.912690133554305,2.8784286828944454,0.2031357026961791,0.1208521772854359,0.0246
