date,run_no,carbon_source,strain,overexpression,inducer,inducer_conc,temperature_C,width_median,length,volume,surface_area,surface_to_volume,aspect_ratio,periplasm_volume,periplasm_volume_fraction,delta
2022-07-20,1,acetate,lpp14,none,none,0.0,37.0,0.8372872062975272,2.4436327361063888,1.2465828468447626,6.502499670033282,5.582125767362787,2.952342902042937,0.1794689908929186,0.1540666711792129,0.027600000000000003
2022-07-20,1,glucose,lpp14,none,none,0.0,37.0,1.051630827189523,2.407511819696185,1.8489821037258436,8.029437975364562,4.5714377254939915,2.315003189436591,0.22161248812006193,0.12617168122363415,0.0276
2022-07-20,1,glucoseCAA,lpp14,none,none,0.0,37.0,1.1467742392404563,3.067677357584082,2.805482769841194,11.082739515438062,4.044571193256561,2.6870311948815386,0.30588361062609054,0.11163016493388109,0.0276
2022-07-20,1,glycerol,lpp14,none,none,0.0,37.0,0.9180185584255897,2.7043811919934977,1.5934786833949606,7.787802649555436,4.983455216520938,2.9785676616499255,0.21494335312773005,0.1375433639759779,0.0276
2022-07-20,1,sorbitol,lpp14,none,none,0.0,37.0,0.7766629980902265,1.9260941808931886,0.7893590059840567,4.683695279617754,6.051130433746939,2.5139074025470816,0.12926998971745002,0.16701119997141553,0.027599999999999996
2022-07-20,2,LB,lpp14,none,none,0.0,37.0,1.0211785326217828,2.778335229209022,2.0656199244600653,9.016024296786856,4.616851396230701,2.7280723773468187,0.24884227059131725,0.12742509853596737,0.0276
2022-07-20,2,LB,wildtype,none,none,0.0,37.0,0.9563278524665546,2.957323529708,1.9224678300461364,8.915617688117146,4.781121446179684,3.1121473716779278,0.21932419512768175,0.11761558757602024,0.0246
2022-07-20,2,acetate,lpp14,none,none,0.0,37.0,0.8368295243379509,2.350447206215163,1.169242419685642,6.2102492571410055,5.534374039661963,2.837335213842926,0.17140287949709176,0.1527487234946702,0.0276
2022-07-20,2,glucose,lpp14,none,none,0.0,37.0,1.0271045310283449,2.391860096772389,1.7657716536729844,7.796633457298714,4.678753894964056,2.3633005756974423,0.2151870834214445,0.12913360750100794,0.0276
2022-07-20,2,glucoseCAA,lpp14,none,none,0.0,37.0,1.1266803826115896,2.8979268367119237,2.5531213965999298,10.284437768698307,4.1586623592000045,2.5992751146995183,0.2838504824160733,0.11477908111392011,0.0276
2022-07-20,2,glycerol,lpp14,none,none,0.0,37.0,0.8992514948344831,2.5461904356456944,1.4366325146203989,7.193950062911535,5.107924900438888,2.85811875848948,0.1985530217363584,0.1409787272521133,0.0276
2022-07-20,2,sorbitol,lpp14,none,none,0.0,37.0,0.7471284542178721,1.8158143011789263,0.7044904671262587,4.289942947528209,6.385099681904719,2.461323681473062,0.11840242535177856,0.17622875122057025,0.027600000000000003
2022-08-17,1,sorbitol,lpp14,none,none,0.0,37.0,0.700446389448379,1.908925888982852,0.6526631114527562,4.204812362383482,6.625115143206061,2.7555666213880974,0.11605282120178409,0.1828531779524873,0.0276
2022-09-02,1,LB,lpp14,none,none,0.0,37.0,1.0694668162708652,4.576748348465593,3.891139047159149,15.527813904991783,4.199876093716619,4.292526739975297,0.42856766377777317,0.11591658018657869,0.0276
2022-09-02,1,RDM,lpp14,none,none,0.0,37.0,0.933492576996203,3.68218740180386,2.396381158618703,10.935119241818791,4.791607087283976,3.9548033692189484,0.3018092910741986,0.13224835560903775,0.0276
2022-09-09,1,glucose,lpp14,none,none,0.0,37.0,1.077876169957842,2.5160950170690324,1.9928312893250155,8.533862794161832,4.405542061534342,2.3624203953985132,0.23553461311886656,0.12159296089834781,0.027599999999999996
2022-09-09,1,glucose,wildtype,none,none,0.0,37.0,0.8000081975689147,2.4414085318584813,1.0933858502847131,6.113879634289921,5.688190068063592,3.0971262836378948,0.15040143900353203,0.13992947567436437,0.0246
2022-09-23,1,LB,wildtype,none,none,0.0,37.0,1.0049506159204387,4.697836926679316,3.601909253825714,15.076801258858795,4.364129676688135,4.633522011902897,0.3708893109679264,0.1073575900465281,0.024600000000000004
2022-09-29,1,LB,wildtype,none,none,0.0,37.0,1.0245783052412023,3.342287721292315,2.51139062309485,10.794339672203188,4.429275051934559,3.288697459687901,0.26554075593619847,0.10896016627759016,0.024599999999999997
2022-09-29,1,acetate,wildtype,none,none,0.0,37.0,0.7203812917057655,2.334341535588934,0.8515507073415166,5.262428048435304,6.282571074606769,3.2809920840240623,0.12945572999150848,0.1545512484353265,0.0246
2022-09-29,1,glucose,wildtype,none,none,0.0,37.0,0.7224047760670467,2.1960629725272294,0.8123305664496973,4.986211601357468,6.343481425940702,3.083400005880441,0.12266080539339369,0.1560496430781413,0.0246
2023-09-05,1,glucose,wildtype,relA,none,0.0,37.0,0.6072274589660878,2.6413520033351165,0.7074711318416248,5.0324642002486195,7.185667423171064,4.378567390077624,0.12379861932611604,0.17676741861000816,0.0246
2023-09-05,2,glucose,wildtype,relA,none,0.0,37.0,0.6095748787320172,2.595013049841932,0.7002714194719751,4.96150902604291,7.196343810961751,4.29909479592367,0.1220531220406556,0.17703005774965908,0.0246
2023-09-05,3,glucose,wildtype,relA,none,0.0,37.0,0.6327637919906335,2.583751737996322,0.7452424872987097,5.121567981426606,6.93586282119152,4.11898584453106,0.1259905723430945,0.17062222540131142,0.0246
2023-09-06,1,glucose,wildtype,meshI,IPTG,100.0,37.0,0.6738250908499781,2.7740652651497517,0.9224176367698336,5.890225658202136,6.550596188612653,4.147829066136236,0.14489955119177253,0.16114466623987128,0.0246
2023-09-06,1,glucose,wildtype,meshI,none,0.0,37.0,0.6481796939144485,2.2785252936775393,0.687825911290066,4.638202829203049,6.976626913822494,3.5770781188629672,0.11409978959839502,0.17162502208003333,0.0246
2023-09-06,2,glucose,wildtype,meshI,IPTG,100.0,37.0,0.7455946070846252,2.4847978924438974,0.9713739278394058,5.786339326527845,6.045903553738044,3.3873076907253026,0.142343947432585,0.14872922742195588,0.0246
2023-09-06,2,glucose,wildtype,meshI,none,0.0,37.0,0.6762612385875008,2.522876374140959,0.8221148210463386,5.337117504751128,6.559084830812809,3.7743130503451723,0.13129309061687774,0.1613534868379951,0.0246
2023-09-06,3,glucose,wildtype,meshI,IPTG,100.0,37.0,0.7588312753973074,2.413544181344863,0.9826085534145532,5.73596481655841,6.058260927580486,3.257341126397852,0.1411047344873369,0.14903321881847995,0.0246
2023-09-06,3,glucose,wildtype,meshI,none,0.0,37.0,0.5285318848442361,2.1110996707063947,0.45952697399228404,3.5872682895196166,8.644542157923967,4.059856619291372,0.08824679992218257,0.21265573708492957,0.0246
2023-09-07,1,glucose,wildtype,relA,dox,1.0,37.0,0.6011802384255979,2.486909883145037,0.6521972935135848,4.692304578848449,7.319068015538736,4.176595159539097,0.11543069263967184,0.1800490731822529,0.024599999999999997
2023-09-07,1,glucose,wildtype,relA,dox,2.0,37.0,0.5233661733201355,2.122914729924838,0.4380401578545251,3.5262660570732374,8.617467045279698,4.1369296279816385,0.08674614500400164,0.21198968931388057,0.0246
2023-09-07,1,glucose,wildtype,relA,dox,10.0,37.0,0.6379358803577156,2.299310326037205,0.6946553453490915,4.636353391932242,7.19348862556543,3.71550093549703,0.11405429344153314,0.1769598201889096,0.024599999999999997
2023-09-07,2,glucose,wildtype,relA,dox,1.0,37.0,0.5899512729752491,2.334348014011666,0.5937322926675187,4.339881712609903,7.525643021122187,3.9959479858640488,0.1067610901302036,0.1851308183196058,0.0246
2023-09-07,2,glucose,wildtype,relA,dox,2.0,37.0,0.6396873756210439,2.1967153805862805,0.6364628601341417,4.396284885524231,7.014897205601014,3.484041933263107,0.10814860818389609,0.17256647125778496,0.0246
2023-09-07,2,glucose,wildtype,relA,dox,10.0,37.0,0.7230206532014934,2.3536357656814073,0.8677926869255722,5.329359052326849,6.243028216340262,3.29897749970982,0.13110223268724047,0.15357849412197042,0.024600000000000004
2023-09-07,3,glucose,wildtype,relA,dox,1.0,37.0,0.6299792988526132,2.424740264870417,0.6904371061040255,4.783786792258758,7.036695513102559,3.896062675122662,0.11768115508956545,0.17310270962232294,0.024599999999999997
2023-09-07,3,glucose,wildtype,relA,dox,2.0,37.0,0.5904596488702103,2.0292093450307305,0.5133404990465769,3.7793462106653455,7.6864537729985365,3.4910634571599513,0.0929719167823675,0.189086762815764,0.0246
2023-09-07,3,glucose,wildtype,relA,dox,10.0,37.0,0.6519731408611316,2.152166633412226,0.6820861478470075,4.479040095883414,7.110598938475918,3.348213030726196,0.11018438635873198,0.17492073388650756,0.0246
