length,width_median,width_var,volume,surface_area,surface_to_volume,periplasm_volume,periplasm_fractional_volume,cell_id,carbon_source,image,strain,date
1.9755615605397405,0.9752820033226332,3.464187412013995e-05,1.2329835844606758,6.052999671326264,4.909229731532825,0.14559647384127983,0.1180846814801397,0,acetate,220330164442,lpp14,2022-03-30
2.378420485309239,1.147054191472845,0.0006740321896950185,2.062686959041476,8.570821407612844,4.15517312020806,0.2074137316966489,0.100555118549367,1,acetate,220330164442,lpp14,2022-03-30
2.29164818606242,1.100303053800656,0.00028671973154842,1.830283190907345,7.921549429681576,4.328045774028305,0.19144410490368347,0.10459807851307258,2,acetate,220330164442,lpp14,2022-03-30
2.3673358424725035,1.2335729186648625,0.0009753829030749251,2.337871029519278,9.174334544458949,3.9242261136814767,0.22235344563952664,0.09510937208766722,3,acetate,220330164442,lpp14,2022-03-30
2.3768368581230117,1.2594070753548303,0.00013131524261500305,2.4379265709131137,9.404059647572138,3.8574006944146366,0.2280271927687072,0.09353324890474478,4,acetate,220330164442,lpp14,2022-03-30
3.230440252160559,0.9670795317605965,0.0011761730135081774,2.136095548726536,9.814626507189852,4.594657066272612,0.2371893017039055,0.11103871352819837,5,acetate,220330164442,lpp14,2022-03-30
1.7854556353193427,1.0951764529795658,0.00024198311122790975,1.3380359040705245,6.143035621935985,4.591084292467686,0.14798523251641527,0.11059885019992359,6,acetate,220330164442,lpp14,2022-03-30
1.9118187496679901,1.2173109395762047,0.00036503768821739894,1.7527980069281703,7.311359085824894,4.1712502278789465,0.1767053952151607,0.10081332504755758,7,acetate,220330164442,lpp14,2022-03-30
1.6830248061817592,1.3665912733459369,0.0003666245164040439,1.8004732801504866,7.225685135097298,4.013214311346716,0.17471967105456176,0.0970409686057426,8,acetate,220330164442,lpp14,2022-03-30
3.492134632945324,1.1813698278376359,0.0006942589278088982,3.3961851779634746,12.960648315291145,3.81623722975642,0.3149052531789076,0.09272322817442505,9,acetate,220330164442,lpp14,2022-03-30
