length,width_median,width_var,volume,surface_area,surface_to_volume,periplasm_volume,periplasm_fractional_volume,cell_id,carbon_source,image,strain,date
2.665227717811762,0.9001776175316567,0.00033859092436270205,1.50524914886807,7.537241038796552,5.007304634229137,0.1814958188114979,0.12057526752164628,4,acetate,220330165224,lpp14,2022-03-30
3.155813160466994,0.9186379569185642,0.0008644479300225988,1.8886984886629268,9.10763341002302,4.822174351646048,0.2197561190364068,0.11635320320078169,5,acetate,220330165224,lpp14,2022-03-30
1.4971114782993002,0.9015557813186287,0.00017611111041072379,0.7638736034615532,4.240300308360153,5.551049662070922,0.10136318540519007,0.13269627978484247,6,acetate,220330165224,lpp14,2022-03-30
1.9661586335126549,1.0943736467864522,0.002676034194210179,1.5063022406729762,6.7598032210520875,4.487680518905678,0.1630511892933384,0.10824599797480976,7,acetate,220330165224,lpp14,2022-03-30
2.1261928419816516,0.8209605038519164,0.0007157391287760675,0.9806224882535358,5.483713898322779,5.592074385413225,0.13137157524234822,0.13396753268050962,8,acetate,220330165224,lpp14,2022-03-30
1.9015530262029452,0.9740301559999645,0.00014678863885949606,1.174984980158274,5.818763636154312,4.952202568045174,0.1398883463758107,0.11905543367623929,9,acetate,220330165224,lpp14,2022-03-30
1.8328626404696524,0.8362912881691418,5.2295612786431454e-05,0.85365752605675,4.8154553947797405,5.640968711449766,0.11521096323299829,0.13496157383533594,10,acetate,220330165224,lpp14,2022-03-30
3.191541480177618,1.0201752191179898,0.0022055369203714615,2.330827960752453,10.22881057167164,4.388488015378669,0.24751602773779746,0.10619231959869434,11,acetate,220330165224,lpp14,2022-03-30
1.854784907902001,0.8604631069882843,7.93345776111004e-06,0.9117807982264576,5.013900145491637,5.499019232741444,0.12008157647408213,0.13170004973526284,0,acetate,220330165239,lpp14,2022-03-30
1.8472239677940572,1.0618271761883662,1.0792826842657616e-05,1.3223282033476818,6.1620222765488055,4.6599794672371635,0.14840409819638745,0.11222939798204344,1,acetate,220330165239,lpp14,2022-03-30
2.2831352838379444,1.118057466144749,0.0007474366368538673,1.875658143927175,8.01946958329664,4.27554968332652,0.19387396308137306,0.10336316546225627,2,acetate,220330165239,lpp14,2022-03-30
2.266388035044234,1.0165001160363396,0.0010681524721100303,1.5642690384685305,7.2375499492832,4.626793583007302,0.17455826276778486,0.11159094661790595,3,acetate,220330165239,lpp14,2022-03-30
2.310579949439049,0.9251375667026566,0.0002792673864169759,1.345891766872994,6.715482003162622,4.989615189314352,0.16159918343988866,0.12006848352698044,4,acetate,220330165239,lpp14,2022-03-30
1.9723663937083535,0.9961292332716505,0.00017699807389331761,1.2783527510945705,6.172387062967455,4.828391113237282,0.14854649888742721,0.11620149349249376,5,acetate,220330165239,lpp14,2022-03-30
2.0701974762689246,1.2896277856371103,0.0008213240233352648,2.142632235940226,8.387374389027634,3.9145189026557805,0.20315280809754688,0.09481459519272085,6,acetate,220330165239,lpp14,2022-03-30
1.91810020315309,0.9951176338113208,0.00017364633416860553,1.233814509889529,5.9964689078887785,4.860105680249845,0.14425708269734772,0.11691958681071431,7,acetate,220330165239,lpp14,2022-03-30
2.4190941449494914,0.9840270218075609,0.00026973761660616975,1.5902875013683104,7.478416820369484,4.702556496190108,0.18034385757071192,0.11340330438083743,8,acetate,220330165239,lpp14,2022-03-30
2.2931422245033937,1.136712610505093,0.0004458684617275879,1.942616957324338,8.189012649043658,4.215454116246771,0.19805626185270286,0.10195332698294547,9,acetate,220330165239,lpp14,2022-03-30
2.3052248475894572,1.1183182901220452,3.0330903127188424e-05,1.898145376079864,8.0989476664089,4.266768904252853,0.19581703027549557,0.10316229343819058,10,acetate,220330165239,lpp14,2022-03-30
2.4630945246807343,1.089090317806571,0.0002487724215224692,1.9563668370411575,8.427424076685082,4.30769113293234,0.2037763531357324,0.10416060489142578,0,acetate,220330165257,lpp14,2022-03-30
2.8552373323922273,1.2309780124372067,0.001858392892592626,2.9097359883858496,11.041863696420991,3.794799164080301,0.2680887771897855,0.0921350865713784,1,acetate,220330165257,lpp14,2022-03-30
2.2578526220821935,0.8801357686599041,0.00043184851584228786,1.1951860511607797,6.243025866653985,5.223476178115265,0.14997967071617113,0.12548646344266567,2,acetate,220330165257,lpp14,2022-03-30
2.3022611711040044,1.2238088794070698,0.00039851554699865487,2.228289141960582,8.851524210229437,3.9723409514266788,0.21443013274847988,0.09623083858848382,3,acetate,220330165257,lpp14,2022-03-30
2.174010428088079,1.2619604775074809,0.0009594381819538614,2.1930661138227276,8.619007316512256,3.9301174105911874,0.20879411966290085,0.09520648663844994,4,acetate,220330165257,lpp14,2022-03-30
2.5104691487344897,1.1244456551877415,0.0002637929684686885,2.1207901714249533,8.868358317804315,4.1816292989728865,0.2146372692642904,0.10120627309399316,5,acetate,220330165257,lpp14,2022-03-30
2.2644370216366667,1.302924558191905,0.0006562938232561326,2.4401138227716452,9.268925452933638,3.79856274180086,0.22478408808786066,0.09212032897405407,6,acetate,220330165257,lpp14,2022-03-30
2.009631216920461,1.0429729977079234,0.00017384818342635358,1.4199077153767838,6.584750224781707,4.637449429616199,0.158690431107122,0.11176108798381466,7,acetate,220330165257,lpp14,2022-03-30
1.6593341774226413,1.1109731335012738,0.00012238758531890392,1.2495487764774282,5.791449686713707,4.634832825846334,0.139412206329677,0.11157003948472541,8,acetate,220330165257,lpp14,2022-03-30
2.403666863449455,1.086390980269192,0.00012864123943050537,1.8924278929049816,8.203710011431005,4.33501854532373,0.19830548758120603,0.1047889266083455,9,acetate,220330165257,lpp14,2022-03-30
2.9316164115478927,0.9327914342572649,0.00018089484298508247,1.7909108091845471,8.590957415758545,4.796976695712867,0.20725163817912828,0.11572415394237073,10,acetate,220330165257,lpp14,2022-03-30
2.5190696001535917,1.1409987634298309,4.095910228637699e-05,2.186842705854123,9.029739331153996,4.129121544490425,0.21862240569913105,0.0999717104087479,11,acetate,220330165257,lpp14,2022-03-30
2.4560790474323233,0.9986811173129864,0.0015047533525831948,1.663150173758491,7.705823393378582,4.633269752162235,0.1859276289604903,0.11179244778619082,12,acetate,220330165257,lpp14,2022-03-30
2.450762078432833,1.0444881722974815,0.01122967349198564,1.8015796225044576,8.041823754604575,4.463762608185627,0.19424813589321932,0.10782101077674612,13,acetate,220330165257,lpp14,2022-03-30
1.682173576528239,1.0944809493389778,0.00012752557806854163,1.2393853184484536,5.784008015159554,4.666835994475363,0.13921370181342563,0.11232479499410462,14,acetate,220330165257,lpp14,2022-03-30
2.130028144390852,1.1312709941166403,8.510530035790667e-05,1.7619342368871806,7.570104357393873,4.296473840458439,0.1829145128976124,0.10381460843894408,15,acetate,220330165257,lpp14,2022-03-30
2.2894497447627042,1.002351779728918,7.239442434440029e-05,1.5429463609298288,7.209433718115142,4.6725109185069185,0.17383785562081666,0.11266616910522827,16,acetate,220330165257,lpp14,2022-03-30
2.1645452359716026,1.135542814100114,9.759768172109054e-05,1.8087806030571296,7.721826732968606,4.269078693080564,0.18663141043722464,0.10318078937920254,17,acetate,220330165257,lpp14,2022-03-30
2.12839997066976,1.1235015819107244,7.711277718655333e-05,1.7387692380044797,7.512367154708829,4.320508432349822,0.18148953494730558,0.10437816070152835,18,acetate,220330165257,lpp14,2022-03-30
2.1516184777517213,1.0431487733380644,0.00018117984798026596,1.5416840446775653,7.051173316251578,4.573682487403762,0.17007187192451867,0.11031564639438703,19,acetate,220330165257,lpp14,2022-03-30
3.2683449360922077,2.530817095000879,0.0007634054135681249,12.197657664763389,25.985945129727263,2.130404528796992,0.6383274500689673,0.05233196959716033,20,acetate,220330165257,lpp14,2022-03-30
3.2196088797331295,0.8838195296697834,0.001312841092858226,1.7944992924702081,8.939569046760248,4.9816509174849175,0.21549761317501126,0.1200878785961343,21,acetate,220330165257,lpp14,2022-03-30
2.136961826085013,1.2339235888718556,0.00014596562290143816,2.063574382993726,8.283901066781413,4.014345756106723,0.20054425848165924,0.09718295600797297,22,acetate,220330165257,lpp14,2022-03-30
2.786798362757495,0.8336657103648549,0.001856783859521517,1.369489811615555,7.29873100890873,5.329525599243844,0.1754249604854763,0.12809511907104412,0,acetate,220330165427,lpp14,2022-03-30
3.0465400352113674,0.9362392749487493,0.00033544250337238764,1.8825009826735464,8.960734672317805,4.760015933479982,0.2162636477663522,0.11488102782247288,2,acetate,220330165427,lpp14,2022-03-30
3.406556887726136,1.0892449191956057,0.0007274730909415442,2.8360294810759186,11.657114475432975,4.110364350306598,0.28266582552738573,0.09966956528962083,3,acetate,220330165427,lpp14,2022-03-30
2.8182946438558982,1.1385954561765632,0.0007382073923916647,2.483123615934252,10.081048735659653,4.059825564450102,0.2443223326951136,0.09839314125454428,4,acetate,220330165427,lpp14,2022-03-30
2.4624641025636094,0.9614939677146166,5.8578654858114554e-05,1.5552335090032994,7.438174191553793,4.782673565412494,0.17929687868592858,0.11528614683774037,5,acetate,220330165427,lpp14,2022-03-30
1.572944185467638,0.9991933010759975,2.5193656654975597e-06,0.972228787928417,4.937563554586637,5.0786025016882945,0.1184541585667731,0.12183774029070883,6,acetate,220330165427,lpp14,2022-03-30
1.9803898538836113,0.9827006230102386,4.686825275644364e-05,1.253599142649551,6.113948789171109,4.877116281564249,0.14709615502989526,0.11733906798867094,0,acetate,220330165442,lpp14,2022-03-30
3.885559210752953,1.1520502156022907,0.0034027307085734235,3.649993566547284,14.062897574908424,3.8528554416634875,0.34174656624122646,0.09362936126062875,1,acetate,220330165442,lpp14,2022-03-30
1.9770922585879014,1.1884171470727791,0.00080042120017728,1.7536653327992824,7.3815185875001585,4.209194564915892,0.1783879513508959,0.10172291600595465,2,acetate,220330165442,lpp14,2022-03-30
1.8131495287197386,1.0630230821220583,0.0003350590808076795,1.2947131422083638,6.05516788521903,4.676841292342845,0.1457972952620028,0.11260972837065635,3,acetate,220330165442,lpp14,2022-03-30
1.6983937617020455,1.217386551689425,0.00010061228595314038,1.5045632262686603,6.495562389713086,4.317241227423975,0.1567293883322567,0.10416935998159942,5,acetate,220330165442,lpp14,2022-03-30
1.6818266936565731,1.059932031795435,7.13826663386935e-06,1.1722296711626476,5.600272130743474,4.777452975737237,0.13468882244691427,0.11489968711790619,6,acetate,220330165442,lpp14,2022-03-30
1.8329447270202688,1.0363942052147332,0.0003199299615413512,1.2548475475381398,5.9679368314242565,4.755905881262335,0.1436299368137004,0.1144600689505949,7,acetate,220330165442,lpp14,2022-03-30
2.151847518421191,1.077611743607088,0.0002692019258497287,1.6349650316016549,7.284901465371226,4.455692522203209,0.17584695804832107,0.10755395659811559,8,acetate,220330165442,lpp14,2022-03-30
1.87253174347945,1.1738805061959878,0.00013241698367630277,1.6031072509880488,6.905624381501374,4.307649645552539,0.16672444291986777,0.10400080394939883,9,acetate,220330165442,lpp14,2022-03-30
1.973153066917412,0.8033685080493607,8.282830267588989e-05,0.8644432114827004,4.979955396695383,5.760882068995279,0.11911264740030358,0.13779117681542152,0,acetate,220330165454,lpp14,2022-03-30
2.6120370451871096,1.2202138140666416,0.001241250274314125,2.5788688577789287,10.013021347225212,3.8827183154435416,0.24286637656123933,0.0941755436026359,1,acetate,220330165454,lpp14,2022-03-30
2.0951927322950166,1.0754817578708975,1.1258146411004502e-05,1.5776856869155949,7.07908129974293,4.487003563797722,0.17081687753725427,0.10827053763237497,2,acetate,220330165454,lpp14,2022-03-30
1.8916216946251792,1.0149299903304778,9.391494786583034e-05,1.2566683167066892,6.03142934469316,4.799539595698199,0.1451441825763189,0.11549919787640835,3,acetate,220330165454,lpp14,2022-03-30
2.266471520712702,1.2671196251662145,0.0007438053671475828,2.325461674640786,9.022310234238727,3.8797931321024257,0.21868501571248977,0.09403939789558993,4,acetate,220330165454,lpp14,2022-03-30
2.3244606714414893,1.1302273498790214,8.695582564814711e-05,1.9541038184733848,8.253494907363354,4.223672677642725,0.1996195584633933,0.1021540189299375,5,acetate,220330165454,lpp14,2022-03-30
2.8239083580873023,1.2754581022082636,0.001055367120325595,3.0648433886122484,11.31531551972104,3.6919718514049684,0.274899250617453,0.08969438753016563,6,acetate,220330165454,lpp14,2022-03-30
1.3859050813259353,1.0188169658122261,6.610337911911558e-05,0.8529787371314217,4.435877335726113,5.200454762382501,0.10624072254184358,0.12455260361956087,7,acetate,220330165454,lpp14,2022-03-30
3.0707507694084044,0.8678604774873052,0.0005429522944135635,1.6453683453706105,8.372291734113901,5.088399663011681,0.2016392981006765,0.12254963982260052,8,acetate,220330165454,lpp14,2022-03-30
2.069291471174183,0.9588132585762461,0.00015252142958832718,1.2633343972972353,6.2331211958492645,4.9338648652204355,0.14994781000987878,0.11869209793596659,9,acetate,220330165454,lpp14,2022-03-30
1.9164465134705946,0.8714759589994425,6.17280810276214e-05,0.9698601133013888,5.246890328230632,5.409945471796235,0.12576363507878485,0.1296719324302217,10,acetate,220330165454,lpp14,2022-03-30
2.6185554331016827,0.7564210765866975,0.0007693210276859997,1.0634278925161595,6.222648449772169,5.851500128559597,0.14900491021070683,0.14011754935085324,11,acetate,220330165454,lpp14,2022-03-30
2.329917994935341,0.9672807116568958,0.0002661781479179234,1.4751920503635048,7.08015941088929,4.799483165018856,0.1705954005978969,0.1156428415919542,12,acetate,220330165454,lpp14,2022-03-30
2.472089401343805,1.182022176300035,0.00031178714311568684,2.2803620929687853,9.179936348246086,4.0256485479000395,0.22238902724827536,0.0975235590584427,13,acetate,220330165454,lpp14,2022-03-30
2.2705552805937907,0.8810338827358969,0.0009639517585653198,1.2051880639755332,6.284555465151335,5.2145848876237455,0.1509912056240772,0.12528435199233975,14,acetate,220330165454,lpp14,2022-03-30
1.922277709292506,1.1519420318220726,0.00013454832018985134,1.603213397718938,6.956593515572218,4.33915630038403,0.16794407138987677,0.10475465813149307,15,acetate,220330165454,lpp14,2022-03-30
1.5928344283107505,1.4362313151769004,8.274529575673882e-06,1.8049251513979006,7.186954553183122,3.9818573903836847,0.17379175699716454,0.09628751467204287,16,acetate,220330165454,lpp14,2022-03-30
2.8293851800573497,1.4702818588985622,0.0004464533749325725,3.971690251467922,13.069005653417882,3.2905400033619503,0.31834821469335495,0.08015434098258156,0,glucose,220330172052,lpp14,2022-03-30
2.215544677998307,1.0517974820222238,0.0004924042386296042,1.6203927215383604,7.320866912317171,4.517958402927731,0.17667171132570103,0.10903018075641152,1,glucose,220330172052,lpp14,2022-03-30
2.897431662628549,1.6467898109319528,5.783133468029259e-05,5.002154568950245,14.9899866356438,2.9967060051864025,0.36589255773953067,0.07314699150056794,2,glucose,220330172052,lpp14,2022-03-30
3.031059808174319,1.483326936511607,0.0019144888414047096,4.383475986406581,14.124766005686268,3.222275210241371,0.3443206223437505,0.07854967688006258,3,glucose,220330172052,lpp14,2022-03-30
4.89611727431748,1.3043553276524926,0.0035791063240106667,5.961372690294665,20.063079812356186,3.3655134236146016,0.48946784567139634,0.08210656691004542,4,glucose,220330172052,lpp14,2022-03-30
2.2536654013685173,1.4300932184734256,0.00027218290046255407,2.8542900276779957,10.125201092071611,3.547362389206328,0.24596243401268225,0.0861728947050192,5,glucose,220330172052,lpp14,2022-03-30
2.3555217264138153,1.360823353308951,0.0004257899414296688,2.766204291397376,10.070214949842073,3.640445133123195,0.24452379709258754,0.08839686853680061,0,glucose,220330172058,lpp14,2022-03-30
2.364566169759842,1.2958266834786665,0.00025038162335928133,2.548772508095393,9.626053322945083,3.7767408791372636,0.23352961835996,0.09162434764900551,1,glucose,220330172058,lpp14,2022-03-30
2.8699146615972144,1.402319400291707,7.315985884806784e-05,3.7105869943929597,12.643455895729339,3.407400477292345,0.30776333527565436,0.0829419538581667,0,glucose,220330172252,lpp14,2022-03-30
2.968511421617663,1.4343187432749263,0.0006901121592503899,4.023937611753088,13.376246722018182,3.3241685166660973,0.3258266810842603,0.08097210059435017,1,glucose,220330172252,lpp14,2022-03-30
3.225683101103185,1.4654665796154491,0.0027217677094318457,4.61686670772083,14.850719334452641,3.216622933821685,0.3621223823496189,0.07843466256975498,2,glucose,220330172252,lpp14,2022-03-30
3.1731076900853354,1.3666086601918923,0.00022569039614479502,3.9862009922649153,13.623191227206481,3.417587636358982,0.33173151831748005,0.08321996782430027,0,glucose,220330172315,lpp14,2022-03-30
3.6481939188309895,1.6008887018726163,0.00012322912017420369,6.269161662589637,18.34800827871467,2.9267084286889418,0.44845910719026083,0.07153414305239233,1,glucose,220330172315,lpp14,2022-03-30
2.175235821926327,1.24594418217294,0.000481963278586917,2.1457555832564976,8.514414835417364,3.9680264154296156,0.20620834950270472,0.09610057693045981,2,glucose,220330172315,lpp14,2022-03-30
4.343406103953329,1.8762336996645987,0.016286841224831945,10.279512809842926,25.601607921347497,2.490546818214306,0.6278934136837506,0.06108202064620464,3,glucose,220330172315,lpp14,2022-03-30
2.4630212166321224,1.2950758759182648,0.0003626680160615788,2.6758430247530267,10.021050234340947,3.745006766705182,0.24321269931957756,0.0908919906996508,4,glucose,220330172315,lpp14,2022-03-30
2.7460494647851905,1.5115418959514915,0.0004770646733319381,4.023509466911372,13.040024813999494,3.240957905340685,0.3177063091088881,0.07896248579048923,5,glucose,220330172315,lpp14,2022-03-30
1.761053410238673,1.3495159101736243,0.0002557017570959992,1.875511507949293,7.466213582855504,3.9808945726060365,0.18061320083990706,0.0963007691898365,6,glucose,220330172315,lpp14,2022-03-30
2.8309563846594283,1.4984673838213967,0.0013768665452875382,4.1116277705671,13.326937024455868,3.2412800399530663,0.32473807176751146,0.07898041600266788,0,glucose,220330172413,lpp14,2022-03-30
2.5261931464245966,1.3370682797240192,9.583929759801783e-05,2.9212286387110256,10.611334649500261,3.632490284698307,0.2577633200124039,0.08823798199039305,1,glucose,220330172413,lpp14,2022-03-30
2.373656028468417,1.3623541908204047,0.00039690146313000853,2.7981220349115064,10.159157407014707,3.630705623364994,0.24670874611065807,0.08816940184614232,0,glucose,220330172426,lpp14,2022-03-30
3.026638983561955,1.1728506603884568,0.0011824359966903033,2.84753741970694,11.152011560767079,3.9163705044180985,0.2706200602322135,0.09503652466841504,1,glucose,220330172426,lpp14,2022-03-30
2.717526691150107,1.6162187902518657,0.0012792763188476796,4.469973811405292,13.798244703941718,3.0868737236748505,0.33651227809118023,0.07528282989769595,2,glucose,220330172426,lpp14,2022-03-30
2.886714813967805,1.0359938591524442,0.0022195963223858965,2.14227122449064,9.395306115840421,4.385675356337902,0.22724588227443077,0.10607708289993122,3,glucose,220330172426,lpp14,2022-03-30
3.612881471900809,1.9750719435500432,0.004423948539467226,9.051973340149798,22.417465307385868,2.476527986218626,0.5495301616574775,0.06070832745607528,4,glucose,220330172426,lpp14,2022-03-30
2.3627779814730796,1.3816366086164202,0.0008757239066868024,2.851944897971143,10.255730968252456,3.5960480777690775,0.24910658319812384,0.08734621183436497,5,glucose,220330172426,lpp14,2022-03-30
2.705439372189209,1.3978442757559801,0.0007094837061185767,3.4368204340320534,11.880821501208272,3.4569223877867183,0.28902920877466887,0.08409784983604215,0,glucose,220330172542,lpp14,2022-03-30
3.05803168324421,1.4456642922329834,0.0015763083791896734,4.228582957597948,13.888626778090954,3.2844635939176197,0.3384381329301229,0.08003582673529318,1,glucose,220330172542,lpp14,2022-03-30
2.52606687425531,1.4999184947621425,0.0005162739967806628,3.5800146299885043,11.903162886728074,3.3248922468136106,0.2897395182284228,0.08093249558294492,0,glucose,220330172552,lpp14,2022-03-30
2.8879124138683063,1.4363606540676799,0.00041555230201295134,3.9036988913010173,13.031589478433503,3.3382670747154783,0.3173644964938216,0.08129840577638686,1,glucose,220330172552,lpp14,2022-03-30
2.8303254918556786,1.5369830296272882,0.003693942017543904,4.3007188093191555,13.666437764336107,3.1777101387615794,0.333151203725945,0.07746407484349947,0,glucose,220330172605,lpp14,2022-03-30
3.213538804418402,1.5577398611518918,0.0070099960160085635,5.134810718788947,15.72636511864598,3.062696169325413,0.3838561940606082,0.0747556658040048,1,glucose,220330172605,lpp14,2022-03-30
4.06658253566698,1.5800634330339527,0.004887548113849425,6.941115525045246,20.18617278607506,2.908202970147723,0.49363260606589243,0.07111718632037531,2,glucose,220330172605,lpp14,2022-03-30
2.1794993076653015,1.7294048841803025,0.0019244701701769792,3.765521817040473,11.841406476353109,3.144692037838174,0.2884254963228474,0.07659642151523546,0,glucose,220330172626,lpp14,2022-03-30
2.0569220259439236,1.2768387387210476,0.000724874720948566,2.088806665572712,8.25094613535608,3.950076506048406,0.19979327927641566,0.09564948377912039,0,glucose,220330172638,lpp14,2022-03-30
2.194446253968956,1.4507629159052837,0.000663334294904302,2.8281138840223496,10.00164111889136,3.5365057876192374,0.24294912635118626,0.08590500111178208,1,glucose,220330172638,lpp14,2022-03-30
2.722522151139893,1.5450730064981528,0.0004000972014699242,4.138930884249708,13.215095314038479,3.192876538317471,0.32206342920057995,0.07781319336018884,2,glucose,220330172638,lpp14,2022-03-30
2.958468959426746,1.400402941062041,0.0006297416254285573,3.837833069743982,13.015771145197148,3.3914375400557524,0.3169011035140561,0.08257292533445085,3,glucose,220330172638,lpp14,2022-03-30
2.670698626583551,1.4663596185334549,0.004791144652242299,3.6847507340198327,12.303119661931202,3.338928614177727,0.2995203465262719,0.08128646091604518,0,glucose,220330172650,lpp14,2022-03-30
2.6932052898657295,1.2520219407787752,0.0007150626776267628,2.801948763260767,10.593299989389598,3.7806901140696265,0.25715151402885494,0.091775951580783,1,glucose,220330172650,lpp14,2022-03-30
2.2868348498570152,1.186815097960542,0.0005809142211195015,2.092186101654676,8.526439938423888,4.075373568192841,0.20640595258429295,0.09865563700143588,0,glucose,220330172703,lpp14,2022-03-30
3.020801737111243,1.4884000537822908,0.0042084854175144185,4.392720564671544,14.125107837165785,3.2155716780090606,0.34433934876370387,0.07838863039298542,1,glucose,220330172703,lpp14,2022-03-30
2.3763124019800665,1.359032539221947,0.00014103661833775593,2.7899535612601416,10.145729108089602,3.6365225747725596,0.24637434490799937,0.0883076866687054,2,glucose,220330172703,lpp14,2022-03-30
3.2180783080097712,1.7473366932151628,0.0032010224789638638,6.320158497003082,17.665383807710285,2.7950855688329534,0.4319504754835375,0.06834488022545028,3,glucose,220330172703,lpp14,2022-03-30
